ENABLE,id,release_key,mst_dummy_user_id,mst_unit_id,level,rank,grade_level
e,55,202509010,bronze_1_user3,chara_chi_00301,1,0,1
e,56,202509010,bronze_1_user3,chara_gom_00101,1,0,1
e,57,202509010,bronze_1_user3,chara_sur_00201,1,0,1
e,58,202509010,bronze_1_user3,chara_aka_00001,1,0,1
e,59,202509010,bronze_1_user3,chara_aka_00101,1,0,1
e,60,202509010,bronze_1_user3,chara_rik_00001,1,0,1
e,61,202509010,bronze_1_user4,chara_sum_00101,2,0,1
e,62,202509010,bronze_1_user4,chara_bat_00101,1,0,1
e,63,202509010,bronze_1_user4,chara_kai_00101,1,0,1
e,64,202509010,bronze_1_user4,chara_aha_00001,1,0,1
e,65,202509010,bronze_1_user4,chara_sum_00201,1,0,1
e,66,202509010,bronze_1_user4,chara_jig_00001,1,0,1
e,67,202509010,bronze_1_user4,chara_mag_00101,1,0,1
e,68,202509010,bronze_1_user4,chara_aka_00001,1,0,1
e,69,202509010,bronze_1_user4,chara_aka_00101,1,0,1
e,70,202509010,bronze_1_user4,chara_ron_00101,1,0,1
e,71,202509010,bronze_1_user5,chara_sur_00101,2,0,1
e,72,202509010,bronze_1_user5,chara_chi_00201,1,0,1
e,73,202509010,bronze_1_user5,chara_dos_00001,1,0,1
e,74,202509010,bronze_1_user5,chara_aha_00001,1,0,1
e,75,202509010,bronze_1_user5,chara_bat_00001,1,0,1
e,76,202509010,bronze_1_user5,chara_jig_00301,1,0,1
e,77,202509010,bronze_1_user5,chara_aka_00001,1,0,1
e,78,202509010,bronze_1_user5,chara_rik_00001,1,0,1
e,79,202509010,bronze_1_user5,chara_ron_00101,1,0,1
e,80,202509010,bronze_1_user6,chara_jig_00001,2,0,1
e,81,202509010,bronze_1_user6,chara_gom_00101,1,0,1
e,82,202509010,bronze_1_user6,chara_sur_00201,1,0,1
e,83,202509010,bronze_1_user6,chara_sur_00301,1,0,1
e,84,202509010,bronze_1_user6,chara_aka_00001,1,0,1
e,85,202509010,bronze_1_user6,chara_rik_00001,1,0,1
e,86,202509010,bronze_1_user6,chara_ron_00101,1,0,1
e,87,202509010,bronze_2_user1,chara_spy_00101,2,0,1
e,88,202509010,bronze_2_user1,chara_sum_00201,1,0,1
e,89,202509010,bronze_2_user1,chara_sur_00301,1,0,1
e,90,202509010,bronze_2_user1,chara_aka_00001,1,0,1
e,91,202509010,bronze_2_user1,chara_aka_00101,1,0,1
e,92,202509010,bronze_2_user1,chara_rik_00001,1,0,1
e,93,202509010,bronze_2_user1,chara_ron_00101,1,0,1
e,94,202509010,bronze_2_user2,chara_chi_00002,2,0,1
e,95,202509010,bronze_2_user2,chara_mag_00001,1,0,1
e,96,202509010,bronze_2_user2,chara_aha_00101,1,0,1
e,97,202509010,bronze_2_user2,chara_kai_00101,1,0,1
e,98,202509010,bronze_2_user2,chara_jig_00301,1,0,1
e,99,202509010,bronze_2_user2,chara_sum_00201,1,0,1
e,100,202509010,bronze_2_user2,chara_sur_00301,1,0,1
e,101,202509010,bronze_2_user2,chara_mag_00101,1,0,1
e,102,202509010,bronze_2_user3,chara_jig_00001,2,0,1
e,103,202509010,bronze_2_user3,chara_jig_00101,1,0,1
e,104,202509010,bronze_2_user3,chara_sur_00201,1,0,1
e,105,202509010,bronze_2_user3,chara_aka_00001,1,0,1
e,106,202509010,bronze_2_user3,chara_rik_00001,1,0,1
e,107,202509010,bronze_2_user3,chara_ron_00101,1,0,1
e,108,202509010,bronze_2_user4,chara_yuw_00001,2,0,1
e,109,202509010,bronze_2_user4,chara_dan_00101,1,0,1
e,110,202509010,bronze_2_user4,chara_bat_00001,1,0,1
e,111,202509010,bronze_2_user4,chara_sur_00201,1,0,1
e,112,202509010,bronze_2_user4,chara_sum_00201,1,0,1
e,113,202509010,bronze_2_user4,chara_rik_00001,1,0,1
e,114,202509010,bronze_2_user4,chara_aka_00001,1,0,1
e,115,202509010,bronze_2_user4,chara_aka_00101,1,0,1
e,116,202509010,bronze_2_user5,chara_spy_00101,2,0,1
e,117,202509010,bronze_2_user5,chara_dan_00101,1,0,1
e,118,202509010,bronze_2_user5,chara_bat_00001,1,0,1
e,119,202509010,bronze_2_user5,chara_sur_00201,1,0,1
e,120,202509010,bronze_2_user5,chara_sum_00201,1,0,1
e,121,202509010,bronze_2_user5,chara_rik_00001,1,0,1
e,122,202509010,bronze_2_user5,chara_aka_00001,1,0,1
e,123,202509010,bronze_2_user6,chara_spy_00101,2,0,1
e,124,202509010,bronze_2_user6,chara_aha_00101,1,0,1
e,125,202509010,bronze_2_user6,chara_kai_00101,1,0,1
e,126,202509010,bronze_2_user6,chara_gom_00101,1,0,1
e,127,202509010,bronze_2_user6,chara_jig_00301,1,0,1
e,128,202509010,bronze_2_user6,chara_aka_00001,1,0,1
e,129,202509010,bronze_2_user6,chara_rik_00001,1,0,1
e,130,202509010,bronze_2_user6,chara_ron_00101,1,0,1
e,131,202509010,bronze_3_user1,chara_sum_00101,5,0,1
e,132,202509010,bronze_3_user1,chara_dos_00001,5,0,1
e,133,202509010,bronze_3_user1,chara_aha_00001,5,0,1
e,134,202509010,bronze_3_user1,chara_gom_00101,5,0,1
e,135,202509010,bronze_3_user1,chara_sur_00301,5,0,1
e,136,202509010,bronze_3_user1,chara_aka_00001,5,0,1
e,137,202509010,bronze_3_user1,chara_aka_00101,5,0,1
e,138,202509010,bronze_3_user1,chara_ron_00101,5,0,1
e,139,202509010,bronze_3_user2,chara_kai_00002,5,0,1
e,140,202509010,bronze_3_user2,chara_ron_00001,5,0,1
e,141,202509010,bronze_3_user2,chara_gom_00101,5,0,1
e,142,202509010,bronze_3_user2,chara_mag_00101,5,0,1
e,143,202509010,bronze_3_user2,chara_aka_00101,5,0,1
e,144,202509010,bronze_3_user2,chara_rik_00001,5,0,1
e,145,202509010,bronze_3_user3,chara_spy_00201,5,0,1
e,146,202509010,bronze_3_user3,chara_sur_00201,5,0,1
e,147,202509010,bronze_3_user3,chara_mag_00101,5,0,1
e,148,202509010,bronze_3_user3,chara_aka_00001,5,0,1
e,149,202509010,bronze_3_user3,chara_aka_00101,5,0,1
e,150,202509010,bronze_3_user3,chara_rik_00001,5,0,1
e,151,202509010,bronze_3_user4,chara_yuw_00101,5,0,1
e,152,202509010,bronze_3_user4,chara_jig_00301,5,0,1
e,153,202509010,bronze_3_user4,chara_sum_00201,5,0,1
e,154,202509010,bronze_3_user4,chara_sur_00201,5,0,1
e,155,202509010,bronze_3_user4,chara_mag_00101,5,0,1
e,156,202509010,bronze_3_user4,chara_rik_00001,5,0,1
e,157,202509010,bronze_3_user4,chara_ron_00101,5,0,1
e,158,202509010,bronze_3_user5,chara_chi_00002,5,0,1
e,159,202509010,bronze_3_user5,chara_jig_00101,5,0,1
e,160,202509010,bronze_3_user5,chara_aha_00001,5,0,1
e,161,202509010,bronze_3_user5,chara_sur_00201,5,0,1
e,162,202509010,bronze_3_user5,chara_aka_00001,5,0,1
e,163,202509010,bronze_3_user5,chara_aka_00101,5,0,1
e,164,202509010,bronze_3_user5,chara_rik_00001,5,0,1
e,165,202509010,bronze_3_user5,chara_ron_00101,5,0,1
e,166,202509010,bronze_3_user6,chara_jig_00001,5,0,1
e,167,202509010,bronze_3_user6,chara_dos_00001,5,0,1
e,168,202509010,bronze_3_user6,chara_aka_00001,5,0,1
e,169,202509010,bronze_3_user6,chara_rik_00001,5,0,1
e,170,202509010,bronze_3_user6,chara_ron_00101,5,0,1
e,171,202509010,bronze_4_user1,chara_dan_00002,10,0,1
e,172,202509010,bronze_4_user1,chara_bat_00001,10,0,1
e,173,202509010,bronze_4_user1,chara_bat_00101,10,0,1
e,174,202509010,bronze_4_user1,chara_kai_00101,10,0,1
e,175,202509010,bronze_4_user1,chara_aha_00001,10,0,1
e,176,202509010,bronze_4_user1,chara_jig_00301,10,0,1
e,177,202509010,bronze_4_user1,chara_aka_00001,10,0,1
e,178,202509010,bronze_4_user1,chara_aka_00101,10,0,1
e,179,202509010,bronze_4_user1,chara_ron_00101,10,0,1
e,180,202509010,bronze_4_user2,chara_spy_00201,10,0,1
e,181,202509010,bronze_4_user2,chara_gom_00001,10,0,1
e,182,202509010,bronze_4_user2,chara_bat_00101,10,0,1
e,183,202509010,bronze_4_user2,chara_kai_00101,10,0,1
e,184,202509010,bronze_4_user2,chara_mag_00101,10,0,1
e,185,202509010,bronze_4_user2,chara_aka_00001,10,0,1
e,186,202509010,bronze_4_user2,chara_aka_00101,10,0,1
e,187,202509010,bronze_4_user2,chara_ron_00101,10,0,1
e,188,202509010,bronze_4_user3,chara_gom_00001,10,0,1
e,189,202509010,bronze_4_user3,chara_chi_00301,10,0,1
e,190,202509010,bronze_4_user3,chara_dos_00001,10,0,1
e,191,202509010,bronze_4_user3,chara_bat_00101,10,0,1
e,192,202509010,bronze_4_user3,chara_kai_00101,10,0,1
e,193,202509010,bronze_4_user3,chara_mag_00101,10,0,1
e,194,202509010,bronze_4_user3,chara_dan_00101,10,0,1
e,195,202509010,bronze_4_user3,chara_spy_00101,10,0,1
e,196,202509010,bronze_4_user3,chara_sum_00201,10,0,1
e,197,202509010,bronze_4_user3,chara_jig_00101,10,0,1
e,198,202509010,bronze_4_user4,chara_spy_00101,10,0,1
e,199,202509010,bronze_4_user4,chara_spy_00001,10,0,1
e,200,202509010,bronze_4_user4,chara_dan_00101,10,0,1
e,201,202509010,bronze_4_user4,chara_jig_00101,10,0,1
e,202,202509010,bronze_4_user4,chara_kai_00101,10,0,1
e,203,202509010,bronze_4_user4,chara_kai_00301,10,0,1
e,204,202509010,bronze_4_user4,chara_aka_00001,10,0,1
e,205,202509010,bronze_4_user4,chara_chi_00001,10,0,1
e,206,202509010,bronze_4_user4,chara_mag_00001,10,0,1
e,207,202509010,bronze_4_user4,chara_kai_00001,10,0,1
e,208,202509010,bronze_4_user5,chara_dan_00001,10,0,1
e,209,202509010,bronze_4_user5,chara_jig_00301,10,0,1
e,210,202509010,bronze_4_user5,chara_jig_00101,10,0,1
e,211,202509010,bronze_4_user5,chara_chi_00301,10,0,1
e,212,202509010,bronze_4_user5,chara_dos_00101,10,0,1
e,213,202509010,bronze_4_user5,chara_kai_00301,10,0,1
e,214,202509010,bronze_4_user5,chara_gom_00001,10,0,1
e,215,202509010,bronze_4_user5,chara_jig_00001,10,0,1
e,216,202509010,bronze_4_user5,chara_kai_00002,10,0,1
e,217,202509010,bronze_4_user5,chara_spy_00101,10,0,1
e,218,202509010,bronze_4_user6,chara_spy_00001,10,0,1
e,219,202509010,bronze_4_user6,chara_spy_00201,10,0,1
e,220,202509010,bronze_4_user6,chara_sur_00101,10,0,1
e,221,202509010,bronze_4_user6,chara_gom_00201,10,0,1
e,222,202509010,bronze_4_user6,chara_sur_00301,10,0,1
e,223,202509010,bronze_4_user6,chara_sum_00101,10,0,1
e,224,202509010,bronze_4_user6,chara_kai_00301,10,0,1
e,225,202509010,bronze_4_user6,chara_dan_00101,10,0,1
e,226,202509010,bronze_4_user6,chara_jig_00101,10,0,1
e,227,202509010,bronze_4_user6,chara_dos_00001,10,0,1
e,228,202509010,Silver_1_user1,chara_spy_00101,15,0,1
e,229,202509010,Silver_1_user1,chara_kai_00101,15,0,1
e,230,202509010,Silver_1_user1,chara_bat_00001,15,0,1
e,231,202509010,Silver_1_user1,chara_sur_00201,15,0,1
e,232,202509010,Silver_1_user1,chara_bat_00101,15,0,1
e,233,202509010,Silver_1_user1,chara_kai_00001,10,0,1
e,234,202509010,Silver_1_user1,chara_aka_00001,10,0,1
e,235,202509010,Silver_1_user1,chara_dan_00001,10,0,1
e,236,202509010,Silver_1_user1,chara_chi_00001,10,0,1
e,237,202509010,Silver_1_user2,chara_jig_00001,15,0,1
e,238,202509010,Silver_1_user2,chara_ron_00101,15,0,1
e,239,202509010,Silver_1_user2,chara_aka_00001,15,0,1
e,240,202509010,Silver_1_user2,chara_sur_00301,15,0,1
e,241,202509010,Silver_1_user2,chara_dan_00001,15,0,1
e,242,202509010,Silver_1_user2,chara_rik_00001,10,0,1
e,243,202509010,Silver_1_user2,chara_aka_00101,10,0,1
e,244,202509010,Silver_1_user3,chara_chi_00002,15,0,1
e,245,202509010,Silver_1_user3,chara_rik_00001,15,0,1
e,246,202509010,Silver_1_user3,chara_aka_00101,15,0,1
e,247,202509010,Silver_1_user3,chara_chi_00001,15,0,1
e,248,202509010,Silver_1_user3,chara_sum_00001,15,0,1
e,249,202509010,Silver_1_user3,chara_sum_00201,10,0,1
e,250,202509010,Silver_1_user3,chara_sur_00001,10,0,1
e,251,202509010,Silver_1_user3,chara_mag_00101,10,0,1
e,252,202509010,Silver_1_user4,chara_jig_00001,15,0,1
e,253,202509010,Silver_1_user4,chara_dan_00001,15,0,1
e,254,202509010,Silver_1_user4,chara_chi_00001,15,0,1
e,255,202509010,Silver_1_user4,chara_aha_00001,15,0,1
e,256,202509010,Silver_1_user4,chara_sur_00001,15,0,1
e,257,202509010,Silver_1_user4,chara_aka_00001,10,0,1
e,258,202509010,Silver_1_user4,chara_bat_00101,10,0,1
e,259,202509010,Silver_1_user4,chara_gom_00101,10,0,1
e,260,202509010,Silver_1_user4,chara_dan_00002,10,0,1
e,261,202509010,Silver_1_user5,chara_aka_00001,15,0,1
e,262,202509010,Silver_1_user5,chara_chi_00001,15,0,1
e,263,202509010,Silver_1_user5,chara_chi_00002,15,0,1
e,264,202509010,Silver_1_user5,chara_chi_00301,15,0,1
e,265,202509010,Silver_1_user5,chara_aka_00101,15,0,1
e,266,202509010,Silver_1_user5,chara_jig_00301,10,0,1
e,267,202509010,Silver_1_user5,chara_kai_00101,10,0,1
e,268,202509010,Silver_1_user6,chara_sur_00001,15,0,1
e,269,202509010,Silver_1_user6,chara_aka_00101,15,0,1
e,270,202509010,Silver_1_user6,chara_sum_00001,15,0,1
e,271,202509010,Silver_1_user6,chara_spy_00201,15,0,1
e,272,202509010,Silver_1_user6,chara_dos_00101,15,0,1
e,273,202509010,Silver_1_user6,chara_ron_00101,10,0,1
e,274,202509010,Silver_1_user6,chara_dan_00001,10,0,1
e,275,202509010,Silver_1_user6,chara_sur_00201,10,0,1
e,276,202509010,Silver_2_user1,chara_bat_00101,15,0,1
e,277,202509010,Silver_2_user1,chara_aha_00001,15,0,1
e,278,202509010,Silver_2_user1,chara_aka_00001,15,0,1
e,279,202509010,Silver_2_user1,chara_chi_00001,15,0,1
e,280,202509010,Silver_2_user1,chara_sur_00301,15,0,1
e,281,202509010,Silver_2_user1,chara_kai_00001,15,0,1
e,282,202509010,Silver_2_user1,chara_sur_00101,15,0,1
e,283,202509010,Silver_2_user1,chara_kai_00301,15,0,1
e,284,202509010,Silver_2_user2,chara_jig_00101,15,0,1
e,285,202509010,Silver_2_user2,chara_jig_00301,15,0,1
e,286,202509010,Silver_2_user2,chara_sum_00001,15,0,1
e,287,202509010,Silver_2_user2,chara_rik_00001,15,0,1
e,288,202509010,Silver_2_user2,chara_sur_00301,15,0,1
e,289,202509010,Silver_2_user2,chara_aha_00001,15,0,1
e,290,202509010,Silver_2_user2,chara_spy_00201,15,0,1
e,291,202509010,Silver_2_user2,chara_kai_00001,15,0,1
e,292,202509010,Silver_2_user2,chara_dan_00001,15,0,1
e,293,202509010,Silver_2_user3,chara_mag_00101,15,0,1
e,294,202509010,Silver_2_user3,chara_dan_00001,15,0,1
e,295,202509010,Silver_2_user3,chara_jig_00001,15,0,1
e,296,202509010,Silver_2_user3,chara_sur_00201,15,0,1
e,297,202509010,Silver_2_user3,chara_chi_00301,15,0,1
e,298,202509010,Silver_2_user3,chara_chi_00001,15,0,1
e,299,202509010,Silver_2_user4,chara_yuw_00001,15,0,1
e,300,202509010,Silver_2_user4,chara_kai_00301,15,0,1
e,301,202509010,Silver_2_user4,chara_sum_00001,15,0,1
e,302,202509010,Silver_2_user4,chara_bat_00001,15,0,1
e,303,202509010,Silver_2_user4,chara_dan_00001,15,0,1
e,304,202509010,Silver_2_user4,chara_chi_00001,15,0,1
e,305,202509010,Silver_2_user4,chara_sur_00001,15,0,1
e,306,202509010,Silver_2_user4,chara_rik_00001,15,0,1
e,307,202509010,Silver_2_user5,chara_gom_00001,15,0,1
e,308,202509010,Silver_2_user5,chara_sur_00301,15,0,1
e,309,202509010,Silver_2_user5,chara_kai_00101,15,0,1
e,310,202509010,Silver_2_user5,chara_jig_00301,15,0,1
e,311,202509010,Silver_2_user5,chara_sum_00201,15,0,1
e,312,202509010,Silver_2_user5,chara_sum_00001,15,0,1
e,313,202509010,Silver_2_user6,chara_kai_00101,15,0,1
e,314,202509010,Silver_2_user6,chara_ron_00101,15,0,1
e,315,202509010,Silver_2_user6,chara_sum_00001,15,0,1
e,316,202509010,Silver_2_user6,chara_rik_00001,15,0,1
e,317,202509010,Silver_2_user6,chara_chi_00001,15,0,1
e,318,202509010,Silver_2_user6,chara_dan_00002,15,0,1
e,319,202509010,Silver_2_user6,chara_sum_00201,15,0,1
e,320,202509010,Silver_2_user6,chara_sur_00201,15,0,1
e,321,202509010,Silver_3_user1,chara_yuw_00001,20,0,1
e,322,202509010,Silver_3_user1,chara_gom_00001,20,0,1
e,323,202509010,Silver_3_user1,chara_jig_00101,20,0,1
e,324,202509010,Silver_3_user1,chara_aha_00101,15,0,1
e,325,202509010,Silver_3_user1,chara_sum_00201,15,0,1
e,326,202509010,Silver_3_user1,chara_aka_00001,15,0,1
e,327,202509010,Silver_3_user1,chara_aka_00101,15,0,1
e,328,202509010,Silver_3_user2,chara_mag_00101,20,0,1
e,329,202509010,Silver_3_user2,chara_aka_00001,20,0,1
e,330,202509010,Silver_3_user2,chara_spy_00101,20,0,1
e,331,202509010,Silver_3_user2,chara_dos_00101,15,0,1
e,332,202509010,Silver_3_user2,chara_chi_00301,15,0,1
e,333,202509010,Silver_3_user2,chara_chi_00001,15,0,1
e,334,202509010,Silver_3_user2,chara_sur_00301,15,0,1
e,335,202509010,Silver_3_user3,chara_ron_00101,20,0,1
e,336,202509010,Silver_3_user3,chara_rik_00001,15,0,1
e,337,202509010,Silver_3_user3,chara_chi_00201,20,0,1
e,338,202509010,Silver_3_user3,chara_jig_00001,20,0,1
e,339,202509010,Silver_3_user3,chara_sur_00301,15,0,1
e,340,202509010,Silver_3_user3,chara_aha_00001,15,0,1
e,341,202509010,Silver_3_user3,chara_jig_00301,15,0,1
e,342,202509010,Silver_3_user4,chara_dos_00001,15,0,1
e,343,202509010,Silver_3_user4,chara_dan_00001,20,0,1
e,344,202509010,Silver_3_user4,chara_kai_00101,20,0,1
e,345,202509010,Silver_3_user4,chara_rik_00001,15,0,1
e,346,202509010,Silver_3_user4,chara_dan_00101,15,0,1
e,347,202509010,Silver_3_user4,chara_bat_00101,15,0,1
e,348,202509010,Silver_3_user4,chara_kai_00002,20,0,1
e,349,202509010,Silver_3_user5,chara_sum_00101,20,0,1
e,350,202509010,Silver_3_user5,chara_sum_00201,20,0,1
e,351,202509010,Silver_3_user5,chara_sum_00001,20,0,1
e,352,202509010,Silver_3_user5,chara_kai_00101,15,0,1
e,353,202509010,Silver_3_user5,chara_sur_00301,15,0,1
e,354,202509010,Silver_3_user5,chara_aka_00101,15,0,1
e,355,202509010,Silver_3_user5,chara_aka_00001,15,0,1
e,356,202509010,Silver_3_user6,chara_kai_00301,20,0,1
e,357,202509010,Silver_3_user6,chara_kai_00001,15,0,1
e,358,202509010,Silver_3_user6,chara_mag_00001,20,0,1
e,359,202509010,Silver_3_user6,chara_jig_00101,15,0,1
e,360,202509010,Silver_3_user6,chara_mag_00101,15,0,1
e,361,202509010,Silver_3_user6,chara_jig_00301,15,0,1
e,362,202509010,Silver_3_user6,chara_bat_00101,15,0,1
e,363,202509010,Silver_3_user6,chara_sur_00201,15,0,1
e,364,202509010,Silver_3_user6,chara_ron_00001,20,0,1
e,365,202509010,Silver_4_user1,chara_jig_00101,20,1,1
e,366,202509010,Silver_4_user1,chara_chi_00301,20,1,1
e,367,202509010,Silver_4_user1,chara_ron_00001,20,1,1
e,368,202509010,Silver_4_user1,chara_ron_00101,20,1,1
e,369,202509010,Silver_4_user1,chara_sum_00101,20,1,1
e,370,202509010,Silver_4_user1,chara_kai_00101,20,1,1
e,371,202509010,Silver_4_user1,chara_sur_00301,20,1,1
e,372,202509010,Silver_4_user1,chara_dan_00001,20,1,1
e,373,202509010,Silver_4_user2,chara_dan_00002,20,1,1
e,374,202509010,Silver_4_user2,chara_sum_00201,20,1,1
e,375,202509010,Silver_4_user2,chara_jig_00301,20,1,1
e,376,202509010,Silver_4_user2,chara_sur_00301,20,1,1
e,377,202509010,Silver_4_user2,chara_rik_00001,20,1,1
e,378,202509010,Silver_4_user2,chara_aka_00001,20,1,1
e,379,202509010,Silver_4_user2,chara_sur_00201,20,1,1
e,380,202509010,Silver_4_user3,chara_bat_00001,20,1,1
e,381,202509010,Silver_4_user3,chara_sur_00001,20,1,1
e,382,202509010,Silver_4_user3,chara_jig_00301,20,1,1
e,383,202509010,Silver_4_user3,chara_gom_00101,20,1,1
e,384,202509010,Silver_4_user3,chara_sum_00201,20,1,1
e,385,202509010,Silver_4_user3,chara_chi_00301,20,1,1
e,386,202509010,Silver_4_user3,chara_jig_00001,20,1,1
e,387,202509010,Silver_4_user4,chara_sur_00101,20,1,1
e,388,202509010,Silver_4_user4,chara_sur_00301,20,1,1
e,389,202509010,Silver_4_user4,chara_sur_00001,20,1,1
e,390,202509010,Silver_4_user4,chara_gom_00101,20,1,1
e,391,202509010,Silver_4_user4,chara_kai_00001,20,1,1
e,392,202509010,Silver_4_user4,chara_sum_00001,20,1,1
e,393,202509010,Silver_4_user5,chara_jig_00101,20,1,1
e,394,202509010,Silver_4_user5,chara_ron_00101,20,1,1
e,395,202509010,Silver_4_user5,chara_dan_00001,20,1,1
e,396,202509010,Silver_4_user5,chara_chi_00301,20,1,1
e,397,202509010,Silver_4_user5,chara_sur_00201,20,1,1
e,398,202509010,Silver_4_user5,chara_chi_00001,20,1,1
e,399,202509010,Silver_4_user5,chara_sum_00001,20,1,1
e,400,202509010,Silver_4_user5,chara_chi_00002,20,1,1
e,401,202509010,Silver_4_user6,chara_sur_00101,20,1,1
e,402,202509010,Silver_4_user6,chara_dan_00101,20,1,1
e,403,202509010,Silver_4_user6,chara_dos_00001,20,1,1
e,404,202509010,Silver_4_user6,chara_sur_00301,20,1,1
e,405,202509010,Silver_4_user6,chara_bat_00101,20,1,1
e,406,202509010,Silver_4_user6,chara_bat_00001,20,1,1
e,407,202509010,Silver_4_user6,chara_sum_00201,20,1,1
e,408,202509010,Silver_4_user6,chara_dan_00001,20,1,1
e,409,202509010,Gold_1_user1,chara_dan_00001,25,1,1
e,410,202509010,Gold_1_user1,chara_aka_00001,25,1,1
e,411,202509010,Gold_1_user1,chara_bat_00001,25,1,1
e,412,202509010,Gold_1_user1,chara_bat_00101,25,1,1
e,413,202509010,Gold_1_user1,chara_dan_00101,25,1,1
e,414,202509010,Gold_1_user1,chara_jig_00101,25,1,1
e,415,202509010,Gold_1_user1,chara_spy_00201,25,1,1
e,416,202509010,Gold_1_user2,chara_ron_00101,25,1,1
e,417,202509010,Gold_1_user2,chara_sum_00201,25,1,1
e,418,202509010,Gold_1_user2,chara_ron_00001,25,1,1
e,419,202509010,Gold_1_user2,chara_sur_00201,25,1,1
e,420,202509010,Gold_1_user2,chara_chi_00301,25,1,1
e,421,202509010,Gold_1_user2,chara_kai_00101,25,1,1
e,422,202509010,Gold_1_user2,chara_mag_00001,25,1,1
e,423,202509010,Gold_1_user3,chara_jig_00301,25,1,1
e,424,202509010,Gold_1_user3,chara_chi_00001,25,1,1
e,425,202509010,Gold_1_user3,chara_chi_00201,25,1,1
e,426,202509010,Gold_1_user3,chara_sur_00001,25,1,1
e,427,202509010,Gold_1_user3,chara_yuw_00101,25,1,1
e,428,202509010,Gold_1_user3,chara_sur_00101,25,1,1
e,429,202509010,Gold_1_user4,chara_aha_00001,25,1,1
e,430,202509010,Gold_1_user4,chara_sur_00301,25,1,1
e,431,202509010,Gold_1_user4,chara_kai_00301,25,1,1
e,432,202509010,Gold_1_user4,chara_kai_00001,25,1,1
e,433,202509010,Gold_1_user4,chara_mag_00101,25,1,1
e,434,202509010,Gold_1_user4,chara_gom_00101,25,1,1
