ENABLE,id,mst_fragment_box_group_id,mst_item_id,start_at,end_at,release_key
e,fragment_box_2_9,fragment_box_2,piece_mag_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_2_10,fragment_box_2,piece_sum_00201,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_1,fragment_box_3,piece_dan_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_2,fragment_box_3,piece_chi_00201,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_3,fragment_box_3,piece_chi_00301,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_4,fragment_box_3,piece_kai_00301,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_5,fragment_box_3,piece_ron_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_6,fragment_box_3,piece_aha_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_7,fragment_box_3,piece_jig_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_8,fragment_box_3,piece_dos_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_3_9,fragment_box_3,piece_dos_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_1,fragment_box_4,piece_spy_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_2,fragment_box_4,piece_spy_00201,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_3,fragment_box_4,piece_spy_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_4,fragment_box_4,piece_dan_00002,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_5,fragment_box_4,piece_gom_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_6,fragment_box_4,piece_chi_00002,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_7,fragment_box_4,piece_kai_00002,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_8,fragment_box_4,piece_yuw_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_9,fragment_box_4,piece_yuw_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_10,fragment_box_4,piece_sur_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_11,fragment_box_4,piece_jig_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_12,fragment_box_4,piece_mag_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_4_13,fragment_box_4,piece_sum_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_1,fragment_box_5,piece_aka_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_2,fragment_box_5,piece_aka_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_3,fragment_box_5,piece_rik_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_4,fragment_box_5,piece_ron_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_5,fragment_box_5,piece_dan_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_6,fragment_box_5,piece_chi_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_7,fragment_box_5,piece_kai_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_8,fragment_box_5,piece_sur_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_5_9,fragment_box_5,piece_sum_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_1,fragment_box_6,piece_gom_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_2,fragment_box_6,piece_bat_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_3,fragment_box_6,piece_bat_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_4,fragment_box_6,piece_kai_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_5,fragment_box_6,piece_sur_00201,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_6,fragment_box_6,piece_sur_00301,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_7,fragment_box_6,piece_aha_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_8,fragment_box_6,piece_jig_00301,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_9,fragment_box_6,piece_mag_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_6_10,fragment_box_6,piece_sum_00201,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_1,fragment_box_7,piece_dan_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_2,fragment_box_7,piece_chi_00201,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_3,fragment_box_7,piece_chi_00301,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_4,fragment_box_7,piece_kai_00301,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_5,fragment_box_7,piece_ron_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_6,fragment_box_7,piece_aha_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_7,fragment_box_7,piece_jig_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_8,fragment_box_7,piece_dos_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_7_9,fragment_box_7,piece_dos_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_1,fragment_box_8,piece_spy_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_2,fragment_box_8,piece_spy_00201,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_3,fragment_box_8,piece_spy_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_4,fragment_box_8,piece_dan_00002,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_5,fragment_box_8,piece_gom_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_6,fragment_box_8,piece_chi_00002,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_7,fragment_box_8,piece_kai_00002,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_8,fragment_box_8,piece_yuw_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_9,fragment_box_8,piece_yuw_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_10,fragment_box_8,piece_sur_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_11,fragment_box_8,piece_jig_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_12,fragment_box_8,piece_mag_00001,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
e,fragment_box_8_13,fragment_box_8,piece_sum_00101,2024-01-01 00:00:00,2037-12-31 23:59:59,202509010
