,2話,5,100.0%,5,1.0,10.0,,,,,,,,2話,,,,,,
,3話,5,100.0%,5,1.0,15.0,,,,,,,,アイテム名,,確定ドロップ数,ランダムドロップ数,ドロップ率,,
,,,,,,,,,,,,,,メモリーフラグメント・初級,,3,2,85.00%,,
,,,,,,,,,,,,,,メモリーフラグメント・中級,,1,2,45.00%,,
,▼クリア・ドロップ報酬,,,,,,,,,,,,,メモリーフラグメント・上級,,0,0,0.00%,,
,ステージ,報酬カテゴリー,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,いいジャン祭メダル【赤】,,,,,,,,,,,,,,
,1話,初回クリア（個数）,30,,,50,,,,,,,,3話,,,,,,
,,クリア（個数）,3,,,,,,,,,,,アイテム名,,確定ドロップ数,ランダムドロップ数,ドロップ率,,
,,ランダム（個数）,2,,,,,,,,,,,メモリーフラグメント・初級,,4,2,85.00%,,
,,ランダム（ドロップ率）,39.00%,,,,,,,,,,,メモリーフラグメント・中級,,2,2,60.00%,,
,,1回ごとの獲得期待値（個数）,3.78,,,,,,,,,,,メモリーフラグメント・上級,,0,1,28.00%,,
,,1回ごとの獲得期待値（価格）,¥37.80,,,,ユーザーが得た報酬額,,,,,,,,,,,,,
,,1回ごとの消費スタミナ価格,¥37.80,,,,ユーザーが支払った対価,,,,,,,,,,,,,
,,ドロップ報酬価格合計,¥37.80,,,,,,,,,,,,,,,,,
,2話,初回クリア（個数）,0,10,,50,,,,,,,,,,,,,,
,,クリア（個数）,3,1,,,,,,,,,,,,,,,,
,,ランダム（個数）,2,2,,,,,,,,,,,,,,,,
,,ランダム（ドロップ率）,84.00%,46.00%,,,,,,,,,,,,,,,,
,,1回ごとの獲得期待値（個数）,4.68,1.92,,,,,,,,,,,,,,,,
,,1回ごとの獲得期待値（価格）,¥46.80,¥28.80,,,ユーザーが得た報酬額,,,,,,,,,,,,,
,,1回ごとの消費スタミナ価格,¥75.60,¥75.60,,,ユーザーが支払った対価,,,,,,,,,,,,,
,,ドロップ報酬価格合計,¥75.60,,,,,,,,,,,,,,,,,
,3話,初回クリア（個数）,0,0,2,50,,,,,,,,,,,,,,
,,クリア（個数）,4,2,0,,,,,,,,,,,,,,,
,,ランダム（個数）,2,2,1,,,,,,,,,,,,,,,
,,ランダム（ドロップ率）,85.00%,60.00%,28.00%,,,,,,,,,,,,,,,
,,1回ごとの獲得期待値（個数）,5.7,3.2,0.28,,,,,,,,,,,,,,,
,,1回ごとの獲得期待値（価格）,¥57.00,¥48.00,¥8.40,,ユーザーが得た報酬額,,,,,,,,,,,,,
,,1回ごとの消費スタミナ価格,¥113.40,¥113.40,¥113.40,,ユーザーが支払った対価,,,,,,,,,,,,,
,,ドロップ報酬価格合計,¥113.40,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,◆チャレンジクエスト,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,,,,,,,,
,名称,推しの子になってやる,,,,,,,,,,,,,,,,,,
,開催期間,1/1(木) 00:00,〜,2/2(月) 10:59,,,,,,,,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/1DFWNQaQ7BOl-Q91nPM2rt2mAy790M2ntB7tAiYNbItU/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,
,原画演出URL,251120_【推しの子】チャレンジクエスト_原画演出.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ段数,強敵出現演出,終了時原画演出,ステージ開放条件,,,,,,,,
,1話,30,15,150,ピックアップガシャチケット,なし,MEMちょ,koma_background_osh_00001,2,4巻:26P,なし,芸能界へステージ3クリアで解放,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,ステージ背景ID,,ステージ背景名称,,,,,,,,,
,ステージ,報酬カテゴリー,ピックアップガシャチケット,コイン,いいジャン祭メダル【赤】,,目標タイム,プリズム,koma_background_osh_00001,,ライブ会場,,,,,,,,,
,1話,初回クリア,1,0,50,,300秒,20,,,,,,,,,,,,
,,クリア,0,225,0,,200秒,20,,,,,,,,,,,,
,,ランダム,0,0,0,,140秒,20,,,,,,,,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ段数,強敵出現演出,終了時原画演出,ステージ開放条件,,,,,,,,
,2話,40,15,150,ピックアップガシャチケット,なし,星野ルビー,koma_background_osh_00001,2,4巻:140P,なし,推しの子になってやるステージ1クリアで解放,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,ステージ背景ID,,ステージ背景名称,,,,,,,,,
,ステージ,報酬カテゴリー,コイン,ピックアップガシャチケット,いいジャン祭メダル【赤】,,目標タイム,プリズム,koma_background_osh_00001,,ライブ会場,,,,,,,,,
,2話,初回クリア,0,1,50,,300秒,20,,,,,,,,,,,,
,,クリア,225,0,0,,200秒,20,,,,,,,,,,,,
,,ランダム,0,0,0,,140秒,20,,,,,,,,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ段数,強敵出現演出,終了時原画演出,ステージ開放条件,,,,,,,,
,3話,50,20,200,星野アクアのかけら,なし,有馬かな,koma_background_osh_00001,3,4巻:150,なし,推しの子になってやるステージ2クリアで解放,"獲得したSSRキャラ育てないと進めないよ、がわかるように難易度吊り上げたい
今回強化が主軸のイベントなので、この辺りをはっきり壁にしたい",,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ報酬,,,,,,,クリアタイム報酬,,ステージ背景ID,,ステージ背景名称,,,,,,,,
,ステージ,報酬カテゴリー,星野アクアのかけら,コイン,ピックアップガシャチケット,いいジャン祭メダル【赤】,,目標タイム,プリズム,koma_background_osh_00001,,ライブ会場,,,,,,,,
,3話,初回クリア,50,0,1,50,,300秒,20,,,,,,,,,,,
,,クリア,0,300,0,0,,200秒,20,,,,,,,,,,,
,,ランダム,0,0,0,0,,140秒,20,,,,,,,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,0,,報酬合計数,60,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ段数,強敵出現演出,終了時原画演出,ステージ開放条件,,,,,,,,
,4話,60,25,250,エンブレム「アイのサイン」,なし,B小町の赤色担当　アイ,koma_background_osh_00001,3,1巻:064P.065P,なし,推しの子になってやるステージ3クリアで解放,"獲得したSSRキャラ育てないと進めないよ、がわかるように難易度吊り上げたい
今回強化が主軸のイベントなので、この辺りをはっきり壁にしたい",,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ報酬,,,,,,,クリアタイム報酬,,ステージ背景ID,,ステージ背景名称,,,,,,,,
,ステージ,報酬カテゴリー,エンブレム「アイのサイン」,コイン,ピックアップガシャチケット,いいジャン祭メダル【赤】,,目標タイム,プリズム,koma_background_osh_00001,,ライブ会場,,,,,,,,
,4話,初回クリア,50,0,1,50,,300秒,20,,,,,,,,,,,
,,クリア,0,375,0,0,,200秒,20,,,,,,,,,,,
,,ランダム,0,0,0,0,,140秒,20,,,,,,,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,0,,報酬合計数,60,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,設定（その他）,,,,,,,,,,,,,,,,,,,
,クエストTOP画面表示キャラ,MEMちょ,星野ルビー,有馬かな,,,,,,,,,,,,,,,,
,クエストTOP画面表示キャラセリフ,アイドルは個性！,私はママみたいになる！,私が居ないと駄目ね！,,,,,,,,,,,,,,,,
,特別ルール適用ステージ,ステージ1話,ステージ2話,ステージ3話,ステージ4話,,,,,,,,,,,,,,,
,特別ルール内容,スピードアタック,スピードアタック,スピードアタック,スピードアタック,,,,,,,,,,,,,,,
,スタミナブースト設定,ステージ1話,ステージ2話,ステージ3話,ステージ4話,,,,,,,,,,,,,,,
,,なし,なし,なし,なし,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,◆高難度クエスト,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,,,,,,,,
,名称,芸能界には才能が集まる,,,,,,,,,,,,,,,,,,
,開催期間,1/1(木) 00:00,〜,2/2(月) 10:59,,,,,,,,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/1BLTwXijOiIaUz-2Boh_Lnk88zVkHceyrS0c_YDL_2_c/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,
,原画演出URL,-,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ段数,強敵出現演出,終了時原画演出,ステージ開放条件,,,,,,,,
,1話,60,25,600,エンブレム「B小町」,推し活ファントム、有馬かな、MEMちょ,黒川あかね,osh_00001,,なし,なし,芸能界へステージ3クリアで解放,,,,,,,,
,,,,,,,,,,z,,,,,,,,,,
,ステージ報酬,,,,,,,クリアタイム報酬,,ステージ背景ID,,ステージ背景名称,,,,,,,,
,ステージ,報酬カテゴリー,エンブレム「B小町」,プリズム,コイン,いいジャン祭メダル【赤】,,目標タイム,プリズム,koma_background_mag_00002,,,,,,,,,,
,1話,初回クリア,1,100,0,100,,300秒,20,,,,,,,,,,,
,,クリア,0,0,375,0,,200秒,20,,,,,,,,,,,
,,ランダム,0,0,0,0,,140秒,20,,,,,,,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,0,,報酬合計数,60,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ段数,強敵出現演出,終了時原画演出,ステージ開放条件,,,,,,,,
,2話,70,25,700,エンブレム「嘘吐き」,推し活ファントム、星野ルビー、有馬かな、MEMちょ,アイ,osh_00001,,なし,なし,芸能界には才能が集まるステージ1クリアで解放,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ステージ報酬,,,,,,,クリアタイム報酬,,ステージ背景ID,,ステージ背景名称,,,,,,,,
