,"【イベントミッションバナー】ミッション
","【推しの子】  いいジャン祭特別ミッション
「特別ミッション」で名称は今後固定
【お知らせ】ミッション_Mバナー
・有馬かな
・MEMちょ

12/5追記
推しの子の施策のイベントミッションバナーも「謹賀新年ミッションバナー」を使用したいので
F49の画像でお願いいたします。
プラン側でのアセットキー制御ができないので
「event_osh_00001_mission」のIDで
F49の謹賀新年ミッションバナーをアップロード対応をお願いいたします。",1,0.4,,668×220,AB,event_osh_00001_mission,監修中,PNG提出必要,江村,,[:asset_key]_mission,,,
,【イベントTOPバナー】いいジャン祭,"報酬：変更なし

「【コンテンツTOP】 プレハブ」の要素を流用して作成",1,0.4,,698×200,AB,event_osh_00001_banner,監修中,PNG提出必要,江村,,[:asset_key]_banner,,,
,【お知らせ_Mバナー】いいジャン祭,,1,0.4,,668×220,不要,notice_event_osh_00001,監修中,"PNG/PSD提出必要
※監修提出前にBNE側にPSDを提出",江村,,notice_[:png_name],,,
,【ホームバナー】いいジャン祭,「【お知らせ】いいジャン祭開催お知らせ_Mバナー」を流用して作成,1,,,306×100,S3,hometop_event_osh_00001,監修中,PNG提出必要,江村,,hometop_[:png_name],,,
,"【イベントミッションバナー】ミッション
","ぴえヨン特別ブートミッション
(必要かどうか不明だったんですが製作しました。不要の場合は使用しなくても大丈夫です！)

:kami:",,0.4,,668×220,AB,event_osh_00002_mission,監修中,PNG提出必要,江村,,,,,
,【降臨バトル開催のお知らせ】,"降臨バトル
ファーストライブ

キャラ入れる",,0.4,,668×220,不要,notice_adventbattle_osh_00001,監修中,PNG提出必要,江村,,,,,
,"【お知らせ_Mバナー】
【推しの子】いいジャン祭 交換所","【推しの子】いいジャン祭 交換所
何かしら制作がいるものがあるか確認
->バナーありです！
片側にいいジャン祭メダル（赤・青）、片側に報酬（【推しの子】SSR確定ガシャチケット、ぴえヨン、プリズム、コイン）

「いいジャン祭メダルを、豪華報酬と交換しよう！」",,0.4,,668×220,不要,notice_exchange_osh_00001,監修中,PNG提出必要,江村,,,,,
,交換所TOP用_バナー(698×200),"【推しの子】のタイミングで追加される機能になります
→今後、都度作成必要なバナーになります",,,,698×200,AB,shop_osh_exchange_00001,監修中,PNG提出必要,望月,,,,,
,【お知らせ_Mバナー】メインクエスト追加,"汎用バナー、キャラクターなし
→載せたいテキストの内容を記載いただけると助かります！
",,0.5,,668×220,不要,notice_other_00003,監修不要,PNG提出必要,望月,,,,,
,ガシャバナー,,,,,,,,,,,,,,,
,"【ガシャTOP_Lバナー】
正月DXフェスガシャ","・B小町不動のセンター アイ:UR

※アイとアクアは同時ピックアップでしょうか？ガシャの形式が従来と異なる場合は記載をお願いします
→単体ピックアップになる
→アイがフェス限になる　アクアは通常のピックアップガシャ

ガシャ名称等使用が決定したら内容記載いただけると助かります",1,2,,668×370,S3,gacha_banner_glo_00002,監修中,PNG提出必要,江村,,gacha_banner_[:banner_url],,,
,"【お知らせ_Mバナー】
正月DXフェスガシャ","

",1,,,668×220,不要,notice_gacha_glo_00002,監修中,PNG提出必要,江村,,gacha_gacha_[:banner_url],,,
,"【ホームバナー】
","


",1,,,"  
 	
306×100
",S3,hometop_gacha_glo_00002,監修中,PNG提出必要,江村,アップ済み,hometop_[:png_name],,,
,"【ガシャTOP_Lバナー】
【推しの子】いいジャン祭ピックアップガシャ
","・星野 アクア:UR
・IGNもLバナーで行きたい",1,0.7,,668×370,S3,gacha_banner_osh_00001,監修中,PNG提出必要,江村,,gacha_banner_[:banner_url],,,
,"【お知らせ_Mバナー】
【推しの子】いいジャン祭ピックアップガシャ",,1,,,668×220,不要,notice_gacha_osh_00001,監修中,PNG提出必要,江村,,gacha_gacha_[:banner_url],,,
,"【ホームバナー】
【推しの子】いいジャン祭ピックアップガシャ",,1,,,"  
 	
306×100
",S3,hometop_gacha_osh_00001,監修中,PNG提出必要,江村,アップ済み,hometop_[:png_name],,,
,"【推しの子】SSR確定チケットで引けるガシャが必要？

→賀正ガシャと同じ確認する
→「UR1体確定10連ガシャ」と同様でいけるかな。。。","【推しの子】SSR確定チケットガシャ""

ガシャのラインナップを記載いただけますでしょうか…！
→
星野ルビー、有馬かな、MEMちょ、黒川あかね
でお願いします！",,1,,668×370,S3,gacha_banner_osh_00002,監修中,PNG提出必要,江村,,,,,
,"【お知らせ_Mバナー】
【推しの子】いいジャン祭SSR確定チケットガシャ",,,,,668×220,不要,notice_gacha_osh_00002,監修中,,,,,,,
,（不要）【図鑑_シリーズバナー】,,1,,,300×300,AB,,,,,,series_banner_[:asset_key],その他,都度,
,（不要）【図鑑_シリーズロゴ),,1,,,350×245,AB,,,,,,series_logo_[:asset_key],その他,都度,
,"（不要）クエストバナー降臨バトル
","
データ設定で済むか要確認",,,,,,,,,,,,,,
,（不要）いいジャン祭パック,"既存バナーを流用
",,,不要かも,,,,,,,,,,,
,施策ロゴ_作成とチームメンバーへの共有(一番初めにやる),"「正月特別号！」の冠をつけられると嬉しいです…
後追いで申し訳ない…
",,0.2,,,不要,不要,監修不要,PNG/PSD提出必要,江村,,,,,
,【推しの子】カウントダウンSNSキャンペーン,"Mバナー（IGNでも使用）

⇨Mバナーなので一旦お知らせバナーIDで採番した",,,,668×220,不要,notice_sns_00012,監修中,PNG提出必要,江村,,,,,
,【推しの子】カウントダウンSNSキャンペーン（アイ）,"【推しの子】参戦まであと5日
キャラ＋フレーバー記載枠＋エンブレム

※エンブレムを外して、LバナーとしてIGN出せるようにすると手間結構かかるかな",,,,1200×675,不要,notice_sns_00013,監修中,PNG提出必要,江村,,,,,
,【推しの子】カウントダウンSNSキャンペーン（ルビー）,"【推しの子】参戦まであと4日
キャラ＋フレーバー記載枠＋エンブレム

※エンブレムを外して、LバナーとしてIGN出せるようにすると手間結構かかるかな",,,,1200×675,不要,notice_sns_00014,監修中,PNG提出必要,江村,,,,,
,【推しの子】カウントダウンSNSキャンペーン（MEMちょ）,"【推しの子】参戦まであと3日
キャラ＋フレーバー記載枠＋エンブレム

※エンブレムを外して、LバナーとしてIGN出せるようにすると手間結構かかるかな",,,,1200×675,不要,notice_sns_00015,監修中,PNG提出必要,江村,,,,,
,【推しの子】カウントダウンSNSキャンペーン（あかね）,"【推しの子】参戦まであと3日
キャラ＋フレーバー記載枠＋エンブレム

※エンブレムを外して、LバナーとしてIGN出せるようにすると手間結構かかるかな",,,,1200×675,不要,notice_sns_00016,監修中,PNG提出必要,江村,,,,,
,【推しの子】カウントダウンSNSキャンペーン（かな）,"【推しの子】参戦まであと1日
キャラ＋フレーバー記載枠＋エンブレム

※エンブレムを外して、LバナーとしてIGN出せるようにすると手間結構かかるかな",,,,1200×675,不要,notice_sns_00017,監修中,PNG提出必要,江村,,,,,
,フェス開催記念特別プレゼント,みかり時の流用,,,,,,,,,,,,,,
,【ガシャTOP_Lバナー】,"2026年正月記念！UR1体確定ガシャ
仕様は「72時間限定スタートダッシュガシャ」と同じです。
┗ラインナップはスペシャルガシャと同じ

・ヨル
・リリサ
・カナ
・怪獣8号",,,,,S3,gacha_banner_glo_00003,監修中,PNG提出必要,江村,,,,,
,"【お知らせ_Mバナー】
2026年正月記念！UR1体確定ガシャ",2026年正月記念！UR1体確定ガシャ,,,,,不要,notice_gacha_glo_00003,監修中,PNG提出必要,江村,,,,,
,"【ホームバナー】
",不要,,,,,,,,,,,,,,
,"SNS
新年2026年カウントダウンギフト配布","SNS
今年もありがとう！感謝を込めてカウントダウン！
最大プリズム500個プレゼント
(12/27から毎日プリズムを配って合計で500個、年末年始ぽく、キャラもなし)",,,,1200×675,不要,notice_sns_00018,監修不要,PNG提出必要,江村,,,,,
,"【お知らせ_Mバナー】
新年2026年カウントダウンギフト配布","M（IGNでも使う）
今年もありがとう！感謝を込めてカウントダウン！
最大プリズム500個プレゼント
(12/27から毎日プリズムを配って合計で500個、年末年始ぽく、キャラもなし)",,,,668×220,不要,notice_campaign_00012,監修不要,PNG提出必要,江村,,,,,
,,,,,,,,,,,,,,,,
,,,,工数の合計値↓,,,,,,,,,,,,
,,,,15.4,,,,,,,,,,,,
,,,江村さん工数,14.9,,,,,,,,,,,,
,,,望月さん工数,0.5,,,,,,,,,,,,
