③-1キャラ訴求文言,"必殺ワザで
複数の相手を
スタン状態にする!																						
																						
																						",,,,,,,
②-1訴求キャラ/ID,黒川 あかね,chara_osh_00501,,,,,,
③-1キャラ訴求文言,"必殺ワザで
複数の相手の攻撃を
DOWNする
テクニカルキャラ!																						
																						
																						",,,,,,,
④天井表示,ピックアップURキャラ1体確定!,,,OprGachaI18n,※緑色の文字,,,ガシャ
ラインナップ,,,,,,,,ガシャ
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,0.75%,1,351,351.0,,,,
UR,2.250%,13,1053,81.0,,,,
ピックアップSSR,6.000%,4,2808,702.0,,,,
SSR,4.000%,9,1872,208.0,,,,
SR,35.000%,10,16380,1638.0,,,,
R,52.000%,9,24336,2704.0,,,,
合計,100.000%,46,46800,,,,,
,,46,,,,,,
,,,,,,,,
キャラID,キャラ名,レアリティ,waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_osh_00101,復讐を誓う片星 星野 アクア,ピックアップUR,351,0.750%,0.75%,,,
chara_spy_00101,<黄昏> ロイド,UR,81.0,0.173%,2.25%,,,
chara_spy_00201,<いばら姫> ヨル,UR,81.0,0.173%,,,,
chara_spy_00001,わくわく アーニャ,UR,81.0,0.173%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,81.0,0.173%,,,,
chara_gom_00001,囚われの王女 姫様,UR,81.0,0.173%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,81.0,0.173%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,81.0,0.173%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,81.0,0.173%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,81.0,0.173%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,81.0,0.173%,,,,
chara_jig_00001,がらんの画眉丸,UR,81.0,0.173%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,81.0,0.173%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,81.0,0.173%,,,,
chara_osh_00201,星野 ルビー,ピックアップSSR,702,1.500%,6.000%,,,
chara_osh_00301,MEMちょ,ピックアップSSR,702,1.500%,,,,
chara_osh_00401,有馬 かな,ピックアップSSR,702,1.500%,,,,
chara_osh_00501,黒川 あかね,ピックアップSSR,702,1.500%,,,,
chara_dan_00101,モモ,SSR,208,0.444%,4.000%,,,
chara_chi_00201,早川 アキ,SSR,208,0.444%,,,,
chara_chi_00301,パワー,SSR,208,0.444%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,208,0.444%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,208,0.444%,,,,
chara_aha_00101,阿波連 れいな,SSR,208,0.444%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,208,0.444%,,,,
chara_dos_00001,冬木 美波,SSR,208,0.444%,,,,
chara_dos_00101,秋野 沙友理,SSR,208,0.444%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,1638,3.500%,35.00%,,,
chara_bat_00001,清峰 葉流火,SR,1638,3.500%,,,,
chara_bat_00101,要 圭,SR,1638,3.500%,,,,
chara_kai_00101,市川 レノ,SR,1638,3.500%,,,,
chara_sur_00201,東 日万凛,SR,1638,3.500%,,,,
chara_sur_00301,駿河 朱々,SR,1638,3.500%,,,,
chara_aha_00001,ライドウ,SR,1638,3.500%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,1638,3.500%,,,,
chara_mag_00101,越谷 仁美,SR,1638,3.500%,,,,
chara_sum_00201,小舟 澪,SR,1638,3.500%,,,,
chara_aka_00001,佐々木,R,2704,5.777%,52.00%,,,
chara_aka_00101,文蔵,R,2704,5.777%,,,,
chara_rik_00001,リコピン,R,2704,5.777%,,,,
chara_ron_00101,一色 都々丸,R,2704,5.777%,,,,
chara_dan_00001,オカルン,R,2704,5.777%,,,,
chara_chi_00001,デンジ,R,2704,5.777%,,,,
chara_kai_00001,日比野 カフカ,R,2704,5.777%,,,,
chara_sur_00001,和倉 優希,R,2704,5.777%,,,,
chara_sum_00001,網代 慎平,R,2704,5.777%,,,,
,,,,99.99%,100.0%,,,
,,,,,,,,
SR確定枠確率ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,0.75%,1,8775,8775.0,,,,
UR,2.250%,13,26325,2025.0,,,,
ピックアップSSR,6.000%,4,70200,17550.0,,,,
SSR,4.000%,9,46800,5200.0,,,,
SR,87.000%,10,1017900,101790.0,,,,
合計,100.000%,37,1170000,,,,,
,,37,,,,,,
,,,,,,,,
キャラID,キャラ名,レアリティ,waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_osh_00101,復讐を誓う片星 星野 アクア,ピックアップUR,8775,0.750%,0.75%,,,
chara_spy_00101,<黄昏> ロイド,UR,2025,0.173%,2.25%,,,
chara_spy_00201,<いばら姫> ヨル,UR,2025,0.173%,,,,
chara_spy_00001,わくわく アーニャ,UR,2025,0.173%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,2025,0.173%,,,,
chara_gom_00001,囚われの王女 姫様,UR,2025,0.173%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,2025,0.173%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,2025,0.173%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,2025,0.173%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,2025,0.173%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,2025,0.173%,,,,
chara_jig_00001,がらんの画眉丸,UR,2025,0.173%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,2025,0.173%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,2025,0.173%,,,,
chara_osh_00201,星野 ルビー,ピックアップSSR,17550,1.500%,6.000%,,,
chara_osh_00301,MEMちょ,ピックアップSSR,17550,1.500%,,,,
chara_osh_00401,有馬 かな,ピックアップSSR,17550,1.500%,,,,
chara_osh_00501,黒川 あかね,ピックアップSSR,17550,1.500%,,,,
chara_dan_00101,モモ,SSR,5200,0.444%,4.000%,,,
chara_chi_00201,早川 アキ,SSR,5200,0.444%,,,,
chara_chi_00301,パワー,SSR,5200,0.444%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,5200,0.444%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,5200,0.444%,,,,
chara_aha_00101,阿波連 れいな,SSR,5200,0.444%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,5200,0.444%,,,,
chara_dos_00001,冬木 美波,SSR,5200,0.444%,,,,
chara_dos_00101,秋野 沙友理,SSR,5200,0.444%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,101790,8.700%,87.00%,,,
chara_bat_00001,清峰 葉流火,SR,101790,8.700%,,,,
chara_bat_00101,要 圭,SR,101790,8.700%,,,,
chara_kai_00101,市川 レノ,SR,101790,8.700%,,,,
chara_sur_00201,東 日万凛,SR,101790,8.700%,,,,
chara_sur_00301,駿河 朱々,SR,101790,8.700%,,,,
chara_aha_00001,ライドウ,SR,101790,8.700%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,101790,8.700%,,,,
chara_mag_00101,越谷 仁美,SR,101790,8.700%,,,,
chara_sum_00201,小舟 澪,SR,101790,8.700%,,,,
,,,,100.00%,100.0%,,,
