②-4訴求キャラ/ID,隠された英雄の姿 怪獣８号,chara_kai_00002,,,,,,
③-4キャラ訴求文言,"必殺ワザの
連続範囲攻撃で
圧倒的ダメージを誇る
アタッカー!",,,,,,,
④天井表示,-,,,OprGachaI18n,※緑色の文字,,,
ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
UR,3.000%,13,3510,270.0,,,,
SSR,10.000%,9,11700,1300.0,,,,
SR,35.000%,10,40950,4095.0,,,,
R,52.000%,9,60840,6760.0,,,,
合計,100.000%,41,117000,,,,,
,,,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_spy_00101,<黄昏> ロイド,UR,270,0.230%,3.00%,,,
chara_spy_00201,<いばら姫> ヨル,UR,270,0.230%,,,,
chara_spy_00001,わくわく アーニャ,UR,270,0.230%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,270,0.230%,,,,
chara_gom_00001,囚われの王女 姫様,UR,270,0.230%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,270,0.230%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,270,0.230%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,270,0.230%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,270,0.230%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,270,0.230%,,,,
chara_jig_00001,がらんの画眉丸,UR,270,0.230%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,270,0.230%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,270,0.230%,,,,
chara_dan_00101,モモ,SSR,1300,1.111%,10.00%,,,
chara_chi_00201,早川 アキ,SSR,1300,1.111%,,,,
chara_chi_00301,パワー,SSR,1300,1.111%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,1300,1.111%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,1300,1.111%,,,,
chara_aha_00101,阿波連 れいな,SSR,1300,1.111%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,1300,1.111%,,,,
chara_dos_00001,冬木 美波,SSR,1300,1.111%,,,,
chara_dos_00101,秋野 沙友理,SSR,1300,1.111%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,4095,3.500%,35.00%,,,
chara_bat_00001,清峰 葉流火,SR,4095,3.500%,,,,
chara_bat_00101,要 圭,SR,4095,3.500%,,,,
chara_kai_00101,市川 レノ,SR,4095,3.500%,,,,
chara_sur_00201,東 日万凛,SR,4095,3.500%,,,,
chara_sur_00301,駿河 朱々,SR,4095,3.500%,,,,
chara_aha_00001,ライドウ,SR,4095,3.500%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,4095,3.500%,,,,
chara_mag_00101,越谷 仁美,SR,4095,3.500%,,,,
chara_sum_00201,小舟 澪,SR,4095,3.500%,,,,
chara_aka_00001,佐々木,R,6760,5.777%,52.00%,,,
chara_aka_00101,文蔵,R,6760,5.777%,,,,
chara_rik_00001,リコピン,R,6760,5.777%,,,,
chara_ron_00101,一色 都々丸,R,6760,5.777%,,,,
chara_dan_00001,オカルン,R,6760,5.777%,,,,
chara_chi_00001,デンジ,R,6760,5.777%,,,,
chara_kai_00001,日比野 カフカ,R,6760,5.777%,,,,
chara_sur_00001,和倉 優希,R,6760,5.777%,,,,
chara_sum_00001,網代 慎平,R,6760,5.777%,,,,
,,,,99.98%,100.0%,,,
,,,,,,,,
確定枠ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
UR,100.000%,13,13,1.0,,,,
合計,100.000%,13,13,,,,,
,,,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_spy_00101,＜黄昏＞ ロイド,UR,1,7.692%,100.00%,,,
chara_spy_00201,ヨル,UR,1,7.692%,,,,
chara_spy_00001,わくわく アーニャ,UR,1,7.692%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,1,7.692%,,,,
chara_gom_00001,姫様,UR,1,7.692%,,,,
chara_chi_00002,チェンソーマン,UR,1,7.692%,,,,
chara_kai_00002,怪獣８号,UR,1,7.692%,,,,
chara_yuw_00001,天乃 リリサ,UR,1,7.692%,,,,
chara_yuw_00101,橘 美花莉,UR,1,7.692%,,,,
chara_sur_00101,羽前 京香,UR,1,7.692%,,,,
chara_jig_00001,がらんの画眉丸,UR,1,7.692%,,,,
chara_mag_00001,桜木 カナ,UR,1,7.692%,,,,
chara_sum_00101,小舟 潮,UR,1,7.692%,,,,
,,,,100.00%,100.0%,,,
