前提,,,,,,,,,,,,,,,,
,,マーケ連動ミッション,,,,,,,,,,目次へ,,,,
,,,担当：,LINE永田さん,,,,,,,,,,,,
,,,,,開始日付,終了日付,ミッション内容,,,特典,ID,個数,備考,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,祭り施策,,,,,,,,,,,目次へ,,,,
,,,,,,,,,,,,,,,,
,,,,,,名称未定,,,,,,目次へ,,,,
,,,URL：,,,,,,,,,,,,,
,,,,項目,,内容,,,,,,,,,,
,,,,責任者,,@小林,,,,,,,,,,
,,,,施策名称,,,,,,,,,,,,
,,,,,,FALSE,初級,FALSE,1日1回,FALSE,キャラドロップ,全体ミッションゲージ,,,,
,,,,,,FALSE,上級,FALSE,ストーリーイベント,難易度,,FALSE,1,,,
,,,,,,FALSE,中級,FALSE,チャレンジイベント,,,FALSE,2,,,
,,,,,,FALSE,超級,FALSE,覚醒イベント,,,FALSE,3,,,
,,,,,,FALSE,超絶級,FALSE,収集イベント,FALSE,キャラのかけら,レジェンド,,,,
,,,,,,FALSE,究極級,FALSE,限界バトル,難易度,,FALSE,ある,,,
,,,,,,FALSE,超究極級,FALSE,団結バトル,,,FALSE,なし,,,
,,,,,,FALSE,プロローグ,FALSE,全体ミッション,,,名前,,,,
,,,,背景ID,,,,背景名,,,,,,,,
,,,,クエストスケジュール,,,,,,,,,,,,
,,,,クエストバナー下文言,,,,,,,,,,,,
,,,,開催期間,,#REF!,,,,,#REF!,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,目的,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,お知らせ,,,,,,,,,,,,,,
,,レジェンド,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,報酬,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,ミッション：,,,,,,,,,,,,,
,,,,,ミッション内容,,,特典,ID,個数,備考,,,,,
,,,,,【期間限定】団結バトル「激闘! 白蘭襲来!」に挑戦しよう,,,ルビー×10,,,,,,,,
,,,,,【期間限定】マルチプレイで団結バトル「激闘! 白蘭襲来!」に挑戦しよう,,,REBORN!チケット×1,,,,,,,,
,,,,,【期間限定】マルチプレイで団結バトル「激闘! 白蘭襲来!」に2回挑戦しよう,,,ルビー×100,,,,,,,,
,,,,,,,,,,,,,,,,
,,全体ミッション：今日からヒットマンキャンペーン,,,,,名称未定,,,,,目次へ,,,,
,,,URL：,,,,,,,,,,,,,
,,,,,項目,,内容,,,,,,,,,
,,,,,責任者,,#REF!,#REF!,,,,,,,,
,,,,,施策名称,,全体ミッション：今日からヒットマンキャンペーン,,,,,,,,,
,,,,,分類,,ミッション,,,,,,,,,
,,,,,開催期間,,#REF!,〜,#REF!,,,,,,,
,,,,,,,,,,,,,,,,
,,,目的,,,,,,,,,,,,,
,,,,,ユーザーにヒットマンになってもらう（＝世界観の体験）。,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容,,修行の一環として、期間限定ヒットマンに。修行は「ボンゴレ式ヒットマン育成強化合宿(仮名)」。「8兆のパラレルワールドを征服した白蘭に勝つには、こっちも8兆回修行する」とリボーンがボンゴレ式修行を用意。※チュートリアル画像は、原作初期ごろのコミカルさを出して欲しい,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,ヒットマンなので、修行pt=殺しの数。修行ptのビジュアルは「殺し」が伝わるものがいい,,,,,,,,,,,
,,,,,簡単に言うと：,イベントをクリアして、みんなで修行ptを8兆集めよう！,,報酬,,,,,,,,
,,,,,集めるもの＝ターゲットpt　（FPSのターゲットサイトみたいなマーク）,,,ルビー200,,,,,,,,
,,,,,,,,宝玉のかけら,,,,,,,,
,,,備考,,修行ptが落ちないイベント,,,★５確定チケットのかけら１,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,←わかる人、記載をお願いします。お知らせを書くときに助かります,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,集計はゲージを使います。いいジャン祭ページにゲージを入れます。,,,,,,,,,,,
,,,,,6日間で、ユーザーが8兆ポイントを取り切れる設計をお願いします。,,,,,,,,,,,
,,,,,"DAU10万人で1日あたり14,000億必要。",,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,プレイ動機,,,,,,,,,,,目次へ,,,,
,,,,,,,,,,,,,,,,
,,全クエストの難易度を均一にする（クエストによって同じ難易度表記でも体感難易度が違う、という状態はNG）,,,,,,,,,,,,,,
,,＜スケジュール＞,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,＜ユーザーロードマップ＞,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,【1日1回】イッツ死ぬ気タイム（リボーンとツナ）,,,,,,,,,,目次へ,,,,
,,,URL：,https://docs.google.com/spreadsheets/d/1tivE6zFp1AlKcft2Tfw1O5f_tKspHVbcrB3TwHPFNiA/edit#gid=1937775050,,,,,,,,,,,,
,,,,,項目,,内容,,,,,,,,,
,,,,,責任者,,#REF!,#REF!,,,,,,,,
,,,,,施策名称,,【1日1回】イッツ死ぬ気タイム（リボーンとツナ）,,,,,,,,,
,,,,,難易度,,ストーリー,,,,,,,,,
,,,,,開催期間,,#REF!,〜,#REF!,,,,,,,
,,,,,クエストスケジュール,,通常通り表示,,,,,,,,,
,,,,,クエストバナー下文言,,,,,,,,,,,
,,,,,背景ID,,背景名,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,目的,リボーンの作品、キャラの紹介。作品を知らないユーザーに紹介する場であり、今回の施策のあらすじを紹介する場でもある。,,,,,,,,,,,,
,,,,対象ユーザー：エントリー〜ミドル。全員。,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容,・遊んで欲しいのは「エントリー〜ミドル」なので、ミッションにはこの層でも価値を感じる物を置きたい,,,,ミッション追加！報酬は死ぬ気弾（強化書）：2/13,,,,,,,,
,,,,・リボーンのキャラがイベントの告知やあらすじを紹介する(ストーリーテラーみたいな役割),,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,告知,・毎日変わるストーリーイベントだよ！,,,,,,,,,,,,
,,,,・登場キャラが説明してくれるよ！,,,,,,,,,セリフ内容指示,,登場キャラクター,
,,,,・クリア報酬でルビーや強化書をGETできる！,,,,,,,,,"白蘭が攻めてくるから
修行しよう！",,リボーン・沢田綱吉,
,,,,,,,,,,,,,"ランボのイベントで修行したか？的な
ランボのキャラ性(ウザキャラ)を伝えたい",,リボーン・沢田綱吉・ランボ・獄寺隼人,
,,,報酬,,ステージ開放日時,,1,2,3,4,,,"今日からディーノが修行をつけてくれるぞ！的な
ディーノの頼れる兄貴だけど、部下がいないとちょっと抜けているのを伝えたい",,リボーン・沢田綱吉・ディーノ・雲雀,
,,,セリフ,,2020/03/11 15:00,1日目,リボーン,沢田綱吉,,,,,"スクアーロとザンザスには挑戦したか？
スクアーロとザンザスを紹介する",,リボーン・沢田綱吉・山本,
,,,,,2020/03/12 15:00,2日目,リボーン,沢田綱吉,獄寺隼人,ランボ,,,いよいよ白蘭戦！準備はいいか？,,リボーン・沢田綱吉・獄寺隼人・山本・雲雀・しれっと骸,
,,,,,2020/03/13 15:00,3日目,リボーン,沢田綱吉,ディーノ,雲雀恭弥,,,いよいよ白蘭戦！準備はいいか？パート２。白蘭強いけど、修行の成果を見せてやる！,,リボーン・沢田綱吉・山本・ザンザス・スクアーロ,
,,,,,2020/03/14 15:00,4日目,リボーン,沢田綱吉,山本武,,,,そういえば雲雀は？学校にいってるよ！追加ミッションが増えたことを宣伝する,,リボーン・沢田綱吉・獄寺隼人,
,,,,,2020/03/15 15:00,5日目,リボーン,沢田綱吉,獄寺隼人,六道骸,,,まさかの団バトにも白蘭が登場！ユニを助けよう！,,"リボーン・記念の沢田綱吉・獄寺隼人・山本・雲雀・骸
※記念の沢田綱吉が設定できなければ、普通の",
,,,,,2020/03/16 15:00,6日目,XANXUS,スクアーロ,山本武,,,,"チームで強力して白蘭を倒そう！
※GvG土台作りの一環を担いたい回。",,リボーン・沢田綱吉,
,,,,,2020/03/17 15:00,7日目,リボーン,獄寺隼人,山本武,,,,ヴァリアーの回。団バト白蘭と闘うプチ友に激励。,,ザンザス・スクアーロ,
,,,,,2020/03/18 15:00,8日目,リボーン,ボンゴレの証の継承 沢田綱吉,白蘭,,,,雲雀とディーノ。団バトで闘うエールを。,,雲雀・ディーノ,
,,,,,2020/03/19 15:00,9日目,リボーン,ボンゴレの証の継承 沢田綱吉,,,,,"平和が訪れた！ユニを助けれてよかった！
またね、ちゃおっす",,"全員
※ツナは普通の",
,,,2周年CD,,2020/03/20 15:00,10日目,XANXUS,スクアーロ,,,,,,,,
,,,,,2020/03/21 15:00,11日目,ディーノ,雲雀恭弥,,,,,,,,
,,,,,2020/03/22 15:00,12日目,リボーン,ボンゴレの証の継承 沢田綱吉,獄寺隼人,山本武,,,,,,
,,,,,,※セリフは創作になります,,,2/14,,,,,,,
,,,,,,,,,,,,,,,,
,,,,＜報酬＞,,,,,,,,,,,,
,,,,,ドロップ,初回クリアボーナス,,,,,,,,,,
,,,,,なし,"各　伝説の強化書×3
各　ジャン魂・上×3
各　ジャン魂・超×3
各　ジャン魂・極×3
虹のジャン魂・極×5",,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,＜ミッション＞,,,,,,,,,,,,
,,,,,開始日付,終了日付,内容,,,アイテム,個数,,,,,
,,,,,20/03/11 15:00,20/03/23 14:59,【期間限定】「イッツ死ぬ気タイム」を1回クリアしよう,,,必殺の上巻物 × 3,,1回目はミッションに気付かせることが目的なので報酬は大したものじゃなくていい,,,,
,,,,,20/03/11 15:00,20/03/23 14:59,【期間限定】「イッツ死ぬ気タイム」を3回クリアしよう,,,友情の上巻物 × 3,,,,,,
,,,,,20/03/11 15:00,20/03/23 14:59,【期間限定】「イッツ死ぬ気タイム」を5回クリアしよう,,,REBORN!チケット,1,,,,,
,,,,,20/03/11 15:00,20/03/23 14:59,【期間限定】「イッツ死ぬ気タイム」を7回クリアしよう,,,特性の上巻物 × 3,,,,,,
,,,,,20/03/11 15:00,20/03/23 14:59,【期間限定】「イッツ死ぬ気タイム」を10回クリアしよう,,,★4以上確定チケット,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,【上級】おまえなんかドガーンだ!（ランボ）,,,,,,,,,,目次へ,,,,
,,,URL：,https://docs.google.com/spreadsheets/d/1Cynm2AaqEywGEb0tOZpaBuR_jLi5T1KW13G1iwmXNIk/edit#gid=1937775050,,,,,,,,,,,,
,,,,,項目,,内容,,,,,,,,,
,,,,,責任者,,#REF!,#REF!,,,,,,,,
,,,,,施策名称,,【上級】おまえなんかドガーンだ!（ランボ）,,,,,,,,,
,,,,,難易度,,FALSE,初級,,,,,,,,
,,,,,,,FALSE,中級,,,,,,,,
,,,,,,,TRUE,上級,,,,,,,,
,,,,,開催期間,,#REF!,〜,#REF!,,,,,,,
,,,,,クエストスケジュール,,通常通り表示,,,,,,,,,
,,,,,クエストバナー下文言,,★4ランボGET！「手榴弾」を集めて★6に覚醒しよう！,,,,,,,,,
,,,,,背景ID,100120,背景名,汎用： 住宅街,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,目的,新規・復帰ユーザーにも★6キャラを入手してもらう。,,,,,,,,,,,,
,,,,後日開催の【超絶級】ミドルコア未満が運MAXキャラを入手できるようにしたい,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容,・キャラドロップなしで、専用覚醒素材のみドロップ,,,,,,,,,,,,
,,,,・ミッションでは強化時点で躓いてしまわないように、必要なものを渡してあげたい（強化書／ジャン魂／コイン）,,,,,,,,,,,,
,,,,・覚醒アイテム→監修さんにピックアップをお願いしたい,,,,,,,,,,,,
,,,,・ランボは★4スタート。このイベントで★4から★6まで覚醒させる。,,,,,,,,,,,,
,,,備考,"・上級のこのイベントではランボは必殺ワザを使わない
超絶級でお披露目という形になる",,,,,,,,,,,,
,,,,,,ミッション変更になる：2/13,,,,,,,,,,
,,,ミッション：,,,,,,,,,,,,資料,
,,,,,ミッション内容,,,特典,ID,個数,備考,,,,ランボ覚醒個数（FIX）,
,,,,,【期間限定】「ランボ(仮名)上級」を1回クリアしよう,,,★5 ランボ(運1)×1,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を1回クリアしよう,,,緑の強化書・究極×15,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を2回クリアしよう,,,緑の強化書・究極×20,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を3回クリアしよう,,,コイン×50000,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を4回クリアしよう,,,緑のジャン魂・上×30,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を5回クリアしよう,,,★3以上確定チケット×1,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を6回クリアしよう,,,緑のジャン魂・超×10,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を7回クリアしよう,,,コイン×150000,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を9回クリアしよう,,,必殺の秘伝巻物×3,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を11回クリアしよう,,,緑のジャン魂・超×15,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を13回クリアしよう,,,緑のジャン魂・極×30,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を15回クリアしよう,,,,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」のレベルを30にしよう,,,緑のジャン魂・超×20,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」のレベルを80にしよう,,,虹のジャン魂・極×20,,,,,,,,
,,,,,【期間限定】「ランボ(仮名)上級」を★6に覚醒させよう,,,★5 ランボ（運2)×1,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を1回クリアしよう,,,ルビー × 10,,,超絶級解放タイミングでミッションも開始,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を2回クリアしよう,,,★5 ランボ(運2) × 1,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を3回クリアしよう,,,★5 ランボ運2) × 1,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を4回クリアしよう,,,★5 ランボ(運2) × 1,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を5回クリアしよう,,,★5ランボ(運4) × 1,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を10回クリアしよう,,,★5 ランボ運6) × 1,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を15回クリアしよう,,,★5 ランボ(運8) × 1,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ(仮名)超絶級」を20回クリアしよう,,,★5 ランボ(運10) × 1,,,,,,,,
,,,3/13追加,,【期間限定】「 ランボ」の運を10にしよう,,,ルビー × 10,,,,,,,,
,,,3/13追加,,【期間限定】「 ランボ」の運を20にしよう,,,必殺の秘伝巻物 × 3,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ」の運を40にしよう,,,友情の秘伝巻物 × 3,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ」の運を60にしよう,,,特性の秘伝巻物 × 3,,,,,,,,
,,,3/13追加,,【期間限定】「ランボ」を運MAXにしよう,,,★5確定チケットのかけら × 1,,,,,,,,
,,,,,,,,,,,,,,,,
,,,【超絶級】ランボ,,,,,,,,,,,,,
,,,,,項目,,内容,,,,,,,,,
,,,,,難易度,,TRUE,超絶級,,,,,,,,
,,,,,開催期間,,3/13(金) 04:00,〜,#REF!,,,,,,,
,,,,,,,※ミッションが4時からしか始まらない？,,,,,,,,,
,,,目的,新規・復帰ユーザーが迷ってしまわないように、「覚醒→運maxを目指す」のルート立てをする,,,,,,,,,,,,
,,,,新規・復帰ユーザーに、獄寺以外にも★5キャラを獲得してもらいたい,,,,,,,,,,,,
,,,,ミドル以上は運MAXキャラの獲得を目指してもらいたい,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容,・キャラドロップあり,,,,,,,,,,,,
,,,,・ミッションではコインもちゃんと渡してあげて、運MAXまでに躓かないようにしたい,,,,,,,,,,,,
,,,,・超級ステージと超絶級ステージは開放期間が異なるので注意！,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,備考,・必殺ワザ打つ,,,,,,,,,,,,
,,,,・リボーンキャラがいると特別演出で、大人ランボのかっこいい原画を出してあげたい,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,【収集イベント】雲雀恭弥の風紀活動（雲雀恭弥）,,,,,,,,,,目次へ,,,,
,,,URL：,https://docs.google.com/spreadsheets/d/16az_C9seslHs8pLVNmUV2YtG7tYnqVMhLV1x79luQCQ/edit#gid=1937775050,,,,,,,,,,,,
,,,,,項目,,内容,,,,,,,,,
,,,,,責任者,,#REF!,#REF!,,,,,,,,
,,,,,施策名称,,【収集イベント】雲雀恭弥の風紀活動（雲雀恭弥）,,,,,,,,,
,,,,,難易度,,TRUE,プロローグ,,,,,,,,
,,,,,,,FALSE,中級,,,,,,,,
,,,,,,,TRUE,上級,,,,,,,,
,,,,,,,TRUE,超級,,,,,,,,
,,,,,,,TRUE,超絶級,,,,,,,,
,,,,,,,FALSE,収集イベント,,,,,,,,
,,,,,開催期間,,#REF!,〜,#REF!,,,,,,,
,,,,,クエストスケジュール,,通常通り表示,,,,,,,,,
,,,,,クエストバナー下文言,,風紀委員の腕章を集めて、豪華報酬GET!!,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,目的,,ガチャキャラとの触れ合いの機会,,,,,,,,,,,
,,,,,リボーンを知らないユーザー：雲雀のキャラクター性を知ってもらう(雲の守護者はフラフラしている)。学校が大好き。,,,,,,,,,,,
,,,,,リボーン大好きユーザー：ジャンプチ内でキャラが、キャラらしく動いている。「雲雀なら確かにこうするな」と、原作に準拠した行動を見せる,,,,,,,,,,,
,,,,,新規ユーザーにジャンプチが可能とさせたクロスオーバーを楽しんでもらう,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容,,,,,,,,,,,,,
,,,,"ジャンプチのヒーロー槙野 あかねンド内にある学校ステージに興味を持った雲雀は、風紀活動を開始！敵を倒して、風紀委員の腕章を集めよう！
腕章と交換で報酬をGETしよう！",,,,,"並盛中学校にジャンプチのキャラが現れた！理由は部活への勧誘だったり、お節介だったり…
迎撃したい雲雀だけど、ユーザーと群れるのも嫌だから迎撃別行動！
ユーザーはユーザーで侵入者を倒そう！",,,,,,,
,,,,※腕章はめだかボックス祭の時のをリサイクルできますか？文字を風紀委員に変更。,,,,,,,,,,,,
,,,,敵もヒーロー槙野 あかねンドと一緒。,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,ステージ,,難易度,背景,ドロップ個数,,,,,,,,,
,,,,,中級,怪異はびこる童守小,,,,,,,,,,
,,,,,上級,並中屋上,5,,プロローグ解放後,,,,,,,
,,,,,超級,並中屋上,10,,←のステージが開放される！,,,,,,,
,,,,,超絶級,並中屋上,15,,,,,,,,,
,,,,,,,,,設定：,https://docs.google.com/spreadsheets/d/1t052VlLhleL6fIo_2n0r_z7lSC9CnV-6e9ezNXG4QC8/edit#gid=157490466,,,,,,
,,ボーナスキャラ,,,リボーン,幽☆遊☆白書,リボーンキャラのガチャキャラ％高め、幽白はイベキャラ多め、,,,,,,,,,
,,,,,Xグローブのツナ(仮名),魔界トーナメントver 浦飯幽助,,ブーストキャラ,,,,,,,,
,,,,,雲雀恭弥,魔界トーナメントver 蔵馬,,4体倍率,MAX,,,MIN,,,,
,,,,,六道骸,桑原和真,,作品名,ID,原作キャラ名,入手先,★,倍率,＋通常倍率,,
,,,,,山本武,邪王炎殺黒龍波纏い 飛影,,家庭教師ヒットマン REBORN!,,ボンゴレの証の継承 沢田綱吉,,,,,,
,,,,,白蘭,気鋼闘衣 仙水,,,,雲雀恭弥,,,,,,
,,,,,スクアーロ,雷禅,,,,六道骸,,,,,,
,,,,,ランボ,黄泉,,,,山本武,,,,,,
,,,,,ディーノ,軀,,,,白蘭,,,,,,
,,,,,沢田綱吉,コエンマ,,,,スクアーロ,,,,,,
,,,,,リボーン,修羅,,,,ランボ,,,,,,
,,,,,獄寺,,,,,ディーノ,,,,,,
,,,,,XANXUS,,,,,沢田綱吉,,,,,,
,,,,,,,,,,リボーン,,,,,,
,,,,,,,,,,獄寺隼人,,,,,,
,,,,,,,,,,XANXUS,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,ブーストキャラ,,,,,,,,
,,,,,,,,4体倍率,MAX,0,,MIN,0,,,
,,,,,,,,作品名,ID,原作キャラ名,入手先,★,倍率,＋通常倍率,,
,,,,,,,,幽☆遊☆白書,,魔界トーナメントver 浦飯幽助,,,,,,
,,,,,,,,,,魔界トーナメントver 蔵馬,,,,,,
,,,,,,,,,,桑原和真,,,,,,
,,,,,,,,,,邪王炎殺黒龍波纏い 飛影,,,,,,
,,,,,,,,,,気鋼闘衣 仙水,,,,,,
,,,,,,,,,,雷禅,,,,,,
,,,,,,,,,,黄泉,,,,,,
,,,,,,,,,,軀,,,,,,
