ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key
e,498,event_osh1_charaget01_00003,Random,Item,item_glo_00001,200,42,3,202512020
e,499,event_osh1_charaget01_00003,Random,Item,item_glo_00001,360,60,4,202512020
e,500,event_osh1_charaget01_00003,Random,Item,item_glo_00001,600,25,5,202512020
e,501,event_osh1_challenge01_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202512020
e,502,event_osh1_challenge01_00002,FirstClear,Item,ticket_glo_00003,1,100,1,202512020
e,503,event_osh1_challenge01_00003,FirstClear,Item,piece_osh_00101,50,100,1,202512020
e,504,event_osh1_challenge01_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202512020
e,505,event_osh1_challenge01_00004,FirstClear,Emblem,emblem_event_osh_00010,1,100,1,202512020
e,506,event_osh1_challenge01_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202512020
e,507,event_glo1_1day_00001,FirstClear,FreeDiamond,prism_glo_00001,20,100,1,202512020
e,508,event_glo1_1day_00001,Random,FreeDiamond,prism_glo_00001,150,5,2,202512020
e,509,event_glo1_1day_00001,Random,FreeDiamond,prism_glo_00001,100,10,3,202512020
e,510,event_glo1_1day_00001,Random,FreeDiamond,prism_glo_00001,50,30,4,202512020
e,511,event_glo1_1day_00001,Random,FreeDiamond,prism_glo_00001,30,80,5,202512020
e,512,event_glo1_1day_00001,Random,Coin,,1000,80,6,202512020
e,513,event_glo1_1day_00001,Random,Item,memoryfragment_glo_00001,1,40,7,202512020
e,514,event_glo1_1day_00001,Random,Item,memoryfragment_glo_00002,1,20,8,202512020
e,515,event_glo1_1day_00001,Random,Item,memoryfragment_glo_00003,1,10,9,202512020
e,516,event_glo1_1day_00001,Random,Item,box_glo_00003,5,10,10,202512020
e,517,event_glo1_1day_00001,Random,Item,box_glo_00008,3,5,11,202512020
e,518,event_glo1_1day_00001,Random,Emblem,emblem_event_glo_00002,1,10,12,202512020
e,519,event_osh1_savage_00001,FirstClear,Emblem,emblem_event_osh_00002,1,100,1,202512020
e,520,event_osh1_savage_00001,FirstClear,Item,item_glo_00001,100,100,2,202512020
e,521,event_osh1_savage_00001,FirstClear,FreeDiamond,prism_glo_00001,100,100,3,202512020
e,522,event_osh1_savage_00002,FirstClear,Emblem,emblem_event_osh_00001,1,100,1,202512020
e,523,event_osh1_savage_00002,FirstClear,Item,item_glo_00001,100,100,2,202512020
e,524,event_osh1_savage_00002,FirstClear,FreeDiamond,prism_glo_00001,100,100,3,202512020
e,525,event_osh1_savage_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202512020
e,526,event_osh1_savage_00003,FirstClear,Item,item_glo_00001,100,100,2,202512020
e,527,event_osh1_savage_00003,FirstClear,Coin,,5000,100,3,202512020
e,528,event_osh1_1day_00001,Random,Coin,,3000,60,2,202512020
e,529,event_osh1_1day_00001,Random,Coin,,8000,10,3,202512020
e,530,event_osh1_1day_00001,Random,Coin,,1000,60,4,202512020
e,531,event_osh1_1day_00001,Random,FreeDiamond,,20,50,5,202512020
e,532,event_osh1_charaget02_00001,FirstClear,Item,item_glo_00001,50,100,4,202512020
e,533,event_osh1_charaget02_00002,FirstClear,Item,item_glo_00001,50,100,6,202512020
e,534,event_osh1_charaget02_00003,FirstClear,Item,item_glo_00001,50,100,7,202512020
e,535,event_osh1_challenge01_00001,FirstClear,Item,item_glo_00001,50,100,2,202512020
e,536,event_osh1_challenge01_00002,FirstClear,Item,item_glo_00001,50,100,2,202512020
e,537,event_osh1_challenge01_00003,FirstClear,Item,item_glo_00001,50,100,3,202512020
e,538,event_osh1_challenge01_00004,FirstClear,Item,item_glo_00001,50,100,3,202512020
