ENABLE,id,mst_advent_battle_reward_group_id,resource_type,resource_id,resource_amount,release_key
e,advent_battle_christmas_2025_12_rw_rank_09_03,advent_battle_christmas_2025_12_rg_rank_09,Item,memoryfragment_glo_00001,2,1
e,advent_battle_christmas_2025_12_rw_rank_09_04,advent_battle_christmas_2025_12_rg_rank_09,Item,memoryfragment_glo_00002,1,1
e,advent_battle_christmas_2025_12_rw_rank_10,advent_battle_christmas_2025_12_rg_rank_10,FreeDiamond,,30,1
e,advent_battle_christmas_2025_12_rw_rank_10_02,advent_battle_christmas_2025_12_rg_rank_10,Coin,,3000,1
e,advent_battle_christmas_2025_12_rw_rank_10_03,advent_battle_christmas_2025_12_rg_rank_10,Item,memoryfragment_glo_00001,2,1
e,advent_battle_christmas_2025_12_rw_rank_10_04,advent_battle_christmas_2025_12_rg_rank_10,Item,memoryfragment_glo_00002,2,1
e,advent_battle_christmas_2025_12_rw_rank_11,advent_battle_christmas_2025_12_rg_rank_11,FreeDiamond,,30,1
e,advent_battle_christmas_2025_12_rw_rank_11_02,advent_battle_christmas_2025_12_rg_rank_11,Coin,,3000,1
e,advent_battle_christmas_2025_12_rw_rank_11_03,advent_battle_christmas_2025_12_rg_rank_11,Item,memoryfragment_glo_00001,2,1
e,advent_battle_christmas_2025_12_rw_rank_11_04,advent_battle_christmas_2025_12_rg_rank_11,Item,memoryfragment_glo_00002,2,1
e,advent_battle_christmas_2025_12_rw_rank_12,advent_battle_christmas_2025_12_rg_rank_12,FreeDiamond,,30,1
e,advent_battle_christmas_2025_12_rw_rank_12_02,advent_battle_christmas_2025_12_rg_rank_12,Coin,,3000,1
e,advent_battle_christmas_2025_12_rw_rank_12_03,advent_battle_christmas_2025_12_rg_rank_12,Item,memoryfragment_glo_00001,2,1
e,advent_battle_christmas_2025_12_rw_rank_12_04,advent_battle_christmas_2025_12_rg_rank_12,Item,memoryfragment_glo_00002,2,1
e,advent_battle_christmas_2025_12_rw_rank_13,advent_battle_christmas_2025_12_rg_rank_13,FreeDiamond,,40,1
e,advent_battle_christmas_2025_12_rw_rank_13_02,advent_battle_christmas_2025_12_rg_rank_13,Coin,,4000,1
e,advent_battle_christmas_2025_12_rw_rank_13_03,advent_battle_christmas_2025_12_rg_rank_13,Item,memoryfragment_glo_00001,3,1
e,advent_battle_christmas_2025_12_rw_rank_13_04,advent_battle_christmas_2025_12_rg_rank_13,Item,memoryfragment_glo_00002,2,1
e,advent_battle_christmas_2025_12_rw_rank_14,advent_battle_christmas_2025_12_rg_rank_14,FreeDiamond,,40,1
e,advent_battle_christmas_2025_12_rw_rank_14_02,advent_battle_christmas_2025_12_rg_rank_14,Coin,,4000,1
e,advent_battle_christmas_2025_12_rw_rank_14_03,advent_battle_christmas_2025_12_rg_rank_14,Item,memoryfragment_glo_00001,3,1
e,advent_battle_christmas_2025_12_rw_rank_14_04,advent_battle_christmas_2025_12_rg_rank_14,Item,memoryfragment_glo_00002,2,1
e,advent_battle_christmas_2025_12_rw_rank_15,advent_battle_christmas_2025_12_rg_rank_15,FreeDiamond,,40,1
e,advent_battle_christmas_2025_12_rw_rank_15_02,advent_battle_christmas_2025_12_rg_rank_15,Coin,,4000,1
e,advent_battle_christmas_2025_12_rw_rank_15_03,advent_battle_christmas_2025_12_rg_rank_15,Item,memoryfragment_glo_00001,3,1
e,advent_battle_christmas_2025_12_rw_rank_15_04,advent_battle_christmas_2025_12_rg_rank_15,Item,memoryfragment_glo_00002,2,1
e,advent_battle_christmas_2025_12_rw_rank_16,advent_battle_christmas_2025_12_rg_rank_16,FreeDiamond,,40,1
e,advent_battle_christmas_2025_12_rw_rank_16_02,advent_battle_christmas_2025_12_rg_rank_16,Coin,,4000,1
e,advent_battle_christmas_2025_12_rw_rank_16_03,advent_battle_christmas_2025_12_rg_rank_16,Item,memoryfragment_glo_00001,3,1
e,advent_battle_christmas_2025_12_rw_rank_16_04,advent_battle_christmas_2025_12_rg_rank_16,Item,memoryfragment_glo_00002,2,1
e,advent_battle_christmas_2025_12_rw_rank_16_05,advent_battle_christmas_2025_12_rg_rank_16,Item,memoryfragment_glo_00003,1,1
e,advent_battle_christmas_2025_12_rw_ranking_01,advent_battle_christmas_2025_12_rg_ranking_01,Emblem,emblem_christmas_2025_12_01,1,1
e,advent_battle_christmas_2025_12_rw_ranking_01_02,advent_battle_christmas_2025_12_rg_ranking_01,FreeDiamond,,1000,1
e,advent_battle_christmas_2025_12_rw_ranking_01_03,advent_battle_christmas_2025_12_rg_ranking_01,Coin,,100000,1
e,advent_battle_christmas_2025_12_rw_ranking_01_04,advent_battle_christmas_2025_12_rg_ranking_01,SpGachaTicket,,5,1
e,advent_battle_christmas_2025_12_rw_ranking_02,advent_battle_christmas_2025_12_rg_ranking_02,Emblem,emblem_christmas_2025_12_01,1,1
e,advent_battle_christmas_2025_12_rw_ranking_02_02,advent_battle_christmas_2025_12_rg_ranking_02,FreeDiamond,,750,1
e,advent_battle_christmas_2025_12_rw_ranking_02_03,advent_battle_christmas_2025_12_rg_ranking_02,Coin,,75000,1
e,advent_battle_christmas_2025_12_rw_ranking_02_04,advent_battle_christmas_2025_12_rg_ranking_02,SpGachaTicket,,5,1
e,advent_battle_christmas_2025_12_rw_ranking_03,advent_battle_christmas_2025_12_rg_ranking_03,Emblem,emblem_christmas_2025_12_01,1,1
e,advent_battle_christmas_2025_12_rw_ranking_03_02,advent_battle_christmas_2025_12_rg_ranking_03,FreeDiamond,,500,1
e,advent_battle_christmas_2025_12_rw_ranking_03_03,advent_battle_christmas_2025_12_rg_ranking_03,Coin,,50000,1
e,advent_battle_christmas_2025_12_rw_ranking_03_04,advent_battle_christmas_2025_12_rg_ranking_03,SpGachaTicket,,5,1
e,advent_battle_christmas_2025_12_rw_ranking_04,advent_battle_christmas_2025_12_rg_ranking_04,Emblem,emblem_christmas_2025_12_01,1,1
e,advent_battle_christmas_2025_12_rw_ranking_04_02,advent_battle_christmas_2025_12_rg_ranking_04,FreeDiamond,,300,1
e,advent_battle_christmas_2025_12_rw_ranking_04_03,advent_battle_christmas_2025_12_rg_ranking_04,Coin,,30000,1
e,advent_battle_christmas_2025_12_rw_ranking_04_04,advent_battle_christmas_2025_12_rg_ranking_04,SpGachaTicket,,4,1
e,advent_battle_christmas_2025_12_rw_ranking_05,advent_battle_christmas_2025_12_rg_ranking_05,Emblem,emblem_christmas_2025_12_01,1,1
e,advent_battle_christmas_2025_12_rw_ranking_05_02,advent_battle_christmas_2025_12_rg_ranking_05,FreeDiamond,,200,1
e,advent_battle_christmas_2025_12_rw_ranking_05_03,advent_battle_christmas_2025_12_rg_ranking_05,Coin,,20000,1
e,advent_battle_christmas_2025_12_rw_ranking_05_04,advent_battle_christmas_2025_12_rg_ranking_05,SpGachaTicket,,3,1
e,advent_battle_christmas_2025_12_rw_ranking_06,advent_battle_christmas_2025_12_rg_ranking_06,Emblem,emblem_christmas_2025_12_01,1,1
e,advent_battle_christmas_2025_12_rw_ranking_06_02,advent_battle_christmas_2025_12_rg_ranking_06,FreeDiamond,,150,1
e,advent_battle_christmas_2025_12_rw_ranking_06_03,advent_battle_christmas_2025_12_rg_ranking_06,Coin,,15000,1
e,advent_battle_christmas_2025_12_rw_ranking_06_04,advent_battle_christmas_2025_12_rg_ranking_06,SpGachaTicket,,3,1
e,advent_battle_christmas_2025_12_rw_ranking_07,advent_battle_christmas_2025_12_rg_ranking_07,FreeDiamond,,100,1
e,advent_battle_christmas_2025_12_rw_ranking_07_02,advent_battle_christmas_2025_12_rg_ranking_07,Coin,,10000,1
e,advent_battle_christmas_2025_12_rw_ranking_07_03,advent_battle_christmas_2025_12_rg_ranking_07,SpGachaTicket,,2,1
e,advent_battle_christmas_2025_12_rw_ranking_08,advent_battle_christmas_2025_12_rg_ranking_08,FreeDiamond,,50,1
e,advent_battle_christmas_2025_12_rw_ranking_08_02,advent_battle_christmas_2025_12_rg_ranking_08,Coin,,5000,1
e,advent_battle_christmas_2025_12_rw_ranking_08_03,advent_battle_christmas_2025_12_rg_ranking_08,SpGachaTicket,,2,1
e,advent_battle_christmas_2025_12_rw_ranking_09,advent_battle_christmas_2025_12_rg_ranking_09,FreeDiamond,,20,1
e,advent_battle_christmas_2025_12_rw_ranking_09_02,advent_battle_christmas_2025_12_rg_ranking_09,Coin,,2000,1
e,advent_battle_christmas_2025_12_rw_ranking_09_03,advent_battle_christmas_2025_12_rg_ranking_09,SpGachaTicket,,1,1
