ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,target_mst_series_ids,target_mst_character_ids,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter,effect_value
e,202601010,chara_jig_00501_Special_00001d,chara_jig_00501_Special_00001,4,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,300,10,
e,202601010,chara_jig_00501_Special_00002a,chara_jig_00501_Special_00002,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,345,12,
e,202601010,chara_jig_00501_Special_00002b,chara_jig_00501_Special_00002,2,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,345,12,
e,202601010,chara_jig_00501_Special_00002c,chara_jig_00501_Special_00002,3,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,345,12,
e,202601010,chara_jig_00501_Special_00002d,chara_jig_00501_Special_00002,4,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,345,12,
e,202601010,chara_jig_00501_Special_00003a,chara_jig_00501_Special_00003,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,370,13,
e,202601010,chara_jig_00501_Special_00003b,chara_jig_00501_Special_00003,2,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,370,13,
e,202601010,chara_jig_00501_Special_00003c,chara_jig_00501_Special_00003,3,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,370,13,
e,202601010,chara_jig_00501_Special_00003d,chara_jig_00501_Special_00003,4,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,370,13,
e,202601010,chara_jig_00501_Special_00004a,chara_jig_00501_Special_00004,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,390,14,
e,202601010,chara_jig_00501_Special_00004b,chara_jig_00501_Special_00004,2,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,390,14,
e,202601010,chara_jig_00501_Special_00004c,chara_jig_00501_Special_00004,3,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,390,14,
e,202601010,chara_jig_00501_Special_00004d,chara_jig_00501_Special_00004,4,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,390,14,
e,202601010,chara_jig_00501_Special_00005a,chara_jig_00501_Special_00005,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,400,15,
e,202601010,chara_jig_00501_Special_00005b,chara_jig_00501_Special_00005,2,0,Direct,Koma,0,Koma,1,100,Friend,Character,Green,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,400,15,
e,202601010,chara_jig_00501_Special_00005c,chara_jig_00501_Special_00005,3,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,400,15,
e,202601010,chara_jig_00501_Special_00005d,chara_jig_00501_Special_00005,4,0,Direct,Koma,0,Koma,1,100,Friend,Character,Colorless,All,,,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,400,15,
e,202601010,chara_jig_00601_Normal_00000,chara_jig_00601_Normal_00000,1,0,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,chara_jig_00601_Special_00001,chara_jig_00601_Special_00001,1,0,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,KnockBack1,0,0,zangeki_1,1,100,Percentage,109,None,0,0,0,
e,202601010,chara_jig_00601_Special_00002,chara_jig_00601_Special_00002,1,0,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,KnockBack1,0,0,zangeki_1,1,100,Percentage,126,None,0,0,0,
e,202601010,chara_jig_00601_Special_00003,chara_jig_00601_Special_00003,1,0,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,KnockBack1,0,0,zangeki_1,1,100,Percentage,138,None,0,0,0,
e,202601010,chara_jig_00601_Special_00004,chara_jig_00601_Special_00004,1,0,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,KnockBack1,0,0,zangeki_1,1,100,Percentage,147,None,0,0,0,
e,202601010,chara_jig_00601_Special_00005,chara_jig_00601_Special_00005,1,0,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,KnockBack1,0,0,zangeki_1,1,100,Percentage,153,None,0,0,0,
e,202601010,chara_jig_00701_Special_00001,chara_jig_00701_Special_00001,1,0,Direct,Koma,0,Koma,0,100,Friend,Character,All,All,,,Heal,Normal,0,0,,,100,MaxHpPercentage,6,None,0,0,0,
e,202601010,chara_jig_00701_Special_00002,chara_jig_00701_Special_00002,2,0,Direct,Koma,0,Koma,0,100,Friend,Character,All,All,,,Heal,Normal,0,0,,,100,MaxHpPercentage,12,None,0,0,0,
e,202601010,chara_jig_00701_Special_00003,chara_jig_00701_Special_00003,3,0,Direct,Koma,0,Koma,0,100,Friend,Character,All,All,,,Heal,Normal,0,0,,,100,MaxHpPercentage,16,None,0,0,0,
e,202601010,chara_jig_00701_Special_00004,chara_jig_00701_Special_00004,4,0,Direct,Koma,0,Koma,0,100,Friend,Character,All,All,,,Heal,Normal,0,0,,,100,MaxHpPercentage,18,None,0,0,0,
e,202601010,chara_jig_00701_Special_00005,chara_jig_00701_Special_00005,5,0,Direct,Koma,0,Koma,0,100,Friend,Character,All,All,,,Heal,Normal,0,0,,,100,MaxHpPercentage,22,None,0,0,0,
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless_Normal_00000_1,c_jig_00001_jig1_1d1c_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless_Special_00001_1,c_jig_00001_jig1_1d1c_Normal_Colorless_Special_00001,1,4,Direct,Distance,0,Distance,0.32,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,65,None,0,0,0,
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless_Special_00001_2,c_jig_00001_jig1_1d1c_Normal_Colorless_Special_00001,2,45,Direct,Distance,0,Distance,0.32,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,65,None,0,0,0,
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless_Special_00001_3,c_jig_00001_jig1_1d1c_Normal_Colorless_Special_00001,3,75,Direct,Distance,0,Distance,0.32,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,70,None,0,0,0,
e,202601010,e_jig_00601_jig1_advent_Boss_Yellow_Normal_00000_1,e_jig_00601_jig1_advent_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00601_jig1_advent_Boss_Yellow_Appearance_00001_1,e_jig_00601_jig1_advent_Boss_Yellow_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00401_jig1_advent_Normal_Colorless_Normal_00000_1,e_jig_00401_jig1_advent_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,Poison,-1,500,5,
e,202601010,e_jig_00401_jig1_advent_Normal_Yellow_Normal_00000_1,e_jig_00401_jig1_advent_Normal_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,Poison,-1,500,5,
e,202601010,e_jig_00201_jig1_advent_Boss_Red_Normal_00000_1,e_jig_00201_jig1_advent_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00201_jig1_advent_Boss_Red_Appearance_00001_1,e_jig_00201_jig1_advent_Boss_Red_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00201_jig1_advent_Boss_Yellow_Normal_00000_1,e_jig_00201_jig1_advent_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00201_jig1_advent_Boss_Yellow_Appearance_00001_1,e_jig_00201_jig1_advent_Boss_Yellow_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00301_jig1_advent_Boss_Colorless_Normal_00000_1,e_jig_00301_jig1_advent_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.4,3,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00301_jig1_advent_Boss_Colorless_Appearance_00001_1,e_jig_00301_jig1_advent_Boss_Colorless_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00301_jig1_advent_Boss_Green_Normal_00000_1,e_jig_00301_jig1_advent_Boss_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.4,3,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00301_jig1_advent_Boss_Green_Appearance_00001_1,e_jig_00301_jig1_advent_Boss_Green_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00001_jig1_advent_Normal_Colorless_Normal_00000_1,e_jig_00001_jig1_advent_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.26,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00001_jig1_advent_Normal_Red_Normal_00000_1,e_jig_00001_jig1_advent_Normal_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.26,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00001_jig1_advent_Normal_Green_Normal_00000_1,e_jig_00001_jig1_advent_Normal_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.26,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00601_jig1_charaget02_Boss_Red_Normal_00000_1,c_jig_00601_jig1_charaget02_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00601_jig1_charaget02_Boss_Red_Appearance_00001_1,c_jig_00601_jig1_charaget02_Boss_Red_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00601_jig1_charaget02_Boss_Red_Special_00002_1,c_jig_00601_jig1_charaget02_Boss_Red_Special_00002,1,5,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,KnockBack1,0,0,shageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00402_jig1_charaget02_Normal_Colorless_Normal_00000_1,e_jig_00402_jig1_charaget02_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00301_jig1_charaget02_Normal_Red_Normal_00000_1,e_jig_00301_jig1_charaget02_Normal_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00401_jig1_charaget02_Boss_Red_Normal_00000_1,c_jig_00401_jig1_charaget02_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.32,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00401_jig1_charaget02_Boss_Red_Appearance_00001_1,c_jig_00401_jig1_charaget02_Boss_Red_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00401_jig1_charaget02_Boss_Red_Special_00002_1,c_jig_00401_jig1_charaget02_Boss_Red_Special_00002,1,4,Direct,Distance,0,Distance,0.52,100,Foe,All,All,All,,,Damage,KnockBack2,0,0,shageki_1,1,100,Percentage,200,None,0,0,0,
e,202601010,c_jig_00501_jig1_charaget02_Normal_Red_Normal_00000_1,c_jig_00501_jig1_charaget02_Normal_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.32,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget02_Boss_Red_Normal_00000_1,c_jig_00001_jig1_charaget02_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget02_Boss_Red_Appearance_00001_1,c_jig_00001_jig1_charaget02_Boss_Red_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget02_Boss_Red_Special_00002_1,c_jig_00001_jig1_charaget02_Boss_Red_Special_00002,1,4,Direct,Distance,0,Distance,0.32,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,65,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget02_Boss_Red_Special_00002_2,c_jig_00001_jig1_charaget02_Boss_Red_Special_00002,2,45,Direct,Distance,0,Distance,0.32,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,65,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget02_Boss_Red_Special_00002_3,c_jig_00001_jig1_charaget02_Boss_Red_Special_00002,3,75,Direct,Distance,0,Distance,0.32,100,Foe,All,All,All,,,Damage,KnockBack2,0,0,dageki_1,1,100,Percentage,70,None,0,0,0,
e,202601010,e_jig_00401_jig1_charaget01_Normal_Green_Normal_00000_1,e_jig_00401_jig1_charaget01_Normal_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,Poison,-1,300,1,
e,202601010,e_jig_00402_jig1_charaget01_Normal_Colorless_Normal_00000_1,e_jig_00402_jig1_charaget01_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.23,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00001_jig1_charaget01_Normal_Colorless_Normal_00000_1,e_jig_00001_jig1_charaget01_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.27,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00301_jig1_charaget01_Normal_Green_Normal_00000_1,e_jig_00301_jig1_charaget01_Normal_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.19,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00201_jig1_charaget01_Boss_Green_Normal_00000_1,c_jig_00201_jig1_charaget01_Boss_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.42,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00201_jig1_charaget01_Boss_Green_Appearance_00001_1,c_jig_00201_jig1_charaget01_Boss_Green_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00201_jig1_charaget01_Boss_Green_Special_00002_1,c_jig_00201_jig1_charaget01_Boss_Green_Special_00002,1,0,Direct,Distance,0,Distance,0.52,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,75,Poison,-1,150,1,
e,202601010,c_jig_00101_jig1_charaget01_Boss_Yellow_Normal_00000_1,c_jig_00101_jig1_charaget01_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00101_jig1_charaget01_Boss_Yellow_Appearance_00001_1,c_jig_00101_jig1_charaget01_Boss_Yellow_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00101_jig1_charaget01_Boss_Yellow_Special_00002_1,c_jig_00101_jig1_charaget01_Boss_Yellow_Special_00002,1,0,Direct,Distance,0,Distance,0.4,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00501_jig1_charaget01_Boss_Colorless_Normal_00000_1,e_jig_00501_jig1_charaget01_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.18,1,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00501_jig1_charaget01_Boss_Colorless_Appearance_00001_1,e_jig_00501_jig1_charaget01_Boss_Colorless_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget01_Boss_Yellow_Normal_00000_1,c_jig_00001_jig1_charaget01_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget01_Boss_Yellow_Appearance_00001_1,c_jig_00001_jig1_charaget01_Boss_Yellow_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget01_Boss_Yellow_Special_00002_1,c_jig_00001_jig1_charaget01_Boss_Yellow_Special_00002,1,4,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,17,Burn,-1,150,500,
e,202601010,c_jig_00001_jig1_charaget01_Boss_Yellow_Special_00002_2,c_jig_00001_jig1_charaget01_Boss_Yellow_Special_00002,2,45,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,34,None,0,0,0,
e,202601010,c_jig_00001_jig1_charaget01_Boss_Yellow_Special_00002_3,c_jig_00001_jig1_charaget01_Boss_Yellow_Special_00002,3,75,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,119,None,0,0,0,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless_Normal_00000_1,c_jig_00301_jig1_charaget01_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless_Appearance_00001_1,c_jig_00301_jig1_charaget01_Boss_Colorless_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002_1,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002,1,18,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,,100,Percentage,4,None,0,0,0,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002_2,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002,2,25,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,,100,Percentage,4,None,0,0,0,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002_3,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002,3,31,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,,100,Percentage,4,None,0,0,0,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002_4,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002,4,39,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,,100,Percentage,28,None,0,0,0,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002_5,c_jig_00301_jig1_charaget01_Boss_Colorless_Special_00002,5,50,Direct,Distance,0,Distance,0.22,1,Foe,All,All,All,,,Damage,Normal,0,0,zangeki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00601_jig1_charaget01_Boss_Colorless_Normal_00000_1,e_jig_00601_jig1_charaget01_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.31,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00601_jig1_charaget01_Boss_Colorless_Appearance_00001_1,e_jig_00601_jig1_charaget01_Boss_Colorless_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00501_jig1_challenge_Boss_Colorless_Normal_00000_1,e_jig_00501_jig1_challenge_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.18,1,Foe,All,All,All,,,Damage,Normal,100,100,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,e_jig_00501_jig1_challenge_Boss_Colorless_Appearance_00001_1,e_jig_00501_jig1_challenge_Boss_Colorless_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00201_jig1_challenge_Boss_Green_Normal_00000_1,c_jig_00201_jig1_challenge_Boss_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.42,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00201_jig1_challenge_Boss_Green_Appearance_00001_1,c_jig_00201_jig1_challenge_Boss_Green_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,
e,202601010,c_jig_00201_jig1_challenge_Boss_Green_Special_00002_1,c_jig_00201_jig1_challenge_Boss_Green_Special_00002,1,0,Direct,Distance,0,Distance,0.52,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,75,Poison,-1,150,1,
