ENABLE,id,gacha_type,upper_group,enable_ad_play,enable_add_ad_play_upper,ad_play_interval_time,multi_draw_count,multi_fixed_prize_count,daily_play_limit_count,total_play_limit_count,daily_ad_limit_count,total_ad_limit_count,prize_group_id,fixed_prize_group_id,appearance_condition,unlock_condition_type,unlock_duration_hours,start_at,end_at,display_information_id,dev-qa_display_information_id,display_gacha_caution_id,gacha_priority,release_key
e,Pickup_mag_002,Pickup,Pickup_mag_002,"","",,10,1,,,0,,Pickup_mag_002,fixd_Pickup_mag_002,Always,None,,2025-11-06 15:00:00,2025-12-08 10:59:59,73716732-e550-4e9a-aaa2-81bb42562b79,73716732-e550-4e9a-aaa2-81bb42562b79,2e1c1a70-b50f-4c08-a930-ec6af07c5b2d,55,202511010
e,Pickup_dan_001,Pickup,Pickup_dan_001,"","",,10,1,,,0,,Pickup_dan_001,fixd_Pickup_dan_001,Always,None,,2025-10-22 15:00:00,2025-11-25 14:59:59,f8ec5595-1270-4c9e-aa6d-e9de74e0c787,f8ec5595-1270-4c9e-aa6d-e9de74e0c787,e4299f65-1e1e-4cfb-8ba3-3cfc98c1c5f0,54,202510020
e,Pickup_dan_002,Pickup,Pickup_dan_002,"","",,10,1,,,0,,Pickup_dan_002,fixd_Pickup_dan_002,Always,None,,2025-10-22 15:00:00,2025-11-25 14:59:59,8f3b6cc1-973e-4494-89fc-5cc5860e6a74,8f3b6cc1-973e-4494-89fc-5cc5860e6a74,d325c14b-9978-4670-8bd6-b4d62b0576e2,53,202510020
e,Pickup_yuw_001,Pickup,Pickup_yuw_001,"","",,10,1,,,0,,Pickup_yuw_001,fixd_Pickup_yuw_001,Always,None,,2025-11-25 15:00:00,2025-12-31 23:59:59,122f9d35-8c11-4a18-97ad-8f6448c2c070,122f9d35-8c11-4a18-97ad-8f6448c2c070,c7f62f9f-c63e-4b64-b74b-7d8fb2dcd304,58,202511020
e,Pickup_yuw_002,Pickup,Pickup_yuw_002,"","",,10,1,,,0,,Pickup_yuw_002,fixd_Pickup_yuw_002,Always,None,,2025-11-25 15:00:00,2025-12-31 23:59:59,70c2276f-c745-4d5e-9790-5873e3db47a2,70c2276f-c745-4d5e-9790-5873e3db47a2,0888b9ec-b7a7-4d42-9173-4c1b1fd2a71c,57,202511020
e,Pickup_sur_001,Pickup,Pickup_sur_001,"","",,10,1,,,0,,Pickup_sur_001,fixd_Pickup_sur_001,Always,None,,2025-12-08 12:00:00,2026-01-16 10:59:59,3480dc7a-263c-4f0f-a095-d6b7df43c464,3480dc7a-263c-4f0f-a095-d6b7df43c464,34c4134a-0cf8-4d5b-845b-6e79d3ecbb9b,60,202512010
e,Pickup_sur_002,Pickup,Pickup_sur_002,"","",,10,1,,,0,,Pickup_sur_002,fixd_Pickup_sur_002,Always,None,,2025-12-08 12:00:00,2026-01-16 10:59:59,5e4a04f0-5f8d-4862-8a24-83224aaf9034,5e4a04f0-5f8d-4862-8a24-83224aaf9034,7703619e-c5c8-4ba7-bac8-cf9d83f48c5e,59,202512010
e,Fest_Xmas_001,Festival,Fest_Xmas_001,"","",,10,1,,,0,,Fest_Xmas_001,fixd_Fest_Xmas_001,Always,None,,2025-12-22 12:00:00,2026-01-16 10:59:59,49b769a8-7c35-4b6f-adab-f735dbd7d414,49b769a8-7c35-4b6f-adab-f735dbd7d414,d2abc57a-0f40-4c50-8712-a4cf26f74abe,200,202512015
e,Fest_osh_001,Festival,Fest_osh_001,"","",,10,1,,,0,,Fest_osh_001,fixd_Fest_osh_001,Always,None,,2026-01-01 00:00:00,2026-02-02 10:59:59,bf27b739-f73b-436e-b390-b49de978ecff,bf27b739-f73b-436e-b390-b49de978ecff,6573bfaf-84a7-408b-856d-00982d19a5f1,200,202512020
e,Pickup_osh_001,Pickup,Pickup_osh_001,"","",,10,1,,,0,,Pickup_osh_001,fixd_Pickup_osh_001,Always,None,,2026-01-01 00:00:00,2026-02-02 10:59:59,88fd0eb1-cf57-4965-b895-fe4333131605,88fd0eb1-cf57-4965-b895-fe4333131605,cc5775e1-c6d2-41a2-957c-a4d518612ffd,61,202512020
e,UR_newyear_001,PaidOnly,"","","",,10,1,,10,0,,UR_newyear_001,fixd_UR_newyear_001,Always,None,,2026-01-01 00:00:00,2026-02-02 10:59:59,4b3bb1a9-b8ca-49db-aa8b-bea35f980b0d,4b3bb1a9-b8ca-49db-aa8b-bea35f980b0d,7034f47b-7760-4817-a186-a3dabbfec499,100,202512020
e,UR_newyear_Ticket_001,Ticket,"","","",,10,1,,,0,,UR_newyear_001,fixd_UR_newyear_001,HasTicket,None,,2026-01-01 00:00:00,2038-01-01 00:00:00,"","",7034f47b-7760-4817-a186-a3dabbfec499,100,202512020
e,gasho_001,Medal,gasho_001,"","",,10,0,,,0,,gasho_001,,HasTicket,None,,2026-01-01 00:00:00,2038-01-01 00:00:00,aafa6881-9b13-44f5-b002-4a40a732313a,aafa6881-9b13-44f5-b002-4a40a732313a,f9d2ac5f-a5ca-491e-970e-27aee0cb84bc,64,202512020
e,SSRticket_osh_001,Ticket,SSRticket_osh_001,"","",,10,0,,,0,,SSRticket_osh_001,,HasTicket,None,,2026-01-01 00:00:00,2038-01-01 00:00:00,0f759878-517e-48f8-b9be-bf4ce4bbd8d6,0f759878-517e-48f8-b9be-bf4ce4bbd8d6,30fa81a0-ac08-4cbd-92ec-1620bfc9ea43,62,202512020
e,Pickup_jig_001,Pickup,Pickup_jig_001,"","",,10,1,,,0,,Pickup_jig_001,fixd_Pickup_jig_001,Always,None,,2026-01-16 12:00:00,2026-02-16 10:59:59,84b93bca-1b92-42df-9d6e-3a593fa76a69,84b93bca-1b92-42df-9d6e-3a593fa76a69,16d9cd62-8b4a-44c5-922a-6a6b7889ce06,66,202601010
e,Pickup_jig_002,Pickup,Pickup_jig_002,"","",,10,1,,,0,,Pickup_jig_002,fixd_Pickup_jig_002,Always,None,,2026-01-16 12:00:00,2026-02-16 10:59:59,1c1d7df8-a984-4043-a38d-4463932ba6f7,1c1d7df8-a984-4043-a38d-4463932ba6f7,37543db3-0f5c-4128-993e-883a723f0232,65,202601010
e,Pickup_Valentine_001,Pickup,Pickup_Valentine_001,"","",,10,1,,,0,,Pickup_Valentine_001,fixd_Pickup_Valentine_001,Always,None,,2026-02-10 15:00:00,2026-03-02 10:59:59,cfbc21b9-5c0b-4021-8055-49881515c734,cfbc21b9-5c0b-4021-8055-49881515c734,a6b95b16-9cd2-4f5d-96b3-da97eb257251,67,202602010
