ENABLE,release_key,id,mst_mission_achievement_id,language,description
e,202509010,achievement_2_40_ja,achievement_2_40,ja,キャラのLv.を累計100回強化しよう
e,202509010,achievement_2_41_ja,achievement_2_41,ja,キャラのLv.を累計300回強化しよう
e,202509010,achievement_2_42_ja,achievement_2_42,ja,キャラのLv.を累計500回強化しよう
e,202509010,achievement_2_43_ja,achievement_2_43,ja,キャラのLv.を累計1000回強化しよう
e,202509010,achievement_2_44_ja,achievement_2_44,ja,"コインを累計200,000枚集めよう"
e,202509010,achievement_2_45_ja,achievement_2_45,ja,"コインを累計300,000枚集めよう"
e,202509010,achievement_2_46_ja,achievement_2_46,ja,"コインを累計500,000枚集めよう"
e,202509010,achievement_2_47_ja,achievement_2_47,ja,"コインを累計1,000,000枚集めよう"
e,202509010,achievement_2_48_ja,achievement_2_48,ja,ゲートを累計10回強化しよう
e,202509010,achievement_2_49_ja,achievement_2_49,ja,ゲートを累計20回強化しよう
e,202509010,achievement_2_50_ja,achievement_2_50,ja,ゲートを累計30回強化しよう
e,202509010,achievement_2_51_ja,achievement_2_51,ja,ゲートを累計40回強化しよう
e,202509010,achievement_2_52_ja,achievement_2_52,ja,ゲートを累計50回強化しよう
e,202509010,achievement_2_53_ja,achievement_2_53,ja,メインクエスト「SPY×FAMILY」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_54_ja,achievement_2_54,ja,メインクエスト「SPY×FAMILY」の難易度ハードをクリアしよう
e,202509010,achievement_2_55_ja,achievement_2_55,ja,メインクエスト「SPY×FAMILY」の難易度エクストラをクリアしよう
e,202509010,achievement_2_56_ja,achievement_2_56,ja,"メインクエスト「姫様""拷問""の時間です」の難易度ノーマルをクリアしよう"
e,202509010,achievement_2_57_ja,achievement_2_57,ja,"メインクエスト「姫様""拷問""の時間です」の難易度ハードをクリアしよう"
e,202509010,achievement_2_58_ja,achievement_2_58,ja,"メインクエスト「姫様""拷問""の時間です」の難易度エクストラをクリアしよう"
e,202509010,achievement_2_59_ja,achievement_2_59,ja,メインクエスト「ラーメン赤猫」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_60_ja,achievement_2_60,ja,メインクエスト「ラーメン赤猫」の難易度ハードをクリアしよう
e,202509010,achievement_2_61_ja,achievement_2_61,ja,メインクエスト「ラーメン赤猫」の難易度エクストラをクリアしよう
e,202509010,achievement_2_62_ja,achievement_2_62,ja,メインクエスト「リミックスクエスト vol.1」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_63_ja,achievement_2_63,ja,メインクエスト「リミックスクエスト vol.1」の難易度ハードをクリアしよう
e,202509010,achievement_2_64_ja,achievement_2_64,ja,メインクエスト「リミックスクエスト vol.1」の難易度エクストラをクリアしよう
e,202509010,achievement_2_65_ja,achievement_2_65,ja,メインクエスト「ダンダダン」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_66_ja,achievement_2_66,ja,メインクエスト「ダンダダン」の難易度ハードをクリアしよう
e,202509010,achievement_2_67_ja,achievement_2_67,ja,メインクエスト「ダンダダン」の難易度エクストラをクリアしよう
e,202509010,achievement_2_68_ja,achievement_2_68,ja,メインクエスト「地獄楽」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_69_ja,achievement_2_69,ja,メインクエスト「地獄楽」の難易度ハードをクリアしよう
e,202509010,achievement_2_70_ja,achievement_2_70,ja,メインクエスト「地獄楽」の難易度エクストラをクリアしよう
e,202509010,achievement_2_71_ja,achievement_2_71,ja,メインクエスト「タコピーの原罪」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_72_ja,achievement_2_72,ja,メインクエスト「タコピーの原罪」の難易度ハードをクリアしよう
e,202509010,achievement_2_73_ja,achievement_2_73,ja,メインクエスト「タコピーの原罪」の難易度エクストラをクリアしよう
e,202509010,achievement_2_74_ja,achievement_2_74,ja,メインクエスト「リミックスクエスト vol.2」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_75_ja,achievement_2_75,ja,メインクエスト「リミックスクエスト vol.2」の難易度ハードをクリアしよう
e,202509010,achievement_2_76_ja,achievement_2_76,ja,メインクエスト「リミックスクエスト vol.2」の難易度エクストラをクリアしよう
e,202509010,achievement_2_77_ja,achievement_2_77,ja,メインクエスト「チェンソーマン」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_78_ja,achievement_2_78,ja,メインクエスト「チェンソーマン」の難易度ハードをクリアしよう
e,202509010,achievement_2_79_ja,achievement_2_79,ja,メインクエスト「チェンソーマン」の難易度エクストラをクリアしよう
e,202509010,achievement_2_80_ja,achievement_2_80,ja,メインクエスト「魔都精兵のスレイブ」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_81_ja,achievement_2_81,ja,メインクエスト「魔都精兵のスレイブ」の難易度ハードをクリアしよう
e,202509010,achievement_2_82_ja,achievement_2_82,ja,メインクエスト「魔都精兵のスレイブ」の難易度エクストラをクリアしよう
e,202509010,achievement_2_83_ja,achievement_2_83,ja,メインクエスト「トマトイプーのリコピン」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_84_ja,achievement_2_84,ja,メインクエスト「トマトイプーのリコピン」の難易度ハードをクリアしよう
e,202509010,achievement_2_85_ja,achievement_2_85,ja,メインクエスト「トマトイプーのリコピン」の難易度エクストラをクリアしよう
e,202509010,achievement_2_86_ja,achievement_2_86,ja,メインクエスト「リミックスクエスト vol.3」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_87_ja,achievement_2_87,ja,メインクエスト「リミックスクエスト vol.3」の難易度ハードをクリアしよう
e,202509010,achievement_2_88_ja,achievement_2_88,ja,メインクエスト「リミックスクエスト vol.3」の難易度エクストラをクリアしよう
e,202509010,achievement_2_89_ja,achievement_2_89,ja,メインクエスト「株式会社マジルミエ」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_90_ja,achievement_2_90,ja,メインクエスト「株式会社マジルミエ」の難易度ハードをクリアしよう
e,202509010,achievement_2_91_ja,achievement_2_91,ja,メインクエスト「株式会社マジルミエ」の難易度エクストラをクリアしよう
e,202509010,achievement_2_92_ja,achievement_2_92,ja,メインクエスト「サマータイムレンダ」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_93_ja,achievement_2_93,ja,メインクエスト「サマータイムレンダ」の難易度ハードをクリアしよう
e,202509010,achievement_2_94_ja,achievement_2_94,ja,メインクエスト「サマータイムレンダ」の難易度エクストラをクリアしよう
e,202509010,achievement_2_95_ja,achievement_2_95,ja,メインクエスト「怪獣８号」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_96_ja,achievement_2_96,ja,メインクエスト「怪獣８号」の難易度ハードをクリアしよう
e,202509010,achievement_2_97_ja,achievement_2_97,ja,メインクエスト「怪獣８号」の難易度エクストラをクリアしよう
e,202509010,achievement_2_98_ja,achievement_2_98,ja,メインクエスト「リミックスクエスト vol.4」の難易度ノーマルをクリアしよう
e,202509010,achievement_2_99_ja,achievement_2_99,ja,メインクエスト「リミックスクエスト vol.4」の難易度ハードをクリアしよう
e,202509010,achievement_2_100_ja,achievement_2_100,ja,メインクエスト「リミックスクエスト vol.4」の難易度エクストラをクリアしよう
e,202512020,achievement_2_101_ja,achievement_2_101,ja,メインクエスト「【推しの子】」の難易度ノーマルをクリアしよう
e,202512020,achievement_2_102_ja,achievement_2_102,ja,メインクエスト「【推しの子】」の難易度ハードをクリアしよう
e,202512020,achievement_2_103_ja,achievement_2_103,ja,メインクエスト「【推しの子】」の難易度エクストラをクリアしよう
