ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202512010,c_sur_00501_savege_Atrans_Boss_Blue_Normal_00000,c_sur_00501_savege_Atrans_Boss_Blue,0,Normal,,,86,47,90,
e,202512010,c_sur_00501_savege_Atrans_Boss_Blue_Appearance_00001,c_sur_00501_savege_Atrans_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00501_savege_Atrans_Boss_Blue_Special_00002,c_sur_00501_savege_Atrans_Boss_Blue,0,Special,,,134,77,0,
e,202512010,c_sur_00701_sur1_advent_Boss_Blue_Normal_00000,c_sur_00701_sur1_advent_Boss_Blue,0,Normal,,,54,14,100,
e,202512010,c_sur_00701_sur1_advent_Boss_Blue_Appearance_00001,c_sur_00701_sur1_advent_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00701_sur1_advent_Boss_Blue_Special_00002,c_sur_00701_sur1_advent_Boss_Blue,0,Special,,,92,0,0,
e,202512010,e_sur_00101_sur1_advent_Normal_Red_Normal_00000,e_sur_00101_sur1_advent_Normal_Red,0,Normal,,,40,15,70,
e,202512010,e_glo_00001_sur1_advent_Normal_Green_Normal_00000,e_glo_00001_sur1_advent_Normal_Green,0,Normal,,,50,25,60,
e,202512010,e_glo_00001_sur1_advent_Normal_Blue_Normal_00000,e_glo_00001_sur1_advent_Normal_Blue,0,Normal,,,50,25,60,
e,202512010,e_sur_00101_aobaget_Normal_Blue_Normal_00000,e_sur_00101_aobaget_Normal_Blue,0,Normal,,,40,15,35,
e,202512010,e_sur_00101_aobaget_Normal_Red_Normal_00000,e_sur_00101_aobaget_Normal_Red,0,Normal,,,40,15,35,
e,202512010,e_sur_00101_aobaget_Normal_Colorless_Normal_00000,e_sur_00101_aobaget_Normal_Colorless,0,Normal,,,40,15,35,
e,202512010,c_sur_00701_aobaget_Normal_Colorless_Normal_00000,c_sur_00701_aobaget_Normal_Colorless,0,Normal,,,54,14,100,
e,202512010,c_sur_00701_aobaget_Normal_Colorless_Special_00001,c_sur_00701_aobaget_Normal_Colorless,0,Special,,,92,0,0,
e,202512010,c_sur_00701_aobaget_Normal_Blue_Normal_00000,c_sur_00701_aobaget_Normal_Blue,0,Normal,,,54,14,100,
e,202512010,c_sur_00701_aobaget_Normal_Blue_Special_00001,c_sur_00701_aobaget_Normal_Blue,0,Special,,,92,0,0,
e,202512010,c_sur_00701_aobaget_Boss_Colorless_Normal_00000,c_sur_00701_aobaget_Boss_Colorless,0,Normal,,,54,14,100,
e,202512010,c_sur_00701_aobaget_Boss_Colorless_Appearance_00001,c_sur_00701_aobaget_Boss_Colorless,0,Appearance,,,50,0,0,
e,202512010,c_sur_00701_aobaget_Boss_Colorless_Special_00002,c_sur_00701_aobaget_Boss_Colorless,0,Special,,,92,0,0,
e,202512010,c_sur_00101_aobaget_Normal_Red_Normal_00000,c_sur_00101_aobaget_Normal_Red,0,Normal,,,70,17,70,
e,202512010,c_sur_00101_aobaget_Normal_Red_Special_00001,c_sur_00101_aobaget_Normal_Red,0,Special,,,134,0,0,
e,202512010,c_sur_00101_aobaget_Boss_Red_Normal_00000,c_sur_00101_aobaget_Boss_Red,0,Normal,,,70,17,70,
e,202512010,c_sur_00101_aobaget_Boss_Red_Appearance_00001,c_sur_00101_aobaget_Boss_Red,0,Appearance,,,50,0,0,
e,202512010,c_sur_00101_aobaget_Boss_Red_Special_00002,c_sur_00101_aobaget_Boss_Red,0,Special,,,134,0,0,
e,202512010,c_sur_00201_aobaget_Normal_Red_Normal_00000,c_sur_00201_aobaget_Normal_Red,0,Normal,,,74,19,50,
e,202512010,c_sur_00201_aobaget_Normal_Red_Special_00001,c_sur_00201_aobaget_Normal_Red,0,Special,,,154,0,0,
e,202512010,c_sur_00201_aobaget_Boss_Red_Normal_00000,c_sur_00201_aobaget_Boss_Red,0,Normal,,,74,19,50,
e,202512010,c_sur_00201_aobaget_Boss_Red_Appearance_00001,c_sur_00201_aobaget_Boss_Red,0,Appearance,,,50,0,0,
e,202512010,c_sur_00201_aobaget_Boss_Red_Special_00002,c_sur_00201_aobaget_Boss_Red,0,Special,,,154,0,0,
e,202512010,c_sur_00601_aobaget_Normal_Red_Normal_00000,c_sur_00601_aobaget_Normal_Red,0,Normal,,,82,38,75,
e,202512010,c_sur_00601_aobaget_Normal_Red_Special_00001,c_sur_00601_aobaget_Normal_Red,0,Special,,,167,60,0,
e,202512010,c_sur_00601_aobaget_Boss_Red_Normal_00000,c_sur_00601_aobaget_Boss_Red,0,Normal,,,82,38,75,
e,202512010,c_sur_00601_aobaget_Boss_Red_Appearance_00001,c_sur_00601_aobaget_Boss_Red,0,Appearance,,,50,0,0,
e,202512010,c_sur_00601_aobaget_Boss_Red_Special_00002,c_sur_00601_aobaget_Boss_Red,0,Special,,,167,60,0,
e,202512010,c_sur_00301_aobaget_Boss_Blue_Normal_00000,c_sur_00301_aobaget_Boss_Blue,0,Normal,,,75,29,70,
e,202512010,c_sur_00301_aobaget_Boss_Blue_Special_00001,c_sur_00301_aobaget_Boss_Blue,0,Special,,,133,50,0,
e,202512010,c_sur_00501_aobaget_Normal_Blue_Normal_00000,c_sur_00501_aobaget_Normal_Blue,0,Normal,,,86,47,90,
e,202512010,c_sur_00501_aobaget_Normal_Blue_Special_00001,c_sur_00501_aobaget_Normal_Blue,0,Special,,,134,77,0,
e,202512010,c_sur_00501_aobaget_Boss_Blue_Normal_00000,c_sur_00501_aobaget_Boss_Blue,0,Normal,,,86,47,100,
e,202512010,c_sur_00501_aobaget_Boss_Blue_Appearance_00001,c_sur_00501_aobaget_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00501_aobaget_Boss_Blue_Special_00002,c_sur_00501_aobaget_Boss_Blue,0,Special,,,134,77,0,
e,202512010,e_sur_00101_challenge_Normal_Red_Normal_00000,e_sur_00101_challenge_Normal_Red,0,Normal,,,40,15,35,
e,202512010,c_sur_00001_challenge_Normal_Red_Normal_00000,c_sur_00001_challenge_Normal_Red,0,Normal,,,62,22,75,
e,202512010,c_sur_00001_challenge_Normal_Red_Special_00001,c_sur_00001_challenge_Normal_Red,0,Special,,,140,100,0,
e,202512010,c_sur_00301_challenge_Boss_Blue_Normal_00000,c_sur_00301_challenge_Boss_Blue,0,Normal,,,75,29,70,
e,202512010,c_sur_00301_challenge_Boss_Blue_Appearance_00001,c_sur_00301_challenge_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00301_challenge_Boss_Blue_Special_00002,c_sur_00301_challenge_Boss_Blue,0,Special,,,133,50,0,
e,202512010,c_sur_00801_challenge_Normal_Red_Normal_00000,c_sur_00801_challenge_Normal_Red,0,Normal,,,62,33,80,
e,202512010,c_sur_00801_challenge_Normal_Red_Special_00001,c_sur_00801_challenge_Normal_Red,0,Special,,,101,53,0,
e,202512010,c_sur_00201_challenge_Boss_Blue_Normal_00000,c_sur_00201_challenge_Boss_Blue,0,Normal,,,74,19,50,
e,202512010,c_sur_00201_challenge_Boss_Blue_Appearance_00001,c_sur_00201_challenge_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00201_challenge_Boss_Blue_Special_00002,c_sur_00201_challenge_Boss_Blue,0,Special,,,154,0,0,
e,202512010,c_sur_00601_challenge_Boss_Red_Normal_00000,c_sur_00601_challenge_Boss_Red,0,Normal,,,82,38,75,
e,202512010,c_sur_00601_challenge_Boss_Red_Appearance_00001,c_sur_00601_challenge_Boss_Red,0,Appearance,,,50,0,0,
e,202512010,c_sur_00601_challenge_Boss_Red_Special_00002,c_sur_00601_challenge_Boss_Red,0,Special,,,167,60,0,
e,202512010,c_sur_00101_challenge_Boss_Green_Normal_00000,c_sur_00101_challenge_Boss_Green,0,Normal,,,70,17,70,
e,202512010,c_sur_00101_challenge_Boss_Green_Appearance_00001,c_sur_00101_challenge_Boss_Green,0,Appearance,,,50,0,0,
e,202512010,c_sur_00101_challenge_Boss_Green_Special_00002,c_sur_00101_challenge_Boss_Green,0,Special,,,134,0,0,
e,202512010,c_sur_00501_challenge_Boss_Yellow_Normal_00000,c_sur_00501_challenge_Boss_Yellow,0,Normal,,,86,47,100,
e,202512010,c_sur_00501_challenge_Boss_Yellow_Appearance_00001,c_sur_00501_challenge_Boss_Yellow,0,Appearance,,,50,0,0,
e,202512010,c_sur_00501_challenge_Boss_Yellow_Special_00002,c_sur_00501_challenge_Boss_Yellow,0,Special,,,134,77,0,
