SSR,8.500%,9,79560,8840.0,,,,
SR,35.000%,10,327600,32760.0,,,,
R,52.000%,9,486720,54080.0,,,,
合計,100.000%,42,936000,,,,,
,,42,,,,,,
,,,,,,,,
キャラID,キャラ名,レアリティ,waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_sur_00501,#REF!,ピックアップUR,7020,0.750%,0.75%,※ピックアップは1体0.75を基本とする,,
chara_spy_00101,#REF!,UR,1755.0,0.187%,2.25%,,,
chara_spy_00201,#REF!,UR,1755.0,0.187%,,,,
chara_spy_00001,#REF!,UR,1755.0,0.187%,,,,
chara_dan_00002,#REF!,UR,1755.0,0.187%,,,,
chara_gom_00001,#REF!,UR,1755.0,0.187%,,,,
chara_chi_00002,#REF!,UR,1755.0,0.187%,,,,
chara_kai_00002,#REF!,UR,1755.0,0.187%,,,,
chara_yuw_00001,#REF!,UR,1755.0,0.187%,,,,
chara_yuw_00101,#REF!,UR,1755.0,0.187%,,,,
chara_jig_00001,#REF!,UR,1755.0,0.187%,,,,
chara_mag_00001,#REF!,UR,1755.0,0.187%,,,,
chara_sum_00101,#REF!,UR,1755,0.187%,,,,
chara_sur_00601,#REF!,ピックアップSSR,14040,1.500%,1.500%,,,
chara_dan_00101,#REF!,SSR,8840,0.944%,8.500%,,,
chara_chi_00201,#REF!,SSR,8840,0.944%,,,,
chara_chi_00301,#REF!,SSR,8840,0.944%,,,,
chara_kai_00301,#REF!,SSR,8840,0.944%,,,,
chara_ron_00001,#REF!,SSR,8840,0.944%,,,,
chara_aha_00101,#REF!,SSR,8840,0.944%,,,,
chara_jig_00101,#REF!,SSR,8840,0.944%,,,,
chara_dos_00001,#REF!,SSR,8840,0.944%,,,,
chara_dos_00101,#REF!,SSR,8840,0.944%,,,,
chara_gom_00101,#REF!,SR,32760,3.500%,35.00%,,,
chara_bat_00001,#REF!,SR,32760,3.500%,,,,
chara_bat_00101,#REF!,SR,32760,3.500%,,,,
chara_kai_00101,#REF!,SR,32760,3.500%,,,,
chara_sur_00201,#REF!,SR,32760,3.500%,,,,
chara_sur_00301,#REF!,SR,32760,3.500%,,,,
chara_aha_00001,#REF!,SR,32760,3.500%,,,,
chara_jig_00301,#REF!,SR,32760,3.500%,,,,
chara_mag_00101,#REF!,SR,32760,3.500%,,,,
chara_sum_00201,#REF!,SR,32760,3.500%,,,,
chara_aka_00001,#REF!,R,54080,5.777%,52.00%,,,
chara_aka_00101,#REF!,R,54080,5.777%,,,,
chara_rik_00001,#REF!,R,54080,5.777%,,,,
chara_ron_00101,#REF!,R,54080,5.777%,,,,
chara_dan_00001,#REF!,R,54080,5.777%,,,,
chara_chi_00001,#REF!,R,54080,5.777%,,,,
chara_kai_00001,#REF!,R,54080,5.777%,,,,
chara_sur_00001,#REF!,R,54080,5.777%,,,,
chara_sum_00001,#REF!,R,54080,5.777%,,,,
,,,,99.98%,100.0%,,,
,,,,,,,,
SR確定枠確率ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,0.75%,1,175500,175500.0,,,,
UR,2.250%,12,526500,43875.0,,,,
ピックアップSSR,1.50%,1,351000,351000.0,,,,
SSR,8.500%,9,1989000,221000.0,,,,
SR,87.000%,10,20358000,2035800.0,,,,
,,,,,,,,
合計,100.000%,33,23400000,,,,,
,,33,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_sur_00501,#REF!,ピックアップUR,175500,0.750%,0.75%,,,
chara_spy_00101,#REF!,UR,43875,0.187%,2.25%,,,
chara_spy_00201,#REF!,UR,43875,0.187%,,,,
chara_spy_00001,#REF!,UR,43875,0.187%,,,,
chara_dan_00002,#REF!,UR,43875,0.187%,,,,
chara_gom_00001,#REF!,UR,43875,0.187%,,,,
chara_chi_00002,#REF!,UR,43875,0.187%,,,,
chara_kai_00002,#REF!,UR,43875,0.187%,,,,
chara_yuw_00001,#REF!,UR,43875,0.187%,,,,
chara_yuw_00101,#REF!,UR,43875,0.187%,,,,
chara_jig_00001,#REF!,UR,43875,0.187%,,,,
chara_mag_00001,#REF!,UR,43875,0.187%,,,,
chara_sum_00101,#REF!,UR,43875,0.187%,,,,
chara_sur_00601,#REF!,ピックアップSSR,351000,1.500%,1.50%,,,
chara_dan_00101,#REF!,SSR,221000,0.944%,8.50%,,,
chara_chi_00201,#REF!,SSR,221000,0.944%,,,,
chara_chi_00301,#REF!,SSR,221000,0.944%,,,,
chara_kai_00301,#REF!,SSR,221000,0.944%,,,,
chara_ron_00001,#REF!,SSR,221000,0.944%,,,,
chara_aha_00101,#REF!,SSR,221000,0.944%,,,,
chara_jig_00101,#REF!,SSR,221000,0.944%,,,,
chara_dos_00001,#REF!,SSR,221000,0.944%,,,,
chara_dos_00101,#REF!,SSR,221000,0.944%,,,,
chara_gom_00101,#REF!,SR,2035800,8.700%,87.00%,,,
chara_bat_00001,#REF!,SR,2035800,8.700%,,,,
chara_bat_00101,#REF!,SR,2035800,8.700%,,,,
chara_kai_00101,#REF!,SR,2035800,8.700%,,,,
chara_sur_00201,#REF!,SR,2035800,8.700%,,,,
chara_sur_00301,#REF!,SR,2035800,8.700%,,,,
chara_aha_00001,#REF!,SR,2035800,8.700%,,,,
chara_jig_00301,#REF!,SR,2035800,8.700%,,,,
chara_mag_00101,#REF!,SR,2035800,8.700%,,,,
chara_sum_00201,#REF!,SR,2035800,8.700%,,,,
,,,,99.99%,100.0%,,,
