,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,event_you1_savage_00002,,,event_you_0001,,,150000,,,202602010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,Item,,ticket_glo_00002,,,スペシャルガシャチケット,,,,,,,,1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Item,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,タイムスコア報酬,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,200秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,タイムスコア報酬,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,300秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,タイムスコア報酬,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,400秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,2,,2コマ,,0.55,,0.6,,0.4,,none,,none,,you_00004,,,,,,,,,,,,Poison,,,,,4500,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,9,,3コマ,,0.55,,0.25,,0.5,,0.25,,none,,you_00004,,,,,,,,,,,,,,,,,,,,,Poison,,,,,4500,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,10,,3コマ,,0.55,,0.25,,0.25,,0.5,,none,,you_00004,,,Poison,,,,,4500,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃感覚値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,c_you_00001_you1_savage01_Boss_Red,,,,元殺し屋の新人教諭 リタ,,,,Boss,,Red,,Attack,,Boss,,Normal,,あり,,1900000,,38,,900,,1.8,,67,,10,,584.42,,,,,,特殊効果なし,,,,,5,,88.5,,,,45,,0.2,,0,,0.22,,1,,2,,300,,,,,,,,,,InitialSummon,,,,1,,0,,1,,,,None,,1.6,,Damage,,,,1,,None,,,,,,None,,,,,,,,TRUE,,None,,,,,,,,,,,,,,,1,,InitialSummon,1,SummonEnemy,c_you_00001_you1_savage01_Boss_Red,,1,0,None,1.6,Damage,1,None,,None,,,TRUE,,Boss,Normal,38,1.8,1,,0,,None,
,,,2,,,,c_you_00101_you1_savage01_Boss_Blue,,,,ルーク,,,,Boss,,Blue,,Technical,,Boss,,Normal,,あり,,400000,,8,,850,,1.7,,82,,30,,379.46,,,,,,特殊効果なし,,,,,5,,178.5,,,,40,,0.26,,0,,0.27,,1,,3,,300,,,,,,,,,,ElapsedTime,,,,5300,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,ElapsedTime,5300,SummonEnemy,c_you_00101_you1_savage01_Boss_Blue,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,8,1.7,1,,0,,None,
,,,3,,,,e_you_00101_you1_savage01_Normal_Colorless,,,,イケメンじゃない殺し屋,,,,Normal,,Colorless,,Attack,,Default,,Normal,,なし,,50000,,5,,600,,6,,63.5,,70,,224.72,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,ElapsedTime,,,,5100,,1300,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,ElapsedTime,5100,SummonEnemy,e_you_00101_you1_savage01_Normal_Colorless,,3,1300,None,,None,,None,,None,,,FALSE,,Default,Normal,5,6,1.1,,0,,None,
,,,4,,,,e_you_00001_you1_savage01_Normal_Green,,,,不良系金髪イケメン,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,100000,,10,,400,,4,,63.5,,70,,149.81,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,EnterTargetKomaIndex,,,,2,,0,,1,,,,Fall0,,1.55,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,4,,EnterTargetKomaIndex,2,SummonEnemy,e_you_00001_you1_savage01_Normal_Green,,1,0,Fall0,1.55,None,,None,,None,,,FALSE,,Default,Normal,10,4,1,,0,,None,
,,,5,,,,e_you_00001_you1_savage01_Normal_Green,,,,不良系金髪イケメン,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,100000,,10,,400,,4,,63.5,,70,,149.81,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,EnterTargetKomaIndex,,,,2,,0,,1,,,,Fall0,,1.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,5,,EnterTargetKomaIndex,2,SummonEnemy,e_you_00001_you1_savage01_Normal_Green,,1,0,Fall0,1.5,None,,None,,None,,,FALSE,,Default,Normal,10,4,1,,0,,None,
,,,6,,,,e_you_00101_you1_savage01_Normal_Green,,,,イケメンじゃない殺し屋,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,70000,,7,,700,,7,,63.5,,70,,262.17,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,EnterTargetKomaIndex,,,,2,,0,,1,,,,Fall0,,1.75,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,6,,EnterTargetKomaIndex,2,SummonEnemy,e_you_00101_you1_savage01_Normal_Green,,1,0,Fall0,1.75,None,,None,,None,,,FALSE,,Default,Normal,7,7,1,,0,,None,
,,,7,,,,e_you_00001_you1_savage01_Normal_Green,,,,不良系金髪イケメン,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,100000,,10,,400,,4,,63.5,,70,,149.81,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,EnterTargetKomaIndex,,,,5,,0,,1,,,,Fall0,,2.45,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,7,,EnterTargetKomaIndex,5,SummonEnemy,e_you_00001_you1_savage01_Normal_Green,,1,0,Fall0,2.45,None,,None,,None,,,FALSE,,Default,Normal,10,4,1,,0,,None,
,,,8,,,,e_you_00001_you1_savage01_Normal_Green,,,,不良系金髪イケメン,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,100000,,10,,400,,4,,63.5,,70,,149.81,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,EnterTargetKomaIndex,,,,5,,0,,1,,,,Fall0,,2.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,8,,EnterTargetKomaIndex,5,SummonEnemy,e_you_00001_you1_savage01_Normal_Green,,1,0,Fall0,2.5,None,,None,,None,,,FALSE,,Default,Normal,10,4,1,,0,,None,
,,,9,,,,e_you_00101_you1_savage01_Normal_Green,,,,イケメンじゃない殺し屋,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,70000,,7,,700,,7,,63.5,,70,,262.17,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,EnterTargetKomaIndex,,,,5,,0,,1,,,,Fall0,,2.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,9,,EnterTargetKomaIndex,5,SummonEnemy,e_you_00101_you1_savage01_Normal_Green,,1,0,Fall0,2.7,None,,None,,None,,,FALSE,,Default,Normal,7,7,1,,0,,None,
,,,10,,,,e_you_00001_you1_savage01_Normal_Colorless,,,,不良系金髪イケメン,,,,Normal,,Colorless,,Attack,,Default,,Normal,,なし,,60000,,6,,400,,4,,63.5,,70,,149.81,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,ElapsedTime,,,,800,,2900,,11,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,10,,ElapsedTime,800,SummonEnemy,e_you_00001_you1_savage01_Normal_Colorless,,11,2900,None,,None,,None,,None,,,FALSE,,Default,Normal,6,4,1,,0,,None,
,,,11,,,,e_you_00101_you1_savage01_Normal_Colorless,,,,イケメンじゃない殺し屋,,,,Normal,,Colorless,,Attack,,Default,,Normal,,なし,,40000,,4,,600,,6,,63.5,,70,,224.72,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,ElapsedTime,,,,900,,3600,,14,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,11,,ElapsedTime,900,SummonEnemy,e_you_00101_you1_savage01_Normal_Colorless,,14,3600,None,,None,,None,,None,,,FALSE,,Default,Normal,4,6,1,,0,,None,
,,,12,,,,e_you_00001_you1_savage01_Normal_Colorless,,,,不良系金髪イケメン,,,,Normal,,Colorless,,Attack,,Default,,Normal,,なし,,90000,,9,,400,,4,,63.5,,70,,149.81,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,ElapsedTime,,,,3800,,5900,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,12,,ElapsedTime,3800,SummonEnemy,e_you_00001_you1_savage01_Normal_Colorless,,3,5900,None,,None,,None,,None,,,FALSE,,Default,Normal,9,4,1,,0,,None,
,,,13,,,,e_you_00001_you1_savage01_Normal_Green,,,,不良系金髪イケメン,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,30000,,3,,300,,3,,63.5,,70,,112.36,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,2,,2000,,8,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,13,,FriendUnitDead,2,SummonEnemy,e_you_00001_you1_savage01_Normal_Green,,8,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,3,3,1.2,,0,,None,
,,,14,,,,e_you_00101_you1_savage01_Normal_Green,,,,イケメンじゃない殺し屋,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,20000,,2,,600,,6,,63.5,,70,,224.72,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,2,,2100,,8,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,14,,FriendUnitDead,2,SummonEnemy,e_you_00101_you1_savage01_Normal_Green,,8,2100,None,,None,,None,,None,,,FALSE,,Default,Normal,2,6,1.2,,0,,None,
,,,15,,,,e_you_00001_you1_savage01_Normal_Green,,,,不良系金髪イケメン,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,70000,,7,,200,,2,,63.5,,70,,74.91,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,,,,,,,,,FriendUnitDead,,,,8,,2000,,5,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,15,,FriendUnitDead,8,SummonEnemy,e_you_00001_you1_savage01_Normal_Green,,5,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,7,2,1.2,,0,,None,
,,,16,,,,e_you_00001_you1_savage01_Normal_Colorless,,,,不良系金髪イケメン,,,,Normal,,Colorless,,Attack,,Default,,Normal,,なし,,80000,,8,,300,,3,,63.5,,70,,112.36,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,2,,100,,100,,,,,,,,ElapsedTime,,,,10300,,1000,,5,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,16,,ElapsedTime,10300,SummonEnemy,e_you_00001_you1_savage01_Normal_Colorless,,5,1000,None,,None,,None,,None,,,FALSE,,Default,Normal,8,3,1,100,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
