②訴求キャラ/ID,賊王 亜左 弔兵衛,chara_jig_00401,,,,,,ガシャ
③キャラ訴求文言,必殺ワザで相手を「弱体化付与」にできる新スキルを持ち、スペシャルキャラ以外で初登場となる「無属性」のテクニカルキャラ!!,,,OprGachaDisplayUnitI18n,,,,レベデザ
②-1訴求キャラ/ID,山田浅ェ門 桐馬,chara_jig_00501,,,,,,ガシャ
③-1キャラ訴求文言,前線を支えるサポートキャラ!!攻撃UPとダメージカットで戦況を有利に導くことができるぞ!!,,,,,,,レベデザ
④天井表示,ピックアップURキャラ1体確定!,,,OprGachaI18n,※緑色の文字,,,ガシャ
ラインナップ,,,,,,,,ガシャ
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,0.75%,1,7020,7020.0,,,,
UR,2.250%,12,21060,1755.0,,,,
ピックアップSSR,1.50%,1,14040,14040.0,,,,
SSR,8.500%,9,79560,8840.0,,,,
SR,35.000%,10,327600,32760.0,,,,
R,52.000%,9,486720,54080.0,,,,
合計,100.000%,42,936000,,,,,
,,42,,,,,,
,,,,,,,,
キャラID,キャラ名,レアリティ,waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_jig_00401,賊王 亜左 弔兵衛,ピックアップUR,7020,0.750%,0.75%,※ピックアップは1体0.75を基本とする,,
chara_spy_00101,<黄昏> ロイド,UR,1755.0,0.187%,2.25%,,,
chara_spy_00201,<いばら姫> ヨル,UR,1755.0,0.187%,,,,
chara_spy_00001,わくわく アーニャ,UR,1755.0,0.187%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,1755.0,0.187%,,,,
chara_gom_00001,囚われの王女 姫様,UR,1755.0,0.187%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,1755.0,0.187%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,1755.0,0.187%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,1755.0,0.187%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,1755.0,0.187%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,1755.0,0.187%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,1755.0,0.187%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,1755,0.187%,,,,
chara_jig_00501,山田浅ェ門 桐馬,ピックアップSSR,14040,1.500%,1.500%,,,
chara_dan_00101,モモ,SSR,8840,0.944%,8.500%,,,
chara_chi_00201,早川 アキ,SSR,8840,0.944%,,,,
chara_chi_00301,パワー,SSR,8840,0.944%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,8840,0.944%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,8840,0.944%,,,,
chara_aha_00101,阿波連 れいな,SSR,8840,0.944%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,8840,0.944%,,,,
chara_dos_00001,冬木 美波,SSR,8840,0.944%,,,,
chara_dos_00101,秋野 沙友理,SSR,8840,0.944%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,32760,3.500%,35.00%,,,
chara_bat_00001,清峰 葉流火,SR,32760,3.500%,,,,
chara_bat_00101,要 圭,SR,32760,3.500%,,,,
chara_kai_00101,市川 レノ,SR,32760,3.500%,,,,
chara_sur_00201,東 日万凛,SR,32760,3.500%,,,,
chara_sur_00301,駿河 朱々,SR,32760,3.500%,,,,
chara_aha_00001,ライドウ,SR,32760,3.500%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,32760,3.500%,,,,
chara_mag_00101,越谷 仁美,SR,32760,3.500%,,,,
chara_sum_00201,小舟 澪,SR,32760,3.500%,,,,
chara_aka_00001,佐々木,R,54080,5.777%,52.00%,,,
chara_aka_00101,文蔵,R,54080,5.777%,,,,
chara_rik_00001,リコピン,R,54080,5.777%,,,,
chara_ron_00101,一色 都々丸,R,54080,5.777%,,,,
chara_dan_00001,オカルン,R,54080,5.777%,,,,
chara_chi_00001,デンジ,R,54080,5.777%,,,,
chara_kai_00001,日比野 カフカ,R,54080,5.777%,,,,
chara_sur_00001,和倉 優希,R,54080,5.777%,,,,
chara_sum_00001,網代 慎平,R,54080,5.777%,,,,
,,,,99.98%,100.0%,,,
,,,,,,,,
SR確定枠確率ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,0.75%,1,175500,175500.0,,,,
UR,2.250%,12,526500,43875.0,,,,
ピックアップSSR,1.50%,1,351000,351000.0,,,,
SSR,8.500%,9,1989000,221000.0,,,,
SR,87.000%,10,20358000,2035800.0,,,,
,,,,,,,,
合計,100.000%,33,23400000,,,,,
,,33,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_jig_00401,賊王 亜左 弔兵衛,ピックアップUR,175500,0.750%,0.75%,,,
chara_spy_00101,<黄昏> ロイド,UR,43875,0.187%,2.25%,,,
chara_spy_00201,<いばら姫> ヨル,UR,43875,0.187%,,,,
chara_spy_00001,わくわく アーニャ,UR,43875,0.187%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,43875,0.187%,,,,
chara_gom_00001,囚われの王女 姫様,UR,43875,0.187%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,43875,0.187%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,43875,0.187%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,43875,0.187%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,43875,0.187%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,43875,0.187%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,43875,0.187%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,43875,0.187%,,,,
chara_jig_00501,山田浅ェ門 桐馬,ピックアップSSR,351000,1.500%,1.50%,,,
chara_dan_00101,モモ,SSR,221000,0.944%,8.50%,,,
chara_chi_00201,早川 アキ,SSR,221000,0.944%,,,,
chara_chi_00301,パワー,SSR,221000,0.944%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,221000,0.944%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,221000,0.944%,,,,
chara_aha_00101,阿波連 れいな,SSR,221000,0.944%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,221000,0.944%,,,,
chara_dos_00001,冬木 美波,SSR,221000,0.944%,,,,
chara_dos_00101,秋野 沙友理,SSR,221000,0.944%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,2035800,8.700%,87.00%,,,
chara_bat_00001,清峰 葉流火,SR,2035800,8.700%,,,,
chara_bat_00101,要 圭,SR,2035800,8.700%,,,,
chara_kai_00101,市川 レノ,SR,2035800,8.700%,,,,
chara_sur_00201,東 日万凛,SR,2035800,8.700%,,,,
chara_sur_00301,駿河 朱々,SR,2035800,8.700%,,,,
chara_aha_00001,ライドウ,SR,2035800,8.700%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,2035800,8.700%,,,,
chara_mag_00101,越谷 仁美,SR,2035800,8.700%,,,,
chara_sum_00201,小舟 澪,SR,2035800,8.700%,,,,
,,,,99.99%,100.0%,,,
