,1話,1,1,100,プリズム,がらんの画眉丸,なし,koma_background_jig_00001,2巻22P1コマ目,なし,なし,,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,期間中全日プレイで獲得できるプリズム,ステージ背景ID,,,
,ステージ,報酬カテゴリー,プリズム,コイン,コイン,コイン,プリズム,,340,koma_background_jig_00001,,神仙郷,
,1話,初回クリア,20,0,0,0,0,,,,,,
,,クリア,0,1500,0,0,0,,25500,,,,
,,ランダム,0,0,2000,4000,30,,450,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,50,40,30,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定（その他）,,,,4.666666667,,140,,,,,,
,クエストのリセット,1日1回リセット,,,,23333.33333,,,,,,,
,クエストTOP画面表示キャラ,がらんの画眉丸,,,,,,,,,,,
,クエストTOP画面表示キャラセリフ,"ワシはっ""がらんの画眉丸""だ!!",,,,,,,,,,,
,特別ルール適用ステージ,ステージ1話,,,,,,,,,,,
,特別ルール内容,なし,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆ストーリークエスト ,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,クエスト名,必ず生きて帰る,,,,,,,,,,,
,開催期間,1/16 15:00,〜,2/16 10:59,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/1ggoPgNmLK2XbZwVcrSxLHsHLvfWTcCEGT7YcSQ0I3Nc/edit?gid=0#gid=0,,,,,,,,,,,
,原画演出URL,251212_地獄楽_ストーリークエスト1原画演出.pdf,,,,,,,,,,,
,入手原画,251212_地獄楽_いいジャン祭原画演出_第1稿,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,1話,10,5,50,メイ,作品雑魚,杠,koma_background_jig_00001,神仙郷,2巻28P-31P,なし,なし,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,メイ,メイのかけら,コイン,原画のかけら,,,,,,
,1話,初回クリア,40,1,0,500,0,,,,,,
,,クリア,0,0,0,100,0,,,,,,
,,ランダム,0,0,1,0,2,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,-,10,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,2話,15,5,50,プリズム,作品雑魚,"山田浅ェ門 佐切
山田浅ェ門 源嗣",koma_background_jig_00002,神仙郷_オブジェあり,2巻81P-84P,なし,1話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,メイのメモリー,メイのかけら,コイン,原画のかけら,,,,,,
,2話,初回クリア,40,200,0,500,0,,,,,,
,,クリア,0,,0,100,0,,,,,,
,,ランダム,0,,1,0,2,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,,20,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,3話,20,7,70,プリズム,作品雑魚,"がらんの画眉丸
山田浅ェ門 佐切",koma_background_jig_00002,神仙郷_オブジェあり,2巻128P-130P,2巻179P-186P,２話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,メイのメモリー,メイのかけら,コイン,原画のかけら,,,,,,
,3話,初回クリア,40,300,0,500,0,,,,,,
,,クリア,0,,0,150,0,,,,,,
,,ランダム,0,,2,0,3,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,,30,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,4話,20,7,70,プリズム,作品雑魚,"杠
山田浅ェ門 仙汰",koma_background_jig_00001,神仙郷,3巻7P-14P,3巻18-23P,3話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,メイのメモリー,メモリーフラグメント・初級,メイのかけら,コイン,原画のかけら,,,,,
,4話,初回クリア,40,300,15,0,500,0,,,,,
,,クリア,0,,,0,150,0,,,,,
,,ランダム,0,,,2,0,3,,,,,
,,"ランダム報酬
ドロップ率（%）",-,,,35,-,100,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,5話,25,10,100,メイのメモリー,作品雑魚,朱槿,koma_background_jig_00003,神仙郷_開けた大地,3巻119P-132P,3巻136P-145P,4話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,メイのメモリー,メモリーフラグメント・中級,メイのかけら,コイン,原画のかけら,,,,,
,5話,初回クリア,40,300,10,0,500,0,,,,,
,,クリア,0,0,,0,200,0,,,,,
,,ランダム,0,0,,3,0,3,,,,,
,,"ランダム報酬
ドロップ率（%）",-,-,,45,-,100,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,6話,30,10,100,メモリーフラグメント・上級,作品雑魚,朱槿,koma_background_jig_00003,神仙郷_開けた大地,3巻148P-156P,3巻164P-187P,5話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,メモリーフラグメント・上級,メイのかけら,コイン,原画のかけら,,,,,,
,6話,初回クリア,40,1,0,500,0,,,,,,
,,クリア,0,0,0,300,0,,,,,,
,,ランダム,0,0,5,0,3,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,-,60,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定（その他）,,,,,,,,,,,,
,クエストTOP画面表示キャラ,メイ,-,,,,,,,,,,
,クエストTOP画面表示キャラセリフ,モウ一度ダケ… 会イタイ,-,,,,,,,,,,
,特別ルール適用ステージ,ステージ1話,ステージ2話,ステージ3話,ステージ4話,ステージ5話,ステージ6話,,,,,,
,特別ルール内容,なし,なし,なし,なし,なし,なし,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆ストーリークエスト,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,クエスト名,朱印の者たち,,,,,,,,,,,
,開催期間,1/21(水) 15:00,〜,2/16(月) 10:59,,,,,,,,,
,基礎設計URL,,,,,,,,,,,,
,原画演出URL,251212_地獄楽_ストーリークエスト2原画演出.pdf,,,,,,,,,,,
,入手原画,251212_地獄楽_いいジャン祭原画演出_第1稿,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,1話,10,5,50,民谷 巌鉄斎,作品雑魚,民谷 巌鉄斎,koma_background_jig_00002,神仙郷_オブジェあり,1巻191p-204P,なし,1/21 15:00開放,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,民谷 巌鉄斎,民谷 巌鉄斎のかけら,コイン,原画のかけら,,,,,,
,1話,初回クリア,40,1,0,500,0,,,,,,
,,クリア,0,0,0,100,0,,,,,,
,,ランダム,0,0,1,0,2,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,-,10,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,2話,15,5,50,プリズム,作品雑魚,"賊王 亜左 弔兵衛
山田浅ェ門 桐馬",koma_background_jig_00002,神仙郷_オブジェあり,2巻49p-52P,なし,1話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,民谷 巌鉄斎のメモリー,民谷 巌鉄斎のかけら,コイン,原画のかけら,,,,,,
,2話,初回クリア,40,200,0,500,0,,,,,,
,,クリア,0,,0,100,0,,,,,,
,,ランダム,0,,1,0,2,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,,20,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,3話,20,7,70,プリズム,作品雑魚,"賊王 亜左 弔兵衛
山田浅ェ門 桐馬",koma_background_jig_00002,神仙郷_オブジェあり,2巻198p-206p,なし,２話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,民谷 巌鉄斎のメモリー,民谷 巌鉄斎のかけら,コイン,原画のかけら,,,,,,
,3話,初回クリア,40,300,0,500,0,,,,,,
,,クリア,0,,0,150,0,,,,,,
,,ランダム,0,,2,0,3,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,,30,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,4話,20,7,70,プリズム,作品雑魚,"賊王 亜左 弔兵衛
山田浅ェ門 桐馬",koma_background_jig_00002,神仙郷_オブジェあり,3巻40p-43p,なし,3話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,民谷 巌鉄斎のメモリー,メモリーフラグメント・初級,民谷 巌鉄斎のかけら,コイン,原画のかけら,,,,,
,4話,初回クリア,40,300,15,0,500,0,,,,,
,,クリア,0,,,0,150,0,,,,,
,,ランダム,0,,,2,0,3,,,,,
,,"ランダム報酬
ドロップ率（%）",-,,,35,-,100,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,5話,25,10,100,民谷 巌鉄斎のメモリー,作品雑魚,"がらんの画眉丸
民谷 巌鉄斎",koma_background_jig_00001,神仙郷,4巻7P-9P,なし,4話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,民谷 巌鉄斎のメモリー,メモリーフラグメント・中級,民谷 巌鉄斎のかけら,コイン,原画のかけら,,,,,
,5話,初回クリア,40,300,10,0,500,0,,,,,
,,クリア,0,0,,0,200,0,,,,,
,,ランダム,0,0,,3,0,3,,,,,
,,"ランダム報酬
ドロップ率（%）",-,-,,45,-,100,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,ステージ背景名称,開始時原画演出,終了時原画演出,ステージ開放条件,
,6話,30,10,100,メモリーフラグメント・上級,作品雑魚,"がらんの画眉丸
民谷 巌鉄斎",koma_background_jig_00001,神仙郷,4巻12P-24P,なし,5話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,メモリーフラグメント・上級,民谷 巌鉄斎のかけら,コイン,原画のかけら,,,,,,
,6話,初回クリア,40,1,0,500,0,,,,,,
,,クリア,0,0,0,300,0,,,,,,
,,ランダム,0,0,5,0,3,,,,,,
,,"ランダム報酬
ドロップ率（%）",-,-,60,-,100,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定（その他）,,,,,,,,,,,,
,クエストTOP画面表示キャラ,民谷 巌鉄斎,-,,,,,,,,,,
,クエストTOP画面表示キャラセリフ, 天下に轟く偉業を成す！,-,,,,,,,,,,
,特別ルール適用ステージ,ステージ1話,ステージ2話,ステージ3話,ステージ4話,ステージ5話,ステージ6話,,,,,,
,特別ルール内容,なし,なし,なし,なし,なし,なし,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆チャレンジクエスト,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,名称,死罪人と首切り役人,,,,,,,,,,,
,開催期間,1/16(金) 15:00,〜,2/16(月) 10:59,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/12sb_6R3h9K0TLOcUEwhvDIx20aNfKLf-L_AjuRuwwQE/edit?gid=0#gid=0,,,,,,,,,,,
,原画演出URL,251212_地獄楽_チャンレジクエスト_原画演出.pdf,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,背景名称,強敵出現演出,終了時原画演出,ステージ開放条件,
,1話,30,10,100,ピックアップガシャチケット,作品雑魚,山田浅ェ門 源嗣,koma_background_jig_00003,神仙郷_開けた大地,2巻033P,なし,ストーリークエスト「必ず生きて帰る」の６話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,,,,,
,ステージ,報酬カテゴリー,ピックアップガシャチケット,コイン,,,目標タイム,プリズム,,,,,
,1話,初回クリア,1,0,,,300秒,20,,,,,
,,クリア,0,150,,,200秒,20,,,,,
,,ランダム,0,0,,,140秒,20,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,,,報酬合計数,60,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,背景名称,強敵出現演出,終了時原画演出,ステージ開放条件,
,2話,30,15,150,山田浅ェ門 桐馬のかけら,作品雑魚,"杠
山田浅ェ門 仙汰",koma_background_jig_00003,神仙郷_開けた大地,2巻42P,なし,1話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,,,,,
,ステージ,報酬カテゴリー,山田浅ェ門 桐馬のかけら,コイン,ピックアップガシャチケット,,目標タイム,プリズム,,,,,
,2話,初回クリア,50,0,1,,300秒,20,,,,,
,,クリア,0,225,0,,200秒,20,,,,,
,,ランダム,0,0,0,,140秒,20,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,背景名称,強敵出現演出,終了時原画演出,ステージ開放条件,
,3話,40,15,150,賊王 亜左 弔兵衛のかけら,作品雑魚,"賊王 亜左 弔兵衛
山田浅ェ門 桐馬",koma_background_jig_00003,神仙郷_開けた大地,2巻63P,なし,２話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,,,,,
,ステージ,報酬カテゴリー,賊王 亜左 弔兵衛のかけら,コイン,ピックアップガシャチケット,,目標タイム,プリズム,,,,,
,3話,初回クリア,50,0,1,,300秒,20,,,,,
,,クリア,0,225,0,,200秒,20,,,,,
,,ランダム,0,0,0,,140秒,20,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,背景名称,強敵出現演出,終了時原画演出,ステージ開放条件,
,4話,50,20,200,がらんの画眉丸のかけら,作品雑魚,"がらんの画眉丸
山田浅ェ門 佐切",koma_background_jig_00003,神仙郷_開けた大地,1巻26P,なし,３話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,,,,,
,ステージ,報酬カテゴリー,がらんの画眉丸のかけら,コイン,ピックアップガシャチケット,,目標タイム,プリズム,,,,,
,4話,初回クリア,10,0,1,,300秒,20,,,,,
,,クリア,0,300,0,,200秒,20,,,,,
,,ランダム,0,0,0,,140秒,20,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定（その他）,,,,,,,,,,,,
,クエストTOP画面表示キャラ,杠,山田浅ェ門 仙汰,,,,,,,,,,
,クエストTOP画面表示キャラセリフ,ありったけ試してあげる♡,先立つものはまず情報ですから,,,,,,,,,,
,特別ルール適用ステージ,ステージ1話,ステージ2話,ステージ3話,ステージ4話,,,,,,,,
,特別ルール内容,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆高難度クエスト,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,名称,手負いの獣は恐ろしいぞ,,,,,,,,,,,
,開催期間,1/16(金) 15:00,〜,2/16(月) 10:59,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/1UBJUaoJ-z_vCqTMeUy-ddnLOY1xc_TqPt-X-TB8YgB8/edit?gid=0#gid=0,,,,,,,,,,,
,原画演出URL,251212_地獄楽_高難易度クエスト_原画演出.pdf,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,背景名称,強敵出現演出,終了時原画演出,ステージ開放条件,
,1話,70,25,700,プリズム,"門神
亜左 弔兵衛",山田浅ェ門 桐馬,koma_background_jig_00002,神仙郷_オブジェあり,2巻66P,なし,ストーリークエスト「必ず生きて帰る」の６話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,,,,,
,ステージ,報酬カテゴリー,スペシャルガシャチケット,プリズム,コイン,,目標タイム,プリズム,,,,,
,1話,初回クリア,1,100,0,,300秒,20,,,,,
,,クリア,0,0,375,,200秒,20,,,,,
,,ランダム,0,0,0,,140秒,20,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,背景名称,強敵出現演出,終了時原画演出,ステージ開放条件,
,2話,70,25,700,プリズム,"門神
画眉丸",山田浅ェ門 佐切,koma_background_jig_00002,神仙郷_オブジェあり,1巻107P,なし,１話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,,ステージ背景名称,,,
,ステージ,報酬カテゴリー,スペシャルガシャチケット,プリズム,コイン,,目標タイム,プリズム,,,,,
,2話,初回クリア,1,100,0,,300秒,20,,,,,
,,クリア,0,0,375,,200秒,20,,,,,
,,ランダム,0,0,0,,140秒,20,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,背景名称,強敵出現演出,終了時原画演出,ステージ開放条件,
,3話,80,50,1000,エンブレム「神仙郷」,"朱槿
亜左 弔兵衛",画眉丸,koma_background_jig_00002,神仙郷_オブジェあり,1巻22P,なし,２話クリア,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,クリアタイム報酬,,,ステージ背景名称,,,
,ステージ,報酬カテゴリー,プリズム,エンブレム「神仙郷」,コイン,,目標タイム,プリズム,,,,,
,3話,初回クリア,100,1,5000,,400秒,20,,,,,
,,クリア,0,0,400,,300秒,20,,,,,
,,ランダム,0,0,0,,240秒,20,,,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,,報酬合計数,60,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定（その他）,,,,,,,,,,,,
,クエストTOP画面表示キャラ,賊王 亜左 弔兵衛,山田浅ェ門 桐馬,,,,,,,,,,
,クエストTOP画面表示キャラセリフ,モタついてっと死ぬぜ!?,兄さんの強さは変化だ…,,,,,,,,,,
,特別ルール適用ステージ,ステージ1話,ステージ2話,,,,,,,,,,
,特別ルール内容,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆コイン獲得クエスト関連,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,開催期間,2026/01/16 15:00,〜,2026/02/16 10:59,,,,,,,,,
,基礎設計URL,,,,,,,,,,,,
,,,,,,,,,,,,,
,ボーナス,,,,,,,,,,,,
,ボーナス（%）,対象キャラ,対象キャラID,,,ボーナス倍率の内訳,,,,,,,
,15%,がらんの画眉丸,chara_jig_00001,,,フェス限の新キャラ,30%,,,,,,
,10%,山田浅ェ門 佐切,chara_jig_00101,,,ピックアップURなどの新キャラ,20%,,,,,,
,10%,杠,chara_jig_00201,,,恒常UR(新キャラではない),15%,,,,,,
,5%,山田浅ェ門 仙汰,chara_jig_00301,,,ピックアップSSRなどの新キャラ,10%,,,,,,
,20%,賊王 亜左 弔兵衛,chara_jig_00401,,,恒常SSR(新キャラではない),10%,,,,,,
,10%,山田浅ェ門 桐馬,chara_jig_00501,,,イベントSRなどの新キャラ,10%,,,,,,
,10%,民谷 巌鉄斎,chara_jig_00601,,,恒常SR(新キャラではない),5%,,,,,,
,10%,メイ,chara_jig_00701,,,恒常SR(新キャラではない),5%,,,,,,
,,,,,,恒常R(新キャラではない),3%,,,,,,
,,,,,,,,,,,,,
,◆アウトゲーム関連,,,,,,,,,,,,
,,,,,,,,,,,,,
,▼ホーム画面,,,,,,,,,,,,
,"ホーム画面左上
バナー",,,,,,,,,,,,
,表示バナー,,destination_path,開始日,終了日,優先度(高5：低1),sort_oder,,,,,,
,地獄楽いいジャン祭バナー,,event_jig_00001,2026-01-16 15:00:00,2026-02-02 14:59:59,5,7,,,,,,
,ピックアップガシャA,,Pickup_jig_001,2026-01-16 15:00:00,2026-02-02 14:59:59,4,6,,,,,,
,ピックアップガシャB,,Pickup_jig_002,2026-01-16 15:00:00,2026-02-02 14:59:59,4,6,,,,,,
