シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
3話,,event_jig1_challenge01_00003,,8,,ElapsedTime,500,SummonEnemy,e_jig_00401_jig1_challenge_Normal_Colorless,,10,1600,None,,None,,None,,None,,,FALSE,,Default,Normal,0.4,1,1,,0,,None,,202601010
2話,,event_jig1_challenge01_00002,,1,,OutpostDamage,1,SummonEnemy,c_jig_00201_jig1_challenge_Boss_Green,,1,,None,,None,,None,,None,,,FALSE,,Boss,Normal,3.3,6.4,1,,0,,None,,202601010
2話,,event_jig1_challenge01_00002,,2,,OutpostDamage,1,SummonEnemy,c_jig_00301_jig1_challenge_Boss_Green,,1,,None,,None,,None,,None,,,FALSE,,Boss,Normal,4.2,4.1,1,,0,,None,,202601010
2話,,event_jig1_challenge01_00002,,3,,ElapsedTime,900,SummonEnemy,e_jig_00301_jig1_challenge_Normal_Yellow,,1,,None,,None,,None,,None,,,FALSE,,Default,Normal,2.8,1.8,1,,0,,None,,202601010
2話,,event_jig1_challenge01_00002,,4,,ElapsedTime,200,SummonEnemy,e_jig_00401_jig1_challenge_Normal_Yellow,,4,1700,None,,None,,None,,None,,,FALSE,,Default,Normal,0.6,0.8,1,,0,,None,,202601010
2話,,event_jig1_challenge01_00002,,5,,ElapsedTime,1100,SummonEnemy,e_jig_00401_jig1_challenge_Normal_Colorless,,12,1400,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1.4,1,,0,,None,,202601010
2話,,event_jig1_challenge01_00002,,6,,OutpostDamage,1,SummonEnemy,e_jig_00401_jig1_challenge_Normal_Colorless,,1,,None,,None,,None,,None,,,FALSE,,Default,Normal,1.2,1.6,1,,0,,None,,202601010
1話,,event_jig1_challenge01_00001,,1,,FriendUnitDead,2,SummonEnemy,e_jig_00501_jig1_challenge_Boss_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,4.6,2.8,1,,0,,None,,202601010
1話,,event_jig1_challenge01_00001,,2,,InitialSummon,0,SummonEnemy,e_jig_00301_jig1_challenge_Normal_Yellow,,1,0,None,0.87,FoeEnterSameKoma,,None,,None,,,FALSE,,Default,Normal,4.4,1.8,1,,0,,None,,202601010
1話,,event_jig1_challenge01_00001,,3,,ElapsedTime,300,SummonEnemy,e_jig_00401_jig1_challenge_Normal_Yellow,,12,800,None,,None,,None,,None,,,FALSE,,Default,Normal,1.3,1.5,1,,0,,None,,202601010
1話,,event_jig1_challenge01_00001,,4,,ElapsedTime,80,SummonEnemy,e_jig_00401_jig1_challenge_Normal_Colorless,,8,1600,None,,None,,None,,None,,,FALSE,,Default,Normal,0.6,1.1,1,,0,,None,,202601010
1話,,event_jig1_challenge01_00001,,5,,ElapsedTime,500,SummonEnemy,e_jig_00401_jig1_challenge_Normal_Colorless,,5,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,1,0.4,1,,0,,None,,202601010
