③キャラ訴求文言,"必殺ワザで
連続攻撃する中距離
アタックキャラ!
緑属性に大ダメージ!",,,,OprGachaDisplayUnitI18n,,,レベデザ
②-1訴求キャラ/ID,ルーク,chara_you_00101,,,,,,ガシャ
③-1キャラ訴求文言,"必殺ワザで複数体の
相手にダメージを与え
相手を毒状態にする
テクニカルキャラ!",,,,,,,レベデザ
④天井表示,ピックアップURキャラ1体確定!,,,OprGachaI18n,※緑色の文字,,,ガシャ
ラインナップ,,,,,,,,ガシャ
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,0.75%,1,702,702.0,,,,
UR,2.250%,13,2106,162.0,,,,
ピックアップSSR,1.50%,1,1404,1404.0,,,,
SSR,8.500%,9,7956,884.0,,,,
SR,35.000%,10,32760,3276.0,,,,
R,52.000%,9,48672,5408.0,,,,
合計,100.000%,43,93600,,,,,
,,43,,,,,,
,,,,,,,,
キャラID,キャラ名,レアリティ,waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_you_00001,元殺し屋の新人教諭 リタ,ピックアップUR,702,0.750%,0.75%,※ピックアップは1体0.75を基本とする,,
chara_spy_00101,<黄昏> ロイド,UR,162.0,0.173%,2.25%,,,
chara_spy_00201,<いばら姫> ヨル,UR,162.0,0.173%,,,,
chara_spy_00001,わくわく アーニャ,UR,162.0,0.173%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,162.0,0.173%,,,,
chara_gom_00001,囚われの王女 姫様,UR,162.0,0.173%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,162.0,0.173%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,162.0,0.173%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,162.0,0.173%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,162.0,0.173%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,162.0,0.173%,,,,
chara_jig_00001,がらんの画眉丸,UR,162.0,0.173%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,162.0,0.173%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,162.0,0.173%,,,,
chara_you_00101,ルーク,ピックアップSSR,1404,1.500%,1.500%,,,
chara_dan_00101,モモ,SSR,884,0.944%,8.500%,,,
chara_chi_00201,早川 アキ,SSR,884,0.944%,,,,
chara_chi_00301,パワー,SSR,884,0.944%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,884,0.944%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,884,0.944%,,,,
chara_aha_00101,阿波連 れいな,SSR,884,0.944%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,884,0.944%,,,,
chara_dos_00001,冬木 美波,SSR,884,0.944%,,,,
chara_dos_00101,秋野 沙友理,SSR,884,0.944%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,3276,3.500%,35.00%,,,
chara_bat_00001,清峰 葉流火,SR,3276,3.500%,,,,
chara_bat_00101,要 圭,SR,3276,3.500%,,,,
chara_kai_00101,市川 レノ,SR,3276,3.500%,,,,
chara_sur_00201,東 日万凛,SR,3276,3.500%,,,,
chara_sur_00301,駿河 朱々,SR,3276,3.500%,,,,
chara_aha_00001,ライドウ,SR,3276,3.500%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,3276,3.500%,,,,
chara_mag_00101,越谷 仁美,SR,3276,3.500%,,,,
chara_sum_00201,小舟 澪,SR,3276,3.500%,,,,
chara_aka_00001,佐々木,R,5408,5.777%,52.00%,,,
chara_aka_00101,文蔵,R,5408,5.777%,,,,
chara_rik_00001,リコピン,R,5408,5.777%,,,,
chara_ron_00101,一色 都々丸,R,5408,5.777%,,,,
chara_dan_00001,オカルン,R,5408,5.777%,,,,
chara_chi_00001,デンジ,R,5408,5.777%,,,,
chara_kai_00001,日比野 カフカ,R,5408,5.777%,,,,
chara_sur_00001,和倉 優希,R,5408,5.777%,,,,
chara_sum_00001,網代 慎平,R,5408,5.777%,,,,
,,,,99.99%,100.0%,,,
,,,,,,,,
SR確定枠確率ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,0.75%,1,1755,1755.0,,,,
UR,2.250%,13,5265,405.0,,,,
ピックアップSSR,1.50%,1,3510,3510.0,,,,
SSR,8.500%,9,19890,2210.0,,,,
SR,87.000%,10,203580,20358.0,,,,
,,,,,,,,
合計,100.000%,34,234000,,,,,
,,34,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_you_00001,元殺し屋の新人教諭 リタ,ピックアップUR,1755,0.750%,0.75%,,,
chara_spy_00101,<黄昏> ロイド,UR,405,0.173%,2.25%,,,
chara_spy_00201,<いばら姫> ヨル,UR,405,0.173%,,,,
chara_spy_00001,わくわく アーニャ,UR,405,0.173%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,405,0.173%,,,,
chara_gom_00001,囚われの王女 姫様,UR,405,0.173%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,405,0.173%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,405,0.173%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,405,0.173%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,405,0.173%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,405,0.173%,,,,
chara_jig_00001,がらんの画眉丸,UR,405,0.173%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,405,0.173%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,405,0.173%,,,,
chara_you_00101,ルーク,ピックアップSSR,3510,1.500%,1.50%,,,
chara_dan_00101,モモ,SSR,2210,0.944%,8.50%,,,
chara_chi_00201,早川 アキ,SSR,2210,0.944%,,,,
chara_chi_00301,パワー,SSR,2210,0.944%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,2210,0.944%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,2210,0.944%,,,,
chara_aha_00101,阿波連 れいな,SSR,2210,0.944%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,2210,0.944%,,,,
chara_dos_00001,冬木 美波,SSR,2210,0.944%,,,,
chara_dos_00101,秋野 沙友理,SSR,2210,0.944%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,20358,8.700%,87.00%,,,
chara_bat_00001,清峰 葉流火,SR,20358,8.700%,,,,
chara_bat_00101,要 圭,SR,20358,8.700%,,,,
chara_kai_00101,市川 レノ,SR,20358,8.700%,,,,
chara_sur_00201,東 日万凛,SR,20358,8.700%,,,,
chara_sur_00301,駿河 朱々,SR,20358,8.700%,,,,
chara_aha_00001,ライドウ,SR,20358,8.700%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,20358,8.700%,,,,
chara_mag_00101,越谷 仁美,SR,20358,8.700%,,,,
chara_sum_00201,小舟 澪,SR,20358,8.700%,,,,
,,,,100.00%,100.0%,,,
