②-1訴求キャラ/ID,囚われの王女 姫様,chara_gom_00001,,,,,,ガシャ
③-1キャラ訴求文言,"必殺ワザと特性で
耐久性抜群の
ディフェンスキャラ!",,,,,,,レベデザ
②-1訴求キャラ/ID,パワー,chara_chi_00301,,,,,,
③-1キャラ訴求文言,"必殺ワザで複数の相手
にダメージを与える!
赤属性の相手に
大ダメージ!",,,,,,,
②-1訴求キャラ/ID,冬木 美波,chara_dos_00001,,,,,,
③-1キャラ訴求文言,"前線を支える遠距離
サポートキャラ!
攻撃UPで戦況を有利
に導くことができるぞ                                                                                                                                                        ",,,,,,,
④天井表示,ピックアップURキャラ1体確定!,,,OprGachaI18n,※緑色の文字,,,ガシャ
ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,3.000%,8,840,105.0,,,,
SSR,10.000%,7,2800,400.0,,,,
SR,87.000%,5,24360,4872.0,,,,
合計,100.000%,20,28000,,,,,
,,,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_spy_00201,<いばら姫> ヨル,ピックアップUR,105,0.375%,3.00%,,,
chara_spy_00001,わくわく アーニャ,ピックアップUR,105,0.375%,,,,
chara_gom_00001,囚われの王女 姫様,ピックアップUR,105,0.375%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,ピックアップUR,105,0.375%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,ピックアップUR,105,0.375%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,ピックアップUR,105,0.375%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,ピックアップUR,105,0.375%,,,,
chara_sum_00101,影のウシオ 小舟 潮,ピックアップUR,105,0.375%,,,,
chara_dan_00101,モモ,SSR,400,1.428%,10.00%,,,
chara_chi_00301,パワー,SSR,400,1.428%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,400,1.428%,,,,
chara_aha_00101,阿波連 れいな,SSR,400,1.428%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,400,1.428%,,,,
chara_dos_00001,冬木 美波,SSR,400,1.428%,,,,
chara_dos_00101,秋野 沙友理,SSR,400,1.428%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,4872,17.400%,87.00%,,,
chara_sur_00201,東 日万凛,SR,4872,17.400%,,,,
chara_sur_00301,駿河 朱々,SR,4872,17.400%,,,,
chara_mag_00101,越谷 仁美,SR,4872,17.400%,,,,
chara_sum_00201,小舟 澪,SR,4872,17.400%,,,,
,,,,100.00%,100.0%,,,
,,,,,,,,
SSR確定枠確率ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
ピックアップUR,3.000%,8,168,21.0,,,,
SSR,97.000%,7,5432,776.0,,,,
合計,100.000%,15,5600,,,,,
,,,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_spy_00201,<いばら姫> ヨル,ピックアップUR,21,0.375%,3.00%,,,
chara_spy_00001,わくわく アーニャ,ピックアップUR,21,0.375%,,,,
chara_gom_00001,囚われの王女 姫様,ピックアップUR,21,0.375%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,ピックアップUR,21,0.375%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,ピックアップUR,21,0.375%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,ピックアップUR,21,0.375%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,ピックアップUR,21,0.375%,,,,
chara_sum_00101,影のウシオ 小舟 潮,ピックアップUR,21,0.375%,,,,
chara_dan_00101,モモ,SSR,776,13.857%,97.00%,,,
chara_chi_00301,パワー,SSR,776,13.857%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,776,13.857%,,,,
chara_aha_00101,阿波連 れいな,SSR,776,13.857%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,776,13.857%,,,,
chara_dos_00001,冬木 美波,SSR,776,13.857%,,,,
chara_dos_00101,秋野 沙友理,SSR,776,13.857%,,,,
,,,,100.00%,100.0%,,,
