,ストーリークエスト「先輩は敬いたまえ」をクリアしよう,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ストーリークエスト「兄を助けてくれないか？」をクリアしよう,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,チャレンジクエスト「世界一安全な幼稚園」をクリアしよう,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,高難易度「正義だけじゃ何も守れない」をクリアしよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を10体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を20体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を30体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を40体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を50体撃破しよう,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を60体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,敵を70体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,敵を80体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,敵を90体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,敵を100体撃破しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,敵を150体撃破しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,敵を200体撃破しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,敵を300体撃破しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,【2/10から使えるチケット】ステージを10回クリアしよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,【2/10から使えるチケット】ステージを15回クリアしよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,【2/10から使えるチケット】ステージを20回クリアしよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,【2/10から使えるチケット】ステージを30回クリアしよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,【2/10から使えるチケット】ステージを50回クリアしよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,報酬合計数,100,25000,4,3,30,20,5,0,0,0,0,0,100,100,850,850,1,10
