,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■基礎設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■シミュレーション,,,,,,,,,,,,,,,,,,,,,,,
,PremiumSSR,,,アタック,,,赤,,,Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,5,0,1600,2067,1600,2067,1792,1904,1968,2000,2000,2000,2000,2000,2000,2315,2459,2542,2583,2583,2583,2583,2583,2583
,※キャラクター名：Glow_ID_管理のFIX名称を参照。未記入の場合(仮)名称を参照。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠距離以外,,,,,6,0,1664,2150,1664,2150,1863,1980,2046,2080,2080,2080,2080,2080,2080,2408,2558,2644,2687,2687,2687,2687,2687,2687
,基本ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1730,2235,1730,2235,1937,2058,2127,2162,2162,2162,2162,2162,2162,2503,2659,2749,2793,2793,2793,2793,2793,2793
,召喚コスト,,再召喚時間F,,,well_distace,,,移動速度,,,KB回数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1796,2321,1796,2321,2011,2137,2209,2245,2245,2245,2245,2245,2245,2599,2761,2854,2901,2901,2901,2901,2901,2901
,535,,500,,,0.29,,,35,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1864,2408,1864,2408,2087,2218,2292,2330,2330,2330,2330,2330,2330,2696,2865,2961,3010,3010,3010,3010,3010,3010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1932,2496,1932,2496,2163,2299,2376,2415,2415,2415,2415,2415,2415,2795,2970,3070,3120,3120,3120,3120,3120,3120
,Lvステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1932,2496,1932,2496,2163,2299,2376,2415,2415,2415,2415,2415,2415,2795,2970,3070,3120,3120,3120,3120,3120,3120
,体力Lv1,,,体力Lv150,,,攻撃力Lv1,,,攻撃力Lv150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,2001,2586,2001,2586,2241,2381,2461,2501,2501,2501,2501,2501,2501,2896,3077,3180,3232,3232,3232,3232,3232,3232
,1370,,,13700,,,1770,,,17700,,,,,,,,2442.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2071,2676,2071,2676,2319,2464,2547,2588,2588,2588,2588,2588,2588,2997,3184,3291,3345,3345,3345,3345,3345,3345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,2141,2767,2141,2767,2397,2547,2633,2676,2676,2676,2676,2676,2676,3099,3292,3403,3458,3458,3458,3458,3458,3458
,特性,,,,,,,効果値,,解放ランク,,解放レベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,2212,2859,2212,2859,2477,2632,2720,2765,2765,2765,2765,2765,2765,3202,3402,3516,3573,3573,3573,3573,3573,3573
,1,体力条件強化(以上/攻撃),,,,,,HP50/20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,2284,2951,2284,2951,2558,2717,2809,2855,2855,2855,2855,2855,2855,3305,3511,3629,3688,3688,3688,3688,3688,3688
,2,-,,,,,,-,,-,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,2356,3044,2356,3044,2638,2803,2897,2945,2945,2945,2945,2945,2945,3409,3622,3744,3805,3805,3805,3805,3805,3805
,3,-,,,,,,-,,-,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,2429,3138,2429,3138,2720,2890,2987,3036,3036,3036,3036,3036,3036,3514,3734,3859,3922,3922,3922,3922,3922,3922
,,,,,,,,,,,,,,"※解放ランク1=Lv20,ランク2=Lv30。以降同様。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,2502,3232,2502,3232,2802,2977,3077,3127,3127,3127,3127,3127,3127,3619,3846,3975,4040,4040,4040,4040,4040,4040
,通常攻撃ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,2575,3327,2575,3327,2884,3064,3167,3218,3218,3218,3218,3218,3218,3726,3959,4092,4158,4158,4158,4158,4158,4158
,オノマトペ,,,通常攻撃発生F,,,攻撃ヒットF,,,,攻撃CDF,,,攻撃距離,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,,,,,,,,,,,,20,0,2649,3423,2649,3423,2966,3152,3258,3311,3311,3311,3311,3311,3311,3833,4073,4210,4278,4278,4278,4278,4278,4278
,dageki_2,,,1.37,,,"stop有:1回目 0.30
stop有:2回目 0.60",,,,50,,,近距離,,,0.3,,単体,,,1,,,,,,,,,,,,,,,,,,,,,,,,20,1,2649,3423,2807,3628,3124,3310,3416,3469,3469,3469,3469,3469,3469,4038,4278,4415,4483,4483,4483,4483,4483,4483
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,2723,3519,2881,3724,3207,3398,3507,3561,3561,3561,3561,3561,3561,4146,4392,4533,4603,4603,4603,4603,4603,4603
,Distance,,,0,,,,Distance,,,0.3,,,,敵,,All,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,2798,3615,2956,3820,3291,3487,3599,3655,3655,3655,3655,3655,3655,4253,4506,4651,4723,4723,4723,4723,4723,4723
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,,4.8,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,2873,3712,3031,3917,3375,3576,3691,3749,3749,3749,3749,3749,3749,4362,4622,4770,4845,4845,4845,4845,4845,4845
,必殺ワザステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.412371134,,,,,※数式参照用,,,,,24,1,2948,3809,3106,4014,3459,3666,3784,3843,3843,3843,3843,3843,3843,4471,4737,4890,4966,4966,4966,4966,4966,4966
,"必殺攻撃_
オノマトペ",,,必殺攻撃F,,,必殺攻撃ヒットF,,,,初回必殺CDF,,,2回目以降必殺CDF,,,攻撃距離,,,,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,12.5,0.4295532646,,,,,バフ・デバフ効果型,,,,,25,1,3024,3907,3182,4112,3544,3756,3877,3938,3938,3938,3938,3938,3938,4580,4854,5010,5088,5088,5088,5088,5088,5088
,-,,,3.00,,,stop無:1回目 1.66,,,,240,,,1455,,,自身,,,,,,自身のみ,,自身,,,該当なし,,,,,,,12.7,0.4364261168,,,,,※特殊調整,,,,,26,1,3100,4005,3258,4210,3630,3847,3971,4033,4033,4033,4033,4033,4033,4690,4970,5131,5211,5211,5211,5211,5211,5211
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,バフ・デバフ効果型,,,,,,※攻撃系以外の必殺ワザは攻撃倍率「無」,,,,,,,12.9,0.4432989691,,,,,,,,,,27,1,3176,4104,3334,4309,3715,3937,4064,4128,4128,4128,4128,4128,4128,4801,5088,5252,5335,5335,5335,5335,5335,5335
,Distance,,,0,,,,Distance,,,自身のみ,,,,自身,,All,,,All,,※特殊調整,,,,,,29.1,,,,,,,13,0.4467353952,,,,,,,,,,28,1,3253,4203,3411,4408,3801,4029,4159,4224,4224,4224,4224,4224,4224,4912,5206,5374,5458,5458,5458,5458,5458,5458
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,3330,4302,3488,4507,3887,4120,4253,4320,4320,4320,4320,4320,4320,5023,5324,5496,5582,5582,5582,5582,5582,5582
,必殺ワザ詳細,,,必殺ワザ1,,,,,,,,,,,,必殺ワザ2,,,,,,,,,,,,必殺ワザ3,,,,,,,,,,,,,,,,,,30,1,3407,4402,3565,4607,3973,4212,4348,4416,4416,4416,4416,4416,4416,5135,5443,5619,5707,5707,5707,5707,5707,5707
,,,,攻撃力UP(自身),,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,30,2,3407,4402,3713,4798,4121,4360,4496,4564,4564,4564,4564,4564,4564,5326,5634,5810,5898,5898,5898,5898,5898,5898
,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,,,,,,,31,2,3484,4502,3790,4898,4208,4451,4591,4661,4661,4661,4661,4661,4661,5438,5753,5933,6023,6023,6023,6023,6023,6023
,グレード,,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,,,,,,,32,2,3562,4602,3868,4998,4295,4544,4687,4758,4758,4758,4758,4758,4758,5550,5872,6056,6148,6148,6148,6148,6148,6148
,1,,,-,,-,,-,,15.0,,600,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,33,2,3640,4703,3946,5099,4382,4637,4783,4856,4856,4856,4856,4856,4856,5663,5992,6180,6274,6274,6274,6274,6274,6274
,2,,,-,,-,,-,,17.1,,625,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,34,2,3718,4804,4024,5200,4470,4730,4879,4953,4953,4953,4953,4953,4953,5776,6112,6304,6401,6401,6401,6401,6401,6401
,3,,,-,,-,,-,,18.5,,635,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,35,2,3797,4905,4103,5301,4558,4824,4976,5052,5052,5052,5052,5052,5052,5889,6232,6429,6527,6527,6527,6527,6527,6527
,4,,,-,,-,,-,,19.4,,645,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,36,2,3875,5007,4181,5403,4646,4917,5072,5149,5149,5149,5149,5149,5149,6003,6354,6554,6654,6654,6654,6654,6654,6654
,5,,,-,,-,,-,,20.0,,650,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,37,2,3954,5109,4260,5505,4734,5011,5169,5248,5248,5248,5248,5248,5248,6118,6475,6680,6782,6782,6782,6782,6782,6782
,→,連続攻撃は最大ダメージ。効果時間は/50。※発動確率は「-」の記載 = 「100%」。状態異常系「スタン、火傷、氷結、毒」のみ記載。←以外の必殺ワザで発動確率を記載する場合は、特殊な確率場合のみ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,4033,5211,4339,5607,4822,5105,5266,5347,5347,5347,5347,5347,5347,6232,6597,6805,6909,6909,6909,6909,6909,6909
,必殺ワザ文言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,4112,5313,4418,5709,4911,5199,5363,5446,5446,5446,5446,5446,5446,6346,6718,6930,7037,7037,7037,7037,7037,7037
,グレード,,,必殺ワザ文言,,,,,,,,,,,,,,,,文字数,,必殺ワザ詳細文言,,,,,,文字数,,,,,,,,,,,,,※数式参照用,,,,,40,2,4192,5416,4498,5812,5001,5294,5462,5546,5546,5546,5546,5546,5546,6461,6841,7057,7166,7166,7166,7166,7166,7166
,1,,,自身の攻撃を12秒間、15%UP,,,,,,,,,,,,,,,,16,,-,,,,,,-,,,,,,,,,,,,,chara_osh_00201_Special_00001,,,,,40,3,4192,5416,4653,6011,5156,5449,5617,5701,5701,5701,5701,5701,5701,6660,7040,7256,7365,7365,7365,7365,7365,7365
,2,,,自身の攻撃を12.5秒間、17.1%UP,,,,,,,,,,,,,,,,20,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00201_Special_00002,,,,,41,3,4272,5519,4733,6114,5245,5544,5715,5801,5801,5801,5801,5801,5801,6776,7162,7383,7493,7493,7493,7493,7493,7493
,3,,,自身の攻撃を12.7秒間、18.5%UP,,,,,,,,,,,,,,,,20,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00201_Special_00003,,,,,42,3,4352,5622,4813,6217,5335,5639,5813,5901,5901,5901,5901,5901,5901,6891,7285,7510,7622,7622,7622,7622,7622,7622
,4,,,自身の攻撃を12.9秒間、19.4%UP,,,,,,,,,,,,,,,,20,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00201_Special_00004,,,,,43,3,4432,5726,4893,6321,5424,5735,5912,6001,6001,6001,6001,6001,6001,7008,7408,7637,7752,7752,7752,7752,7752,7752
,5,,,自身の攻撃を13秒間、20%UP,,,,,,,,,,,,,,,,16,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00201_Special_00005,,,,,44,3,4512,5830,4973,6425,5514,5830,6010,6101,6101,6101,6101,6101,6101,7124,7532,7765,7882,7882,7882,7882,7882,7882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,※18字まで,,,,,,,,,,,,,,,,,,45,3,4592,5933,5053,6528,5604,5925,6109,6201,6201,6201,6201,6201,6201,7239,7655,7892,8011,8011,8011,8011,8011,8011
,ワンポイント文言,,,,,,,,,,,,,,,,,,,,,,,文字数,,,,,,,,,,,,,,,,,,,,,,46,3,4673,6038,5134,6633,5694,6021,6208,6302,6302,6302,6302,6302,6302,7357,7780,8021,8142,8142,8142,8142,8142,8142
,必殺ワザで自身の攻撃をUPするアタックキャラ!,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,47,3,4754,6142,5215,6737,5785,6118,6308,6403,6403,6403,6403,6403,6403,7474,7903,8149,8272,8272,8272,8272,8272,8272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3,4835,6247,5296,6842,5876,6214,6408,6504,6504,6504,6504,6504,6504,7591,8028,8278,8403,8403,8403,8403,8403,8403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,4916,6352,5377,6947,5966,6311,6507,6606,6606,6606,6606,6606,6606,7709,8153,8407,8535,8535,8535,8535,8535,8535
,,,,,,,,,,,,,,,,,,,,,,,,※100字まで,,,,,,,,,,,,,,,,,,,,,,50,3,4998,6457,5459,7052,6058,6408,6608,6708,6708,6708,6708,6708,6708,7826,8278,8537,8666,8666,8666,8666,8666,8666
,※その他キャラ文言関連に関しては↓を参照,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,4998,6457,5597,7231,6196,6546,6746,6846,6846,6846,6846,6846,6846,8005,8457,8716,8845,8845,8845,8845,8845,8845
,https://docs.google.com/spreadsheets/d/15MhqG2fCmYP60QZn_waTxDLL-LlRRkpIhKt6iaLyIzo/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,4,5079,6562,5678,7336,6287,6643,6846,6947,6947,6947,6947,6947,6947,8123,8582,8845,8976,8976,8976,8976,8976,8976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,4,5161,6668,5760,7442,6379,6740,6947,7050,7050,7050,7050,7050,7050,8242,8708,8975,9109,9109,9109,9109,9109,9109
,▼必殺ワザスキル文言、ワンポイント文言へのFBは以下に記載をお願いします（問題なければ「OK」だけ記載お願いします）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4,5243,6773,5842,7547,6471,6838,7047,7152,7152,7152,7152,7152,7152,8359,8833,9104,9240,9240,9240,9240,9240,9240
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,4,5325,6879,5924,7653,6563,6935,7148,7255,7255,7255,7255,7255,7255,8478,8960,9235,9372,9372,9372,9372,9372,9372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4,5407,6986,6006,7760,6654,7033,7249,7357,7357,7357,7357,7357,7357,8598,9087,9366,9506,9506,9506,9506,9506,9506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,5489,7092,6088,7866,6746,7130,7350,7460,7460,7460,7460,7460,7460,8717,9213,9497,9639,9639,9639,9639,9639,9639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,5572,7198,6171,7972,6839,7229,7452,7564,7564,7564,7564,7564,7564,8835,9339,9627,9771,9771,9771,9771,9771,9771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,5654,7305,6253,8079,6931,7327,7553,7666,7666,7666,7666,7666,7666,8955,9466,9759,9905,9905,9905,9905,9905,9905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4,5737,7412,6336,8186,7024,7426,7655,7770,7770,7770,7770,7770,7770,9075,9594,9890,10039,10039,10039,10039,10039,10039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,5820,7519,6419,8293,7117,7524,7757,7874,7874,7874,7874,7874,7874,9195,9721,10022,10172,10172,10172,10172,10172,10172
,,memo,,赤 Lv80 atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,5820,7519,6693,8646,7391,7798,8031,8148,8148,8148,8148,8148,8148,9548,10074,10375,10525,10525,10525,10525,10525,10525
,UR,ヨル,,19830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,5903,7627,6776,8754,7484,7897,8133,8251,8251,8251,8251,8251,8251,9669,10203,10508,10660,10660,10660,10660,10660,10660
,SSR,佐切,,9532,※単体キラーで150%ダメージ,,,,,14298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,5,5986,7734,6859,8861,7577,7996,8235,8355,8355,8355,8355,8355,8355,9789,10330,10639,10794,10794,10794,10794,10794,10794
,SSR,モモ,,5697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,6069,7842,6942,8969,7670,8095,8337,8459,8459,8459,8459,8459,8459,9910,10458,10772,10929,10929,10929,10929,10929,10929
,SSR,るびー,,9642,※星2強化で12.5秒11%up,,,,,10496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,6153,7949,7026,9076,7764,8195,8441,8564,8564,8564,8564,8564,8564,10029,10586,10904,11063,11063,11063,11063,11063,11063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5,6236,8057,7109,9184,7857,8293,8543,8668,8668,8668,8668,8668,8668,10150,10714,11037,11198,11198,11198,11198,11198,11198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,6320,8166,7193,9293,7951,8393,8646,8773,8773,8773,8773,8773,8773,10272,10844,11171,11334,11334,11334,11334,11334,11334
,,,,赤 Lv80 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,6404,8274,7277,9401,8045,8493,8749,8878,8878,8878,8878,8878,8878,10393,10973,11304,11469,11469,11469,11469,11469,11469
,SSR,佐切,,8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,5,6488,8382,7361,9509,8139,8593,8853,8983,8983,8983,8983,8983,8983,10514,11101,11436,11604,11604,11604,11604,11604,11604
,SSR,るびー,,8765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,6572,8491,7445,9618,8233,8693,8956,9088,9088,9088,9088,9088,9088,10636,11231,11570,11740,11740,11740,11740,11740,11740
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,6656,8600,7529,9727,8327,8793,9059,9193,9193,9193,9193,9193,9193,10759,11361,11705,11877,11877,11877,11877,11877,11877
,佐切が通常攻撃5回,,,,,,,47660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,6,6656,8600,7720,9976,8518,8984,9250,9384,9384,9384,9384,9384,9384,11008,11610,11954,12126,12126,12126,12126,12126,12126
,るびーが15%バフつけた状態で通常攻撃5回,,,,,,,55441.5,星1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,6,6741,8709,7805,10085,8613,9085,9355,9490,9490,9490,9490,9490,9490,11130,11739,12088,12262,12262,12262,12262,12262,12262
,るびーが20%バフつけた状態で通常攻撃5回,,,,,,,80520,星5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,6,6825,8818,7889,10194,8708,9185,9458,9595,9595,9595,9595,9595,9595,11252,11869,12222,12398,12398,12398,12398,12398,12398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6,6910,8927,7974,10303,8803,9286,9563,9701,9701,9701,9701,9701,9701,11374,11999,12356,12534,12534,12534,12534,12534,12534
,30,12,18,,4回攻撃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,6,6994,9037,8058,10413,8897,9386,9666,9806,9806,9806,9806,9806,9806,11497,12130,12491,12672,12672,12672,12672,12672,12672
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,6,7079,9146,8143,10522,8992,9488,9771,9912,9912,9912,9912,9912,9912,11619,12259,12625,12808,12808,12808,12808,12808,12808
,atk,1770,,dps,747,,,atk,1740,,dps,696,,,,atk,3170,,dps,1165,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,7164,9256,8228,10632,9087,9589,9875,10019,10019,10019,10019,10019,10019,11742,12390,12760,12946,12946,12946,12946,12946,12946
,星野 ルビーLv1 コインクエ必殺あり,,,,,,,山田浅ェ門 佐切Lv1 コインクエ必殺あり,,,,,,,,ヨル・フォージャーLv1 コインクエ必殺あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6,7249,9366,8313,10742,9182,9690,9980,10125,10125,10125,10125,10125,10125,11865,12521,12896,13083,13083,13083,13083,13083,13083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,7334,9476,8398,10852,9278,9791,10084,10231,10231,10231,10231,10231,10231,11989,12652,13031,13221,13221,13221,13221,13221,13221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6,7420,9586,8484,10962,9374,9893,10190,10339,10339,10339,10339,10339,10339,12112,12783,13166,13358,13358,13358,13358,13358,13358
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,6,7505,9696,8569,11072,9469,9994,10295,10445,10445,10445,10445,10445,10445,12235,12914,13302,13496,13496,13496,13496,13496,13496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,7505,9696,8780,11344,9680,10205,10506,10656,10656,10656,10656,10656,10656,12507,13186,13574,13768,13768,13768,13768,13768,13768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,7,7590,9807,8865,11455,9775,10307,10610,10762,10762,10762,10762,10762,10762,12631,13318,13710,13906,13906,13906,13906,13906,13906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7,7676,9917,8951,11565,9872,10409,10716,10870,10870,10870,10870,10870,10870,12755,13449,13845,14044,14044,14044,14044,14044,14044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7,7762,10028,9037,11676,9968,10511,10822,10977,10977,10977,10977,10977,10977,12879,13581,13982,14183,14183,14183,14183,14183,14183
