,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,,,門神大　黄色,,e_jig_00201_jig1_advent_Boss_Yellow,e_mag_00201_mag1_advent_Boss_Yellow,建造物大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,raid_jig1_00001,,,jig_0003,,,♾️,,,202601010,,,,,,,,,,,,,,,,,,,,,,,,魚　無,,e_jig_00301_jig1_advent_Boss_Colorless,e_mag_00401_mag1_advent_Boss_Colorless,工事現場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,魚　緑,,e_jig_00301_jig1_advent_Boss_Green,e_mag_00401_mag1_advent_Boss_Green,工事現場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,門神　無,,e_jig_00001_jig1_advent_Normal_Colorless,e_mag_00301_siget_Normal_Colorless,建造物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,門神　赤,,e_jig_00001_jig1_advent_Normal_Red,e_mag_00301_challange_Normal_Red,建造物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,門神　黄色,,e_jig_00001_jig1_advent_Normal_Yellow,e_mag_00301_siget_Normal_Yellow,建造物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,門神　緑,,e_jig_00001_jig1_advent_Normal_Green,e_mag_00301_aknget_Normal_Green,建造物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,300,,,100,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00001,,,カラーメモリー・グレー,,,,,,,,3,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00002,,,カラーメモリー・レッド,,,,,,,,3,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00003,,,カラーメモリー・ブルー,,,,,,,,3,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00004,,,カラーメモリー・イエロー,,,,,,,,3,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00005,,,カラーメモリー・グリーン,,,,,,,,3,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,3,,2コマ,,0.55,,0.4,,0.6,,none,,none,,jig_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,1,,1コマ,,0.55,,1,,none,,none,,none,,jig_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,3,,2コマ,,0.55,,0.4,,0.6,,none,,none,,jig_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,撃破スコア,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃間隔値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,e_jig_00401_jig1_advent_Normal_Colorless,,,,極楽蝶,,,,Normal,,Colorless,,Technical,,Default,,Normal,,なし,,3000,,3,,120,,0.3,,65,,20,,70.59,,中ノックバック,,,,,,,,,-,,none,,,,120,,0.15,,0,,0.25,,1,,0,,0,,50,,20,,,,,,,,ElapsedTime,,,,0,,100,,5,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,1,,ElapsedTime,0,SummonEnemy,e_jig_00401_jig1_advent_Normal_Colorless,,5,100,None,,None,,None,,None,,,FALSE,,Default,Normal,3,0.3,1,50,20,,None,
,,,2,,,,e_jig_00001_jig1_advent_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,なし,,7000,,0.7,,180,,0.6,,91.5,,40,,68.44,,,,,,,,,,,-,,none,,,,30,,0.17,,0,,0.26,,1,,0,,100,,,,20,,,,,,,,ElapsedTime,,,,0,,180,,5,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,ElapsedTime,0,SummonEnemy,e_jig_00001_jig1_advent_Normal_Colorless,,5,180,None,,None,,None,,None,,,FALSE,,Default,Normal,0.7,0.6,1,,20,,None,
,,,3,,,,e_jig_00301_jig1_advent_Boss_Colorless,,,,竈神 魚,,,,Boss,,Colorless,,Defense,,AdventBoss2,,Normal,,なし,,240000,,8,,240,,0.6,,75,,50,,96.00,,,,,,,,,,,-,,none,,,,35,,0.2,,0,,0.4,,3,,0,,400,,800,,700,,,,,,,,InitialSummon,,,,1,,0,,1,,,,None,,1.7,,EnterTargetKoma,,,,1,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,InitialSummon,1,SummonEnemy,e_jig_00301_jig1_advent_Boss_Colorless,,1,0,None,1.7,EnterTargetKoma,1,None,,None,,,FALSE,,AdventBoss2,Normal,8,0.6,1,800,700,,None,
,,,groupchange_1,,,,w1,,,,none,,,,none,,none,,none,,Default,,Normal,,なし,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,ElapsedTime,,,,200,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,groupchange_1,,ElapsedTime,200,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,w1,,101,,,,e_jig_00401_jig1_advent_Normal_Yellow,,,,極楽蝶,,,,Normal,,Yellow,,Technical,,Default,,Normal,,なし,,5000,,5,,160,,0.4,,65,,20,,94.12,,中ノックバック,,,,,,,,,-,,none,,,,120,,0.15,,0,,0.25,,1,,0,,0,,50,,30,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,0,,450,,10,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,101,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,e_jig_00401_jig1_advent_Normal_Yellow,,10,450,None,,None,,None,,None,,,FALSE,,Default,Normal,5,0.4,1,50,30,,None,
,w1,,103,,,,e_jig_00201_jig1_advent_Boss_Yellow,,,,門神,,,,Boss,,Yellow,,Defense,,AdventBoss1,,Normal,,なし,,39000,,0.13,,200,,0.4,,91.5,,60,,66.01,,,,,,,,,,,-,,none,,,,31,,0.19,,0,,0.3,,100,,0,,100,,250,,400,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,200,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,103,,ElapsedTimeSinceSequenceGroupActivated,200,SummonEnemy,e_jig_00201_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss1,Normal,0.13,0.4,1,250,400,,None,
,w1,,groupchange_2,,,,w2,,,,none,,,,none,,none,,none,,Default,,Normal,,なし,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,FriendUnitDead,,,,103,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,groupchange_2,,FriendUnitDead,103,SwitchSequenceGroup,w2,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,w2,,201,,,,e_jig_00401_jig1_advent_Normal_Yellow,,,,極楽蝶,,,,Normal,,Yellow,,Technical,,Default,,Normal,,なし,,7000,,7,,280,,0.7,,65,,20,,164.71,,中ノックバック,,,,,,,,,-,,none,,,,120,,0.15,,0,,0.25,,1,,0,,0,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,5,,360,,40,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,201,,ElapsedTimeSinceSequenceGroupActivated,5,SummonEnemy,e_jig_00401_jig1_advent_Normal_Yellow,,40,360,None,,None,,None,,None,,,FALSE,,Default,Normal,7,0.7,1,50,50,,None,
,w2,,202,,,,e_jig_00601_jig1_advent_Boss_Yellow,,,,朱槿,,,,Boss,,Yellow,,Technical,,AdventBoss2,,Normal,,なし,,70000,,0.7,,390,,1.3,,75,,60,,144.44,,,,,,,,,,,-,,none,,,,40,,0.3,,0,,0.7,,100,,0,,200,,250,,500,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,50,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,202,,ElapsedTimeSinceSequenceGroupActivated,50,SummonEnemy,e_jig_00601_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,0.7,1.3,1,250,500,,None,
,w2,,groupchange_3,,,,w3,,,,none,,,,none,,none,,none,,Default,,Normal,,なし,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,FriendUnitDead,,,,202,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,groupchange_3,,FriendUnitDead,202,SwitchSequenceGroup,w3,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
,w3,,302,,,,e_jig_00001_jig1_advent_Normal_Green,,,,門神,,,,Normal,,Green,,Attack,,Default,,Normal,,なし,,17000,,1.7,,450,,1.5,,91.5,,40,,171.10,,,,,,,,,,,-,,none,,,,30,,0.17,,0,,0.26,,1,,0,,100,,50,,60,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,10,,360,,30,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,302,,ElapsedTimeSinceSequenceGroupActivated,10,SummonEnemy,e_jig_00001_jig1_advent_Normal_Green,,30,360,None,,None,,None,,None,,,FALSE,,Default,Normal,1.7,1.5,1,50,60,,None,
,w3,,304,,,,e_jig_00301_jig1_advent_Boss_Green,,,,竈神 魚,,,,Boss,,Green,,Defense,,AdventBoss1,,Normal,,なし,,45000,,1.5,,320,,0.8,,75,,50,,128.00,,,,,,,,,,,-,,none,,,,35,,0.2,,0,,0.4,,3,,0,,400,,,,500,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,100,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,304,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_jig_00301_jig1_advent_Boss_Green,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss1,Normal,1.5,0.8,1,,500,,None,
,w3,,groupchange_4,,,,w4,,,,none,,,,none,,none,,none,,Default,,Normal,,なし,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,none,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,,,FriendUnitDead,,,,304,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w3,groupchange_4,,FriendUnitDead,304,SwitchSequenceGroup,w4,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,
