,,2-4,0.25,0.25,0.25,0.25,0.25,エントリー②,16,,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,12,12,12,12,12,24,24,24,24,24,36,36,36,36,36,39,39,39,39,39
,,2-5,0.3,0.25,0.25,0.25,0.25,エントリー②,18,,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,12,14,12,12,12,24,28,24,24,24,36,43,36,36,36,39,46,39,39,39
,,2-6,0.3,0.3,0.25,0.25,0.25,エントリー②,19,,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,12,14,14,12,12,24,28,28,24,24,36,43,43,36,36,39,46,46,39,39
,ラーメン赤猫,3-1,0.3,0.3,0.3,0.25,0.25,エントリー②,20,,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,12,14,14,14,12,24,28,28,28,24,36,43,43,43,36,39,46,46,46,39
,,3-2,0.3,0.3,0.3,0.3,0.25,エントリー②,24,,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,12,14,14,14,14,24,28,28,28,28,36,43,43,43,43,39,46,46,46,46
,,3-3,0.3,0.3,0.3,0.3,0.3,ライト,27,,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,14,14,14,14,14,28,28,28,28,28,43,43,43,43,43,46,46,46,46,46
,"GLOW
オリジナルクエスト１",4-1,0.35,0.3,0.3,0.3,0.3,ライト,28,,0,0,0,0,0,1,2,1,1,1,3,4,3,3,3,14,16,14,14,14,28,33,28,28,28,43,50,43,43,43,46,54,46,46,46
,,4-2,0.35,0.35,0.3,0.3,0.3,ライト,29,,0,0,0,0,0,1,2,2,1,1,3,4,4,3,3,14,16,16,14,14,28,33,33,28,28,43,50,50,43,43,46,54,54,46,46
,,4-3,0.35,0.35,0.35,0.3,0.3,ライト,29,,0,0,0,0,0,1,2,2,2,1,3,4,4,4,3,14,16,16,16,14,28,33,33,33,28,43,50,50,50,43,46,54,54,54,46
,ダンダダン,5-1,0.35,0.35,0.35,0.35,0.3,ライト,30,,0,0,0,0,0,1,2,2,2,2,3,4,4,4,4,14,16,16,16,16,28,33,33,33,33,43,50,50,50,50,46,54,54,54,54
,,5-2,0.35,0.35,0.35,0.35,0.35,ライト,30,,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,16,16,16,16,16,33,33,33,33,33,50,50,50,50,50,54,54,54,54,54
,,5-3,0.40,0.35,0.35,0.35,0.35,ミドル①,30,,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,16,19,16,16,16,33,38,33,33,33,50,57,50,50,50,54,61,54,54,54
,,5-4,0.40,0.40,0.35,0.35,0.35,ミドル①,31,,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,16,19,19,16,16,33,38,38,33,33,50,57,57,50,50,54,61,61,54,54
,,5-5,0.40,0.40,0.40,0.35,0.35,ミドル①,31,,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,16,19,19,19,16,33,38,38,38,33,50,57,57,57,50,54,61,61,61,54
,,5-6,0.40,0.40,0.40,0.40,0.35,ミドル①,31,,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,16,19,19,19,19,33,38,38,38,38,50,57,57,57,57,54,61,61,61,61
,地獄楽,6-1,0.40,0.40,0.40,0.40,0.40,ミドル①,31,,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,19,19,19,19,19,38,38,38,38,38,57,57,57,57,57,61,61,61,61,61
,,6-2,0.45,0.45,0.40,0.40,0.40,ミドル①,31,,0,0,0,0,0,2,2,2,2,2,4,5,5,4,4,19,21,21,19,19,38,43,43,38,38,57,64,64,57,57,61,69,69,61,61
,,6-3,0.45,0.45,0.45,0.40,0.40,ミドル①,32,,0,0,0,0,0,2,2,2,2,2,4,5,5,5,4,19,21,21,21,19,38,43,43,43,38,57,64,64,64,57,61,69,69,69,61
,,6-4,0.45,0.45,0.45,0.45,0.40,ミドル①,32,,0,0,0,0,0,2,2,2,2,2,4,5,5,5,5,19,21,21,21,21,38,43,43,43,43,57,64,64,64,64,61,69,69,69,69
,,6-5,0.45,0.45,0.45,0.45,0.40,ミドル①,32,,0,0,0,0,0,2,2,2,2,2,4,5,5,5,5,19,21,21,21,21,38,43,43,43,43,57,64,64,64,64,61,69,69,69,69
,,6-6,0.45,0.45,0.45,0.45,0.45,ミドル①,33,,0,0,0,0,0,2,2,2,2,2,5,5,5,5,5,21,21,21,21,21,43,43,43,43,43,64,64,64,64,64,69,69,69,69,69
,タコピーの原罪,7-1,0.50,0.45,0.45,0.45,0.45,ミドル①,33,,0,0,0,0,0,2,3,2,2,2,5,6,5,5,5,21,24,21,21,21,43,48,43,43,43,64,72,64,64,64,69,78,69,69,69
,,7-2,0.50,0.50,0.45,0.45,0.45,ミドル①,33,,0,0,0,0,0,2,3,3,2,2,5,6,6,5,5,21,24,24,21,21,43,48,48,43,43,64,72,72,64,64,69,78,78,69,69
,,7-3,0.50,0.50,0.50,0.45,0.45,ミドル①,34,,0,0,0,0,0,2,3,3,3,2,5,6,6,6,5,21,24,24,24,21,43,48,48,48,43,64,72,72,72,64,69,78,78,78,69
,"GLOW
オリジナルクエスト2",8-1,0.50,0.50,0.50,0.50,0.45,ミドル①,35,,0,0,0,0,0,2,3,3,3,3,5,6,6,6,6,21,24,24,24,24,43,48,48,48,48,64,72,72,72,72,69,78,78,78,78
,,8-2,0.50,0.50,0.50,0.50,0.50,,35,,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,24,24,24,24,24,48,48,48,48,48,72,72,72,72,72,78,78,78,78,78
,,8-3,0.55,0.50,0.50,0.50,0.50,,35,,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,24,26,24,24,24,48,52,48,48,48,72,79,72,72,72,78,85,78,78,78
,チェンソーマン 一部,9-1,0.55,0.55,0.50,0.50,0.50,ミドル①,35,,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,24,26,26,24,24,48,52,52,48,48,72,79,79,72,72,78,85,85,78,78
,,9-2,0.55,0.55,0.55,0.50,0.50,ミドル②,36,,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,24,26,26,26,24,48,52,52,52,48,72,79,79,79,72,78,85,85,85,78
,,9-3,0.55,0.55,0.55,0.55,0.50,ミドル②,36,,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,24,26,26,26,26,48,52,52,52,52,72,79,79,79,79,78,85,85,85,85
,,9-4,0.55,0.55,0.55,0.55,0.55,ミドル②,37,,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,26,26,26,26,26,52,52,52,52,52,79,79,79,79,79,85,85,85,85,85
,,9-5,0.60,0.55,0.55,0.55,0.55,ミドル②,37,,0,0,0,0,0,3,3,3,3,3,6,7,6,6,6,26,28,26,26,26,52,57,52,52,52,79,86,79,79,79,85,93,85,85,85
,,9-6,0.60,0.60,0.55,0.55,0.55,ミドル②,38,,0,0,0,0,0,3,3,3,3,3,6,7,7,6,6,26,28,28,26,26,52,57,57,52,52,79,86,86,79,79,85,93,93,85,85
,魔都精兵のスレイブ,10-1,0.60,0.60,0.60,0.55,0.55,ミドル②,38,,0,0,0,0,0,3,3,3,3,3,6,7,7,7,6,26,28,28,28,26,52,57,57,57,52,79,86,86,86,79,85,93,93,93,85
,,10-2,0.60,0.60,0.60,0.60,0.55,ミドル②,39,,0,0,0,0,0,3,3,3,3,3,6,7,7,7,7,26,28,28,28,28,52,57,57,57,57,79,86,86,86,86,85,93,93,93,93
,,10-3,0.60,0.60,0.60,0.60,0.60,ミドル②,39,,0,0,0,0,0,3,3,3,3,3,7,7,7,7,7,28,28,28,28,28,57,57,57,57,57,86,86,86,86,86,93,93,93,93,93
,,10-4,0.65,0.60,0.60,0.60,0.60,ミドル②,40,,0,0,0,0,0,3,3,3,3,3,7,7,7,7,7,28,31,28,28,28,57,62,57,57,57,86,93,86,86,86,93,100,93,93,93
,,10-5,0.65,0.65,0.60,0.60,0.60,ミドル②,40,,0,0,0,0,0,3,3,3,3,3,7,7,7,7,7,28,31,31,28,28,57,62,62,57,57,86,93,93,86,86,93,100,100,93,93
,,10-6,0.65,0.65,0.65,0.60,0.60,ミドル②,41,,0,0,0,0,0,3,3,3,3,3,7,7,7,7,7,28,31,31,31,28,57,62,62,62,57,86,93,93,93,86,93,100,100,100,93
,トマトイプーのリコピン,11-1,0.65,0.65,0.65,0.65,0.60,ミドル②,41,,0,0,0,0,0,3,3,3,3,3,7,7,7,7,7,28,31,31,31,31,57,62,62,62,62,86,93,93,93,93,93,100,100,100,100
,,11-2,0.65,0.65,0.65,0.65,0.65,ミドル②,41,,0,0,0,0,0,3,3,3,3,3,7,7,7,7,7,31,31,31,31,31,62,62,62,62,62,93,93,93,93,93,100,100,100,100,100
,,11-3,0.70,0.65,0.65,0.65,0.65,ミドル②,41,,0,0,0,0,0,3,4,3,3,3,7,8,7,7,7,31,33,31,31,31,62,67,62,62,62,93,100,93,93,93,100,108,100,100,100
,"GLOW
オリジナルクエスト3",12-1,0.70,0.70,0.65,0.65,0.65,ミドル②,42,,0,0,0,0,0,3,4,4,3,3,7,8,8,7,7,31,33,33,31,31,62,67,67,62,62,93,100,100,93,93,100,108,108,100,100
,,12-2,0.70,0.70,0.70,0.65,0.65,,42,,0,0,0,0,0,3,4,4,4,3,7,8,8,8,7,31,33,33,33,31,62,67,67,67,62,93,100,100,100,93,100,108,108,108,100
,,12-3,0.70,0.70,0.70,0.70,0.65,,42,,0,0,0,0,0,3,4,4,4,4,7,8,8,8,8,31,33,33,33,33,62,67,67,67,67,93,100,100,100,100,100,108,108,108,108
,株式会社マジルミエ,13-1,0.70,0.70,0.70,0.70,0.70,ミドル②,43,,0,0,0,0,0,4,4,4,4,4,8,8,8,8,8,33,33,33,33,33,67,67,67,67,67,100,100,100,100,100,108,108,108,108,108
,,13-2,0.75,0.70,0.70,0.70,0.70,ミドル②,43,,0,0,0,0,0,4,4,4,4,4,8,9,8,8,8,33,36,33,33,33,67,72,67,67,67,100,108,100,100,100,108,117,108,108,108
,,13-3,0.75,0.75,0.70,0.70,0.70,ミドル②,43,,0,0,0,0,0,4,4,4,4,4,8,9,9,8,8,33,36,36,33,33,67,72,72,67,67,100,108,108,100,100,108,117,117,108,108
,,13-4,0.75,0.75,0.75,0.70,0.70,ミドル②,44,,0,0,0,0,0,4,4,4,4,4,8,9,9,9,8,33,36,36,36,33,67,72,72,72,67,100,108,108,108,100,108,117,117,117,108
,,13-5,0.75,0.75,0.75,0.75,0.70,ミドル②,44,,0,0,0,0,0,4,4,4,4,4,8,9,9,9,9,33,36,36,36,36,67,72,72,72,72,100,108,108,108,108,108,117,117,117,117
,,13-5,0.75,0.75,0.75,0.75,0.75,ミドル②,44,,0,0,0,0,0,4,4,4,4,4,9,9,9,9,9,36,36,36,36,36,72,72,72,72,72,108,108,108,108,108,117,117,117,117,117
,サマータイムレンダ,14-1,0.80,0.75,0.75,0.75,0.75,ミドル②,45,,0,0,0,0,0,4,4,4,4,4,9,9,9,9,9,36,38,36,36,36,72,76,72,72,72,108,115,108,108,108,117,124,117,117,117
,,14-2,0.80,0.80,0.75,0.75,0.75,ミドル②,47,,0,0,0,0,0,4,4,4,4,4,9,9,9,9,9,36,38,38,36,36,72,76,76,72,72,108,115,115,108,108,117,124,124,117,117
,,14-3,0.80,0.80,0.80,0.75,0.75,コア,49,,0,0,0,0,0,4,4,4,4,4,9,9,9,9,9,36,38,38,38,36,72,76,76,76,72,108,115,115,115,108,117,124,124,124,117
,,14-4,0.80,0.80,0.80,0.80,0.75,コア,51,,0,0,0,0,0,4,4,4,4,4,9,9,9,9,9,36,38,38,38,38,72,76,76,76,76,108,115,115,115,115,117,124,124,124,124
,,14-5,0.80,0.80,0.80,0.80,0.80,コア,51,,0,0,0,0,0,4,4,4,4,4,9,9,9,9,9,38,38,38,38,38,76,76,76,76,76,115,115,115,115,115,124,124,124,124,124
,,14-6,0.85,0.80,0.80,0.80,0.80,コア,53,,0,0,0,0,0,4,5,4,4,4,9,10,9,9,9,38,40,38,38,38,76,81,76,76,76,115,122,115,115,115,124,132,124,124,124
,怪獣８号,15-1,0.85,0.85,0.80,0.80,0.80,コア,54,,0,0,0,0,0,4,5,5,4,4,9,10,10,9,9,38,40,40,38,38,76,81,81,76,76,115,122,122,115,115,124,132,132,124,124
,,15-2,0.85,0.85,0.85,0.80,0.80,コア,55,,0,0,0,0,0,4,5,5,5,4,9,10,10,10,9,38,40,40,40,38,76,81,81,81,76,115,122,122,122,115,124,132,132,132,124
,,15-3,0.85,0.85,0.85,0.85,0.80,コア,56,,0,0,0,0,0,4,5,5,5,5,9,10,10,10,10,38,40,40,40,40,76,81,81,81,81,115,122,122,122,122,124,132,132,132,132
,,15-4,0.85,0.85,0.85,0.85,0.85,コア,57,,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,40,40,40,40,40,81,81,81,81,81,122,122,122,122,122,132,132,132,132,132
,,15-5,0.90,0.85,0.85,0.85,0.85,コア,58,,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,40,43,40,40,40,81,86,81,81,81,122,129,122,122,122,132,139,132,132,132
,,15-6,0.90,0.90,0.85,0.85,0.85,コア,59,,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,40,43,43,40,40,81,86,86,81,81,122,129,129,122,122,132,139,139,132,132
,"GLOW
オリジナルクエスト4",16-1,0.90,0.90,0.90,0.85,0.85,コア,59,,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,40,43,43,43,40,81,86,86,86,81,122,129,129,129,122,132,139,139,139,132
,,16-2,0.90,0.90,0.90,0.90,0.85,コア,59,,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,40,43,43,43,43,81,86,86,86,86,122,129,129,129,129,132,139,139,139,139
,,16-3,0.90,0.90,0.90,0.90,0.90,コア,59,,0,0,0,0,0,5,5,5,5,5,10,10,10,10,10,43,43,43,43,43,86,86,86,86,86,129,129,129,129,129,139,139,139,139,139
,【推しの子】,17-1,0.95,0.90,0.90,0.90,0.90,コア,59,,0,0,0,0,0,5,5,5,5,5,10,11,10,10,10,43,45,43,43,43,86,91,86,86,86,129,136,129,129,129,139,147,139,139,139
,,17-2,0.95,0.95,0.90,0.90,0.90,コア,59,,0,0,0,0,0,5,5,5,5,5,10,11,11,10,10,43,45,45,43,43,86,91,91,86,86,129,136,136,129,129,139,147,147,139,139
,,17-3,0.95,0.95,0.95,0.90,0.90,コア,59,,0,0,0,0,0,5,5,5,5,5,10,11,11,11,10,43,45,45,45,43,86,91,91,91,86,129,136,136,136,129,139,147,147,147,139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,,,,,,,,
,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7740,7320,,,,,,
