,,1-6,1.04,1.00,1.00,1.00,1.00,エントリー①,9,,1,1,1,1,1,6,6,6,6,6,12,12,12,12,12,48,49,48,48,48,96,99,96,96,96,144,149,144,144,144,156,161,156,156,156
,姫様”拷問”の時間です,2-1,1.04,1.04,1.00,1.00,1.00,エントリー①,10,,1,1,1,1,1,6,6,6,6,6,12,12,12,12,12,48,49,49,48,48,96,99,99,96,96,144,149,149,144,144,156,161,161,156,156
,,2-2,1.04,1.04,1.04,1.00,1.00,エントリー①,12,,1,1,1,1,1,6,6,6,6,6,12,12,12,12,12,48,49,49,49,48,96,99,99,99,96,144,149,149,149,144,156,161,161,161,156
,,2-3,1.04,1.04,1.04,1.04,1.00,エントリー②,14,,1,1,1,1,1,6,6,6,6,6,12,12,12,12,12,48,49,49,49,49,96,99,99,99,99,144,149,149,149,149,156,161,161,161,161
,,2-4,1.04,1.04,1.04,1.04,1.04,エントリー②,16,,1,1,1,1,1,6,6,6,6,6,12,12,12,12,12,49,49,49,49,49,99,99,99,99,99,149,149,149,149,149,161,161,161,161,161
,,2-5,1.09,1.04,1.04,1.04,1.04,エントリー②,18,,1,1,1,1,1,6,6,6,6,6,12,13,12,12,12,49,52,49,49,49,99,104,99,99,99,149,156,149,149,149,161,169,161,161,161
,,2-6,1.09,1.09,1.04,1.04,1.04,エントリー②,19,,1,1,1,1,1,6,6,6,6,6,12,13,13,12,12,49,52,52,49,49,99,104,104,99,99,149,156,156,149,149,161,169,169,161,161
,ラーメン赤猫,3-1,1.09,1.09,1.09,1.04,1.04,エントリー②,20,,1,1,1,1,1,6,6,6,6,6,12,13,13,13,12,49,52,52,52,49,99,104,104,104,99,149,156,156,156,149,161,169,169,169,161
,,3-2,1.09,1.09,1.09,1.09,1.04,エントリー②,24,,1,1,1,1,1,6,6,6,6,6,12,13,13,13,13,49,52,52,52,52,99,104,104,104,104,149,156,156,156,156,161,169,169,169,169
,,3-3,1.09,1.09,1.09,1.09,1.09,ライト,27,,1,1,1,1,1,6,6,6,6,6,13,13,13,13,13,52,52,52,52,52,104,104,104,104,104,156,156,156,156,156,169,169,169,169,169
,"GLOW
オリジナルクエスト１",4-1,1.14,1.09,1.09,1.09,1.09,ライト,28,,1,1,1,1,1,6,6,6,6,6,13,13,13,13,13,52,54,52,52,52,104,109,104,104,104,156,164,156,156,156,169,177,169,169,169
,,4-2,1.14,1.14,1.09,1.09,1.09,ライト,29,,1,1,1,1,1,6,6,6,6,6,13,13,13,13,13,52,54,54,52,52,104,109,109,104,104,156,164,164,156,156,169,177,177,169,169
,,4-3,1.14,1.14,1.14,1.09,1.09,ライト,29,,1,1,1,1,1,6,6,6,6,6,13,13,13,13,13,52,54,54,54,52,104,109,109,109,104,156,164,164,164,156,169,177,177,177,169
,ダンダダン,5-1,1.14,1.14,1.14,1.14,1.09,ライト,30,,1,1,1,1,1,6,6,6,6,6,13,13,13,13,13,52,54,54,54,54,104,109,109,109,109,156,164,164,164,164,169,177,177,177,177
,,5-2,1.14,1.14,1.14,1.14,1.14,ライト,30,,1,1,1,1,1,6,6,6,6,6,13,13,13,13,13,54,54,54,54,54,109,109,109,109,109,164,164,164,164,164,177,177,177,177,177
,,5-3,1.19,1.14,1.14,1.14,1.14,ミドル①,30,,1,1,1,1,1,6,7,6,6,6,13,14,13,13,13,54,57,54,54,54,109,114,109,109,109,164,171,164,164,164,177,185,177,177,177
,,5-4,1.19,1.19,1.14,1.14,1.14,ミドル①,31,,1,1,1,1,1,6,7,7,6,6,13,14,14,13,13,54,57,57,54,54,109,114,114,109,109,164,171,171,164,164,177,185,185,177,177
,,5-5,1.19,1.19,1.19,1.14,1.14,ミドル①,31,,1,1,1,1,1,6,7,7,7,6,13,14,14,14,13,54,57,57,57,54,109,114,114,114,109,164,171,171,171,164,177,185,185,185,177
,,5-6,1.19,1.19,1.19,1.19,1.14,ミドル①,31,,1,1,1,1,1,6,7,7,7,7,13,14,14,14,14,54,57,57,57,57,109,114,114,114,114,164,171,171,171,171,177,185,185,185,185
,地獄楽,6-1,1.19,1.19,1.19,1.19,1.19,ミドル①,31,,1,1,1,1,1,7,7,7,7,7,14,14,14,14,14,57,57,57,57,57,114,114,114,114,114,171,171,171,171,171,185,185,185,185,185
,,6-2,1.24,1.19,1.19,1.19,1.19,ミドル①,31,,1,1,1,1,1,7,7,7,7,7,14,14,14,14,14,57,59,57,57,57,114,119,114,114,114,171,178,171,171,171,185,192,185,185,185
,,6-3,1.24,1.24,1.19,1.19,1.19,ミドル①,32,,1,1,1,1,1,7,7,7,7,7,14,14,14,14,14,57,59,59,57,57,114,119,119,114,114,171,178,178,171,171,185,192,192,185,185
,,6-4,1.24,1.24,1.24,1.19,1.19,ミドル①,32,,1,1,1,1,1,7,7,7,7,7,14,14,14,14,14,57,59,59,59,57,114,119,119,119,114,171,178,178,178,171,185,192,192,192,185
,,6-5,1.24,1.24,1.24,1.24,1.19,ミドル①,32,,1,1,1,1,1,7,7,7,7,7,14,14,14,14,14,57,59,59,59,59,114,119,119,119,119,171,178,178,178,178,185,192,192,192,192
,,6-6,1.24,1.24,1.24,1.24,1.24,ミドル①,33,,1,1,1,1,1,7,7,7,7,7,14,14,14,14,14,59,59,59,59,59,119,119,119,119,119,178,178,178,178,178,192,192,192,192,192
,タコピーの原罪,7-1,1.29,1.24,1.24,1.24,1.24,ミドル①,33,,1,1,1,1,1,7,7,7,7,7,14,15,14,14,14,59,61,59,59,59,119,123,119,119,119,178,185,178,178,178,192,200,192,192,192
,,7-2,1.29,1.29,1.24,1.24,1.24,ミドル①,33,,1,1,1,1,1,7,7,7,7,7,14,15,15,14,14,59,61,61,59,59,119,123,123,119,119,178,185,185,178,178,192,200,200,192,192
,,7-3,1.29,1.29,1.29,1.24,1.24,ミドル①,34,,1,1,1,1,1,7,7,7,7,7,14,15,15,15,14,59,61,61,61,59,119,123,123,123,119,178,185,185,185,178,192,200,200,200,192
,"GLOW
オリジナルクエスト2",8-1,1.29,1.29,1.29,1.29,1.24,ミドル①,35,,1,1,1,1,1,7,7,7,7,7,14,15,15,15,15,59,61,61,61,61,119,123,123,123,123,178,185,185,185,185,192,200,200,200,200
,,8-2,1.29,1.29,1.29,1.29,1.29,,35,,1,1,1,1,1,7,7,7,7,7,15,15,15,15,15,61,61,61,61,61,123,123,123,123,123,185,185,185,185,185,200,200,200,200,200
,,8-3,1.35,1.29,1.29,1.29,1.29,,35,,1,1,1,1,1,7,8,7,7,7,15,16,15,15,15,61,64,61,61,61,123,129,123,123,123,185,194,185,185,185,200,210,200,200,200
,チェンソーマン 一部,9-1,1.35,1.35,1.29,1.29,1.29,ミドル①,35,,1,1,1,1,1,7,8,8,7,7,15,16,16,15,15,61,64,64,61,61,123,129,129,123,123,185,194,194,185,185,200,210,210,200,200
,,9-2,1.35,1.35,1.35,1.29,1.29,ミドル②,36,,1,1,1,1,1,7,8,8,8,7,15,16,16,16,15,61,64,64,64,61,123,129,129,129,123,185,194,194,194,185,200,210,210,210,200
,,9-3,1.35,1.35,1.35,1.35,1.29,ミドル②,36,,1,1,1,1,1,7,8,8,8,8,15,16,16,16,16,61,64,64,64,64,123,129,129,129,129,185,194,194,194,194,200,210,210,210,210
,,9-4,1.35,1.35,1.35,1.35,1.35,ミドル②,37,,1,1,1,1,1,8,8,8,8,8,16,16,16,16,16,64,64,64,64,64,129,129,129,129,129,194,194,194,194,194,210,210,210,210,210
,,9-5,1.40,1.35,1.35,1.35,1.35,ミドル②,37,,1,1,1,1,1,8,8,8,8,8,16,16,16,16,16,64,67,64,64,64,129,134,129,129,129,194,201,194,194,194,210,217,210,210,210
,,9-6,1.40,1.40,1.35,1.35,1.35,ミドル②,38,,1,1,1,1,1,8,8,8,8,8,16,16,16,16,16,64,67,67,64,64,129,134,134,129,129,194,201,201,194,194,210,217,217,210,210
,魔都精兵のスレイブ,10-1,1.40,1.40,1.40,1.35,1.35,ミドル②,38,,1,1,1,1,1,8,8,8,8,8,16,16,16,16,16,64,67,67,67,64,129,134,134,134,129,194,201,201,201,194,210,217,217,217,210
,,10-2,1.40,1.40,1.40,1.40,1.35,ミドル②,39,,1,1,1,1,1,8,8,8,8,8,16,16,16,16,16,64,67,67,67,67,129,134,134,134,134,194,201,201,201,201,210,217,217,217,217
,,10-3,1.40,1.40,1.40,1.40,1.40,ミドル②,39,,1,1,1,1,1,8,8,8,8,8,16,16,16,16,16,67,67,67,67,67,134,134,134,134,134,201,201,201,201,201,217,217,217,217,217
,,10-4,1.46,1.40,1.40,1.40,1.40,ミドル②,40,,1,1,1,1,1,8,8,8,8,8,16,17,16,16,16,67,70,67,67,67,134,140,134,134,134,201,210,201,201,201,217,227,217,217,217
,,10-5,1.46,1.46,1.40,1.40,1.40,ミドル②,40,,1,1,1,1,1,8,8,8,8,8,16,17,17,16,16,67,70,70,67,67,134,140,140,134,134,201,210,210,201,201,217,227,227,217,217
,,10-6,1.46,1.46,1.46,1.40,1.40,ミドル②,41,,1,1,1,1,1,8,8,8,8,8,16,17,17,17,16,67,70,70,70,67,134,140,140,140,134,201,210,210,210,201,217,227,227,227,217
,トマトイプーのリコピン,11-1,1.46,1.46,1.46,1.46,1.40,ミドル②,41,,1,1,1,1,1,8,8,8,8,8,16,17,17,17,17,67,70,70,70,70,134,140,140,140,140,201,210,210,210,210,217,227,227,227,227
,,11-2,1.46,1.46,1.46,1.46,1.46,ミドル②,41,,1,1,1,1,1,8,8,8,8,8,17,17,17,17,17,70,70,70,70,70,140,140,140,140,140,210,210,210,210,210,227,227,227,227,227
,,11-3,1.51,1.46,1.46,1.46,1.46,ミドル②,41,,1,1,1,1,1,8,9,8,8,8,17,18,17,17,17,70,72,70,70,70,140,144,140,140,140,210,217,210,210,210,227,235,227,227,227
,"GLOW
オリジナルクエスト3",12-1,1.51,1.51,1.46,1.46,1.46,ミドル②,42,,1,1,1,1,1,8,9,9,8,8,17,18,18,17,17,70,72,72,70,70,140,144,144,140,140,210,217,217,210,210,227,235,235,227,227
,,12-2,1.51,1.51,1.51,1.46,1.46,,42,,1,1,1,1,1,8,9,9,9,8,17,18,18,18,17,70,72,72,72,70,140,144,144,144,140,210,217,217,217,210,227,235,235,235,227
,,12-3,1.51,1.51,1.51,1.51,1.46,,42,,1,1,1,1,1,8,9,9,9,9,17,18,18,18,18,70,72,72,72,72,140,144,144,144,144,210,217,217,217,217,227,235,235,235,235
,株式会社マジルミエ,13-1,1.51,1.51,1.51,1.51,1.51,ミドル②,43,,1,1,1,1,1,9,9,9,9,9,18,18,18,18,18,72,72,72,72,72,144,144,144,144,144,217,217,217,217,217,235,235,235,235,235
,,13-2,1.57,1.51,1.51,1.51,1.51,ミドル②,43,,1,1,1,1,1,9,9,9,9,9,18,18,18,18,18,72,75,72,72,72,144,150,144,144,144,217,226,217,217,217,235,244,235,235,235
,,13-3,1.57,1.57,1.51,1.51,1.51,ミドル②,43,,1,1,1,1,1,9,9,9,9,9,18,18,18,18,18,72,75,75,72,72,144,150,150,144,144,217,226,226,217,217,235,244,244,235,235
,,13-4,1.57,1.57,1.57,1.51,1.51,ミドル②,44,,1,1,1,1,1,9,9,9,9,9,18,18,18,18,18,72,75,75,75,72,144,150,150,150,144,217,226,226,226,217,235,244,244,244,235
,,13-5,1.57,1.57,1.57,1.57,1.51,ミドル②,44,,1,1,1,1,1,9,9,9,9,9,18,18,18,18,18,72,75,75,75,75,144,150,150,150,150,217,226,226,226,226,235,244,244,244,244
,,13-5,1.57,1.57,1.57,1.57,1.57,ミドル②,44,,1,1,1,1,1,9,9,9,9,9,18,18,18,18,18,75,75,75,75,75,150,150,150,150,150,226,226,226,226,226,244,244,244,244,244
,サマータイムレンダ,14-1,1.62,1.57,1.57,1.57,1.57,ミドル②,45,,1,1,1,1,1,9,9,9,9,9,18,19,18,18,18,75,77,75,75,75,150,155,150,150,150,226,233,226,226,226,244,252,244,244,244
,,14-2,1.62,1.62,1.57,1.57,1.57,ミドル②,47,,1,1,1,1,1,9,9,9,9,9,18,19,19,18,18,75,77,77,75,75,150,155,155,150,150,226,233,233,226,226,244,252,252,244,244
,,14-3,1.62,1.62,1.62,1.57,1.57,コア,49,,1,1,1,1,1,9,9,9,9,9,18,19,19,19,18,75,77,77,77,75,150,155,155,155,150,226,233,233,233,226,244,252,252,252,244
,,14-4,1.62,1.62,1.62,1.62,1.57,コア,51,,1,1,1,1,1,9,9,9,9,9,18,19,19,19,19,75,77,77,77,77,150,155,155,155,155,226,233,233,233,233,244,252,252,252,252
,,14-5,1.62,1.62,1.62,1.62,1.62,コア,51,,1,1,1,1,1,9,9,9,9,9,19,19,19,19,19,77,77,77,77,77,155,155,155,155,155,233,233,233,233,233,252,252,252,252,252
,,14-6,1.68,1.62,1.62,1.62,1.62,コア,53,,1,1,1,1,1,9,10,9,9,9,19,20,19,19,19,77,80,77,77,77,155,161,155,155,155,233,241,233,233,233,252,261,252,252,252
,怪獣８号,15-1,1.68,1.68,1.62,1.62,1.62,コア,54,,1,1,1,1,1,9,10,10,9,9,19,20,20,19,19,77,80,80,77,77,155,161,161,155,155,233,241,241,233,233,252,261,261,252,252
,,15-2,1.68,1.68,1.68,1.62,1.62,コア,55,,1,1,1,1,1,9,10,10,10,9,19,20,20,20,19,77,80,80,80,77,155,161,161,161,155,233,241,241,241,233,252,261,261,261,252
,,15-3,1.68,1.68,1.68,1.68,1.62,コア,56,,1,1,1,1,1,9,10,10,10,10,19,20,20,20,20,77,80,80,80,80,155,161,161,161,161,233,241,241,241,241,252,261,261,261,261
,,15-4,1.68,1.68,1.68,1.68,1.68,コア,57,,1,1,1,1,1,10,10,10,10,10,20,20,20,20,20,80,80,80,80,80,161,161,161,161,161,241,241,241,241,241,261,261,261,261,261
,,15-5,1.74,1.68,1.68,1.68,1.68,コア,58,,1,1,1,1,1,10,10,10,10,10,20,20,20,20,20,80,83,80,80,80,161,167,161,161,161,241,250,241,241,241,261,270,261,261,261
,,15-6,1.74,1.74,1.68,1.68,1.68,コア,59,,1,1,1,1,1,10,10,10,10,10,20,20,20,20,20,80,83,83,80,80,161,167,167,161,161,241,250,250,241,241,261,270,270,261,261
,"GLOW
オリジナルクエスト4",16-1,1.74,1.74,1.74,1.68,1.68,コア,59,,1,1,1,1,1,10,10,10,10,10,20,20,20,20,20,80,83,83,83,80,161,167,167,167,161,241,250,250,250,241,261,270,270,270,261
,,16-2,1.74,1.74,1.74,1.74,1.68,コア,59,,1,1,1,1,1,10,10,10,10,10,20,20,20,20,20,80,83,83,83,83,161,167,167,167,167,241,250,250,250,250,261,270,270,270,270
,,16-3,1.74,1.74,1.74,1.74,1.74,コア,59,,1,1,1,1,1,10,10,10,10,10,20,20,20,20,20,83,83,83,83,83,167,167,167,167,167,250,250,250,250,250,270,270,270,270,270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
