ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202512010,c_sur_00701_aobaget_Normal_Blue,enemy_sur_00001,Normal,Attack,Blue,30,10000,3,50,0.24,100,4,"",100,"",None,""
e,202512010,c_sur_00701_aobaget_Normal_Colorless,enemy_sur_00001,Normal,Attack,Colorless,29,10000,3,50,0.24,100,4,"",100,"",None,""
e,202509010,c_tak_00001_mainquest_Boss_Blue,chara_tak_00001,Boss,Defense,Blue,702,10000,4,25,0.17,300,5,"",400,"",None,""
e,202509010,c_tak_00001_mainquest_Boss_Green,chara_tak_00001,Boss,Defense,Green,703,10000,4,25,0.17,300,5,"",400,"",None,""
e,202509010,c_tak_00001_mainquest_Boss_Yellow,chara_tak_00001,Boss,Defense,Yellow,701,10000,4,25,0.17,300,5,"",400,"",None,""
e,202602015,c_you_00001_you1_charaget02_Boss_Red,chara_you_00001,Boss,Attack,Red,1,10000,0,45,0.2,500,9,"",300,"",None,""
e,202602015,c_you_00201_you1_charaget02_Boss_Red,chara_you_00201,Boss,Attack,Red,2,10000,2,32,0.6,500,7,"",300,"",None,""
e,202602015,c_you_00301_you1_charaget02_Boss_Red,chara_you_00301,Boss,Technical,Red,3,10000,2,35,0.25,500,13,"",300,"",None,""
e,202602015,c_you_00301_you1_charaget02_Normal_Red,chara_you_00301,Normal,Technical,Red,4,1000,2,35,0.25,100,1,"",100,"",None,""
e,202511020,c_yuw_00001_okumuraget_Boss_Blue,chara_yuw_00001,Boss,Attack,Blue,4,50000,3,34,0.24,500,5,"",100,"",None,""
e,202511020,c_yuw_00001_okumuraget_Normal_Blue,chara_yuw_00001,Normal,Attack,Blue,3,50000,3,34,0.24,500,5,"",100,"",None,""
e,202511020,c_yuw_00101_okumuraget_Boss_Blue,chara_yuw_00101,Boss,Technical,Blue,11,50000,2,29,0.25,300,5,"",100,"",None,""
e,202511020,c_yuw_00301_okumuraget_Boss_Blue,chara_yuw_00301,Boss,Technical,Blue,18,50000,3,29,0.23,300,4,"",500,"",None,""
e,202511020,c_yuw_00301_okumuraget_Normal_Colorless,chara_yuw_00301,Normal,Technical,Colorless,16,50000,3,29,0.23,300,4,"",500,"",None,""
e,202511020,c_yuw_00401_okumuraget_Boss_Blue,chara_yuw_00401,Boss,Defense,Blue,21,50000,2,30,0.17,300,6,"",100,"",None,""
e,202511020,c_yuw_00401_okumuraget_Normal_Blue,chara_yuw_00401,Normal,Defense,Blue,20,50000,2,30,0.17,300,6,"",100,"",None,""
e,202511020,c_yuw_00601_okumuraget_Boss_Blue,chara_yuw_00601,Boss,Defense,Blue,29,50000,2,25,0.19,300,4,"",500,"",None,""
e,202511020,c_yuw_00601_okumuraget_Normal_Blue,chara_yuw_00601,Normal,Defense,Blue,28,50000,2,25,0.19,300,4,"",500,"",None,""
e,202604010,e_aya_00001_aya1_charaget02_Boss_Green,enemy_aya_00001,Boss,Attack,Green,1,10000,2,50,0.35,100,0,"",200,"",None,""
e,202509010,e_chi_00001_general_Boss_Yellow,enemy_chi_00001,Boss,Attack,Yellow,800,300000,1,40,0.3,600,1,"",50,"",None,""
e,202509010,e_chi_00101_general_Normal_Colorless,enemy_chi_00101,Normal,Defense,Colorless,801,5000,1,35,0.11,320,1,"",50,"",None,""
e,202509010,e_chi_00101_general_Normal_Yellow,enemy_chi_00101,Normal,Technical,Yellow,802,13000,1,35,0.11,720,1,"",50,"",None,""
e,202509010,e_chi_00201_general_Boss_Yellow,enemy_chi_00201,Boss,Attack,Yellow,804,500000,3,50,0.2,320,7,"",50,"",None,""
e,202509010,e_chi_00201_general_Normal_Yellow,enemy_chi_00201,Normal,Attack,Yellow,803,200000,6,50,0.2,320,1,"",50,"",None,""
e,202509010,e_dan_00001_general_n_Normal_Red,enemy_dan_00001,Normal,Defense,Red,2,10000,"",34,0.24,50,1,"",100,"",None,""
e,202509010,e_dan_00001_general_n_trans_Normal_Colorless,enemy_dan_00001,Normal,Attack,Colorless,1,1000,1,34,0.24,50,1,"",100,e_dan_00101_general_n_Normal_Colorless,HpPercentage,50
e,202509010,e_dan_00001_general_n_trans_Normal_Red,enemy_dan_00001,Normal,Attack,Red,3,1000,"",34,0.24,50,1,"",100,e_dan_00101_general_n_Normal_Red,HpPercentage,50
e,202509010,e_dan_00101_general_n_Normal_Colorless,enemy_dan_00101,Normal,Attack,Colorless,4,10000,"",47,0.24,50,1,"",120,"",None,""
e,202509010,e_dan_00101_general_n_Normal_Red,enemy_dan_00101,Normal,Attack,Red,5,10000,"",47,0.24,50,1,"",120,"",None,""
e,202509010,e_dan_00201_general_n_Boss_Colorless,enemy_dan_00201,Boss,Attack,Colorless,6,100000,"",75,0.24,1000,1,"",500,"",None,""
e,202509010,e_dan_00201_general_n_Boss_Red,enemy_dan_00201,Boss,Attack,Red,7,10000,1,65,0.24,50,1,"",500,"",None,""
e,202510020,e_dan_00301_airaget_Boss_Colorless,enemy_dan_00301,Boss,Attack,Colorless,33,40000,2,35,0.24,300,1,"",200,"",None,""
e,202510020,e_dan_00301_airaget_atk_Boss_Blue,enemy_dan_00301,Boss,Attack,Blue,34,40000,2,35,0.24,300,1,"",200,"",None,""
e,202510020,e_dan_00301_airaget_tec_Boss_Blue,enemy_dan_00301,Boss,Technical,Blue,35,40000,2,35,0.24,300,1,"",200,"",None,""
e,202604010,e_glo_00001_aya1_charaget02_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,1,1000,2,25,0.18,100,0,"",100,"",None,""
e,202509010,e_glo_00001_event_spy1_artwork_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,1001,3000,3,34,0.22,100,1,"",300,"",None,""
e,202509010,e_glo_00001_general_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,1001,5000,3,34,0.22,100,1,"",150,"",None,""
e,202509010,e_glo_00001_general_n_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,11,1000,1,40,0.2,50,1,"",100,"",None,""
e,202509010,e_glo_00001_general_n_Normal_Red,enemy_glo_00001,Normal,Attack,Red,12,1000,1,40,0.2,50,1,"",100,"",None,""
e,202512020,e_glo_00001_general_osh_n_Boss_Yellow,enemy_glo_00001,Boss,Attack,Yellow,6,1000,2,34,0.22,100,1,"",100,"",None,""
e,202512020,e_glo_00001_general_osh_n_Normal_Green,enemy_glo_00001,Normal,Attack,Green,2,1000,3,34,0.22,100,1,"",50,"",None,""
e,202512020,e_glo_00001_general_osh_n_Normal_Yellow,enemy_glo_00001,Normal,Attack,Yellow,1,1000,3,34,0.22,100,1,"",50,"",None,""
e,202603010,e_glo_00001_hut1_charaget02_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,2,1000,3,40,0.2,100,1,"",50,"",None,""
e,202602020,e_glo_00001_kim1_charaget02_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,4,1000,2,40,0.2,100,1,"",50,"",None,""
e,202512020,e_glo_00001_osh1_boot_Normal_Colorless,enemy_glo_00001,Normal,Defense,Colorless,4,10000,1,30,0.15,300,1,"",100,"",None,""
e,202510010,e_glo_00001_spy1general01_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,99,2500,3,30,0.18,200,1,"",250,"",None,""
e,202510010,e_glo_00001_spy1general02_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,99,5000,3,25,0.25,300,1,"",250,"",None,""
e,202510010,e_glo_00001_spy1general03_Normal_Red,enemy_glo_00001,Normal,Attack,Red,99,5000,3,25,0.25,300,1,"",250,"",None,""
e,202512020,e_glo_00002_general_osh_n_Normal_Colorless,enemy_glo_00002,Normal,Attack,Colorless,4,1000,1,47,0.2,100,1,"",50,"",None,""
e,202512020,e_glo_00002_general_osh_n_Normal_Green,enemy_glo_00002,Normal,Defense,Green,3,1000,1,47,0.2,100,1,"",50,"",None,""
e,202509010,e_gom_00301_general_n_Boss_Yellow,enemy_gom_00301,Boss,Defense,Yellow,29,10000,"",20,0.18,50,1,"",500,"",None,""
e,202509010,e_gom_00401_general_n_Boss_Colorless,enemy_gom_00401,Boss,Attack,Colorless,25,10000,1,20,0.26,50,1,"",100,"",None,""
e,202509010,e_gom_00401_general_n_Boss_Yellow,enemy_gom_00401,Boss,Attack,Yellow,26,10000,1,20,0.26,50,1,"",100,"",None,""
e,202509010,e_gom_00402_general_n_Normal_Colorless,enemy_gom_00402,Normal,Attack,Colorless,20,1000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_00402_general_n_Normal_Yellow,enemy_gom_00402,Normal,Attack,Yellow,21,1000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_00501_general_n_Normal_Colorless,enemy_gom_00501,Normal,Defense,Colorless,12,1000,"",34,0.14,50,1,"",200,"",None,""
e,202509010,e_gom_00501_general_n_Normal_Yellow,enemy_gom_00501,Normal,Defense,Yellow,13,1000,"",34,0.14,50,1,"",200,"",None,""
e,202509010,e_gom_00502_general_n_Normal_Colorless,enemy_gom_00502,Normal,Attack,Colorless,16,1000,"",34,0.19,50,1,"",200,"",None,""
e,202509010,e_gom_00502_general_n_Normal_Yellow,enemy_gom_00502,Normal,Attack,Yellow,17,1000,"",34,0.19,50,1,"",200,"",None,""
e,202509010,e_gom_00701_general_n_Boss_Colorless,enemy_gom_00701,Boss,Attack,Colorless,34,10000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_00701_general_n_Boss_Yellow,enemy_gom_00701,Boss,Attack,Yellow,35,10000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_00801_general_n_Normal_Colorless,enemy_gom_00801,Normal,Defense,Colorless,37,1000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_00801_general_n_Normal_Yellow,enemy_gom_00801,Normal,Defense,Yellow,38,1000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_00901_general_n_Normal_Colorless,enemy_gom_00901,Normal,Attack,Colorless,41,1000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_00901_general_n_Normal_Yellow,enemy_gom_00901,Normal,Attack,Yellow,42,1000,"",34,0.11,50,1,"",100,"",None,""
e,202509010,e_gom_01001_general_n_Normal_Colorless,enemy_gom_01001,Normal,Attack,Colorless,1,1000,"",25,0.2,50,1,"",50,"",None,""
e,202509010,e_gom_01001_general_n_Normal_Yellow,enemy_gom_01001,Normal,Attack,Yellow,2,1000,"",25,0.2,50,1,"",50,"",None,""
e,202509010,e_gom_01002_general_n_Normal_Colorless,enemy_gom_01002,Normal,Defense,Colorless,7,1000,"",25,0.15,50,1,"",50,"",None,""
e,202509010,e_gom_01002_general_n_Normal_Yellow,enemy_gom_01002,Normal,Defense,Yellow,8,1000,"",25,0.15,50,1,"",50,"",None,""
e,202509010,e_jig_00001_mainquest_Normal_Colorless,enemy_jig_00001,Normal,Defense,Colorless,10,3500,2,31,0.21,50,1,"",150,"",None,""
e,202509010,e_jig_00201_mainquest_Boss_Green,enemy_jig_00201,Boss,Defense,Green,201,10000,1,20,0.3,50,1,"",300,"",None,""
e,202601010,e_jig_00301_jig1_charaget02_Normal_Red,enemy_jig_00301,Normal,Attack,Red,4,1000,2,37,0.18,100,5,"",200,"",None,""
e,202509010,e_jig_00301_mainquest_Boss_Colorless,enemy_jig_00301,Boss,Attack,Colorless,303,5000,3,32,0.2,100,1,"",400,"",None,""
e,202509010,e_jig_00301_mainquest_Boss_Green,enemy_jig_00301,Boss,Attack,Green,304,5000,3,37,0.22,100,1,"",500,"",None,""
e,202509010,e_jig_00401_mainquest_Normal_Colorless,enemy_jig_00401,Normal,Attack,Colorless,401,3000,4,32,0.24,100,1,"",100,"",None,""
e,202509010,e_jig_00401_mainquest_Normal_Green,enemy_jig_00401,Normal,Technical,Green,402,3000,4,25,0.22,100,1,"",150,"",None,""
e,202601010,e_jig_00402_jig1_charaget02_Normal_Colorless,enemy_jig_00402,Normal,Attack,Colorless,3,1000,2,37,0.2,100,5,"",200,"",None,""
e,202509010,e_jig_00402_mainquest_Normal_Colorless,enemy_jig_00402,Normal,Attack,Colorless,403,3000,3,33,0.34,100,1,"",150,"",None,""
e,202509010,e_kai_00001_general_Boss_Yellow,enemy_kai_00001,Boss,Attack,Yellow,1506,440000,2,40,0.11,450,1,"",10,"",None,""
e,202509010,e_kai_00001_general_Normal_Yellow,enemy_kai_00001,Normal,Attack,Yellow,1505,135000,3,40,0.11,700,1,"",10,"",None,""
e,202509010,e_kai_00101_eventchallenge01_Normal_Yellow,enemy_kai_00101,Normal,Attack,Yellow,105,10000,3,31,0.2,500,1,"",200,"",None,""
e,202509010,e_kai_00101_general_Normal_Colorless,enemy_kai_00101,Normal,Defense,Colorless,1507,25000,1,45,0.11,350,1,"",10,"",None,""
e,202509010,e_kai_00101_general_Normal_Green,enemy_kai_00101,Normal,Attack,Green,1509,67000,1,45,0.11,800,1,"",10,"",None,""
e,202509010,e_kai_00101_general_Normal_Yellow,enemy_kai_00101,Normal,Attack,Yellow,1508,220000,1,45,0.2,1000,1,"",10,"",None,""
e,202509010,e_kai_00201_general_Boss_Yellow,enemy_kai_00201,Boss,Technical,Yellow,1510,450000,1,55,0.11,1200,1,"",10,"",None,""
e,202509010,e_kai_00301_general_1_Boss_Green,enemy_kai_00301,Boss,Attack,Green,1502,450000,3,45,0.2,1200,1,"",10,"",None,""
e,202509010,e_kai_00301_general_1_Normal_Colorless,enemy_kai_00301,Normal,Defense,Colorless,1501,150000,2,45,0.2,600,1,"",10,"",None,""
e,202509010,e_kai_00301_general_Normal_Colorless,enemy_kai_00301,Normal,Defense,Colorless,1503,18000,2,45,0.2,350,1,"",10,"",None,""
e,202509010,e_kai_00301_general_Normal_Green,enemy_kai_00301,Normal,Attack,Green,1504,40000,3,45,0.2,550,1,"",10,"",None,""
e,202509010,e_kai_00401_isaoget_Normal_Yellow,enemy_kai_00401,Normal,Attack,Yellow,105,100000,2,45,0.3,500,1,"",500,"",None,""
e,202509010,e_mag_00001_general2_Boss_Blue,enemy_mag_00001,Boss,Attack,Blue,1301,1000000,1,35,0.3,2500,1,"",10,"",None,""
e,202509010,e_mag_00001_general_Boss_Blue,enemy_mag_00001,Boss,Attack,Blue,1302,270000,1,35,0.3,3800,1,"",10,"",None,""
e,202509010,e_mag_00001_general_Normal_Colorless,enemy_mag_00001,Normal,Attack,Colorless,1301,70000,1,35,0.3,1200,1,"",10,"",None,""
e,202509010,e_mag_00101_general2_Normal_Blue,enemy_mag_00101,Normal,Attack,Blue,1303,20000,1,100,0.11,400,1,"",10,"",None,""
e,202509010,e_mag_00101_general2_Normal_Colorless,enemy_mag_00101,Normal,Attack,Colorless,1303,30000,1,100,0.11,700,1,"",10,"",None,""
e,202509010,e_mag_00101_general_Normal_Blue,enemy_mag_00101,Normal,Attack,Blue,1303,10000,1,100,0.11,1500,1,"",10,"",None,""
e,202509010,e_mag_00101_general_Normal_Colorless,enemy_mag_00101,Normal,Attack,Colorless,1303,20000,1,100,0.11,800,1,"",10,"",None,""
e,202511010,e_mag_00201_aknget_Boss_Green,enemy_mag_00201,Boss,Defense,Green,19,30000,2,25,0.18,100,1,"",300,"",None,""
