ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202512020,c_osh_00301_challenge_Boss_Yellow,chara_osh_00301,Boss,Support,Yellow,11,50000,3,30,0.27,300,4,,500,,None,
e,202512020,c_osh_00201_challenge_Boss_Red,chara_osh_00201,Boss,Attack,Red,12,50000,3,30,0.22,300,5,,500,,None,
e,202512020,c_osh_00401_challenge_Boss_Green,chara_osh_00401,Boss,Technical,Green,13,50000,3,32,0.24,300,4,,500,,None,
e,202601010,c_jig_00601_jig1_charaget02_Boss_Red,chara_jig_00601,Boss,Defense,Red,2,10000,1,35,0.22,100,7,,500,,None,
e,202602015,e_you_00001_you1_charaget01_Normal_Colorless,enemy_you_00001,Normal,Attack,Colorless,3,1000,2,37,0.2,100,1,,100,,None,
e,202602015,e_you_00101_you1_charaget01_Normal_Yellow,enemy_you_00101,Normal,Attack,Yellow,4,1000,2,30,0.4,100,1,,100,,None,
e,202602015,c_you_00201_you1_challenge_Boss_Green,chara_you_00201,Boss,Technical,Green,1,10000,2,32,0.45,500,6,,100,,None,
e,202602020,c_kim_00001_kim1_challenge_Boss_Red,chara_kim_00001,Boss,Defense,Red,1,50000,2,40,0.18,100,5,,300,,None,
e,202602020,c_kim_00301_kim1_challenge_Boss_Yellow,chara_kim_00301,Boss,Support,Yellow,4,50000,2,40,0.18,300,5,,300,,None,
e,202602020,c_kim_00101_kim1_1d1c_Normal_Colorless,chara_kim_00101,Normal,Attack,Colorless,1,10000,1,35,0.21,100,6,,300,,None,
e,202602020,c_kim_00201_kim1_1d1c_Normal_Colorless,chara_kim_00201,Normal,Technical,Colorless,2,10000,2,34,0.26,100,6,,300,,None,
e,202603010,c_hut_00001_hut1_1d1c_Normal_Colorless,chara_hut_00001,Normal,Defense,Colorless,1,10000,1,35,0.21,100,5,,200,,None,
e,202603010,c_hut_00101_hut1_challeng3_Normal_Red,chara_hut_00101,Normal,Support,Red,2,10000,2,35,0.42,100,6,,200,,None,
e,202603010,c_hut_00201_hut1_challeng3_Normal_Red,chara_hut_00201,Normal,Technical,Red,3,10000,2,35,0.5,100,5,,200,,None,
e,202603010,c_hut_00301_hut1_challenge4_Normal_Yellow,chara_hut_00301,Normal,Technical,Yellow,4,10000,2,35,0.5,100,6,,200,,None,
e,202604010,e_aya_00001_aya1_1d1c_Boss_Colorless,enemy_aya_00001,Boss,Attack,Colorless,1,5000,3,50,0.35,10,0,,250,,None,
e,202604010,c_aya_00101_aya1_challenge01_Boss_Green,chara_aya_00101,Boss,Defense,Green,4,10000,1,35,0.3,100,5,,300,,None,
