,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,event_jig1_savage_00001,,,event_jig_0002,,,100000,,,202601010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,Item,,ticket_glo_00002,,,スペシャルガシャチケット,,,,,,,,1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Item,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,タイムスコア報酬,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,140秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,タイムスコア報酬,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,200秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,タイムスコア報酬,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,300秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,1,,1コマ,,0.55,,1,,none,,none,,none,,jig_00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,5,,2コマ,,0.55,,0.25,,0.75,,none,,none,,jig_00002,,,Poison,,,,,3,,4500,,Gust,,,,,1000,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,1,,1コマ,,0.55,,1,,none,,none,,none,,jig_00002,,,Gust,,,,,1000,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,12,,4コマ,,0.55,,0.25,,0.25,,0.25,,0.25,,jig_00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃感覚値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,c_jig_00501_jig1_savage_Boss_Yellow,,,,山田浅ェ門 桐馬,,,,Boss,,Yellow,,Support,,Default,,Normal,,,,800000,,80,,1200,,12,,80,,75,,387.10,,,,,,コマ内の味方のHPを10%回復+アタック20%UP(20秒間)+ダメージカット10%(20秒間),,,,,4,,166.5,,,,35,,0.21,,0,,0.33,,1,,2,,300,,300,,,,,,,,ElapsedTime,,,,600,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,1,,ElapsedTime,600,SummonEnemy,c_jig_00501_jig1_savage_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,80,12,1,300,0,,None,
,,,2,,,,c_jig_00401_jig1_savage_Normal_Colorless,,,,賊王 亜左 弔兵衛,,,,Normal,,Colorless,,Technical,,Default,,Normal,,,,70000,,70,,700,,7,,83.5,,50,,262.17,,,,,,範囲内10秒間20%の弱体化,,,,,3,,133.5,,ノックバック無効,,30,,0.31,,0,,0.32,,1,,0,,100,,100,,,,,,,,ElapsedTime,,,,450,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,ElapsedTime,450,SummonEnemy,c_jig_00401_jig1_savage_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,70,7,1,100,0,,None,
,,,3,,,,e_jig_00001_jig1_savage_Normal_Yellow,,,,門神,,,,Normal,,Yellow,,Defense,,Default,,Normal,,,,50000,,50,,600,,6,,91.5,,100,,156.66,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,3,,50,,100,,,,,,,,ElapsedTime,,,,100,,750,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,ElapsedTime,100,SummonEnemy,e_jig_00001_jig1_savage_Normal_Yellow,,2,750,None,,None,,None,,None,,,FALSE,,Default,Normal,50,6,1,100,0,,None,
,,,4,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,100000,,100,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,100,,,,,,,,ElapsedTime,,,,0,,1000,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,4,,ElapsedTime,0,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,2,1000,None,,None,,None,,None,,,FALSE,,Default,Normal,100,20,1,100,0,,None,
,,,groupchange_6,,,,w5,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,1,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,groupchange_6,,FriendUnitDead,1,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
,,,groupchange_1,,,,w1,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,2,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,groupchange_1,,FriendUnitDead,2,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
,w1,,5,,,,c_jig_00401_jig1_savage_Normal_Colorless,,,,賊王 亜左 弔兵衛,,,,Normal,,Colorless,,Technical,,Default,,Normal,,,,80000,,80,,700,,7,,83.5,,50,,262.17,,,,,,範囲内10秒間20%の弱体化,,,,,3,,133.5,,ノックバック無効,,30,,0.31,,0,,0.32,,1,,0,,100,,100,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,0,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,5,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,c_jig_00401_jig1_savage_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,80,7,1,100,0,,None,
,w1,,6,,,,e_jig_00001_jig1_savage_Normal_Yellow,,,,門神,,,,Normal,,Yellow,,Defense,,Default,,Normal,,,,110000,,110,,600,,6,,91.5,,100,,156.66,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,3,,50,,75,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,300,,750,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,6,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_jig_00001_jig1_savage_Normal_Yellow,,3,750,None,,None,,None,,None,,,FALSE,,Default,Normal,110,6,1,75,0,,None,
,w1,,7,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,60000,,60,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,75,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,500,,750,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,7,,ElapsedTimeSinceSequenceGroupActivated,500,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,3,750,None,,None,,None,,None,,,FALSE,,Default,Normal,60,20,1,75,0,,None,
,w1,,8,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,60000,,60,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,75,,,,,,,,EnterTargetKomaIndex,,,,2,,50,,2,,50,,Fall0,,0.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,8,,EnterTargetKomaIndex,2,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,2,50,Fall0,0.8,None,,None,,None,,,FALSE,,Default,Normal,60,20,1,75,0,50,None,
,w1,,groupchange_6,,,,w5,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,1,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,groupchange_6,,FriendUnitDead,1,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
,w1,,groupchange_2,,,,w2,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,5,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,groupchange_2,,FriendUnitDead,5,SwitchSequenceGroup,w2,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
,w2,,9,,,,c_jig_00401_jig1_savage_Normal_Colorless,,,,賊王 亜左 弔兵衛,,,,Normal,,Colorless,,Technical,,Default,,Normal,,,,90000,,90,,700,,7,,83.5,,50,,262.17,,,,,,範囲内10秒間20%の弱体化,,,,,3,,133.5,,ノックバック無効,,30,,0.31,,0,,0.32,,1,,0,,100,,100,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,0,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,9,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,c_jig_00401_jig1_savage_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,90,7,1,100,0,,None,
,w2,,10,,,,e_jig_00001_jig1_savage_Normal_Yellow,,,,門神,,,,Normal,,Yellow,,Defense,,Default,,Normal,,,,120000,,120,,600,,6,,91.5,,100,,156.66,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,300,,50,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,10,,ElapsedTimeSinceSequenceGroupActivated,300,SummonEnemy,e_jig_00001_jig1_savage_Normal_Yellow,,2,50,None,,None,,None,,None,,,FALSE,,Default,Normal,120,6,1,50,0,,None,
,w2,,11,,,,e_jig_00001_jig1_savage_Normal_Yellow,,,,門神,,,,Normal,,Yellow,,Defense,,Default,,Normal,,,,120000,,120,,600,,6,,91.5,,100,,156.66,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,1500,,1200,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,11,,ElapsedTimeSinceSequenceGroupActivated,1500,SummonEnemy,e_jig_00001_jig1_savage_Normal_Yellow,,3,1200,None,,None,,None,,None,,,FALSE,,Default,Normal,120,6,1,50,0,,None,
,w2,,12,,,,e_jig_00001_jig1_savage_Normal_Colorless,,,,門神,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,65000,,65,,2000,,20,,91.5,,100,,522.19,,,,,,,,,,,-,,none,,,,27,,0.21,,0,,0.27,,100,,1,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,600,,1800,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,12,,ElapsedTimeSinceSequenceGroupActivated,600,SummonEnemy,e_jig_00001_jig1_savage_Normal_Colorless,,3,1800,None,,None,,None,,None,,,FALSE,,Default,Normal,65,20,1,50,0,,None,
,w2,,groupchange_6,,,,w5,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,1,,,,,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w2,groupchange_6,,FriendUnitDead,1,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,50,None,
