ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key
e,367,event_yuw1_charaget02_00008,FirstClear,Coin,,500,100,2,202511020
e,368,event_yuw1_charaget02_00008,FirstClear,Item,memory_chara_yuw_00601,350,100,3,202511020
e,369,event_yuw1_charaget02_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202511020
e,370,event_yuw1_charaget02_00008,Random,Item,piece_yuw_00601,5,60,5,202511020
e,371,event_yuw1_challenge01_00001,FirstClear,Item,piece_yuw_00001,50,100,1,202511020
e,372,event_yuw1_challenge01_00001,FirstClear,Item,ticket_glo_00003,1,100,2,202511020
e,373,event_yuw1_challenge01_00002,FirstClear,Item,piece_yuw_00101,50,100,1,202511020
e,374,event_yuw1_challenge01_00002,FirstClear,Item,ticket_glo_00003,1,100,2,202511020
e,375,event_yuw1_challenge01_00003,FirstClear,Item,piece_yuw_00301,50,100,1,202511020
e,376,event_yuw1_challenge01_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202511020
e,377,event_yuw1_challenge01_00004,FirstClear,Item,piece_yuw_00401,50,100,1,202511020
e,378,event_yuw1_challenge01_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202511020
e,379,event_yuw1_savage_00001,FirstClear,Emblem,emblem_event_yuw_00002,1,100,1,202511020
e,380,event_yuw1_savage_00001,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202511020
e,381,event_yuw1_savage_00002,FirstClear,Emblem,emblem_event_yuw_00001,1,100,1,202511020
e,382,event_yuw1_savage_00002,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202511020
e,383,event_yuw1_savage_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202511020
e,384,event_yuw1_savage_00003,FirstClear,Coin,,5000,100,2,202511020
