ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,mission_reward_545,202512020,osh_00001_event_reward_15,FreeDiamond,,100,1,推しの子ミッション(賀正チケット)
e,mission_reward_546,202512020,osh_00001_event_reward_16,Item,ticket_glo_10001,3,1,推しの子ミッション(賀正チケット)
e,mission_reward_547,202512020,osh_00001_event_reward_17,Item,ticket_glo_10001,3,1,推しの子ミッション(賀正チケット)
e,mission_reward_548,202512020,osh_00001_event_reward_18,FreeDiamond,,100,1,推しの子ミッション(賀正チケット)
e,mission_reward_549,202512020,osh_00001_event_reward_19,Item,ticket_glo_10001,3,1,推しの子ミッション(賀正チケット)
e,mission_reward_550,202512020,osh_00001_event_reward_20,FreeDiamond,,100,1,推しの子ミッション(賀正チケット)
e,mission_reward_551,202512020,osh_00001_event_reward_21,Item,ticket_glo_10001,3,1,推しの子ミッション(賀正チケット)
e,mission_reward_552,202512020,osh_00001_event_reward_22,FreeDiamond,,100,1,推しの子ミッション(賀正チケット)
e,mission_reward_553,202512020,osh_00001_event_reward_23,Item,ticket_glo_10001,3,1,推しの子ミッション(賀正チケット)
e,mission_reward_554,202512020,osh_00001_event_reward_24,FreeDiamond,,150,1,推しの子ミッション(賀正チケット)
e,mission_reward_555,202512020,osh_00001_event_reward_25,Item,ticket_glo_10001,3,1,推しの子ミッション(賀正チケット)
e,mission_reward_556,202512020,osh_00001_event_reward_26,FreeDiamond,,150,1,推しの子ミッション(賀正チケット)
e,mission_reward_557,202512020,osh_00001_event_reward_27,FreeDiamond,,200,1,推しの子ミッション(賀正チケット)
e,mission_reward_558,202512020,osh_00001_event_reward_28,Item,ticket_glo_00002,1,1,推しの子ミッション(賀正チケット)
e,mission_reward_559,202512020,osh_00001_event_reward_29,Item,ticket_glo_00002,1,1,推しの子ミッション(賀正チケット)
e,mission_reward_560,202512020,osh_00001_event_reward_30,Item,ticket_glo_00002,1,1,推しの子ミッション(賀正チケット)
e,mission_reward_561,202512020,osh_00001_event_reward_31,Item,ticket_glo_00002,1,1,推しの子ミッション(賀正チケット)
e,mission_reward_562,202512020,osh_00001_event_reward_32,FreeDiamond,,200,1,推しの子ミッション(賀正チケット)
e,mission_reward_563,202512020,osh_00001_event_reward_33,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_564,202512020,osh_00001_event_reward_34,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_565,202512020,osh_00001_event_reward_35,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_566,202512020,osh_00001_event_reward_36,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_567,202512020,osh_00001_event_reward_37,Coin,,500,1,ぴえヨン連れて行こうミッション
e,mission_reward_568,202512020,osh_00001_event_reward_38,Coin,,500,1,ぴえヨン連れて行こうミッション
e,mission_reward_569,202512020,osh_00001_event_reward_39,Coin,,500,1,ぴえヨン連れて行こうミッション
e,mission_reward_570,202512020,osh_00001_event_reward_40,Coin,,5000,1,ぴえヨン連れて行こうミッション
e,mission_reward_571,202512020,osh_00001_event_reward_41,Emblem,emblem_event_osh_00008,1,1,ぴえヨン連れて行こうミッション
e,mission_reward_572,202512020,osh_00001_event_reward_42,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_573,202512020,osh_00001_event_reward_43,Coin,,500,1,ぴえヨン連れて行こうミッション
e,mission_reward_574,202512020,osh_00001_event_reward_44,Coin,,500,1,ぴえヨン連れて行こうミッション
e,mission_reward_575,202512020,osh_00001_event_reward_45,Coin,,500,1,ぴえヨン連れて行こうミッション
e,mission_reward_576,202512020,osh_00001_event_reward_46,Coin,,5000,1,ぴえヨン連れて行こうミッション
e,mission_reward_577,202512020,osh_00001_event_reward_47,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_578,202512020,osh_00001_event_reward_48,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_579,202512020,osh_00001_event_reward_49,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_580,202512020,osh_00001_event_reward_50,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_581,202512020,osh_00001_event_reward_51,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_582,202512020,osh_00001_event_reward_52,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_583,202512020,osh_00001_event_reward_53,Coin,,1000,1,ぴえヨン連れて行こうミッション
e,mission_reward_584,202512020,glo_00001_event_reward_01,Coin,,1000,1,年始ミッション
e,mission_reward_585,202512020,glo_00001_event_reward_02,Coin,,1000,1,年始ミッション
e,mission_reward_586,202512020,glo_00001_event_reward_03,Coin,,3000,1,年始ミッション
