UR1体確定10連ガシャチケット,有償販売,(無期限),1,1,0,"¥3,000.00","¥3,000",¥0.00
選べるURキャラのかけらBOX,無償販売,(無期限),10,0,10,¥30.00,¥0,¥300.00
フェスガシャチケット,有償販売,(無期限),5,5,0,¥300.00,"¥1,500",¥0.00
ピックアップガシャチケット,有償販売,(無期限),5,5,0,¥300.00,"¥1,500",¥0.00
,,,,,合計,,"¥6,000",¥300.00
,,,,,割引後価格,,"¥5,000",▼無償報酬の割合
,,,,,割引,,16.67%,6.00%
,,,,,,,↑80%以内になるように個数を調整する,
,,,,,,,,
,,,,,,,,
◆【お一人様1回まで購入可】クリスマス お得パック・C,,,,,,,,
,,,,,,,,
■ID,,,,,,,,
■store_product_id,,,,,,,,
■Biling ID（ios）,,,,,,,,
■Biling ID（aos）,,,,,,,,
■基準価格(税込),"¥8,540",,,,,,,
■税別価格,"¥7,764",,,,,,,
■割引価格(税込),"¥5,000",■割引率,41.45%,,,,,
■税別割引価格,"¥4,500",,,,,,,
■購入可能回数,1,⇦リセットなし、お一人様1回まで購入可能,,,,,,
■販売期間,2025/11/21 15:00:00,〜,2025/12/1 23:59,,,,,
,,,,,,,,
名称,有効期限・オマケ,受け取り期限,個数,有償分,無償分(オマケ),単価,価格,おまけ
UR1体確定10連ガシャチケット,有償販売,(無期限),1,1,0,"¥3,000.00","¥3,000",¥0.00
選べるURキャラのかけらBOX,有償販売,(無期限),50,50,0,¥30.00,"¥1,500",¥0.00
ピックアップガシャチケット,有償販売,(無期限),10,10,0,¥300.00,"¥3,000",¥0.00
メモリーフラグメント・初級,有償販売,(無期限),50,50,0,¥10.00,¥500,¥0.00
メモリーフラグメント・中級,有償販売,(無期限),30,30,0,¥15.00,¥450,¥0.00
メモリーフラグメント・上級,有償販売,(無期限),3,3,0,¥30.00,¥90,¥0.00
カラーメモリー・グレー,有償販売,(無期限),1500,1500,0,¥0.27,¥405,¥0.00
カラーメモリー・レッド,有償販売,(無期限),1500,1500,0,¥0.27,¥405,¥0.00
カラーメモリー・グリーン,有償販売,(無期限),1500,1500,0,¥0.27,¥405,¥0.00
カラーメモリー・ブルー,有償販売,(無期限),1500,1500,0,¥0.27,¥405,¥0.00
カラーメモリー・イエロー,有償販売,(無期限),1500,1500,0,¥0.27,¥405,¥0.00
,,,,,合計,,"¥8,540",¥0.00
1体Lv.60まで強化できる,,,,,割引後価格,,"¥5,000",▼無償報酬の割合
本体はピックアップガシャチケット,,,,,割引,,41.45%,0.00%
,,,,,,,↑80%以内になるように個数を調整する,
,,,,,,,,
,,,,,,,,
◆【お一人様1回まで購入可】BLACKFRIDAY お得パック・極,,,,,,,,
年末年始でも再販？,,,,,,,,
■ID,,,,,,,,
■store_product_id,,,,,,,,
■Biling ID（ios）,,,,,,,,
■Biling ID（aos）,,,,,,,,
■基準価格(税込),"¥13,740",,,,,,,
■税別価格,"¥12,491",,,,,,,
■割引価格(税込),"¥10,000",■割引率,27.22%,,,,,
■税別割引価格,"¥9,000",,,,,,,
■購入可能回数,1,⇦リセットなし、お一人様1回まで購入可能,,,,,,
■販売期間,2025/11/21 15:00:00,〜,2025/12/1 14:59,,,,,
,,,,,,,,
名称,有効期限・オマケ,受け取り期限,個数,有償分,無償分(オマケ),単価,価格,おまけ
UR1体確定10連ガシャチケット,有償販売,(無期限),1,1,0,"¥3,000.00","¥3,000",¥0.00
選べるURキャラのかけらBOX,有償販売,(無期限),200,200,0,¥30.00,"¥6,000",¥0.00
ピックアップガシャチケット,有償販売,(無期限),10,10,0,¥300.00,"¥3,000",¥0.00
メモリーフラグメント・初級,有償販売,(無期限),75,75,0,¥10.00,¥750,¥0.00
メモリーフラグメント・中級,有償販売,(無期限),50,50,0,¥15.00,¥750,¥0.00
メモリーフラグメント・上級,有償販売,(無期限),8,8,0,¥30.00,¥240,¥0.00
カラーメモリー・グレー,有償販売,(無期限),1950,1950,0,¥0.27,¥527,¥0.00
カラーメモリー・レッド,有償販売,(無期限),1950,1950,0,¥0.27,¥527,¥0.00
カラーメモリー・グリーン,有償販売,(無期限),1950,1950,0,¥0.27,¥527,¥0.00
カラーメモリー・ブルー,有償販売,(無期限),1950,1950,0,¥0.27,¥527,¥0.00
カラーメモリー・イエロー,有償販売,(無期限),1950,1950,0,¥0.27,¥527,¥0.00
,,,,,合計,,"¥13,740",¥0.00
1体最強にできる,,,,,割引後価格,,"¥10,000",▼無償報酬の割合
本体はピックアップガシャチケット,,,,,割引,,27.22%,0.00%
,,,,,,,↑80%以内になるように個数を調整する,
