ENABLE,id,quest_type,mst_event_id,sort_order,asset_key,start_date,end_date,quest_group,difficulty,release_key
e,quest_main_glo4_normal_16,normal,,16,allstar_4,2025-05-01 12:00:00,2037-12-31 23:59:59,glo4,Normal,202509010
e,quest_main_glo4_hard_16,normal,,16,allstar_4,2025-05-01 12:00:00,2037-12-31 23:59:59,glo4,Hard,202509010
e,quest_main_glo4_veryhard_16,normal,,16,allstar_4,2025-05-01 12:00:00,2037-12-31 23:59:59,glo4,Extra,202509010
e,quest_main_osh_normal_17,normal,,1,osh_1,2026-01-01 00:00:00,2037-12-31 23:59:59,osh1,Normal,202512020
e,quest_main_osh_hard_17,normal,,1,osh_1,2026-01-01 00:00:00,2037-12-31 23:59:59,osh1,Hard,202512020
e,quest_main_osh_veryhard_17,normal,,1,osh_1,2026-01-01 00:00:00,2037-12-31 23:59:59,osh1,Extra,202512020
e,quest_enhance_00001,enhance,,1,enhance,2024-01-01 00:00:00,2030-01-01 00:00:00,enhance,Normal,202509010
e,quest_event_kai1_charaget01,event,event_kai_00001,1,kai1_charaget01,2025-09-22 11:00:00,2025-10-22 11:59:59,event_kai1_charaget_iharu,Normal,202509010
e,quest_event_kai1_challenge01,event,event_kai_00001,2,kai1_challenge01,2025-09-22 11:00:00,2025-10-22 11:59:59,event_kai1_challenge01,Normal,202509010
e,quest_event_kai1_charaget02,event,event_kai_00001,3,kai1_charaget02,2025-09-29 12:00:00,2025-10-22 11:59:59,event_kai1_charaget_isao,Normal,202509010
e,quest_event_kai1_savage,event,event_kai_00001,4,kai1_savage,2025-09-22 11:00:00,2025-10-22 11:59:59,event_kai1_savege,Normal,202509010
e,quest_event_kai1_1day,event,event_kai_00001,5,kai1_1day,2025-09-22 11:00:00,2025-10-06 03:59:59,event_kai1_1day,Normal,202509010
e,quest_event_spy1_charaget01,event,event_spy_00001,1,spy1_charaget01,2025-10-06 15:00:00,2025-11-06 14:59:59,event_spy1_charaget_franky,Normal,202510010
e,quest_event_spy1_challenge01,event,event_spy_00001,2,spy1_challenge01,2025-10-06 15:00:00,2025-11-06 14:59:59,event_spy1_challenge01,Normal,202510010
e,quest_event_spy1_charaget02,event,event_spy_00001,3,spy1_charaget02,2025-10-13 15:00:00,2025-11-06 14:59:59,event_spy1_charaget_damian,Normal,202510010
e,quest_event_spy1_savage,event,event_spy_00001,4,spy1_savage,2025-10-06 15:00:00,2025-11-06 14:59:59,event_spy1_savege,Normal,202510010
e,quest_event_spy1_1day,event,event_spy_00001,5,spy1_1day,2025-10-06 15:00:00,2025-10-22 03:59:59,event_spy1_1day,Normal,202510010
e,quest_event_dan1_charaget01,event,event_dan_00001,1,dan1_charaget01,2025-10-22 15:00:00,2025-11-25 14:59:59,event_dan1_charaget_bba,Normal,202510020
e,quest_event_dan1_challenge01,event,event_dan_00001,2,dan1_challenge01,2025-10-22 15:00:00,2025-11-25 14:59:59,event_dan1_challenge01,Normal,202510020
e,quest_event_dan1_charaget02,event,event_dan_00001,3,dan1_charaget02,2025-10-27 15:00:00,2025-11-25 14:59:59,event_dan1_charaget_aira,Normal,202510020
e,quest_event_dan1_savage,event,event_dan_00001,4,dan1_savage,2025-10-22 15:00:00,2025-11-25 14:59:59,event_dan1_savege,Normal,202510020
e,quest_event_dan1_1day,event,event_dan_00001,5,dan1_1day,2025-10-22 15:00:00,2025-11-06 03:59:59,event_dan1_1day,Normal,202510020
e,quest_event_mag1_charaget01,event,event_mag_00001,1,mag1_charaget01,2025-11-06 15:00:00,2025-12-08 10:59:59,event_mag1_charaget_shigemoto,Normal,202511010
e,quest_event_mag1_challenge01,event,event_mag_00001,2,mag1_challenge01,2025-11-06 15:00:00,2025-12-08 10:59:59,event_mag1_challenge01,Normal,202511010
e,quest_event_mag1_charaget02,event,event_mag_00001,3,mag1_charaget02,2025-11-12 15:00:00,2025-12-08 10:59:59,event_mag1_charaget_akane,Normal,202511010
e,quest_event_mag1_savage,event,event_mag_00001,4,mag1_savage,2025-11-06 15:00:00,2025-12-08 10:59:59,event_mag1_savege,Normal,202511010
e,quest_event_mag1_1day,event,event_mag_00001,5,mag1_1day,2025-11-06 15:00:00,2025-11-25 03:59:59,event_mag1_1day,Normal,202511010
e,quest_event_yuw1_charaget01,event,event_yuw_00001,1,yuw1_charaget01,2025-11-25 15:00:00,2025-12-31 23:59:59,event_yuw1_charaget_753,Normal,202511020
e,quest_event_yuw1_challenge01,event,event_yuw_00001,2,yuw1_challenge01,2025-11-25 15:00:00,2025-12-31 23:59:59,event_yuw1_challenge01,Normal,202511020
e,quest_event_yuw1_charaget02,event,event_yuw_00001,3,yuw1_charaget02,2025-12-01 15:00:00,2025-12-31 23:59:59,event_yuw1_charaget_okumura,Normal,202511020
e,quest_event_yuw1_savage,event,event_yuw_00001,4,yuw1_savage,2025-11-25 15:00:00,2025-12-31 23:59:59,event_yuw1_savege,Normal,202511020
e,quest_event_yuw1_1day,event,event_yuw_00001,5,yuw1_1day,2025-11-25 15:00:00,2025-12-08 03:59:59,event_yuw1_1day,Normal,202511020
e,quest_event_yuw1_savage02,event,event_yuw_00001,6,yuw1_savage02,2025-12-22 15:00:00,2025-12-31 23:59:59,event_yuw1_savege02,Normal,202512015
e,quest_event_sur1_charaget01,event,event_sur_00001,1,sur1_charaget01,2025-12-08 15:00:00,2026-01-16 10:59:59,event_sur1_charaget_sur,Normal,202512010
e,quest_event_sur1_challenge01,event,event_sur_00001,2,sur1_challenge01,2025-12-08 15:00:00,2026-01-16 10:59:59,event_sur1_challenge01,Normal,202512010
e,quest_event_sur1_charaget02,event,event_sur_00001,3,sur1_charaget02,2025-12-15 15:00:00,2026-01-16 10:59:59,event_sur1_charaget_aoba,Normal,202512010
e,quest_event_sur1_savage,event,event_sur_00001,4,sur1_savage,2025-12-08 15:00:00,2026-01-16 10:59:59,event_sur1_savege,Normal,202512010
e,quest_event_sur1_1day,event,event_sur_00001,5,sur1_1day,2025-12-08 15:00:00,2025-12-31 23:59:59,event_sur1_1day,Normal,202512010
e,quest_event_osh1_charaget01,event,event_osh_00001,1,osh1_charaget01,2026-01-01 00:00:00,2026-02-02 10:59:59,event_osh1_charaget_repeat,Normal,202512020
e,quest_event_osh1_challenge01,event,event_osh_00001,2,osh1_challenge01,2026-01-01 00:00:00,2026-02-02 10:59:59,event_osh1_challenge01,Normal,202512020
e,quest_event_osh1_charaget02,event,event_osh_00001,3,osh1_charaget02,2026-01-05 15:00:00,2026-02-02 10:59:59,event_osh1_charaget_boot,Normal,202512020
e,quest_event_osh1_savage,event,event_osh_00001,4,osh1_savage,2026-01-01 00:00:00,2026-02-02 10:59:59,event_osh1_savege,Normal,202512020
e,quest_event_osh1_1day,event,event_osh_00001,5,osh1_1day,2026-01-01 04:00:00,2026-01-16 03:59:59,event_osh1_1day,Normal,202512020
e,quest_event_glo1_1day,event,event_glo_00001,6,glo1_1day,2026-01-01 00:00:00,2026-01-05 14:59:59,event_glo1_1day,Normal,202512020
e,quest_event_jig1_1day,Event,event_jig1,91,jig_event_1day,2026-1-16 15:00:00,2026-2-2 3:59:59,quest_event_jig1_1day,Normal,202601010
e,quest_event_jig1_charaget01,Event,event_jig1,92,jig_event_charaget01,2026-01-16 15:00:00,2026-02-16 10:59:59,quest_event_jig1_charaget01,Normal,202601010
e,quest_event_jig1_challenge01,Event,event_jig1,93,jig_event_challenge01,2026-01-16 15:00:00,2026-02-16 10:59:59,quest_event_jig1_challenge01,Normal,202601010
e,quest_event_jig1_savage,Event,event_jig1,94,jig_event_savage,2026-01-16 15:00:00,2026-02-16 10:59:59,quest_event_jig1_savage,Normal,202601010
