ENABLE,id,mst_idle_incentive_item_group_id,mst_item_id,base_amount,release_key
e,70,idle_incentive_group_7,memory_glo_00005,0.25,202509010
e,71,idle_incentive_group_8,memory_glo_00001,0.25,202509010
e,72,idle_incentive_group_8,memory_glo_00002,0.3,202509010
e,73,idle_incentive_group_8,memory_glo_00003,0.3,202509010
e,74,idle_incentive_group_8,memory_glo_00004,0.3,202509010
e,75,idle_incentive_group_8,memory_glo_00005,0.3,202509010
e,76,idle_incentive_group_9,memory_glo_00001,0.3,202509010
e,77,idle_incentive_group_9,memory_glo_00002,0.3,202509010
e,78,idle_incentive_group_9,memory_glo_00003,0.3,202509010
e,79,idle_incentive_group_9,memory_glo_00004,0.3,202509010
e,80,idle_incentive_group_9,memory_glo_00005,0.3,202509010
e,81,idle_incentive_group_10,memory_glo_00001,0.3,202509010
e,82,idle_incentive_group_10,memory_glo_00002,0.35,202509010
e,83,idle_incentive_group_10,memory_glo_00003,0.3,202509010
e,84,idle_incentive_group_10,memory_glo_00004,0.3,202509010
e,85,idle_incentive_group_10,memory_glo_00005,0.3,202509010
e,86,idle_incentive_group_11,memory_glo_00001,0.3,202509010
e,87,idle_incentive_group_11,memory_glo_00002,0.35,202509010
e,88,idle_incentive_group_11,memory_glo_00003,0.35,202509010
e,89,idle_incentive_group_11,memory_glo_00004,0.3,202509010
e,90,idle_incentive_group_11,memory_glo_00005,0.3,202509010
e,91,idle_incentive_group_12,memory_glo_00001,0.3,202509010
e,92,idle_incentive_group_12,memory_glo_00002,0.35,202509010
e,93,idle_incentive_group_12,memory_glo_00003,0.35,202509010
e,94,idle_incentive_group_12,memory_glo_00004,0.35,202509010
e,95,idle_incentive_group_12,memory_glo_00005,0.3,202509010
e,96,idle_incentive_group_13,memory_glo_00001,0.3,202509010
e,97,idle_incentive_group_13,memory_glo_00002,0.35,202509010
e,98,idle_incentive_group_13,memory_glo_00003,0.35,202509010
e,99,idle_incentive_group_13,memory_glo_00004,0.35,202509010
e,100,idle_incentive_group_13,memory_glo_00005,0.35,202509010
e,101,idle_incentive_group_14,memory_glo_00001,0.35,202509010
e,102,idle_incentive_group_14,memory_glo_00002,0.35,202509010
e,103,idle_incentive_group_14,memory_glo_00003,0.35,202509010
e,104,idle_incentive_group_14,memory_glo_00004,0.35,202509010
e,105,idle_incentive_group_14,memory_glo_00005,0.35,202509010
e,106,idle_incentive_group_15,memory_glo_00001,0.35,202509010
e,107,idle_incentive_group_15,memory_glo_00002,0.4,202509010
e,108,idle_incentive_group_15,memory_glo_00003,0.35,202509010
e,109,idle_incentive_group_15,memory_glo_00004,0.35,202509010
e,110,idle_incentive_group_15,memory_glo_00005,0.35,202509010
e,111,idle_incentive_group_16,memory_glo_00001,0.35,202509010
e,112,idle_incentive_group_16,memory_glo_00002,0.4,202509010
e,113,idle_incentive_group_16,memory_glo_00003,0.4,202509010
e,114,idle_incentive_group_16,memory_glo_00004,0.35,202509010
e,115,idle_incentive_group_16,memory_glo_00005,0.35,202509010
e,116,idle_incentive_group_17,memory_glo_00001,0.35,202509010
e,117,idle_incentive_group_17,memory_glo_00002,0.4,202509010
e,118,idle_incentive_group_17,memory_glo_00003,0.4,202509010
e,119,idle_incentive_group_17,memory_glo_00004,0.4,202509010
e,120,idle_incentive_group_17,memory_glo_00005,0.35,202509010
e,121,idle_incentive_group_18,memory_glo_00001,0.35,202509010
e,122,idle_incentive_group_18,memory_glo_00002,0.4,202509010
e,123,idle_incentive_group_18,memory_glo_00003,0.4,202509010
e,124,idle_incentive_group_18,memory_glo_00004,0.4,202509010
e,125,idle_incentive_group_18,memory_glo_00005,0.4,202509010
e,126,idle_incentive_group_19,memory_glo_00001,0.4,202509010
e,127,idle_incentive_group_19,memory_glo_00002,0.4,202509010
e,128,idle_incentive_group_19,memory_glo_00003,0.4,202509010
e,129,idle_incentive_group_19,memory_glo_00004,0.4,202509010
e,130,idle_incentive_group_19,memory_glo_00005,0.4,202509010
e,131,idle_incentive_group_20,memory_glo_00001,0.4,202509010
e,132,idle_incentive_group_20,memory_glo_00002,0.45,202509010
e,133,idle_incentive_group_20,memory_glo_00003,0.45,202509010
e,134,idle_incentive_group_20,memory_glo_00004,0.4,202509010
e,135,idle_incentive_group_20,memory_glo_00005,0.4,202509010
e,136,idle_incentive_group_21,memory_glo_00001,0.4,202509010
e,137,idle_incentive_group_21,memory_glo_00002,0.45,202509010
e,138,idle_incentive_group_21,memory_glo_00003,0.45,202509010
e,139,idle_incentive_group_21,memory_glo_00004,0.45,202509010
e,140,idle_incentive_group_21,memory_glo_00005,0.4,202509010
e,141,idle_incentive_group_22,memory_glo_00001,0.4,202509010
e,142,idle_incentive_group_22,memory_glo_00002,0.45,202509010
e,143,idle_incentive_group_22,memory_glo_00003,0.45,202509010
e,144,idle_incentive_group_22,memory_glo_00004,0.45,202509010
e,145,idle_incentive_group_22,memory_glo_00005,0.45,202509010
e,146,idle_incentive_group_23,memory_glo_00001,0.4,202509010
e,147,idle_incentive_group_23,memory_glo_00002,0.45,202509010
e,148,idle_incentive_group_23,memory_glo_00003,0.45,202509010
e,149,idle_incentive_group_23,memory_glo_00004,0.45,202509010
e,150,idle_incentive_group_23,memory_glo_00005,0.45,202509010
e,151,idle_incentive_group_24,memory_glo_00001,0.45,202509010
e,152,idle_incentive_group_24,memory_glo_00002,0.45,202509010
e,153,idle_incentive_group_24,memory_glo_00003,0.45,202509010
e,154,idle_incentive_group_24,memory_glo_00004,0.45,202509010
e,155,idle_incentive_group_24,memory_glo_00005,0.45,202509010
e,156,idle_incentive_group_25,memory_glo_00001,0.45,202509010
e,157,idle_incentive_group_25,memory_glo_00002,0.5,202509010
e,158,idle_incentive_group_25,memory_glo_00003,0.45,202509010
e,159,idle_incentive_group_25,memory_glo_00004,0.45,202509010
e,160,idle_incentive_group_25,memory_glo_00005,0.45,202509010
e,161,idle_incentive_group_26,memory_glo_00001,0.45,202509010
e,162,idle_incentive_group_26,memory_glo_00002,0.5,202509010
e,163,idle_incentive_group_26,memory_glo_00003,0.5,202509010
e,164,idle_incentive_group_26,memory_glo_00004,0.45,202509010
e,165,idle_incentive_group_26,memory_glo_00005,0.45,202509010
e,166,idle_incentive_group_27,memory_glo_00001,0.45,202509010
e,167,idle_incentive_group_27,memory_glo_00002,0.5,202509010
e,168,idle_incentive_group_27,memory_glo_00003,0.5,202509010
e,169,idle_incentive_group_27,memory_glo_00004,0.5,202509010
e,170,idle_incentive_group_27,memory_glo_00005,0.45,202509010
e,171,idle_incentive_group_28,memory_glo_00001,0.45,202509010
e,172,idle_incentive_group_28,memory_glo_00002,0.5,202509010
e,173,idle_incentive_group_28,memory_glo_00003,0.5,202509010
e,174,idle_incentive_group_28,memory_glo_00004,0.5,202509010
e,175,idle_incentive_group_28,memory_glo_00005,0.5,202509010
e,176,idle_incentive_group_29,memory_glo_00001,0.5,202509010
e,177,idle_incentive_group_29,memory_glo_00002,0.5,202509010
e,178,idle_incentive_group_29,memory_glo_00003,0.5,202509010
e,179,idle_incentive_group_29,memory_glo_00004,0.5,202509010
e,180,idle_incentive_group_29,memory_glo_00005,0.5,202509010
e,181,idle_incentive_group_30,memory_glo_00001,0.5,202509010
e,182,idle_incentive_group_30,memory_glo_00002,0.55,202509010
e,183,idle_incentive_group_30,memory_glo_00003,0.5,202509010
e,184,idle_incentive_group_30,memory_glo_00004,0.5,202509010
e,185,idle_incentive_group_30,memory_glo_00005,0.5,202509010
e,186,idle_incentive_group_31,memory_glo_00001,0.5,202509010
e,187,idle_incentive_group_31,memory_glo_00002,0.55,202509010
e,188,idle_incentive_group_31,memory_glo_00003,0.55,202509010
e,189,idle_incentive_group_31,memory_glo_00004,0.5,202509010
e,190,idle_incentive_group_31,memory_glo_00005,0.5,202509010
e,191,idle_incentive_group_32,memory_glo_00001,0.5,202509010
e,192,idle_incentive_group_32,memory_glo_00002,0.55,202509010
e,193,idle_incentive_group_32,memory_glo_00003,0.55,202509010
e,194,idle_incentive_group_32,memory_glo_00004,0.55,202509010
e,195,idle_incentive_group_32,memory_glo_00005,0.5,202509010
e,196,idle_incentive_group_33,memory_glo_00001,0.5,202509010
e,197,idle_incentive_group_33,memory_glo_00002,0.55,202509010
e,198,idle_incentive_group_33,memory_glo_00003,0.55,202509010
e,199,idle_incentive_group_33,memory_glo_00004,0.55,202509010
e,200,idle_incentive_group_33,memory_glo_00005,0.55,202509010
e,201,idle_incentive_group_34,memory_glo_00001,0.55,202509010
e,202,idle_incentive_group_34,memory_glo_00002,0.55,202509010
e,203,idle_incentive_group_34,memory_glo_00003,0.55,202509010
e,204,idle_incentive_group_34,memory_glo_00004,0.55,202509010
e,205,idle_incentive_group_34,memory_glo_00005,0.55,202509010
e,206,idle_incentive_group_35,memory_glo_00001,0.55,202509010
e,207,idle_incentive_group_35,memory_glo_00002,0.6,202509010
e,208,idle_incentive_group_35,memory_glo_00003,0.55,202509010
e,209,idle_incentive_group_35,memory_glo_00004,0.55,202509010
e,210,idle_incentive_group_35,memory_glo_00005,0.55,202509010
e,211,idle_incentive_group_36,memory_glo_00001,0.55,202509010
e,212,idle_incentive_group_36,memory_glo_00002,0.6,202509010
e,213,idle_incentive_group_36,memory_glo_00003,0.6,202509010
e,214,idle_incentive_group_36,memory_glo_00004,0.55,202509010
e,215,idle_incentive_group_36,memory_glo_00005,0.55,202509010
e,216,idle_incentive_group_37,memory_glo_00001,0.55,202509010
e,217,idle_incentive_group_37,memory_glo_00002,0.6,202509010
e,218,idle_incentive_group_37,memory_glo_00003,0.6,202509010
e,219,idle_incentive_group_37,memory_glo_00004,0.6,202509010
e,220,idle_incentive_group_37,memory_glo_00005,0.55,202509010
e,221,idle_incentive_group_38,memory_glo_00001,0.55,202509010
e,222,idle_incentive_group_38,memory_glo_00002,0.6,202509010
e,223,idle_incentive_group_38,memory_glo_00003,0.6,202509010
e,224,idle_incentive_group_38,memory_glo_00004,0.6,202509010
e,225,idle_incentive_group_38,memory_glo_00005,0.6,202509010
e,226,idle_incentive_group_39,memory_glo_00001,0.6,202509010
e,227,idle_incentive_group_39,memory_glo_00002,0.6,202509010
e,228,idle_incentive_group_39,memory_glo_00003,0.6,202509010
e,229,idle_incentive_group_39,memory_glo_00004,0.6,202509010
e,230,idle_incentive_group_39,memory_glo_00005,0.6,202509010
e,231,idle_incentive_group_40,memory_glo_00001,0.6,202509010
e,232,idle_incentive_group_40,memory_glo_00002,0.65,202509010
e,233,idle_incentive_group_40,memory_glo_00003,0.6,202509010
e,234,idle_incentive_group_40,memory_glo_00004,0.6,202509010
e,235,idle_incentive_group_40,memory_glo_00005,0.6,202509010
e,236,idle_incentive_group_41,memory_glo_00001,0.6,202509010
e,237,idle_incentive_group_41,memory_glo_00002,0.65,202509010
e,238,idle_incentive_group_41,memory_glo_00003,0.65,202509010
e,239,idle_incentive_group_41,memory_glo_00004,0.6,202509010
e,240,idle_incentive_group_41,memory_glo_00005,0.6,202509010
e,241,idle_incentive_group_42,memory_glo_00001,0.6,202509010
e,242,idle_incentive_group_42,memory_glo_00002,0.65,202509010
e,243,idle_incentive_group_42,memory_glo_00003,0.65,202509010
e,244,idle_incentive_group_42,memory_glo_00004,0.65,202509010
e,245,idle_incentive_group_42,memory_glo_00005,0.6,202509010
e,246,idle_incentive_group_43,memory_glo_00001,0.6,202509010
e,247,idle_incentive_group_43,memory_glo_00002,0.65,202509010
e,248,idle_incentive_group_43,memory_glo_00003,0.65,202509010
e,249,idle_incentive_group_43,memory_glo_00004,0.65,202509010
e,250,idle_incentive_group_43,memory_glo_00005,0.65,202509010
e,251,idle_incentive_group_44,memory_glo_00001,0.65,202509010
e,252,idle_incentive_group_44,memory_glo_00002,0.65,202509010
e,253,idle_incentive_group_44,memory_glo_00003,0.65,202509010
e,254,idle_incentive_group_44,memory_glo_00004,0.65,202509010
e,255,idle_incentive_group_44,memory_glo_00005,0.65,202509010
e,256,idle_incentive_group_45,memory_glo_00001,0.65,202509010
e,257,idle_incentive_group_45,memory_glo_00002,0.7,202509010
e,258,idle_incentive_group_45,memory_glo_00003,0.65,202509010
e,259,idle_incentive_group_45,memory_glo_00004,0.65,202509010
e,260,idle_incentive_group_45,memory_glo_00005,0.65,202509010
e,261,idle_incentive_group_46,memory_glo_00001,0.65,202509010
e,262,idle_incentive_group_46,memory_glo_00002,0.7,202509010
e,263,idle_incentive_group_46,memory_glo_00003,0.7,202509010
e,264,idle_incentive_group_46,memory_glo_00004,0.65,202509010
e,265,idle_incentive_group_46,memory_glo_00005,0.65,202509010
e,266,idle_incentive_group_47,memory_glo_00001,0.65,202509010
e,267,idle_incentive_group_47,memory_glo_00002,0.7,202509010
e,268,idle_incentive_group_47,memory_glo_00003,0.7,202509010
e,269,idle_incentive_group_47,memory_glo_00004,0.7,202509010
e,270,idle_incentive_group_47,memory_glo_00005,0.65,202509010
e,271,idle_incentive_group_48,memory_glo_00001,0.65,202509010
e,272,idle_incentive_group_48,memory_glo_00002,0.7,202509010
e,273,idle_incentive_group_48,memory_glo_00003,0.7,202509010
e,274,idle_incentive_group_48,memory_glo_00004,0.7,202509010
e,275,idle_incentive_group_48,memory_glo_00005,0.7,202509010
e,276,idle_incentive_group_49,memory_glo_00001,0.7,202509010
e,277,idle_incentive_group_49,memory_glo_00002,0.7,202509010
e,278,idle_incentive_group_49,memory_glo_00003,0.7,202509010
e,279,idle_incentive_group_49,memory_glo_00004,0.7,202509010
e,280,idle_incentive_group_49,memory_glo_00005,0.7,202509010
e,281,idle_incentive_group_50,memory_glo_00001,0.7,202509010
e,282,idle_incentive_group_50,memory_glo_00002,0.75,202509010
e,283,idle_incentive_group_50,memory_glo_00003,0.7,202509010
e,284,idle_incentive_group_50,memory_glo_00004,0.7,202509010
e,285,idle_incentive_group_50,memory_glo_00005,0.7,202509010
e,286,idle_incentive_group_51,memory_glo_00001,0.7,202509010
e,287,idle_incentive_group_51,memory_glo_00002,0.75,202509010
e,288,idle_incentive_group_51,memory_glo_00003,0.75,202509010
e,289,idle_incentive_group_51,memory_glo_00004,0.7,202509010
e,290,idle_incentive_group_51,memory_glo_00005,0.7,202509010
e,291,idle_incentive_group_52,memory_glo_00001,0.7,202509010
e,292,idle_incentive_group_52,memory_glo_00002,0.75,202509010
e,293,idle_incentive_group_52,memory_glo_00003,0.75,202509010
e,294,idle_incentive_group_52,memory_glo_00004,0.75,202509010
e,295,idle_incentive_group_52,memory_glo_00005,0.7,202509010
e,296,idle_incentive_group_53,memory_glo_00001,0.7,202509010
e,297,idle_incentive_group_53,memory_glo_00002,0.75,202509010
e,298,idle_incentive_group_53,memory_glo_00003,0.75,202509010
e,299,idle_incentive_group_53,memory_glo_00004,0.75,202509010
e,300,idle_incentive_group_53,memory_glo_00005,0.75,202509010
e,301,idle_incentive_group_54,memory_glo_00001,0.75,202509010
e,302,idle_incentive_group_54,memory_glo_00002,0.75,202509010
e,303,idle_incentive_group_54,memory_glo_00003,0.75,202509010
e,304,idle_incentive_group_54,memory_glo_00004,0.75,202509010
e,305,idle_incentive_group_54,memory_glo_00005,0.75,202509010
e,306,idle_incentive_group_55,memory_glo_00001,0.75,202509010
e,307,idle_incentive_group_55,memory_glo_00002,0.8,202509010
e,308,idle_incentive_group_55,memory_glo_00003,0.75,202509010
e,309,idle_incentive_group_55,memory_glo_00004,0.75,202509010
e,310,idle_incentive_group_55,memory_glo_00005,0.75,202509010
e,311,idle_incentive_group_56,memory_glo_00001,0.75,202509010
e,312,idle_incentive_group_56,memory_glo_00002,0.8,202509010
e,313,idle_incentive_group_56,memory_glo_00003,0.8,202509010
e,314,idle_incentive_group_56,memory_glo_00004,0.75,202509010
e,315,idle_incentive_group_56,memory_glo_00005,0.75,202509010
e,316,idle_incentive_group_57,memory_glo_00001,0.75,202509010
e,317,idle_incentive_group_57,memory_glo_00002,0.8,202509010
e,318,idle_incentive_group_57,memory_glo_00003,0.8,202509010
e,319,idle_incentive_group_57,memory_glo_00004,0.8,202509010
e,320,idle_incentive_group_57,memory_glo_00005,0.75,202509010
e,321,idle_incentive_group_58,memory_glo_00001,0.75,202509010
e,322,idle_incentive_group_58,memory_glo_00002,0.8,202509010
e,323,idle_incentive_group_58,memory_glo_00003,0.8,202509010
e,324,idle_incentive_group_58,memory_glo_00004,0.8,202509010
e,325,idle_incentive_group_58,memory_glo_00005,0.8,202509010
e,326,idle_incentive_group_59,memory_glo_00001,0.8,202509010
e,327,idle_incentive_group_59,memory_glo_00002,0.8,202509010
e,328,idle_incentive_group_59,memory_glo_00003,0.8,202509010
e,329,idle_incentive_group_59,memory_glo_00004,0.8,202509010
e,330,idle_incentive_group_59,memory_glo_00005,0.8,202509010
e,331,idle_incentive_group_60,memory_glo_00001,0.8,202509010
e,332,idle_incentive_group_60,memory_glo_00002,0.85,202509010
e,333,idle_incentive_group_60,memory_glo_00003,0.8,202509010
e,334,idle_incentive_group_60,memory_glo_00004,0.8,202509010
e,335,idle_incentive_group_60,memory_glo_00005,0.8,202509010
e,336,idle_incentive_group_61,memory_glo_00001,0.8,202509010
e,337,idle_incentive_group_61,memory_glo_00002,0.85,202509010
e,338,idle_incentive_group_61,memory_glo_00003,0.85,202509010
e,339,idle_incentive_group_61,memory_glo_00004,0.8,202509010
e,340,idle_incentive_group_61,memory_glo_00005,0.8,202509010
e,341,idle_incentive_group_62,memory_glo_00001,0.8,202509010
e,342,idle_incentive_group_62,memory_glo_00002,0.85,202509010
e,343,idle_incentive_group_62,memory_glo_00003,0.85,202509010
e,344,idle_incentive_group_62,memory_glo_00004,0.85,202509010
e,345,idle_incentive_group_62,memory_glo_00005,0.8,202509010
e,346,idle_incentive_group_63,memory_glo_00001,0.8,202509010
e,347,idle_incentive_group_63,memory_glo_00002,0.85,202509010
e,348,idle_incentive_group_63,memory_glo_00003,0.85,202509010
e,349,idle_incentive_group_63,memory_glo_00004,0.85,202509010
e,350,idle_incentive_group_63,memory_glo_00005,0.85,202509010
e,351,idle_incentive_group_64,memory_glo_00001,0.85,202509010
e,352,idle_incentive_group_64,memory_glo_00002,0.85,202509010
e,353,idle_incentive_group_64,memory_glo_00003,0.85,202509010
e,354,idle_incentive_group_64,memory_glo_00004,0.85,202509010
e,355,idle_incentive_group_64,memory_glo_00005,0.85,202509010
e,356,idle_incentive_group_65,memory_glo_00001,0.85,202509010
e,357,idle_incentive_group_65,memory_glo_00002,0.9,202509010
e,358,idle_incentive_group_65,memory_glo_00003,0.85,202509010
e,359,idle_incentive_group_65,memory_glo_00004,0.85,202509010
e,360,idle_incentive_group_65,memory_glo_00005,0.85,202509010
e,361,idle_incentive_group_66,memory_glo_00001,0.85,202509010
e,362,idle_incentive_group_66,memory_glo_00002,0.9,202509010
e,363,idle_incentive_group_66,memory_glo_00003,0.9,202509010
e,364,idle_incentive_group_66,memory_glo_00004,0.85,202509010
e,365,idle_incentive_group_66,memory_glo_00005,0.85,202509010
e,366,idle_incentive_group_67,memory_glo_00001,0.85,202509010
e,367,idle_incentive_group_67,memory_glo_00002,0.9,202509010
e,368,idle_incentive_group_67,memory_glo_00003,0.9,202509010
e,369,idle_incentive_group_67,memory_glo_00004,0.9,202509010
e,370,idle_incentive_group_67,memory_glo_00005,0.85,202509010
e,371,idle_incentive_group_68,memory_glo_00001,0.85,202509010
e,372,idle_incentive_group_68,memory_glo_00002,0.9,202509010
e,373,idle_incentive_group_68,memory_glo_00003,0.9,202509010
e,374,idle_incentive_group_68,memory_glo_00004,0.9,202509010
e,375,idle_incentive_group_68,memory_glo_00005,0.9,202509010
e,376,idle_incentive_group_69,memory_glo_00001,0.9,202509010
e,377,idle_incentive_group_69,memory_glo_00002,0.9,202509010
e,378,idle_incentive_group_69,memory_glo_00003,0.9,202509010
e,379,idle_incentive_group_69,memory_glo_00004,0.9,202509010
e,380,idle_incentive_group_69,memory_glo_00005,0.9,202509010
e,381,idle_incentive_group_70,memory_glo_00001,0.9,202512020
e,382,idle_incentive_group_70,memory_glo_00002,0.95,202512020
e,383,idle_incentive_group_70,memory_glo_00003,0.9,202512020
e,384,idle_incentive_group_70,memory_glo_00004,0.9,202512020
e,385,idle_incentive_group_70,memory_glo_00005,0.9,202512020
e,386,idle_incentive_group_71,memory_glo_00001,0.9,202512020
e,387,idle_incentive_group_71,memory_glo_00002,0.95,202512020
e,388,idle_incentive_group_71,memory_glo_00003,0.95,202512020
e,389,idle_incentive_group_71,memory_glo_00004,0.9,202512020
e,390,idle_incentive_group_71,memory_glo_00005,0.9,202512020
e,391,idle_incentive_group_72,memory_glo_00001,0.9,202512020
e,392,idle_incentive_group_72,memory_glo_00002,0.95,202512020
e,393,idle_incentive_group_72,memory_glo_00003,0.95,202512020
e,394,idle_incentive_group_72,memory_glo_00004,0.95,202512020
e,395,idle_incentive_group_72,memory_glo_00005,0.9,202512020
