ENABLE,release_key,id,mst_quest_id,language,name,category_name,flavor_text
e,202509010,quest_main_rik_hard_11_ja,quest_main_rik_hard_11,ja,トマトイプーのリコピン,"",『トマトイプーのリコピン』のクエスト。\n\nこのクエストでは、様々な行動をしてくるリコピンが出現!\n「ノックバック」攻撃や、「攻撃DOWN」攻撃などの攻撃を主にしてくるぞ!\n遠距離攻撃が得意なキャラが活躍するぞ!
e,202509010,quest_main_rik_veryhard_11_ja,quest_main_rik_veryhard_11,ja,トマトイプーのリコピン,"",『トマトイプーのリコピン』のクエスト。\n\nこのクエストでは、様々な行動をしてくるリコピンが出現!\n「ノックバック」攻撃や、「攻撃DOWN」攻撃などの攻撃を主にしてくるぞ!\n遠距離攻撃が得意なキャラが活躍するぞ!
e,202509010,quest_main_glo3_normal_12_ja,quest_main_glo3_normal_12,ja,リミックスクエスト Vol.3,"",『チェンソーマン』『魔都精兵のスレイブ』『トマトイプーのリコピン』の\n3作品オールスタークエスト。\n\n3作品クエストの様々な敵が登場するぞ!
e,202509010,quest_main_glo3_hard_12_ja,quest_main_glo3_hard_12,ja,リミックスクエスト Vol.3,"",『チェンソーマン』『魔都精兵のスレイブ』『トマトイプーのリコピン』の\n3作品オールスタークエスト。\n\n3作品クエストの様々な敵が登場するぞ!
e,202509010,quest_main_glo3_veryhard_12_ja,quest_main_glo3_veryhard_12,ja,リミックスクエスト Vol.3,"",『チェンソーマン』『魔都精兵のスレイブ』『トマトイプーのリコピン』の\n3作品オールスタークエスト。\n\n3作品クエストの様々な敵が登場するぞ!
e,202509010,quest_main_mag_normal_13_ja,quest_main_mag_normal_13,ja,株式会社マジルミエ,"",『株式会社マジルミエ』のクエスト。\n\nこのクエストでは、大量の敵が「氷結」攻撃や「ノックバック」攻撃を主にしてくるぞ!\nキャラの特性で対策して挑もう!
e,202509010,quest_main_mag_hard_13_ja,quest_main_mag_hard_13,ja,株式会社マジルミエ,"",『株式会社マジルミエ』のクエスト。\n\nこのクエストでは、大量の敵が「氷結」攻撃や「ノックバック」攻撃を主にしてくるぞ!\nキャラの特性で対策して挑もう!
e,202509010,quest_main_mag_veryhard_13_ja,quest_main_mag_veryhard_13,ja,株式会社マジルミエ,"",『株式会社マジルミエ』のクエスト。\n\nこのクエストでは、大量の敵が「氷結」攻撃や「ノックバック」攻撃を主にしてくるぞ!\nキャラの特性で対策して挑もう!
e,202509010,quest_main_sum_normal_14_ja,quest_main_sum_normal_14,ja,サマータイムレンダ,"",『サマータイムレンダ』のクエスト。\n\nこのクエストでは、「ノックバック」攻撃を主にしてくるぞ!\nキャラの特性で対策して挑もう!
e,202509010,quest_main_sum_hard_14_ja,quest_main_sum_hard_14,ja,サマータイムレンダ,"",『サマータイムレンダ』のクエスト。\n\nこのクエストでは、「ノックバック」攻撃を主にしてくるぞ!\nキャラの特性で対策して挑もう!
e,202509010,quest_main_sum_veryhard_14_ja,quest_main_sum_veryhard_14,ja,サマータイムレンダ,"",『サマータイムレンダ』のクエスト。\n\nこのクエストでは、「ノックバック」攻撃を主にしてくるぞ!\nキャラの特性で対策して挑もう!
e,202509010,quest_main_kai_normal_15_ja,quest_main_kai_normal_15,ja,怪獣８号,"",『怪獣８号』のクエスト。\n\nこのクエストでは「攻撃DOWN」をしてくる敵が多く登場するぞ!\n遠距離攻撃が得意なキャラが活躍するぞ!
e,202509010,quest_main_kai_hard_15_ja,quest_main_kai_hard_15,ja,怪獣８号,"",『怪獣８号』のクエスト。\n\nこのクエストでは「攻撃DOWN」をしてくる敵が多く登場するぞ!\n遠距離攻撃が得意なキャラが活躍するぞ!
e,202509010,quest_main_kai_veryhard_15_ja,quest_main_kai_veryhard_15,ja,怪獣８号,"",『怪獣８号』のクエスト。\n\nこのクエストでは「攻撃DOWN」をしてくる敵が多く登場するぞ!\n遠距離攻撃が得意なキャラが活躍するぞ!
e,202509010,quest_main_glo4_normal_16_ja,quest_main_glo4_normal_16,ja,リミックスクエスト Vol.4,"",『株式会社マジルミエ』『サマータイムレンダ』『怪獣８号』の\n3作品オールスタークエスト。\n\n3作品クエストの様々な敵が登場するぞ!
e,202509010,quest_main_glo4_hard_16_ja,quest_main_glo4_hard_16,ja,リミックスクエスト Vol.4,"",『株式会社マジルミエ』『サマータイムレンダ』『怪獣８号』の\n3作品オールスタークエスト。\n\n3作品クエストの様々な敵が登場するぞ!
e,202509010,quest_main_glo4_veryhard_16_ja,quest_main_glo4_veryhard_16,ja,リミックスクエスト Vol.4,"",『株式会社マジルミエ』『サマータイムレンダ』『怪獣８号』の\n3作品オールスタークエスト。\n\n3作品クエストの様々な敵が登場するぞ!
e,202509010,quest_enhance_00001_ja,quest_enhance_00001,ja,強化クエスト,"",毎日挑戦！ハイスコアを目指そう！
e,202509010,quest_event_kai1_charaget01_ja,quest_event_kai1_charaget01,ja,気に入らねェ 気に入らねェ,ストーリー,""
e,202509010,quest_event_kai1_challenge01_ja,quest_event_kai1_challenge01,ja,戦場で 力を示してみせろ ヒヨコども,チャレンジ,""
e,202509010,quest_event_kai1_charaget02_ja,quest_event_kai1_charaget02,ja,怪獣８号の引き渡しを命ずる,ストーリー,""
e,202509010,quest_event_kai1_savage_ja,quest_event_kai1_savage,ja,クラス『大怪獣』,高難易度,""
e,202509010,quest_event_kai1_1day_ja,quest_event_kai1_1day,ja,候補生としての入隊,デイリー,""
e,202510010,quest_event_spy1_charaget01_ja,quest_event_spy1_charaget01,ja,ストーリークエスト1,ストーリー,""
e,202510010,quest_event_spy1_challenge01_ja,quest_event_spy1_challenge01,ja,チャレンジクエスト,チャレンジ,""
e,202510010,quest_event_spy1_charaget02_ja,quest_event_spy1_charaget02,ja,ストーリークエスト2,ストーリー,""
e,202510010,quest_event_spy1_savage_ja,quest_event_spy1_savage,ja,高難易度クエスト,高難易度,""
e,202510010,quest_event_spy1_1day_ja,quest_event_spy1_1day,ja,デイリークエスト,デイリー,""
e,202510020,quest_event_dan1_charaget01_ja,quest_event_dan1_charaget01,ja,ストーリークエスト1,ストーリー,""
e,202510020,quest_event_dan1_challenge01_ja,quest_event_dan1_challenge01,ja,チャレンジクエスト,チャレンジ,""
e,202510020,quest_event_dan1_charaget02_ja,quest_event_dan1_charaget02,ja,ストーリークエスト2,ストーリー,""
e,202510020,quest_event_dan1_savage_ja,quest_event_dan1_savage,ja,高難易度クエスト,高難易度,""
e,202510020,quest_event_dan1_1day_ja,quest_event_dan1_1day,ja,デイリークエスト,デイリー,""
e,202511010,quest_event_mag1_charaget01_ja,quest_event_mag1_charaget01,ja,うちの美学,ストーリー,""
e,202511010,quest_event_mag1_challenge01_ja,quest_event_mag1_challenge01,ja,色々な魔法少女,チャレンジ,""
e,202511010,quest_event_mag1_charaget02_ja,quest_event_mag1_charaget02,ja,よく見てる,ストーリー,""
e,202511010,quest_event_mag1_savage_ja,quest_event_mag1_savage,ja,「怪異」現象,高難易度,""
e,202511010,quest_event_mag1_1day_ja,quest_event_mag1_1day,ja,何とかやってます,デイリー,""
e,202511020,quest_event_yuw1_charaget01_ja,quest_event_yuw1_charaget01,ja,コスプレをしに来たんだよ,ストーリー,""
e,202511020,quest_event_yuw1_challenge01_ja,quest_event_yuw1_challenge01,ja,幸せです…,チャレンジ,""
e,202511020,quest_event_yuw1_charaget02_ja,quest_event_yuw1_charaget02,ja,俺はずっとオタクなだけです,ストーリー,""
e,202511020,quest_event_yuw1_savage_ja,quest_event_yuw1_savage,ja,これがこの世界の頂上,高難易度,""
e,202511020,quest_event_yuw1_1day_ja,quest_event_yuw1_1day,ja,はじめての撮影会,デイリー,""
e,202512015,quest_event_yuw1_savage02_ja,quest_event_yuw1_savage02,ja,クリスマスバトル!!,高難易度,""
e,202512010,quest_event_sur1_charaget01_ja,quest_event_sur1_charaget01,ja,スレイブの誕生,ストーリー,""
e,202512010,quest_event_sur1_challenge01_ja,quest_event_sur1_challenge01,ja,魔都防衛隊,チャレンジ,""
e,202512010,quest_event_sur1_charaget02_ja,quest_event_sur1_charaget02,ja,隠れ里の戦い,ストーリー,""
e,202512010,quest_event_sur1_savage_ja,quest_event_sur1_savage,ja,スレイブと組長,高難易度,""
e,202512010,quest_event_sur1_1day_ja,quest_event_sur1_1day,ja,精兵と管理人	,デイリー,""
