,"【ホームバナー】
賀正ガシャ 2026",,1,,,"  
 	
306×100
",S3,hometop_gacha_glo_00005,監修中,PNG提出必要,未定,アップ済み,hometop_[:png_name],,
,（不要）【図鑑_シリーズバナー】,,1,,,300×300,AB,,,,,,series_banner_[:asset_key],その他,都度
,（不要）【図鑑_シリーズロゴ),,1,,,350×245,AB,,,,,,series_logo_[:asset_key],その他,都度
,"（不要）クエストバナー降臨バトル
","
データ設定で済むか要確認",,,,,,,,,,,,,
,（不要）いいジャン祭パック,"既存バナーを流用
",,,不要かも,,,,,,,,,,
,施策ロゴ_作成とチームメンバーへの共有(一番初めにやる),,,0.2,,,,,,PNG/PSD提出必要,未定,,,,
,,,,工数の合計値↓,,,,,,,,,,,
,,,,8.9,,,,,,,,,,,
,,,江村さん工数,6.2,,,,,,,,,,,
,,,望月さん工数,0,,,,,,,,,,,
