②-5訴求キャラ/ID,網代 慎平,chara_sum_00001,,,,,,
③-5キャラ訴求文言,,,,,,,,
④天井表示,,,,OprGachaI18n,※緑色の文字,,,
ラインナップ,,,,,,,,
,,,,,,,,
,設定確率,ラインナップ数,重み合計,1体の重み,,,,
UR,1.500%,13,1755,135.0,,,,
SSR,10.000%,9,11700,1300.0,,,,
SR,35.000%,10,40950,4095.0,,,,
R,53.500%,9,62595,6955.0,,,,
合計,100.000%,41,117000,,,,,
,,,,,,,,
,,,,,,,,
キャラID,キャラ名,"レアリティ/
ピックアップ",waight,確率（項目単体単位）,確率（レアリティ単位）,,,
chara_spy_00101,<黄昏> ロイド,UR,135,0.115%,1.50%,,,
chara_spy_00201,<いばら姫> ヨル,UR,135,0.115%,,,,
chara_spy_00001,わくわく アーニャ,UR,135,0.115%,,,,
chara_dan_00002,ターボババアの霊力 オカルン,UR,135,0.115%,,,,
chara_gom_00001,囚われの王女 姫様,UR,135,0.115%,,,,
chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,UR,135,0.115%,,,,
chara_kai_00002,隠された英雄の姿 怪獣８号,UR,135,0.115%,,,,
chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,UR,135,0.115%,,,,
chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,UR,135,0.115%,,,,
chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,UR,135,0.115%,,,,
chara_jig_00001,がらんの画眉丸,UR,135,0.115%,,,,
chara_mag_00001,新人魔法少女 桜木 カナ,UR,135,0.115%,,,,
chara_sum_00101,影のウシオ 小舟 潮,UR,135,0.115%,,,,
chara_dan_00101,モモ,SSR,1300,1.111%,10.00%,,,
chara_chi_00201,早川 アキ,SSR,1300,1.111%,,,,
chara_chi_00301,パワー,SSR,1300,1.111%,,,,
chara_kai_00301,四ノ宮 キコル,SSR,1300,1.111%,,,,
chara_ron_00001,鴨乃橋 ロン,SSR,1300,1.111%,,,,
chara_aha_00101,阿波連 れいな,SSR,1300,1.111%,,,,
chara_jig_00101,山田浅ェ門 佐切,SSR,1300,1.111%,,,,
chara_dos_00001,冬木 美波,SSR,1300,1.111%,,,,
chara_dos_00101,秋野 沙友理,SSR,1300,1.111%,,,,
chara_gom_00101,トーチャー・トルチュール,SR,4095,3.500%,35.00%,,,
chara_bat_00001,清峰 葉流火,SR,4095,3.500%,,,,
chara_bat_00101,要 圭,SR,4095,3.500%,,,,
chara_kai_00101,市川 レノ,SR,4095,3.500%,,,,
chara_sur_00201,東 日万凛,SR,4095,3.500%,,,,
chara_sur_00301,駿河 朱々,SR,4095,3.500%,,,,
chara_aha_00001,ライドウ,SR,4095,3.500%,,,,
chara_jig_00301,山田浅ェ門 仙汰,SR,4095,3.500%,,,,
chara_mag_00101,越谷 仁美,SR,4095,3.500%,,,,
chara_sum_00201,小舟 澪,SR,4095,3.500%,,,,
chara_aka_00001,佐々木,R,6955,5.944%,53.50%,,,
chara_aka_00101,文蔵,R,6955,5.944%,,,,
chara_rik_00001,リコピン,R,6955,5.944%,,,,
chara_ron_00101,一色 都々丸,R,6955,5.944%,,,,
chara_dan_00001,オカルン,R,6955,5.944%,,,,
chara_chi_00001,デンジ,R,6955,5.944%,,,,
chara_kai_00001,日比野 カフカ,R,6955,5.944%,,,,
chara_sur_00001,和倉 優希,R,6955,5.944%,,,,
chara_sum_00001,網代 慎平,R,6955,5.944%,,,,
,,,,99.99%,100.0%,,,
