ENABLE,release_key,id,mst_attack_id,language,description,grade_description
e,202512010,c_sur_00501_savege_Boss_Blue_Special_00002_ja,c_sur_00501_savege_Boss_Blue_Special_00002,ja,,
e,202512010,c_sur_00501_savege_Btrans_Boss_Blue_Normal_00000_ja,c_sur_00501_savege_Btrans_Boss_Blue_Normal_00000,ja,,
e,202512010,c_sur_00501_savege_Btrans_Boss_Blue_Appearance_00001_ja,c_sur_00501_savege_Btrans_Boss_Blue_Appearance_00001,ja,,
e,202512010,c_sur_00501_savege_Btrans_Boss_Blue_Special_00002_ja,c_sur_00501_savege_Btrans_Boss_Blue_Special_00002,ja,,
e,202512010,c_sur_00501_savege_Atrans_Boss_Blue_Normal_00000_ja,c_sur_00501_savege_Atrans_Boss_Blue_Normal_00000,ja,,
e,202512010,c_sur_00501_savege_Atrans_Boss_Blue_Appearance_00001_ja,c_sur_00501_savege_Atrans_Boss_Blue_Appearance_00001,ja,,
e,202512010,c_sur_00501_savege_Atrans_Boss_Blue_Special_00002_ja,c_sur_00501_savege_Atrans_Boss_Blue_Special_00002,ja,,
e,202512010,c_sur_00701_sur1_advent_Boss_Blue_Normal_00000_ja,c_sur_00701_sur1_advent_Boss_Blue_Normal_00000,ja,,
e,202512010,c_sur_00701_sur1_advent_Boss_Blue_Appearance_00001_ja,c_sur_00701_sur1_advent_Boss_Blue_Appearance_00001,ja,,
e,202512010,c_sur_00701_sur1_advent_Boss_Blue_Special_00002_ja,c_sur_00701_sur1_advent_Boss_Blue_Special_00002,ja,,
e,202512010,e_sur_00101_sur1_advent_Normal_Red_Normal_00000_ja,e_sur_00101_sur1_advent_Normal_Red_Normal_00000,ja,,
e,202512010,e_glo_00001_sur1_advent_Normal_Green_Normal_00000_ja,e_glo_00001_sur1_advent_Normal_Green_Normal_00000,ja,,
e,202512010,e_glo_00001_sur1_advent_Normal_Blue_Normal_00000_ja,e_glo_00001_sur1_advent_Normal_Blue_Normal_00000,ja,,
e,202512010,e_sur_00101_aobaget_Normal_Blue_Normal_00000_ja,e_sur_00101_aobaget_Normal_Blue_Normal_00000,ja,,
e,202512010,e_sur_00101_aobaget_Normal_Red_Normal_00000_ja,e_sur_00101_aobaget_Normal_Red_Normal_00000,ja,,
e,202512010,e_sur_00101_aobaget_Normal_Colorless_Normal_00000_ja,e_sur_00101_aobaget_Normal_Colorless_Normal_00000,ja,,
e,202512010,c_sur_00701_aobaget_Normal_Colorless_Normal_00000_ja,c_sur_00701_aobaget_Normal_Colorless_Normal_00000,ja,,
e,202512010,c_sur_00701_aobaget_Normal_Colorless_Special_00001_ja,c_sur_00701_aobaget_Normal_Colorless_Special_00001,ja,,
e,202512010,c_sur_00701_aobaget_Normal_Blue_Normal_00000_ja,c_sur_00701_aobaget_Normal_Blue_Normal_00000,ja,,
e,202512010,c_sur_00701_aobaget_Normal_Blue_Special_00001_ja,c_sur_00701_aobaget_Normal_Blue_Special_00001,ja,,
e,202512010,c_sur_00701_aobaget_Boss_Colorless_Normal_00000_ja,c_sur_00701_aobaget_Boss_Colorless_Normal_00000,ja,,
e,202512010,c_sur_00701_aobaget_Boss_Colorless_Appearance_00001_ja,c_sur_00701_aobaget_Boss_Colorless_Appearance_00001,ja,,
e,202512010,c_sur_00701_aobaget_Boss_Colorless_Special_00002_ja,c_sur_00701_aobaget_Boss_Colorless_Special_00002,ja,,
e,202512010,c_sur_00101_aobaget_Normal_Red_Normal_00000_ja,c_sur_00101_aobaget_Normal_Red_Normal_00000,ja,,
e,202512010,c_sur_00101_aobaget_Normal_Red_Special_00001_ja,c_sur_00101_aobaget_Normal_Red_Special_00001,ja,,
e,202512010,c_sur_00101_aobaget_Boss_Red_Normal_00000_ja,c_sur_00101_aobaget_Boss_Red_Normal_00000,ja,,
e,202512010,c_sur_00101_aobaget_Boss_Red_Appearance_00001_ja,c_sur_00101_aobaget_Boss_Red_Appearance_00001,ja,,
e,202512010,c_sur_00101_aobaget_Boss_Red_Special_00002_ja,c_sur_00101_aobaget_Boss_Red_Special_00002,ja,,
e,202512010,c_sur_00201_aobaget_Normal_Red_Normal_00000_ja,c_sur_00201_aobaget_Normal_Red_Normal_00000,ja,,
e,202512010,c_sur_00201_aobaget_Normal_Red_Special_00001_ja,c_sur_00201_aobaget_Normal_Red_Special_00001,ja,,
e,202512010,c_sur_00201_aobaget_Boss_Red_Normal_00000_ja,c_sur_00201_aobaget_Boss_Red_Normal_00000,ja,,
e,202512010,c_sur_00201_aobaget_Boss_Red_Appearance_00001_ja,c_sur_00201_aobaget_Boss_Red_Appearance_00001,ja,,
e,202512010,c_sur_00201_aobaget_Boss_Red_Special_00002_ja,c_sur_00201_aobaget_Boss_Red_Special_00002,ja,,
e,202512010,c_sur_00601_aobaget_Normal_Red_Normal_00000_ja,c_sur_00601_aobaget_Normal_Red_Normal_00000,ja,,
e,202512010,c_sur_00601_aobaget_Normal_Red_Special_00001_ja,c_sur_00601_aobaget_Normal_Red_Special_00001,ja,,
e,202512010,c_sur_00601_aobaget_Boss_Red_Normal_00000_ja,c_sur_00601_aobaget_Boss_Red_Normal_00000,ja,,
e,202512010,c_sur_00601_aobaget_Boss_Red_Appearance_00001_ja,c_sur_00601_aobaget_Boss_Red_Appearance_00001,ja,,
e,202512010,c_sur_00601_aobaget_Boss_Red_Special_00002_ja,c_sur_00601_aobaget_Boss_Red_Special_00002,ja,,
e,202512010,c_sur_00301_aobaget_Boss_Blue_Normal_00000_ja,c_sur_00301_aobaget_Boss_Blue_Normal_00000,ja,,
e,202512010,c_sur_00301_aobaget_Boss_Blue_Special_00001_ja,c_sur_00301_aobaget_Boss_Blue_Special_00001,ja,,
e,202512010,c_sur_00501_aobaget_Normal_Blue_Normal_00000_ja,c_sur_00501_aobaget_Normal_Blue_Normal_00000,ja,,
e,202512010,c_sur_00501_aobaget_Normal_Blue_Special_00001_ja,c_sur_00501_aobaget_Normal_Blue_Special_00001,ja,,
e,202512010,c_sur_00501_aobaget_Boss_Blue_Normal_00000_ja,c_sur_00501_aobaget_Boss_Blue_Normal_00000,ja,,
e,202512010,c_sur_00501_aobaget_Boss_Blue_Appearance_00001_ja,c_sur_00501_aobaget_Boss_Blue_Appearance_00001,ja,,
e,202512010,c_sur_00501_aobaget_Boss_Blue_Special_00002_ja,c_sur_00501_aobaget_Boss_Blue_Special_00002,ja,,
e,202512010,e_sur_00101_challenge_Normal_Red_Normal_00000_ja,e_sur_00101_challenge_Normal_Red_Normal_00000,ja,,
e,202512010,c_sur_00001_challenge_Normal_Red_Normal_00000_ja,c_sur_00001_challenge_Normal_Red_Normal_00000,ja,,
e,202512010,c_sur_00001_challenge_Normal_Red_Special_00001_ja,c_sur_00001_challenge_Normal_Red_Special_00001,ja,,
e,202512010,c_sur_00301_challenge_Boss_Blue_Normal_00000_ja,c_sur_00301_challenge_Boss_Blue_Normal_00000,ja,,
e,202512010,c_sur_00301_challenge_Boss_Blue_Appearance_00001_ja,c_sur_00301_challenge_Boss_Blue_Appearance_00001,ja,,
e,202512010,c_sur_00301_challenge_Boss_Blue_Special_00002_ja,c_sur_00301_challenge_Boss_Blue_Special_00002,ja,,
e,202512010,c_sur_00801_challenge_Normal_Red_Normal_00000_ja,c_sur_00801_challenge_Normal_Red_Normal_00000,ja,,
e,202512010,c_sur_00801_challenge_Normal_Red_Special_00001_ja,c_sur_00801_challenge_Normal_Red_Special_00001,ja,,
e,202512010,c_sur_00201_challenge_Boss_Blue_Normal_00000_ja,c_sur_00201_challenge_Boss_Blue_Normal_00000,ja,,
e,202512010,c_sur_00201_challenge_Boss_Blue_Appearance_00001_ja,c_sur_00201_challenge_Boss_Blue_Appearance_00001,ja,,
e,202512010,c_sur_00201_challenge_Boss_Blue_Special_00002_ja,c_sur_00201_challenge_Boss_Blue_Special_00002,ja,,
e,202512010,c_sur_00601_challenge_Boss_Red_Normal_00000_ja,c_sur_00601_challenge_Boss_Red_Normal_00000,ja,,
e,202512010,c_sur_00601_challenge_Boss_Red_Appearance_00001_ja,c_sur_00601_challenge_Boss_Red_Appearance_00001,ja,,
e,202512010,c_sur_00601_challenge_Boss_Red_Special_00002_ja,c_sur_00601_challenge_Boss_Red_Special_00002,ja,,
e,202512010,c_sur_00101_challenge_Boss_Green_Normal_00000_ja,c_sur_00101_challenge_Boss_Green_Normal_00000,ja,,
e,202512010,c_sur_00101_challenge_Boss_Green_Appearance_00001_ja,c_sur_00101_challenge_Boss_Green_Appearance_00001,ja,,
e,202512010,c_sur_00101_challenge_Boss_Green_Special_00002_ja,c_sur_00101_challenge_Boss_Green_Special_00002,ja,,
e,202512010,c_sur_00501_challenge_Boss_Yellow_Normal_00000_ja,c_sur_00501_challenge_Boss_Yellow_Normal_00000,ja,,
e,202512010,c_sur_00501_challenge_Boss_Yellow_Appearance_00001_ja,c_sur_00501_challenge_Boss_Yellow_Appearance_00001,ja,,
e,202512010,c_sur_00501_challenge_Boss_Yellow_Special_00002_ja,c_sur_00501_challenge_Boss_Yellow_Special_00002,ja,,
