memo
TABLE,OprGachaPrize,OprGachaPrize,OprGachaPrize,OprGachaPrize,OprGachaPrize,OprGachaPrize,OprGachaPrize,OprGachaPrize
e,fixd_Pickup_you_001_ur_10,fixd_Pickup_you_001,Unit,chara_sur_00101,1,405,0,1
e,fixd_Pickup_you_001_ur_11,fixd_Pickup_you_001,Unit,chara_jig_00001,1,405,0,1
e,fixd_Pickup_you_001_ur_12,fixd_Pickup_you_001,Unit,chara_mag_00001,1,405,0,1
e,fixd_Pickup_you_001_ur_13,fixd_Pickup_you_001,Unit,chara_sum_00101,1,405,0,1
e,fixd_Pickup_you_001_pickup_ssr,fixd_Pickup_you_001,Unit,chara_you_00101,1,3510,1,1
e,fixd_Pickup_you_001_ssr_01,fixd_Pickup_you_001,Unit,chara_dan_00101,1,2210,0,1
e,fixd_Pickup_you_001_ssr_02,fixd_Pickup_you_001,Unit,chara_chi_00201,1,2210,0,1
e,fixd_Pickup_you_001_ssr_03,fixd_Pickup_you_001,Unit,chara_chi_00301,1,2210,0,1
e,fixd_Pickup_you_001_ssr_04,fixd_Pickup_you_001,Unit,chara_kai_00301,1,2210,0,1
e,fixd_Pickup_you_001_ssr_05,fixd_Pickup_you_001,Unit,chara_ron_00001,1,2210,0,1
e,fixd_Pickup_you_001_ssr_06,fixd_Pickup_you_001,Unit,chara_aha_00101,1,2210,0,1
e,fixd_Pickup_you_001_ssr_07,fixd_Pickup_you_001,Unit,chara_jig_00101,1,2210,0,1
e,fixd_Pickup_you_001_ssr_08,fixd_Pickup_you_001,Unit,chara_dos_00001,1,2210,0,1
e,fixd_Pickup_you_001_ssr_09,fixd_Pickup_you_001,Unit,chara_dos_00101,1,2210,0,1
e,fixd_Pickup_you_001_sr_01,fixd_Pickup_you_001,Unit,chara_gom_00101,1,20358,0,1
e,fixd_Pickup_you_001_sr_02,fixd_Pickup_you_001,Unit,chara_bat_00001,1,20358,0,1
e,fixd_Pickup_you_001_sr_03,fixd_Pickup_you_001,Unit,chara_bat_00101,1,20358,0,1
e,fixd_Pickup_you_001_sr_04,fixd_Pickup_you_001,Unit,chara_kai_00101,1,20358,0,1
e,fixd_Pickup_you_001_sr_05,fixd_Pickup_you_001,Unit,chara_sur_00201,1,20358,0,1
e,fixd_Pickup_you_001_sr_06,fixd_Pickup_you_001,Unit,chara_sur_00301,1,20358,0,1
e,fixd_Pickup_you_001_sr_07,fixd_Pickup_you_001,Unit,chara_aha_00001,1,20358,0,1
e,fixd_Pickup_you_001_sr_08,fixd_Pickup_you_001,Unit,chara_jig_00301,1,20358,0,1
e,fixd_Pickup_you_001_sr_09,fixd_Pickup_you_001,Unit,chara_mag_00101,1,20358,0,1
e,fixd_Pickup_you_001_sr_10,fixd_Pickup_you_001,Unit,chara_sum_00201,1,20358,0,1
e,valentine_you_001_ur_01,valentine_you_001,Unit,chara_spy_00201,1,105,0,1
e,valentine_you_001_ur_02,valentine_you_001,Unit,chara_spy_00001,1,105,0,1
e,valentine_you_001_ur_03,valentine_you_001,Unit,chara_gom_00001,1,105,0,1
e,valentine_you_001_ur_04,valentine_you_001,Unit,chara_yuw_00001,1,105,0,1
e,valentine_you_001_ur_05,valentine_you_001,Unit,chara_yuw_00101,1,105,0,1
e,valentine_you_001_ur_06,valentine_you_001,Unit,chara_sur_00101,1,105,0,1
e,valentine_you_001_ur_07,valentine_you_001,Unit,chara_mag_00001,1,105,0,1
e,valentine_you_001_ur_08,valentine_you_001,Unit,chara_sum_00101,1,105,0,1
e,valentine_you_001_ssr_01,valentine_you_001,Unit,chara_dan_00101,1,400,0,1
e,valentine_you_001_ssr_02,valentine_you_001,Unit,chara_chi_00301,1,400,0,1
e,valentine_you_001_ssr_03,valentine_you_001,Unit,chara_kai_00301,1,400,0,1
e,valentine_you_001_ssr_04,valentine_you_001,Unit,chara_aha_00101,1,400,0,1
e,valentine_you_001_ssr_05,valentine_you_001,Unit,chara_jig_00101,1,400,0,1
e,valentine_you_001_ssr_06,valentine_you_001,Unit,chara_dos_00001,1,400,0,1
e,valentine_you_001_ssr_07,valentine_you_001,Unit,chara_dos_00101,1,400,0,1
e,valentine_you_001_sr_01,valentine_you_001,Unit,chara_gom_00101,1,4872,0,1
e,valentine_you_001_sr_02,valentine_you_001,Unit,chara_sur_00201,1,4872,0,1
e,valentine_you_001_sr_03,valentine_you_001,Unit,chara_sur_00301,1,4872,0,1
e,valentine_you_001_sr_04,valentine_you_001,Unit,chara_mag_00101,1,4872,0,1
e,valentine_you_001_sr_05,valentine_you_001,Unit,chara_sum_00201,1,4872,0,1
e,fixd_valentine_you_001_ur_01,fixd_valentine_you_001,Unit,chara_spy_00201,1,105,0,1
e,fixd_valentine_you_001_ur_02,fixd_valentine_you_001,Unit,chara_spy_00001,1,105,0,1
e,fixd_valentine_you_001_ur_03,fixd_valentine_you_001,Unit,chara_gom_00001,1,105,0,1
e,fixd_valentine_you_001_ur_04,fixd_valentine_you_001,Unit,chara_yuw_00001,1,105,0,1
e,fixd_valentine_you_001_ur_05,fixd_valentine_you_001,Unit,chara_yuw_00101,1,105,0,1
e,fixd_valentine_you_001_ur_06,fixd_valentine_you_001,Unit,chara_sur_00101,1,105,0,1
e,fixd_valentine_you_001_ur_07,fixd_valentine_you_001,Unit,chara_mag_00001,1,105,0,1
e,fixd_valentine_you_001_ur_08,fixd_valentine_you_001,Unit,chara_sum_00101,1,105,0,1
e,fixd_valentine_you_001_ssr_01,fixd_valentine_you_001,Unit,chara_dan_00101,1,776,0,1
e,fixd_valentine_you_001_ssr_02,fixd_valentine_you_001,Unit,chara_chi_00301,1,776,0,1
e,fixd_valentine_you_001_ssr_03,fixd_valentine_you_001,Unit,chara_kai_00301,1,776,0,1
e,fixd_valentine_you_001_ssr_04,fixd_valentine_you_001,Unit,chara_aha_00101,1,776,0,1
e,fixd_valentine_you_001_ssr_05,fixd_valentine_you_001,Unit,chara_jig_00101,1,776,0,1
e,fixd_valentine_you_001_ssr_06,fixd_valentine_you_001,Unit,chara_dos_00001,1,776,0,1
e,fixd_valentine_you_001_ssr_07,fixd_valentine_you_001,Unit,chara_dos_00101,1,776,0,1
