,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,・リタ（強）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,event_you1_charaget02_00006,,,,,event_you_0002,,,70000,,,202602010,,,,,,,,,,,,,,,,,,,,,,・ダグ（強）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,300,,,100,,,100%,,,"6,11,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,40,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,Item,,memoryfragment_glo_00003,,,メモリーフラグメント・上級,,,,,,,,1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,Item,,Coin,,,コイン,,,,,,,,500,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,Item,,piece_you_00301,,,ハナのかけら,,,,,,,,5,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Item,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,10,,3コマ,,0.55,,0.25,,0.25,,0.5,,none,,sum_00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,7,,3コマ,,0.55,,0.33,,0.34,,0.33,,none,,sum_00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,8,,3コマ,,0.55,,0.5,,0.25,,0.25,,none,,sum_00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃感覚値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,e_you_00001_you1_charaget02_Normal_Red,,,,不良系金髪イケメン,,,,Normal,,Red,,Defense,,Default,,Normal,,なし,,26000,,26,,226,,2.26,,63.5,,20,,135.33,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,1,,100,,,,,,,,,,ElapsedTime,,,,350,,4700,,99,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,1,,ElapsedTime,350,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,99,4700,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,
,,,2,,,,e_you_00001_you1_charaget02_Normal_Red,,,,不良系金髪イケメン,,,,Normal,,Red,,Defense,,Default,,Normal,,なし,,26000,,26,,226,,2.26,,63.5,,20,,135.33,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,1,,100,,,,,,,,,,ElapsedTime,,,,370,,1500,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,ElapsedTime,370,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,1,1500,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,
,,,3,,,,e_you_00001_you1_charaget02_Normal_Red,,,,不良系金髪イケメン,,,,Normal,,Red,,Defense,,Default,,Normal,,なし,,26000,,26,,226,,2.26,,63.5,,20,,135.33,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,1,,100,,,,,,,,,,ElapsedTime,,,,2000,,3000,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,ElapsedTime,2000,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,3,3000,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,
,,,4,,,,e_you_00101_you1_charaget02_Normal_Red,,,,イケメンじゃない殺し屋,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,8400,,8.4,,413,,4.13,,63.5,,20,,247.31,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,ElapsedTime,,,,400,,1100,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,4,,ElapsedTime,400,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,2,1100,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,
,,,5,,,,e_you_00101_you1_charaget02_Normal_Red,,,,イケメンじゃない殺し屋,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,8400,,8.4,,413,,4.13,,63.5,,20,,247.31,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,ElapsedTime,,,,420,,2800,,4,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,5,,ElapsedTime,420,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,4,2800,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,
,,,6,,,,e_you_00101_you1_charaget02_Normal_Red,,,,イケメンじゃない殺し屋,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,8400,,8.4,,413,,4.13,,63.5,,20,,247.31,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,ElapsedTime,,,,440,,2900,,99,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,6,,ElapsedTime,440,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,2900,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,
,,,groupchange_w1,,,,w1,,,,none,,,,none,,none,,none,,Default,,Normal,,なし,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,OutpostHpPercentage,,,,70,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,groupchange_w1,,OutpostHpPercentage,70,SwitchSequenceGroup,w1,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,w1,,w1_1,,,,c_you_00001_you1_charaget02_Boss_Red,,,,元殺し屋の新人教諭 リタ,,,,Boss,,Red,,Attack,,Boss,,Normal,,あり,,170000,,17,,750,,1.5,,67,,10,,487.01,,,,,,特殊効果なし,,,,,5,,88.5,,,,45,,0.2,,0,,0.22,,1,,0,,300,,,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,330,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_1,,ElapsedTimeSinceSequenceGroupActivated,330,SummonEnemy,c_you_00001_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,17,1.5,1,,0,,None,
,w1,,w1_2,,,,c_you_00201_you1_charaget02_Boss_Red,,,,ダグ,,,,Boss,,Red,,Attack,,Boss,,Normal,,あり,,130000,,13,,940,,1.88,,83.5,,20,,454.11,,,,,,特殊効果なし,,,,,6,,158.5,,,,32,,0.6,,0,,0.62,,1,,2,,300,,,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,800,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_2,,ElapsedTimeSinceSequenceGroupActivated,800,SummonEnemy,c_you_00201_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,13,1.88,1,,0,,None,
,w1,,w1_3,,,,c_you_00301_you1_charaget02_Boss_Red,,,,ハナ,,,,Boss,,Red,,Technical,,Boss,,Normal,,あり,,90000,,9,,660,,1.32,,88.5,,20,,304.15,,,,,,範囲攻撃,,,,,8,,183.5,,,,35,,0.3,,0,,0.35,,1,,2,,300,,,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,5,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_3,,ElapsedTimeSinceSequenceGroupActivated,5,SummonEnemy,c_you_00301_you1_charaget02_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,9,1.32,1,,0,,None,
,w1,,w1_4,,,,e_you_00001_you1_charaget02_Normal_Red,,,,不良系金髪イケメン,,,,Normal,,Red,,Defense,,Default,,Normal,,なし,,26000,,26,,226,,2.26,,63.5,,20,,135.33,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,1,,100,,,,,,,,,,OutpostHpPercentage,,,,30,,2000,,4,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_4,,OutpostHpPercentage,30,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,4,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,
,w1,,w1_5,,,,e_you_00001_you1_charaget02_Normal_Red,,,,不良系金髪イケメン,,,,Normal,,Red,,Defense,,Default,,Normal,,なし,,26000,,26,,226,,2.26,,63.5,,20,,135.33,,,,,,,,,,,-,,none,,,,37,,0.2,,0,,0.22,,1,,1,,100,,,,,,,,,,FriendUnitSummoned,,,,w1_4,,2400,,4,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_5,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00001_you1_charaget02_Normal_Red,,4,2400,None,,None,,None,,None,,,FALSE,,Default,Normal,26,2.26,1,,0,,None,
,w1,,w1_6,,,,e_you_00101_you1_charaget02_Normal_Red,,,,イケメンじゃない殺し屋,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,8400,,8.4,,413,,4.13,,63.5,,20,,247.31,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,FriendUnitSummoned,,,,w1_4,,330,,4,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_6,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,4,330,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,
,w1,,w1_7,,,,e_you_00101_you1_charaget02_Normal_Red,,,,イケメンじゃない殺し屋,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,8400,,8.4,,413,,4.13,,63.5,,20,,247.31,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,FriendUnitSummoned,,,,w1_4,,1600,,99,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_7,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,1600,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,
,w1,,w1_8,,,,e_you_00101_you1_charaget02_Normal_Red,,,,イケメンじゃない殺し屋,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,8400,,8.4,,413,,4.13,,63.5,,20,,247.31,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,FriendUnitSummoned,,,,w1_4,,2400,,99,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_8,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,2400,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,
,w1,,w1_9,,,,e_you_00101_you1_charaget02_Normal_Red,,,,イケメンじゃない殺し屋,,,,Normal,,Red,,Attack,,Default,,Normal,,なし,,8400,,8.4,,413,,4.13,,63.5,,20,,247.31,,,,,,,,,,,-,,none,,,,30,,0.6,,0,,0.62,,1,,2,,100,,,,,,,,,,FriendUnitSummoned,,,,w1_4,,2900,,99,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,w1_9,,FriendUnitSummoned,w1_4,SummonEnemy,e_you_00101_you1_charaget02_Normal_Red,,99,2900,None,,None,,None,,None,,,FALSE,,Default,Normal,8.4,4.13,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
