スペース名,スペースID,フォルダ名,フォルダID,フォルダアーカイブ,フォルダ作成日時,リスト名,リストID,リストアーカイブ,リスト作成日時
GLOW,90100408512,アルファ1フェーズ,90031930988,TRUE,,イテレーション 27 (12/2 - 12/16),901800082057,TRUE,
GLOW,90100408512,アルファ1フェーズ,90031930988,TRUE,,イテレーション 28 (12/16 - 12/30),901800082058,TRUE,
GLOW,90100408512,アルファ1フェーズ,90031930988,TRUE,,イテレーション 29 (12/30 - 1/13),901800082061,TRUE,
GLOW,90100408512,アルファ2フェーズ,90180196435,TRUE,,UI(α2),901800298866,FALSE,
GLOW,90100408512,アルファ2フェーズ,90180196435,TRUE,,アセット(α2),901800288655,FALSE,
GLOW,90100408512,アルファ2フェーズ,90180196435,TRUE,,開発スケジュール管理(α2),901800543034,FALSE,
GLOW,90100408512,アルファ2フェーズ,90180196435,TRUE,,企画(旧β1),901800676574,FALSE,
GLOW,90100408512,アルファ2フェーズ,90180196435,TRUE,,マスターデータ(α2),901800680559,FALSE,
GLOW,90100408512,アルファ2フェーズ,90180196435,TRUE,,開発進行形タスク(α2),901800817414,FALSE,
GLOW,90100408512,アルファ2フェーズ,90180196435,TRUE,,QA,901801407376,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,BNE FB/WPブラッシュアップ(UI),901801950167,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,UI(α3),901800298960,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,アセット(α3),901801914548,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,企画（β）,901801945498,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,企画(α3),901801945824,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,レベルデザイン（α3）,901801959191,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,BNE FB/WPブラッシュアップ(企画),901801950194,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,開発スケジュール管理(α3) (client),901802004616,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,開発スケジュール管理(α3) (サーバー,901801959711,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,QA,901801981694,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,β引用,901803151060,FALSE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,開発スケジュール管理(α3),901801944561,TRUE,
GLOW,90100408512,アルファ3（旧 ベータ1）フェーズ,90180196614,TRUE,,開発スケジュール管理(α3) (BP3),901801960259,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,(旧)機能開発リスト,901802953649,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,機能開発リスト(残対応移動済み),901805408130,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,アセット(β),901803045776,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,11/21ROM FB (12/2,901804468284,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,タスク登録用,901803233404,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,削除予定,901804677896,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,クラ3/19考慮(編集中),901804775428,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,クラ1/22考慮〜3/19(編集中),901804780902,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,1/22ROM,901805231677,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,要検討,901805342747,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,4/16項目,901806748144,TRUE,
GLOW,90100408512,ベータ（旧ベータ2）フェーズ,90180196623,TRUE,,4/23項目(データ提出),901807046071,TRUE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,機能開発リスト,901806948660,FALSE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,機能開発リスト(不具合扱い),901807117996,FALSE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,決闘＆マスター期間FB,901808168249,FALSE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,List,901800422734,TRUE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,チュートリアル関連,901806864509,TRUE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,保留リスト,901808143767,TRUE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,企画,193176715,TRUE,
GLOW,90100408512,マスターフェーズ,90180278157,TRUE,,レベルデザイン,901802966873,TRUE,
GLOW,90100408512,,,,,監修,901807056642,FALSE,
GLOW,90100408512,,,,,デザイナー朝会,900303575885,FALSE,
GLOW,90100408512,,,,,GLOW技術課題,900201838069,FALSE,
GLOW,90100408512,,,,,GLOW基盤・インフラ（EDMO）,900201940260,FALSE,
GLOW,90100408512,,,,,朝会,901802025382,FALSE,
GLOW,90100408512,,,,,デザイン課題ボード,901805541072,FALSE,
GLOW,90100408512,,,,,フェーズ外,900202078732,TRUE,
GLOW,90100408512,,,,,朝会(旧),900303633588,TRUE,
GLOW,90100408512,,,,,BNE・WP定例MTG,900303457978,TRUE,
GLOW,90100408512,,,,,マスタスケジュール,901808361385,TRUE,
GLOW,90100408512,,,,,【アーカイブしていい？】Imported from CSV,901803865168,TRUE,
GLOW,90100408512,,,,,【アーカイブしていい？】GLOW/SEED連携(仕様書) ※mtg開催終了9/5,901801310113,TRUE,
