ENABLE,id,mst_auto_player_sequence_id,mst_auto_player_sequence_set_id,bgm_asset_key,boss_bgm_asset_key,loop_background_asset_key,player_outpost_asset_key,mst_page_id,mst_enemy_outpost_id,mst_defense_target_id,boss_mst_enemy_stage_parameter_id,boss_count,normal_enemy_hp_coef,normal_enemy_attack_coef,normal_enemy_speed_coef,boss_enemy_hp_coef,boss_enemy_attack_coef,boss_enemy_speed_coef,release_key
e,event_sum1_challenge02_00001,event_sum1_challenge02_00001,event_sum1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sum1_challenge02_00001,event_sum1_challenge02_00001,,e_sum_00201_general_Boss_Blue,1,1.5,1.2,1,,,,999999999
e,event_sum1_challenge03_00001,event_sum1_challenge03_00001,event_sum1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_sum1_challenge03_00001,event_sum1_challenge03_00001,,e_sum_00001_general_Boss_Red,1,2,1.5,1,10,1.5,,999999999
e,event_jig1_challenge01_00005,event_jig1_challenge01_00005,event_jig1_challenge01_00005,SSE_SBG_003_003,SSE_SBG_003_004,,,event_jig1_challenge01_00005,event_jig1_challenge01_00005,,1,,1,1,1,,,,999999999
e,event_jig1_challenge02_00001,event_jig1_challenge02_00001,event_jig1_challenge02_00001,SSE_SBG_003_003,SSE_SBG_003_004,,,event_jig1_challenge02_00001,event_jig1_challenge02_00001,,c_jig_00101_mainquest_Boss_Green,1,1.5,1.2,1,,,,999999999
e,event_jig1_challenge03_00001,event_jig1_challenge03_00001,event_jig1_challenge03_00001,SSE_SBG_003_003,SSE_SBG_003_004,,,event_jig1_challenge03_00001,event_jig1_challenge03_00001,,e_jig_00201_jig1_advent_Boss_Red,1,2,1.5,1,10,1.5,,999999999
e,event_tak1_challenge01_00001,event_tak1_challenge01_00001,event_tak1_challenge01_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_tak1_challenge01_00001,event_tak1_challenge01_00001,,1,,1,1,1,,,,999999999
e,event_tak1_challenge02_00001,event_tak1_challenge02_00001,event_tak1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_tak1_challenge02_00001,event_tak1_challenge02_00001,,c_tak_00001_mainquest_Boss_Yellow,1,1.5,1.2,1,,,,999999999
e,event_tak1_challenge03_00001,event_tak1_challenge03_00001,event_tak1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_tak1_challenge03_00001,event_tak1_challenge03_00001,,c_tak_00001_mainquest_Boss_Blue,1,2,1.5,1,10,1.5,,999999999
e,event_osh1_challenge01_00005,event_osh1_challenge01_00005,event_osh1_challenge01_00005,SSE_SBG_003_001,SSE_SBG_003_004,,,event_osh1_challenge01_00005,event_osh1_challenge01_00005,,1,,1,1,1,,,,999999999
e,event_osh1_challenge02_00001,event_osh1_challenge02_00001,event_osh1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_osh1_challenge02_00001,event_osh1_challenge02_00001,,c_osh_00001_general_osh_n_Boss_Colorless,1,1.5,1.2,1,,,,999999999
e,event_osh1_challenge03_00001,event_osh1_challenge03_00001,event_osh1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_osh1_challenge03_00001,event_osh1_challenge03_00001,,c_osh_00001_general_osh_vh_Boss_Colorless,1,2,1.5,1,10,1.5,,999999999
e,event_you1_challenge01_00005,event_you1_challenge01_00005,event_you1_challenge01_00005,SSE_SBG_003_001,SSE_SBG_003_004,,,event_you1_challenge01_00005,event_you1_challenge01_00005,,1,,1,1,1,,,,999999999
e,event_you1_challenge02_00001,event_you1_challenge02_00001,event_you1_challenge02_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_you1_challenge02_00001,event_you1_challenge02_00001,,c_you_00001_you1_challenge_Boss_Green,1,1.5,1.2,1,,,,999999999
e,event_you1_challenge03_00001,event_you1_challenge03_00001,event_you1_challenge03_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_you1_challenge03_00001,event_you1_challenge03_00001,,c_you_00201_you1_challenge_Boss_Green,1,2,1.5,1,10,1.5,,999999999
e,event_kim1_challenge01_00005,event_kim1_challenge01_00005,event_kim1_challenge01_00005,SSE_SBG_003_009,SSE_SBG_003_007,,,event_kim1_challenge01_00005,event_kim1_challenge01_00005,,1,,1,1,1,,,,999999999
e,event_kim1_challenge02_00001,event_kim1_challenge02_00001,event_kim1_challenge02_00001,SSE_SBG_003_009,SSE_SBG_003_007,,,event_kim1_challenge02_00001,event_kim1_challenge02_00001,,c_kim_00001_kim1_challenge_Boss_Red,1,1.5,1.2,1,,,,999999999
e,event_kim1_challenge03_00001,event_kim1_challenge03_00001,event_kim1_challenge03_00001,SSE_SBG_003_009,SSE_SBG_003_007,,,event_kim1_challenge03_00001,event_kim1_challenge03_00001,,c_kim_00201_kim1_challenge_Boss_Red,1,2,1.5,1,10,1.5,,999999999
e,event_hut1_challenge01_00005,event_hut1_challenge01_00005,event_hut1_challenge01_00005,SSE_SBG_003_009,SSE_SBG_003_007,,,event_hut1_challenge01_00005,event_hut1_challenge01_00005,,1,,1,1,1,,,,999999999
e,event_hut1_challenge02_00001,event_hut1_challenge02_00001,event_hut1_challenge02_00001,SSE_SBG_003_009,SSE_SBG_003_007,,,event_hut1_challenge02_00001,event_hut1_challenge02_00001,,c_hut_00001_hut1_challenge1_Boss_Green,1,1.5,1.2,1,,,,999999999
e,event_hut1_challenge03_00001,event_hut1_challenge03_00001,event_hut1_challenge03_00001,SSE_SBG_003_009,SSE_SBG_003_007,,,event_hut1_challenge03_00001,event_hut1_challenge03_00001,,c_hut_00001_hut1_challenge2_Boss_Blue,1,2,1.5,1,10,1.5,,999999999
