ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,mission_reward_305,202511010,mag_00001_event_reward_16,Coin,,12500,1,magいいジャン祭_ミッション
e,mission_reward_306,202511010,mag_00001_event_reward_17,Item,ticket_glo_00002,3,1,magいいジャン祭_ミッション
e,mission_reward_307,202511010,mag_00001_event_reward_18,Item,ticket_glo_00003,1,1,magいいジャン祭_ミッション
e,mission_reward_308,202511010,mag_00001_event_reward_19,Item,memoryfragment_glo_00001,5,1,magいいジャン祭_ミッション
e,mission_reward_309,202511010,mag_00001_event_reward_20,Item,memory_glo_00005,150,1,magいいジャン祭_ミッション
e,mission_reward_310,202511010,mag_00001_event_reward_21,Item,memoryfragment_glo_00002,5,1,magいいジャン祭_ミッション
e,mission_reward_311,202511010,mag_00001_event_reward_22,Item,memory_glo_00002,200,1,magいいジャン祭_ミッション
e,mission_reward_312,202511010,mag_00001_event_reward_23,Item,memoryfragment_glo_00002,10,1,magいいジャン祭_ミッション
e,mission_reward_313,202511010,mag_00001_event_reward_24,Item,memoryfragment_glo_00003,2,1,magいいジャン祭_ミッション
e,mission_reward_314,202511010,kai_00002_limited_term_1,Coin,,2000,1,降臨バトル「怪獣退治の時間︎」に5回挑戦しよう！
e,mission_reward_315,202511010,kai_00002_limited_term_2,FreeDiamond,,20,1,降臨バトル「怪獣退治の時間︎」に10回挑戦しよう！
e,mission_reward_316,202511010,kai_00002_limited_term_3,Coin,,3000,1,降臨バトル「怪獣退治の時間︎」に20回挑戦しよう！
e,mission_reward_317,202511010,kai_00002_limited_term_4,FreeDiamond,,30,1,降臨バトル「怪獣退治の時間︎」に30回挑戦しよう！
