,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ラベル,,,ロール,,,属性,,,攻撃射程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,2357,2806,2357,2806,2734,2969,3111,3181,3181,3181,3181,3181,3181,3254,3535,3703,3788,3788,3788,3788,3788,3788
,PremiumUR,,,テクニカル,,,無,,,Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,5,0,2453,2920,2453,2920,2845,3090,3237,3311,3311,3311,3311,3311,3311,3387,3679,3854,3942,3942,3942,3942,3942,3942
,※キャラクター名：Glow_ID_管理のFIX名称を参照。未記入の場合(仮)名称を参照。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠距離以外,,,,,6,0,2551,3037,2551,3037,2959,3214,3367,3443,3443,3443,3443,3443,3443,3522,3826,4008,4099,4099,4099,4099,4099,4099
,基本ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,2651,3157,2651,3157,3075,3340,3499,3578,3578,3578,3578,3578,3578,3662,3977,4167,4261,4261,4261,4261,4261,4261
,召喚コスト,,再召喚時間F,,,well_distace,,,移動速度,,,KB回数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,2753,3278,2753,3278,3193,3468,3633,3716,3716,3716,3716,3716,3716,3802,4130,4326,4425,4425,4425,4425,4425,4425
,1000,,770,,,0.31,,,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,2857,3401,2857,3401,3314,3599,3771,3856,3856,3856,3856,3856,3856,3945,4285,4489,4591,4591,4591,4591,4591,4591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,2962,3526,2962,3526,3435,3732,3909,3998,3998,3998,3998,3998,3998,4090,4442,4654,4760,4760,4760,4760,4760,4760
,Lvステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,2962,3526,2962,3526,3435,3732,3909,3998,3998,3998,3998,3998,3998,4090,4442,4654,4760,4760,4760,4760,4760,4760
,体力Lv1,,,体力Lv150,,,攻撃力Lv1,,,攻撃力Lv150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,3068,3652,3068,3652,3558,3865,4049,4141,4141,4141,4141,4141,4141,4236,4601,4820,4930,4930,4930,4930,4930,4930
,2100,,,21000,,,2500,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,3175,3779,3175,3779,3683,4000,4191,4286,4286,4286,4286,4286,4286,4383,4761,4988,5101,5101,5101,5101,5101,5101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,3283,3908,3283,3908,3808,4136,4333,4432,4432,4432,4432,4432,4432,4533,4924,5158,5275,5275,5275,5275,5275,5275
,特性,,,,,,,効果値,,解放ランク,,解放レベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,3392,4038,3392,4038,3934,4273,4477,4579,4579,4579,4579,4579,4579,4684,5087,5330,5451,5451,5451,5451,5451,5451
,1,体力条件強化(以上/被ダメカット),,,,,,HP70/40,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,3501,4168,3501,4168,4061,4411,4621,4726,4726,4726,4726,4726,4726,4834,5251,5501,5626,5626,5626,5626,5626,5626
,2,体力条件強化(以下/攻撃),,,,,,HP69/35,,4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,3612,4300,3612,4300,4189,4551,4767,4876,4876,4876,4876,4876,4876,4988,5418,5676,5805,5805,5805,5805,5805,5805
,3,-,,,,,,-,,-,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,3723,4432,3723,4432,4318,4690,4914,5026,5026,5026,5026,5026,5026,5141,5584,5850,5983,5983,5983,5983,5983,5983
,,,,,,,,,,,,,,"※解放ランク1=Lv20,ランク2=Lv30。以降同様。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,3835,4566,3835,4566,4448,4832,5062,5177,5177,5177,5177,5177,5177,5296,5753,6027,6164,6164,6164,6164,6164,6164
,通常攻撃ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,3948,4700,3948,4700,4579,4974,5211,5329,5329,5329,5329,5329,5329,5452,5922,6204,6345,6345,6345,6345,6345,6345
,オノマトペ,,,通常攻撃発生F,,,攻撃ヒットF,,,,攻撃CDF,,,攻撃距離,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,,,,,,,,,,,,20,0,4061,4835,4061,4835,4710,5116,5360,5482,5482,5482,5482,5482,5482,5608,6092,6382,6527,6527,6527,6527,6527,6527
,zangeki_1,,,1.67,,,stop有:1回目0.50,,,,50,,,近距離,,,0.32,,単体,,,1,,,,,,,,,,,,,,,,,,,,,,,,20,1,4061,4835,4304,5125,4953,5359,5603,5725,5725,5725,5725,5725,5725,5898,6382,6672,6817,6817,6817,6817,6817,6817
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,4175,4970,4418,5260,5086,5503,5754,5879,5879,5879,5879,5879,5879,6055,6552,6850,6999,6999,6999,6999,6999,6999
,Distance,,,0,,,,Distance,,,0.32,,,,敵,,All,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,4289,5106,4532,5396,5218,5647,5904,6033,6033,6033,6033,6033,6033,6212,6723,7029,7183,7183,7183,7183,7183,7183
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,4404,5243,4647,5533,5351,5792,6056,6188,6188,6188,6188,6188,6188,6371,6896,7210,7368,7368,7368,7368,7368,7368
,必殺ワザステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※数式参照用,,,,,24,1,4520,5381,4763,5671,5486,5938,6209,6345,6345,6345,6345,6345,6345,6531,7070,7392,7554,7554,7554,7554,7554,7554
,"必殺攻撃_
オノマトペ",,,必殺攻撃F,,,必殺攻撃ヒットF,,,,初回必殺CDF,,,2回目以降必殺CDF,,,攻撃距離,,,,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,バフ・デバフ効果型,,,,,25,1,4636,5519,4879,5809,5620,6084,6362,6501,6501,6501,6501,6501,6501,6692,7243,7575,7740,7740,7740,7740,7740,7740
,zangeki_1,,,2.67,,,stop有:1回目1.57,,,,655,,,1140,,,近距離,,,,,,0.52,,範囲(中),,,0.65,,,,,,,,,,,,,-,,,,,26,1,4752,5657,4995,5947,5755,6230,6515,6658,6658,6658,6658,6658,6658,6852,7417,7757,7926,7926,7926,7926,7926,7926
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,バフ・デバフ効果型,,,,,,※攻撃系以外の必殺ワザは攻撃倍率「無」,,,,,,,,,,,,,,,,,,27,1,4869,5797,5112,6087,5891,6377,6670,6816,6816,6816,6816,6816,6816,7014,7594,7942,8115,8115,8115,8115,8115,8115
,Distance,,,0,,,,Distance,,,0.52,,,,敵,,All,,,All,,-,,,,,,,,,,,,,,,,,,,,,,,,28,1,4987,5936,5230,6226,6027,6526,6825,6975,6975,6975,6975,6975,6975,7175,7769,8125,8303,8303,8303,8303,8303,8303
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,※「range_start_parameter」「range_end_parameter」：攻撃範囲がコマの場合は手動で記載が必要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,5104,6077,5347,6367,6163,6674,6980,7133,7133,7133,7133,7133,7133,7339,7947,8311,8493,8493,8493,8493,8493,8493
,必殺ワザ詳細,,,必殺ワザ1,,,,,,,,,,,,必殺ワザ2,,,,,,,,,,,,必殺ワザ3,,,,,,,,,,,,,,,,,,30,1,5223,6218,5466,6508,6301,6823,7137,7294,7294,7294,7294,7294,7294,7502,8124,8497,8684,8684,8684,8684,8684,8684
,,,,攻撃(必殺),,,,,,,,,,,,弱体化,,,,,,,,,,,,HP吸収攻撃,,,,,,,,,,,,,,,,,,30,2,5223,6218,5693,6777,6528,7050,7364,7521,7521,7521,7521,7521,7521,7771,8393,8766,8953,8953,8953,8953,8953,8953
,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,,,,,,,31,2,5341,6359,5811,6918,6665,7199,7520,7680,7680,7680,7680,7680,7680,7935,8571,8952,9143,9143,9143,9143,9143,9143
,グレード,,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,,,,,,,32,2,5460,6501,5930,7060,6803,7349,7677,7841,7841,7841,7841,7841,7841,8100,8750,9140,9335,9335,9335,9335,9335,9335
,1,,,98,,-,,-,,-,,-,,-,,25,,150,,-,,-,,-,,-,,5,,-,,-,,-,,-,,-,,,,,,,,33,2,5580,6643,6050,7202,6942,7500,7835,8003,8003,8003,8003,8003,8003,8264,8929,9327,9527,9527,9527,9527,9527,9527
,2,,,110,,-,,-,,-,,-,,-,,27,,175,,-,,-,,-,,-,,8,,-,,-,,-,,-,,-,,,,,,,,34,2,5700,6785,6170,7344,7082,7652,7994,8165,8165,8165,8165,8165,8165,8429,9108,9515,9718,9718,9718,9718,9718,9718
,3,,,119,,-,,-,,-,,-,,-,,34,,200,,-,,-,,-,,-,,11,,-,,-,,-,,-,,-,,,,,,,,35,2,5820,6928,6290,7487,7221,7803,8152,8327,8327,8327,8327,8327,8327,8595,9288,9703,9911,9911,9911,9911,9911,9911
,4,,,126,,-,,-,,-,,-,,-,,40,,225,,-,,-,,-,,-,,13,,-,,-,,-,,-,,-,,,,,,,,36,2,5940,7072,6410,7631,7360,7954,8310,8489,8489,8489,8489,8489,8489,8762,9469,9894,10106,10106,10106,10106,10106,10106
,5,,,130,,-,,-,,-,,-,,-,,50,,275,,-,,-,,-,,-,,15,,-,,-,,-,,-,,-,,,,,,,,37,2,6061,7216,6531,7775,7500,8106,8470,8652,8652,8652,8652,8652,8652,8929,9651,10084,10300,10300,10300,10300,10300,10300
,,,,※効果値：攻撃範囲がコマの場合は手動で記載が必要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,6182,7360,6652,7919,7641,8259,8630,8815,8815,8815,8815,8815,8815,9096,9832,10274,10495,10495,10495,10495,10495,10495
,→,連続攻撃は最大ダメージ。効果時間は/50。※発動確率は「-」の記載 = 「100%」。状態異常系「スタン、火傷、氷結、毒」のみ記載。←以外の必殺ワザで発動確率を記載する場合は、特殊な確率場合のみ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,6304,7505,6774,8064,7782,8413,8791,8980,8980,8980,8980,8980,8980,9264,10015,10465,10690,10690,10690,10690,10690,10690
,必殺ワザ文言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※数式参照用,,,,,40,2,6426,7650,6896,8209,7924,8566,8952,9145,9145,9145,9145,9145,9145,9433,10198,10657,10886,10886,10886,10886,10886,10886
,グレード,,,必殺ワザ文言,,,,,,,,,,,,,,,,文字数,,必殺ワザ詳細文言,,,,,,文字数,,,レギュ(本来),,,調整値,,,,,,,chara_jig_00401_Special_00001,,,,,40,3,6426,7650,7132,8491,8160,8802,9188,9381,9381,9381,9381,9381,9381,9715,10480,10939,11168,11168,11168,11168,11168,11168
,1,,,敵複数体に自身の攻撃ステータスの98%のダメージ + 攻撃がヒットした場合、敵を3秒間、被ダメージが25%上昇する弱体化状態にする + 攻撃がヒットした場合、ダメージの5%分、自身の体力を回復,,,,,,,,,,,,,,,,96,,-,,,,,,-,,,165,3.3,,150,3,,,,,,chara_jig_00401_Special_00002,,,,,41,3,6548,7795,7254,8636,8301,8956,9349,9545,9545,9545,9545,9545,9545,9883,10662,11130,11364,11364,11364,11364,11364,11364
,2,,,敵複数体に自身の攻撃ステータスの110%のダメージ + 攻撃がヒットした場合、敵を3.5秒間、被ダメージが27%上昇する弱体化状態にする + 攻撃がヒットした場合、ダメージの8%分、自身の体力を回復,,,,,,,,,,,,,,,,99,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,170,3.4,,175,3.5,,,,,,chara_jig_00401_Special_00003,,,,,42,3,6671,7941,7377,8782,8444,9111,9511,9711,9711,9711,9711,9711,9711,10052,10846,11323,11561,11561,11561,11561,11561,11561
,3,,,敵複数体に自身の攻撃ステータスの119%のダメージ + 攻撃がヒットした場合、敵を4秒間、被ダメージが34%上昇する弱体化状態にする + 攻撃がヒットした場合、ダメージの11%分、自身の体力を回復,,,,,,,,,,,,,,,,98,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,185,3.7,,200,4,,,,,,chara_jig_00401_Special_00004,,,,,43,3,6793,8087,7499,8928,8585,9265,9672,9876,9876,9876,9876,9876,9876,10221,11030,11515,11758,11758,11758,11758,11758,11758
,4,,,敵複数体に自身の攻撃ステータスの126%のダメージ + 攻撃がヒットした場合、敵を4.5秒間、被ダメージが40%上昇する弱体化状態にする + 攻撃がヒットした場合、ダメージの13%分、自身の体力を回復,,,,,,,,,,,,,,,,100,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,215,4.3,,225,4.5,,,,,,chara_jig_00401_Special_00005,,,,,44,3,6916,8234,7622,9075,8728,9420,9835,10042,10042,10042,10042,10042,10042,10392,11215,11709,11956,11956,11956,11956,11956,11956
,5,,,敵複数体に自身の攻撃ステータスの130%のダメージ + 攻撃がヒットした場合、敵を5.5秒間、被ダメージが50%上昇する弱体化状態にする + 攻撃がヒットした場合、ダメージの15%分、自身の体力を回復,,,,,,,,,,,,,,,,100,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,260,5.2,,275,5.5,,,,,,,,,,,45,3,7040,8381,7746,9222,8872,9576,9998,10210,10210,10210,10210,10210,10210,10562,11401,11903,12155,12155,12155,12155,12155,12155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,※18字まで,,,,,,,,,,,,,,,,,,46,3,7163,8528,7869,9369,9015,9731,10161,10376,10376,10376,10376,10376,10376,10733,11586,12097,12353,12353,12353,12353,12353,12353
,ワンポイント文言,,,,,,,,,,,,,,,,,,,,,,,文字数,,,,,,,,,,,,,,,,,,,,,,47,3,7287,8676,7993,9517,9158,9887,10324,10543,10543,10543,10543,10543,10543,10905,11772,12293,12553,12553,12553,12553,12553,12553
,必殺ワザで複数の相手を弱体化させつつ、体力も吸収するテクニカルキャラ!さらに、特定の条件で性能が変化するぞ!,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,48,3,7412,8823,8118,9664,9303,10045,10489,10712,10712,10712,10712,10712,10712,11075,11957,12487,12752,12752,12752,12752,12752,12752
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,7536,8972,8242,9813,9447,10201,10653,10879,10879,10879,10879,10879,10879,11248,12145,12684,12953,12953,12953,12953,12953,12953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,7661,9120,8367,9961,9592,10358,10818,11048,11048,11048,11048,11048,11048,11420,12332,12879,13153,13153,13153,13153,13153,13153
,,,,,,,,,,,,,,,,,,,,,,,,※100字まで,,,,,,,,,,,,,,,,,,,,,,50,4,7661,9120,8580,10214,9805,10571,11031,11261,11261,11261,11261,11261,11261,11673,12585,13132,13406,13406,13406,13406,13406,13406
,※その他キャラ文言関連に関しては↓を参照,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,4,7786,9269,8705,10363,9950,10729,11196,11430,11430,11430,11430,11430,11430,11846,12772,13329,13607,13607,13607,13607,13607,13607
,https://docs.google.com/spreadsheets/d/15MhqG2fCmYP60QZn_waTxDLL-LlRRkpIhKt6iaLyIzo/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,4,7911,9418,8830,10512,10095,10886,11361,11598,11598,11598,11598,11598,11598,12018,12960,13525,13808,13808,13808,13808,13808,13808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4,8036,9567,8955,10661,10240,11044,11526,11767,11767,11767,11767,11767,11767,12191,13148,13722,14009,14009,14009,14009,14009,14009
,▼必殺ワザスキル文言、ワンポイント文言へのFBは以下に記載をお願いします（問題なければ「OK」だけ記載お願いします）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,4,8162,9717,9081,10811,10386,11203,11692,11937,11937,11937,11937,11937,11937,12365,13337,13920,14211,14211,14211,14211,14211,14211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4,8288,9867,9207,10961,10533,11361,11859,12107,12107,12107,12107,12107,12107,12539,13526,14118,14414,14414,14414,14414,14414,14414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,8414,10017,9333,11111,10679,11520,12025,12277,12277,12277,12277,12277,12277,12713,13715,14316,14616,14616,14616,14616,14616,14616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,8541,10168,9460,11262,10826,11680,12193,12449,12449,12449,12449,12449,12449,12888,13905,14515,14820,14820,14820,14820,14820,14820
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,8667,10318,9586,11412,10972,11839,12359,12619,12619,12619,12619,12619,12619,13062,14094,14713,15023,15023,15023,15023,15023,15023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4,8794,10469,9713,11563,11120,11999,12527,12790,12790,12790,12790,12790,12790,13238,14284,14913,15227,15227,15227,15227,15227,15227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,8921,10621,9840,11715,11267,12159,12694,12962,12962,12962,12962,12962,12962,13414,14476,15113,15432,15432,15432,15432,15432,15432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,8921,10621,10259,12214,11686,12578,13113,13381,13381,13381,13381,13381,13381,13913,14975,15612,15931,15931,15931,15931,15931,15931
,※ジャンブルラッシュ倍率と弱体化が重複した時の倍率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,9049,10772,10387,12365,11834,12739,13282,13554,13554,13554,13554,13554,13554,14088,15165,15812,16135,16135,16135,16135,16135,16135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,5,9176,10924,10514,12517,11982,12899,13450,13725,13725,13725,13725,13725,13725,14264,15357,16012,16340,16340,16340,16340,16340,16340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,9304,11076,10642,12669,12130,13061,13619,13898,13898,13898,13898,13898,13898,14441,15548,16213,16545,16545,16545,16545,16545,16545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,9432,11228,10770,12821,12279,13222,13788,14071,14071,14071,14071,14071,14071,14617,15740,16413,16750,16750,16750,16750,16750,16750
