,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,veryhard_osh_00001,,,artwork_osh_0003,,,325000,,,202512020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,250",,,500,,,100%,,,"05,15,06,08,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,6,,2コマ,,0.55,,0.5,,0.5,,none,,none,,osh_00001,,,,,,,,,,,,Burn,,,,,300,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,7,,3コマ,,0.55,,0.33,,0.34,,0.33,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,6,,2コマ,,0.55,,0.5,,0.5,,none,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,12,,4コマ,,0.55,,0.25,,0.25,,0.25,,0.25,,osh_00001,,,Burn,,,,,300,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃間隔値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,c_osh_00001_general_osh_vh_Normal_Green,,,,B小町不動のセンター アイ,,,,Normal,,Green,,Attack,,Default,,Normal,,,,300000,,300,,2000,,20,,80,,,,1250.00,,,,,,自身とその前のコマ1つに攻撃+100%で10秒間自身の攻撃200%UP,,,,,-,,162,,,,31,,,,,,,,,,3,,50,,100,,,,,,,,ElapsedTime,,,,100,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,1,,ElapsedTime,100,SummonEnemy,c_osh_00001_general_osh_vh_Normal_Green,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,300,20,1,100,0,,None,
,,,2,,,,c_osh_00001_general_osh_vh_Normal_Green,,,,B小町不動のセンター アイ,,,,Normal,,Green,,Attack,,Default,,Normal,,,,300000,,300,,2000,,20,,80,,,,1250.00,,,,,,自身とその前のコマ1つに攻撃+100%で10秒間自身の攻撃200%UP,,,,,-,,162,,,,31,,,,,,,,,,3,,50,,100,,,,,,,,FriendUnitDead,,,,1,,0,,1,,1000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,FriendUnitDead,1,SummonEnemy,c_osh_00001_general_osh_vh_Normal_Green,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,300,20,1,100,0,1000,None,
,,,3,,,,c_osh_00001_general_osh_vh_Normal_Green,,,,B小町不動のセンター アイ,,,,Normal,,Green,,Attack,,Default,,Normal,,,,300000,,300,,2000,,20,,80,,,,1250.00,,,,,,自身とその前のコマ1つに攻撃+100%で10秒間自身の攻撃200%UP,,,,,-,,162,,,,31,,,,,,,,,,3,,50,,100,,,,,,,,FriendUnitDead,,,,2,,0,,1,,1000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,FriendUnitDead,2,SummonEnemy,c_osh_00001_general_osh_vh_Normal_Green,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,300,20,1,100,0,1000,None,
,,,4,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,80000,,80,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,3,,0,,1,,,,Fall,,1.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,4,,EnterTargetKomaIndex,3,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,1,0,Fall,1.8,None,,None,,None,,,FALSE,,Default,Normal,80,25,1,50,0,,None,
,,,5,,,,e_glo_00001_general_osh_vh_Boss_Blue,,,,ファントム,,,,Boss,,Blue,,Technical,,Default,,Normal,,,,800000,,800,,3000,,30,,50,,,,3000.00,,25%の確率で12秒間8%の毒,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,2,,100,,100,,,,,,,,FriendUnitDead,,,,2,,0,,1,,250,,Fall,,2.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,5,,FriendUnitDead,2,SummonEnemy,e_glo_00001_general_osh_vh_Boss_Blue,,1,0,Fall,2.7,None,,None,,None,,,FALSE,,Default,Normal,800,30,1,100,0,250,None,
,,,6,,,,e_glo_00001_general_osh_h_Normal_Colorless,,,,ファントム,,,,Normal,,Colorless,,Defense,,Default,,Normal,,,,150000,,150,,1000,,10,,50,,,,1000.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,1,,500,,2,,900,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,6,,FriendUnitDead,1,SummonEnemy,e_glo_00001_general_osh_h_Normal_Colorless,,2,500,None,,None,,None,,None,,,FALSE,,Default,Normal,150,10,1,50,0,900,None,
,,,7,,,,e_glo_00001_general_osh_h_Normal_Colorless,,,,ファントム,,,,Normal,,Colorless,,Defense,,Default,,Normal,,,,150000,,150,,1000,,10,,50,,,,1000.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,2,,500,,2,,900,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,7,,FriendUnitDead,2,SummonEnemy,e_glo_00001_general_osh_h_Normal_Colorless,,2,500,None,,None,,None,,None,,,FALSE,,Default,Normal,150,10,1,50,0,900,None,
,,,8,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,80000,,80,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,10,,,,,,,,OutpostHpPercentage,,,,99,,50,,20,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,8,,OutpostHpPercentage,99,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,20,50,None,,None,,None,,None,,,FALSE,,Default,Normal,80,25,1,10,0,,None,
,,,9,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,80000,,80,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,10,,,,,,,,OutpostHpPercentage,,,,99,,50,,20,,250,,Fall,,0.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,9,,OutpostHpPercentage,99,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,20,50,Fall,0.8,None,,None,,None,,,FALSE,,Default,Normal,80,25,1,10,0,250,None,
,,,groupchange_1,,,,w1,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,5,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,groupchange_1,,FriendUnitDead,5,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,w1,,10,,,,e_glo_00001_general_osh_h_Normal_Colorless,,,,ファントム,,,,Normal,,Colorless,,Defense,,Default,,Normal,,,,150000,,150,,1000,,10,,50,,,,1000.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,50,,100,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,10,,ElapsedTimeSinceSequenceGroupActivated,50,SummonEnemy,e_glo_00001_general_osh_h_Normal_Colorless,,3,100,None,,None,,None,,None,,,FALSE,,Default,Normal,150,10,1,50,0,,None,
,w1,,11,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,70000,,70,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,2000,,100,,4,,,,Fall,,1.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,11,,ElapsedTimeSinceSequenceGroupActivated,2000,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,4,100,Fall,1.5,None,,None,,None,,,FALSE,,Default,Normal,70,25,1,50,0,,None,
,w1,,12,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,70000,,70,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,3000,,50,,3,,,,Fall,,0.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,12,,ElapsedTimeSinceSequenceGroupActivated,3000,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,50,Fall,0.7,None,,None,,None,,,FALSE,,Default,Normal,70,25,1,50,0,,None,
,w1,,13,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,70000,,70,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,500,,50,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,13,,ElapsedTimeSinceSequenceGroupActivated,500,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,70,25,1,50,0,,None,
,w1,,14,,,,e_glo_00001_general_osh_h_Normal_Colorless,,,,ファントム,,,,Normal,,Colorless,,Defense,,Default,,Normal,,,,150000,,150,,1000,,10,,50,,,,1000.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,1000,,250,,10,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,14,,ElapsedTimeSinceSequenceGroupActivated,1000,SummonEnemy,e_glo_00001_general_osh_h_Normal_Colorless,,10,250,None,,None,,None,,None,,,FALSE,,Default,Normal,150,10,1,50,0,,None,
,w1,,15,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,70000,,70,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,4500,,50,,3,,,,Fall,,0.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,15,,ElapsedTimeSinceSequenceGroupActivated,4500,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,50,Fall,0.7,None,,None,,None,,,FALSE,,Default,Normal,70,25,1,50,0,,None,
,w1,,16,,,,e_glo_00001_general_osh_h_Normal_Colorless,,,,ファントム,,,,Normal,,Colorless,,Defense,,Default,,Normal,,,,150000,,150,,1000,,10,,50,,,,1000.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,OutpostHpPercentage,,,,99,,50,,2,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,16,,OutpostHpPercentage,99,SummonEnemy,e_glo_00001_general_osh_h_Normal_Colorless,,2,50,None,,None,,None,,None,,,FALSE,,Default,Normal,150,10,1,50,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
