,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ラベル,,,ロール,,,属性,,,攻撃射程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,2424,3951,2424,3951,2860,3126,3248,3345,3345,3345,3345,3345,3345,4662,5096,5294,5452,5452,5452,5452,5452,5452
,FestivalUR,,,テクニカル,,,赤,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,5,0,2523,4112,2523,4112,2977,3254,3380,3481,3481,3481,3481,3481,3481,4852,5304,5510,5674,5674,5674,5674,5674,5674
,※キャラクター名：Glow_ID_管理のFIX名称を参照。未記入の場合(仮)名称を参照。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠距離以外,,,,,6,0,2624,4277,2624,4277,3096,3384,3516,3621,3621,3621,3621,3621,3621,5046,5517,5731,5902,5902,5902,5902,5902,5902
,基本ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,2727,4445,2727,4445,3217,3517,3654,3763,3763,3763,3763,3763,3763,5245,5734,5956,6134,6134,6134,6134,6134,6134
,召喚コスト,,再召喚時間F,,,well_distace,,,移動速度,,,KB回数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,2832,4616,2832,4616,3341,3653,3794,3908,3908,3908,3908,3908,3908,5446,5954,6185,6370,6370,6370,6370,6370,6370
,900,,790,,,0.41,,,35,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,2939,4789,2939,4789,3468,3791,3938,4055,4055,4055,4055,4055,4055,5651,6177,6417,6608,6608,6608,6608,6608,6608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,3046,4965,3046,4965,3594,3929,4081,4203,4203,4203,4203,4203,4203,5858,6404,6653,6851,6851,6851,6851,6851,6851
,Lvステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,3046,4965,3046,4965,3594,3929,4081,4203,4203,4203,4203,4203,4203,5858,6404,6653,6851,6851,6851,6851,6851,6851
,体力Lv1,,,体力Lv150,,,攻撃力Lv1,,,攻撃力Lv150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,3155,5142,3155,5142,3722,4069,4227,4353,4353,4353,4353,4353,4353,6067,6633,6890,7095,7095,7095,7095,7095,7095
,2160,,,21600,,,3520,,,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,3265,5322,3265,5322,3852,4211,4375,4505,4505,4505,4505,4505,4505,6279,6865,7131,7344,7344,7344,7344,7344,7344
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,3377,5503,3377,5503,3984,4356,4525,4660,4660,4660,4660,4660,4660,6493,7098,7374,7594,7594,7594,7594,7594,7594
,特性,,,,,,,効果値,,解放ランク,,解放レベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,3489,5685,3489,5685,4117,4500,4675,4814,4814,4814,4814,4814,4814,6708,7333,7617,7845,7845,7845,7845,7845,7845
,1,スタン攻撃無効化,,,,,,45,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,3601,5869,3601,5869,4249,4645,4825,4969,4969,4969,4969,4969,4969,6925,7571,7864,8099,8099,8099,8099,8099,8099
,2,突風コマ無効化,,,,,,-,,4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,3715,6055,3715,6055,4383,4792,4978,5126,5126,5126,5126,5126,5126,7144,7810,8113,8355,8355,8355,8355,8355,8355
,3,ダメージコマ無効化,,,,,,-,,6,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,3830,6241,3830,6241,4519,4940,5132,5285,5285,5285,5285,5285,5285,7364,8050,8362,8612,8612,8612,8612,8612,8612
,,,,,,,,,,,,,,"※解放ランク1=Lv20,ランク2=Lv30。以降同様。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,3945,6429,3945,6429,4655,5089,5286,5444,5444,5444,5444,5444,5444,7586,8293,8614,8872,8872,8872,8872,8872,8872
,通常攻撃ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,4061,6617,4061,6617,4791,5238,5441,5604,5604,5604,5604,5604,5604,7808,8535,8866,9131,9131,9131,9131,9131,9131
,オノマトペ,,,通常攻撃発生F,,,攻撃ヒットF,,,,攻撃CDF,,,攻撃距離,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,,,,,,,,,,,,20,0,4177,6807,4177,6807,4928,5388,5597,5764,5764,5764,5764,5764,5764,8032,8781,9121,9393,9393,9393,9393,9393,9393
,shageki_1,,,1.60,,,stop有:1回目 0.43,,,,100,,,中距離,,,0.52,,範囲(小),,,0.75,,,,,,,,,,,,,,,,,,,,,,,,20,1,4177,6807,4427,7215,5178,5638,5847,6014,6014,6014,6014,6014,6014,8440,9189,9529,9801,9801,9801,9801,9801,9801
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,4294,6998,4544,7406,5316,5789,6003,6175,6175,6175,6175,6175,6175,8665,9435,9785,10065,10065,10065,10065,10065,10065
,Distance,,,0,,,,Distance,,,0.52,,,,敵,,All,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,4412,7190,4662,7598,5456,5941,6162,6338,6338,6338,6338,6338,6338,8892,9683,10042,10330,10330,10330,10330,10330,10330
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,4530,7383,4780,7791,5595,6093,6320,6501,6501,6501,6501,6501,6501,9119,9932,10301,10596,10596,10596,10596,10596,10596
,必殺ワザステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※数式参照用,,,,,24,1,4649,7576,4899,7984,5735,6247,6479,6665,6665,6665,6665,6665,6665,9347,10181,10559,10862,10862,10862,10862,10862,10862
,"必殺攻撃_
オノマトペ",,,必殺攻撃F,,,必殺攻撃ヒットF,,,,初回必殺CDF,,,2回目以降必殺CDF,,,攻撃距離,,,,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,バフ・デバフ効果型,,,,,25,1,4768,7771,5018,8179,5876,6400,6639,6829,6829,6829,6829,6829,6829,9577,10432,10821,11131,11131,11131,11131,11131,11131
,-,,,3.24,,,stop無:1回目 1.83,,,,640,,,1770,,,中距離,,,,,,"(コマ)0,+2",,"範囲(コマ)0,+2",,,0.45,,,,,,,,,,,,,-,,,,,26,1,4888,7966,5138,8374,6017,6555,6799,6995,6995,6995,6995,6995,6995,9807,10684,11082,11401,11401,11401,11401,11401,11401
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,バフ・デバフ効果型,,,,,,※攻撃系以外の必殺ワザは攻撃倍率「無」,,,,,,,,,,,,,,,,,,27,1,5008,8162,5258,8570,6159,6710,6960,7161,7161,7161,7161,7161,7161,10039,10936,11345,11671,11671,11671,11671,11671,11671
,Koma,,,0,,,,Koma,,,"(コマ)0,+2",,,,敵,,All,,,All,,-,,,,,,,,,,,,,,,,,,,,,,,,28,1,5129,8359,5379,8767,6302,6866,7122,7328,7328,7328,7328,7328,7328,10271,11191,11609,11943,11943,11943,11943,11943,11943
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,※「range_start_parameter」「range_end_parameter」：攻撃範囲がコマの場合は手動で記載が必要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,5250,8556,5500,8964,6445,7022,7285,7495,7495,7495,7495,7495,7495,10504,11445,11873,12215,12215,12215,12215,12215,12215
,必殺ワザ詳細,,,必殺ワザ1,,,,,,,,,,,,必殺ワザ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,5372,8755,5622,9163,6588,7179,7448,7663,7663,7663,7663,7663,7663,10738,11701,12139,12489,12489,12489,12489,12489,12489
,,,,攻撃(必殺),,,,,,,,,,,,攻撃力Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,5372,8755,5855,9542,6821,7412,7681,7896,7896,7896,7896,7896,7896,11117,12080,12518,12868,12868,12868,12868,12868,12868
,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,,,,,,,,,,,,,,,,,,,31,2,5494,8953,5977,9740,6965,7570,7844,8064,8064,8064,8064,8064,8064,11351,12336,12784,13142,13142,13142,13142,13142,13142
,グレード,,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,,,,,,,,,,,,,,,,,,,32,2,5616,9153,6099,9940,7109,7727,8008,8233,8233,8233,8233,8233,8233,11587,12594,13052,13418,13418,13418,13418,13418,13418
,1,,,81,,-,,-,,-,,-,,-,,-,,-,,-,,25,,150,,-,,,,,,,,,,,,,,,,,,,,33,2,5739,9353,6222,10140,7255,7886,8173,8402,8402,8402,8402,8402,8402,11823,12852,13320,13694,13694,13694,13694,13694,13694
,2,,,90,,-,,-,,-,,-,,-,,-,,-,,-,,30,,200,,-,,,,,,,,,,,,,,,,,,,,34,2,5863,9554,6346,10341,7401,8046,8339,8573,8573,8573,8573,8573,8573,12060,13111,13589,13971,13971,13971,13971,13971,13971
,3,,,96,,-,,-,,-,,-,,-,,-,,-,,-,,35,,250,,-,,,,,,,,,,,,,,,,,,,,35,2,5986,9756,6469,10543,7546,8204,8504,8743,8743,8743,8743,8743,8743,12299,13372,13860,14250,14250,14250,14250,14250,14250
,4,,,100,,-,,-,,-,,-,,-,,-,,-,,-,,40,,300,,-,,,,,,,,,,,,,,,,,,,,36,2,6110,9958,6593,10745,7692,8364,8670,8914,8914,8914,8914,8914,8914,12537,13632,14130,14529,14529,14529,14529,14529,14529
,5,,,104,,-,,-,,-,,-,,-,,-,,-,,-,,50,,375,,-,,,,,,,,,,,,,,,,,,,,37,2,6234,10160,6717,10947,7839,8524,8836,9085,9085,9085,9085,9085,9085,12775,13893,14401,14807,14807,14807,14807,14807,14807
,,,,※効果値：攻撃範囲がコマの場合は手動で記載が必要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,6359,10363,6842,11150,7986,8686,9004,9258,9258,9258,9258,9258,9258,13015,14155,14673,15087,15087,15087,15087,15087,15087
,→,連続攻撃は最大ダメージ。効果時間は/50。※発動確率は「-」の記載 = 「100%」。状態異常系「スタン、火傷、氷結、毒」のみ記載。←以外の必殺ワザで発動確率を記載する場合は、特殊な確率場合のみ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,6484,10567,6967,11354,8134,8847,9171,9430,9430,9430,9430,9430,9430,13256,14418,14946,15369,15369,15369,15369,15369,15369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※数式参照用,,,,,40,2,6610,10771,7093,11558,8282,9009,9340,9604,9604,9604,9604,9604,9604,13496,14681,15220,15650,15650,15650,15650,15650,15650
,"※必殺ワザ3の効果範囲は、「必殺ワザ1,2,4」と異なるため、詳細は右記をご参照ください。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chara_osh_00001_Special_00001,,,,,40,3,6610,10771,7337,11955,8526,9253,9584,9848,9848,9848,9848,9848,9848,13893,15078,15617,16047,16047,16047,16047,16047,16047
,必殺ワザ詳細,,,必殺ワザ3,,,,,,,,,,,,,攻撃範囲,,,攻撃倍率,,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,,,,,,chara_osh_00001_Special_00002,,,,,41,3,6735,10976,7462,12160,8674,9415,9751,10021,10021,10021,10021,10021,10021,14135,15343,15891,16330,16330,16330,16330,16330,16330
,,,,必殺ワザリキャスト短縮,,,,,,,,,,,,,"範囲(コマ)-2,0,+2",,,-,,Koma,,,-2,,,,Koma,,,2,,,,,,,,,chara_osh_00001_Special_00003,,,,,42,3,6861,11182,7588,12366,8822,9577,9920,10195,10195,10195,10195,10195,10195,14378,15608,16167,16615,16615,16615,16615,16615,16615
,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,,対象,,対象属性,,,対象ロール,,バフ・デバフ効果型,,,,,,,,,,,,,,,,,chara_osh_00001_Special_00004,,,,,43,3,6987,11387,7714,12571,8971,9740,10089,10369,10369,10369,10369,10369,10369,14620,15873,16442,16898,16898,16898,16898,16898,16898
,グレード,,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,,味方,,All,,,All,,※特殊調整(アイ専用),,,,,,,,,,,,,,,,,chara_osh_00001_Special_00005,,,,,44,3,7114,11594,7841,12778,9121,9904,10259,10544,10544,10544,10544,10544,10544,14864,16140,16719,17183,17183,17183,17183,17183,17183
,1,,,-,,-,,-,,500,,-,,-,,,※↑必殺ワザ3範囲,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,45,3,7241,11800,7968,12984,9271,10067,10429,10719,10719,10719,10719,10719,10719,15108,16406,16996,17468,17468,17468,17468,17468,17468
,2,,,-,,-,,-,,600,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3,7368,12008,8095,13192,9421,10231,10600,10894,10894,10894,10894,10894,10894,15353,16674,17274,17755,17755,17755,17755,17755,17755
,3,,,-,,-,,-,,650,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3,7496,12215,8223,13399,9572,10396,10771,11071,11071,11071,11071,11071,11071,15597,16941,17552,18040,18040,18040,18040,18040,18040
,4,,,-,,-,,-,,750,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3,7623,12424,8350,13608,9722,10560,10941,11246,11246,11246,11246,11246,11246,15844,17210,17832,18329,18329,18329,18329,18329,18329
,5,,,-,,-,,-,,900,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,7751,12632,8478,13816,9873,10725,11113,11423,11423,11423,11423,11423,11423,16089,17479,18110,18616,18616,18616,18616,18616,18616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,7880,12841,8607,14025,10025,10892,11286,11601,11601,11601,11601,11601,11601,16336,17748,18390,18904,18904,18904,18904,18904,18904
,"※必殺ワザ4の効果範囲は、「必殺ワザ1,2,3」と異なるため、詳細は右記をご参照ください。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,7880,12841,8825,14381,10243,11110,11504,11819,11819,11819,11819,11819,11819,16692,18104,18746,19260,19260,19260,19260,19260,19260
,必殺ワザ詳細,,,必殺ワザ4,,,,,,,,,,,,,攻撃範囲,,,攻撃倍率,,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,,,,,,,,,,,51,4,8008,13051,8953,14591,10394,11275,11675,11996,11996,11996,11996,11996,11996,16940,18375,19028,19550,19550,19550,19550,19550,19550
,,,,必殺ワザリキャスト短縮(自身),,,,,,,,,,,,,自身,,,-,,Distance,,,0,,,,Distance,,,0,,,,,,,,,,,,,,52,4,8137,13261,9082,14801,10546,11441,11848,12174,12174,12174,12174,12174,12174,17187,18646,19309,19840,19840,19840,19840,19840,19840
,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,,対象,,対象属性,,,対象ロール,,バフ・デバフ効果型,,,,,,,,,,,,,,,,,,,,,,53,4,8266,13471,9211,15011,10698,11608,12021,12352,12352,12352,12352,12352,12352,17435,18917,19591,20129,20129,20129,20129,20129,20129
,グレード,,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,,自身,,All,,,All,,※特殊調整(アイ専用),,,,,,,,,,,,,,,,,,,,,,54,4,8395,13682,9340,15222,10851,11774,12194,12530,12530,12530,12530,12530,12530,17684,19189,19873,20421,20421,20421,20421,20421,20421
,1,,,-,,-,,-,,-,,-,,-,,,※↑必殺ワザ4範囲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4,8525,13893,9470,15433,11004,11942,12368,12709,12709,12709,12709,12709,12709,17933,19461,20156,20712,20712,20712,20712,20712,20712
,2,,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,8655,14104,9600,15644,11157,12109,12542,12888,12888,12888,12888,12888,12888,18182,19734,20439,21003,21003,21003,21003,21003,21003
,3,,,-,,-,,-,,150,,-,,-,,←グレード3から追加効果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,8785,14316,9730,15856,11311,12277,12716,13068,13068,13068,13068,13068,13068,18432,20007,20723,21296,21296,21296,21296,21296,21296
,4,,,-,,-,,-,,150,,-,,-,,←グレード4は据え置き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,8915,14528,9860,16068,11464,12445,12891,13247,13247,13247,13247,13247,13247,18683,20281,21007,21588,21588,21588,21588,21588,21588
,5,,,-,,-,,-,,250,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4,9045,14741,9990,16281,11618,12613,13065,13427,13427,13427,13427,13427,13427,18934,20555,21292,21882,21882,21882,21882,21882,21882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,9176,14954,10121,16494,11772,12782,13240,13607,13607,13607,13607,13607,13607,19185,20830,21578,22176,22176,22176,22176,22176,22176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,9176,14954,10552,17197,12203,13213,13671,14038,14038,14038,14038,14038,14038,19888,21533,22281,22879,22879,22879,22879,22879,22879
,必殺ワザ文言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,9307,15167,10683,17410,12358,13382,13847,14219,14219,14219,14219,14219,14219,20140,21808,22566,23173,23173,23173,23173,23173,23173
,グレード,,,必殺ワザ文言,,,,,,,,,,,,,,,,文字数,,必殺ワザ詳細文言,,,,,,文字数,,,,,,,,,,,,,,,,,,62,5,9438,15381,10814,17624,12512,13551,14022,14400,14400,14400,14400,14400,14400,20392,22084,22853,23468,23468,23468,23468,23468,23468
,1,,,自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの81%のダメージ + 攻撃がヒットした場合、敵の攻撃を3秒間、25%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を10秒間、短縮する,,,,,,,,,,,,,,,,120,,-,,,,,,-,,,,,,,,,,,,,,,,,,63,5,9570,15595,10946,17838,12668,13721,14199,14582,14582,14582,14582,14582,14582,20645,22360,23140,23764,23764,23764,23764,23764,23764
,2,,,自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの90%のダメージ + 攻撃がヒットした場合、敵の攻撃を4秒間、30%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を12秒間、短縮する,,,,,,,,,,,,,,,,120,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,,,,,,64,5,9701,15810,11077,18053,12823,13890,14375,14763,14763,14763,14763,14763,14763,20898,22637,23428,24060,24060,24060,24060,24060,24060
,3,,,自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの96%のダメージ + 攻撃がヒットした場合、敵の攻撃を5秒間、35%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を13秒間、短縮する + 自身の必殺ワザ発動までの時間を3秒間、短縮する,,,,,,,,,,,,,,,,146,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,,,,,,65,5,9833,16024,11209,18267,12978,14060,14552,14945,14945,14945,14945,14945,14945,21151,22913,23715,24356,24356,24356,24356,24356,24356
,4,,,自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの100%のダメージ + 攻撃がヒットした場合、敵の攻撃を6秒間、40%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を15秒間、短縮する + 自身の必殺ワザ発動までの時間を3秒間、短縮する,,,,,,,,,,,,,,,,147,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,,,,,,66,5,9965,16239,11341,18482,13134,14230,14729,15127,15127,15127,15127,15127,15127,21405,23191,24003,24652,24652,24652,24652,24652,24652
,5,,,自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの104%のダメージ + 攻撃がヒットした場合、敵の攻撃を7.5秒間、50%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を18秒間、短縮する + 自身の必殺ワザ発動までの時間を5秒間、短縮する,,,,,,,,,,,,,,,,149,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,,,,,,67,5,10097,16455,11473,18698,13290,14401,14905,15309,15309,15309,15309,15309,15309,21659,23469,24292,24950,24950,24950,24950,24950,24950
,,,,,,,,,,,,,,,,,,,,,,,,,,,,※18字まで,,,,,,,,,,,,,,,,,,68,5,10230,16671,11606,18914,13447,14572,15084,15493,15493,15493,15493,15493,15493,21914,23748,24582,25248,25248,25248,25248,25248,25248
,ワンポイント文言,,,,,,,,,,,,,,,,,,,,,,,文字数,,,,,,,,,,,,,,,,,,,,,,69,5,10362,16887,11738,19130,13603,14742,15261,15675,15675,15675,15675,15675,15675,22169,24027,24871,25547,25547,25547,25547,25547,25547
,味方の必殺ワザ発動までの時間を短縮できるぞ!さらに、広範囲の必殺ワザで、複数の相手の攻撃をDOWNできるテクニカルキャラ!,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,70,5,10495,17103,11871,19346,13760,14914,15439,15859,15859,15859,15859,15859,15859,22424,24305,25161,25845,25845,25845,25845,25845,25845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,6,10495,17103,12174,19839,14063,15217,15742,16162,16162,16162,16162,16162,16162,22917,24798,25654,26338,26338,26338,26338,26338,26338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,6,10628,17320,12307,20056,14220,15389,15920,16345,16345,16345,16345,16345,16345,23173,25078,25944,26637,26637,26637,26637,26637,26637
,,,,,,,,,,,,,,,,,,,,,,,,※100字まで,,,,,,,,,,,,,,,,,,,,,,72,6,10761,17537,12440,20273,14376,15560,16098,16529,16529,16529,16529,16529,16529,23429,25358,26235,26937,26937,26937,26937,26937,26937
