ENABLE,release_key,id,mst_pack_id,language,name
e,202602020,event_item_pack_32_ja,event_item_pack_32,ja,【お一人様1回まで購入可】\n即戦力!キャラ強化パック
e,202602020,WS_00001_ja,WS_00001,ja,プリズム150個\n スペシャルプレゼント！
e,202602020,WS_00002_ja,WS_00002,ja,プリズム1500個\n スペシャルプレゼント！
e,202602020,WS_00003_ja,WS_00003,ja,おためしプリズムセットA\n プリズム160個\n （有償80個＋無償80個）
e,202602020,WS_00004_ja,WS_00004,ja,おためしプリズムセットB\n プリズム480個\n （有償240個＋無償240個）
e,202602020,WS_00005_ja,WS_00005,ja,おためしプリズムセットC\n プリズム980個\n （有償490個＋無償490個）
e,202602020,WS_00006_ja,WS_00006,ja,プリズム85個\n （有償80個＋無償5個）
e,202602020,WS_00007_ja,WS_00007,ja,プリズム260個\n （有償240個＋無償20個）
e,202602020,WS_00008_ja,WS_00008,ja,プリズム550個\n （有償510個＋無償40個）
e,202602020,WS_00009_ja,WS_00009,ja,プリズム1660個\n （有償1560個＋無償100個）
e,202602020,WS_00010_ja,WS_00010,ja,プリズム2750個\n （有償2600個＋無償150個）
e,202602020,WS_00011_ja,WS_00011,ja,プリズム5650個\n （有償5400個＋無償250個）
e,202602020,WS_00012_ja,WS_00012,ja,スペシャルお得強化パック
e,202602020,WS_00013_ja,WS_00013,ja,スペシャルジャンブルパック
