ENABLE,release_key,id,mst_enemy_character_id,language,name,description
e,202512010,chara_sur_00801_ja,chara_sur_00801,ja,無窮の鎖 和倉 優希,和倉 優希がスレイブとして変身した姿。醜鬼に似ている姿で、首には鎖付きの首輪がついている。使役する主人は優希の背に乗り、鎖によって操縦することが可能。変身を解くと、変身中の働きによって主人からの「褒美」が与えられる。
e,202509010,chara_tak_00001_ja,chara_tak_00001,ja,ハッピー星からの使者 タコピー,宇宙にハッピーを広めるため旅をするハッピー星人。\nハッピーな思考の持ち主で、人間の行動や考えには疎い。故郷を離れて地球へ降り立つも、遭難。地球人の女の子、久世しずかに助けられ、ハッピー道具を使い彼女を喜ばせるために奮闘する。
e,202601010,chara_jig_00601_ja,chara_jig_00601,ja,民谷 巌鉄斎,“八洲無双の剣龍”と呼ばれる剣豪。\n藩主の屋敷にあった門扉の龍を切ったことにより、不敬罪に問われ死罪人となった。天下に轟く偉業を成し、後世に語り継がれる名前を残すことによって真の不老不死になることを史上の目標にしている。
e,202509010,chara_mag_00001_ja,chara_mag_00001,ja,新人魔法少女 桜木 カナ,「株式会社マジルミエ」の新人魔法少女。\n就職活動の面接中に駆けつけた魔法少女・越谷 仁美に惚れ込み、魔法少女への一歩を踏み出した。脅威的な記憶力を持っており、一度聞いたことや読んだものは忘れない。徹底的な事前準備を行う努力家。
e,202509010,chara_sum_00001_ja,chara_sum_00001,ja,網代 慎平,調理師専門学校に通う17歳の少年。\n幼馴染の小舟 潮の葬儀に参列するために、2年ぶりに故郷の日都ヶ島(ひとがしま)へ帰省したところ、同じ夏を繰り返すループに巻き込まれてしまう。冷静に思考するためにフカンして考えることを心がけている。
e,202512020,chara_osh_00201_ja,chara_osh_00201,ja,星野 ルビー,苺プロダクション所属のアイドルで、再始動した新生B小町のメンバー。陽東高校芸能科1年生。ルビーは通称で本名は星野 瑠美衣(るびい)。明るい性格で、母親であるアイのような輝くアイドルになることを夢に見続け、何度もオーディションを受け続けていた。
e,202512020,chara_osh_00301_ja,chara_osh_00301,ja,MEMちょ,ネットで人気のある、バズらせのプロとして活躍するユーチューバーにしてインフルエンサー。星野 アクアに新生B小町に誘われ。一度は諦めたアイドルの道を歩み出した。B小町の配信やMV撮影、動画編集など、インフルエンサーとしてのスキルや人脈を駆使し、B小町を成功へ導く。
e,202512020,chara_osh_00401_ja,chara_osh_00401,ja,有馬 かな,陽東高校芸能科2年生。かつて10秒で泣ける天才子役として\n一世を風靡したが、その後は下火になっていた。芸能界の先輩としてのプライドが高く、子役として共演した星野 アクアのことを意識している。苺プロに加入し、女優からアイドルへ転身、新生B小町のセンターとして活動することとなる。
e,202512020,chara_osh_00501_ja,chara_osh_00501,ja,黒川あかね,高校2年生。劇団ララライに所属する若きエース。\n分析力が非常に高く、まるで役をその身に降ろすかのように演じる。恋愛リアリティショー「今からガチ恋始めます」へ出演するも、演出に翻弄されSNSで炎上。自殺未遂をしてしまうほど追い詰められるも星野 アクアによって助けられる。
e,202512020,chara_osh_00601_ja,chara_osh_00601,ja,ぴえヨン,苺プロダクションに所属する年収1億円の覆面筋トレ系ユーチューバー。ひよこを模した丸い覆面に、パンツ一枚の姿をしており、小中学生から人気を集めている。新生B小町を宣伝するためにコラボをすることになり、1時間のぴえヨンブートダンスを決行する。
e,202602015,chara_you_00201_ja,chara_you_00201,ja,ダグ,“世界一安全な幼稚園”と言われる「ブラック幼稚園」たんぽぽ組の教諭で、リタの先輩。\n詐欺師として、誰も信用せず、独りで生きてきたが、リタに命を救われ恋に落ちる。鋭い勘と優しい性格を併せ持ち、園児たちにも好かれている。
e,202602020,chara_kim_00001_ja,chara_kim_00001,ja,溢れる母性 花園 羽々里,愛城 恋太郎の彼女の1人。29歳。娘である花園 羽香里を守るために「5股男」の愛城 恋太郎から引き離そうとしたが、最終的に彼女になることに。変態と言える域にまで恋太郎ファミリーへの愛が到達している。包み込むような優しさもあるが、学校理事長としての職権濫用もひどい。
e,202602020,chara_kim_00101_ja,chara_kim_00101,ja,花園 羽香里,愛城 恋太郎の彼女の1人。高校1年生。魅惑的なプロポーションと計算高い策士気質を併せ持つ品行方正な美女。恋に盲目な一面があり、入学早々に院田 唐音と一緒に愛城 恋太郎に告白をした。根は真面目で、他者への思いやりに溢れている。
e,202602020,chara_kim_00201_ja,chara_kim_00201,ja,院田 唐音,愛城 恋太郎の彼女の1人。高校1年生。「〇〇じゃないんだからね！」が口癖の、ツインテールがよく似合うツンデレ気質全開の強気な少女。入学早々に花園 羽香里と一緒に愛城 恋太郎に告白をした。常識人なため、彼女たちの中ではツッコミ担当。
e,202602020,chara_kim_00301_ja,chara_kim_00301,ja,好本 静,愛城 恋太郎の彼女の1人。高校1年生。読書が大好きでお淑やかな図書委員。会話が苦手なため、愛読書の台詞を引用して話す。愛城 恋太郎からもらったスマホのテキスト読み上げアプリによってさらにコミュニケーションがスムーズになった。
e,202603010,chara_hut_00001_ja,chara_hut_00001,ja,ひたむきギタリスト 鳩野 ちひろ,「はーとぶれいく」のギターボーカル担当。高校1年生。ちょっと渋めな邦ロックを愛している。高校入学を機に憧れのギターを購入し、軽音学部に入部した。ちょっぴり自意識過剰な性格で、中学生時代の出来事から人前で歌うことに抵抗があるものの、人を惹きつける歌声をしている。
e,202603010,chara_hut_00101_ja,chara_hut_00101,ja,幸山 厘,「はーとぶれいく」のベース担当。高校1年生。成績優秀でベースの腕もあるが、なぜか鳩野 ちひろを神とあがめている。策略家な一面があり、最初のバンド「ラチッタデッラ」解散後、内田 桃と藤井 彩目を引き入れ「はーとぶれいく」を結成する。
e,202603010,chara_hut_00201_ja,chara_hut_00201,ja,内田 桃,バンドのドラム担当。高校1年生。鳩野 ちひろのクラスメイトで、入学してすぐに仲良くなった。恋愛に対してコンプレックスを抱えている。最初に組んだバンド「sound sleep」の解散後、「はーとぶれいく」に加入することに。
e,202603010,chara_hut_00301_ja,chara_hut_00301,ja,藤井 彩目,バンドのギター担当。高校1年生。ギターは上手いが周りの人間を見下しがちな性格。鷹見 項希と交際していたが、破局。軽音楽部を退部しようとしていたが、鳩野 ちひろの弾き語りに心を動かされ、「はーとぶれいく」へ加入することに。
e,202604010,chara_aya_00101_ja,chara_aya_00101,ja,花奏 すず,未作成
e,202509010,enemy_spy_00001_ja,enemy_spy_00001,ja,密輸組織の残党,<黄昏>が襲撃した密輸組織の残党。奪われた美術品を取り戻すため、仕込んだ発信機を元に追跡したが返り討ちにあう。
e,202509010,enemy_dan_00001_ja,enemy_dan_00001,ja,セルポ星人,モモを誘拐した宇宙人。クローンで個体を増やす雄のみの種。生殖機能を取り戻すため、人間の女性を狙う。
e,202509010,enemy_gom_00402_ja,enemy_gom_00402,ja,たこ焼き,たこ焼き。\n目の前の鉄板で焼かれるライブ調理で、できたてを提供。
e,202509010,enemy_gom_00501_ja,enemy_gom_00501,ja,バタートースト,パリパリにトーストされたパン。\nバターを添えて一口、お皿に残ったビーフシチューを拭って一口。
e,202509010,enemy_gom_00701_ja,enemy_gom_00701,ja,ラーメン,濃厚こってりラーメン。麺カタメ味コイメほうれん草トッピング。閉店間際には切り落としチャーシューサービス。
e,202509010,enemy_chi_00101_ja,enemy_chi_00101,ja,ゾンビ,『ゾンビの悪魔』の奴隷となり、力を得る代わりにゾンビになった。\n『ゾンビの悪魔』の命令に従い行動する。
e,202509010,enemy_kai_00101_ja,enemy_kai_00101,ja,怪獣 余獣,防衛隊員選別試験の最終審査で、カフカたち受験生の討伐対象になった余獣。4足歩行で移動する。\n目は退化しており視力が弱く、代わりに聴覚が発達している。
e,202509010,enemy_sur_00101_ja,enemy_sur_00101,ja,醜鬼,魔都に生息する魔物。\n形状も大きさもさまざまだが、基本的には人型のような姿に、仮面を被ったような姿をしている。
e,202509010,enemy_jig_00001_ja,enemy_jig_00001,ja,門神,島に上陸してすぐに現れた化物。\n人間の目にあたる部分から手が生えており、黒い肌をしている。
e,202509010,enemy_jig_00401_ja,enemy_jig_00401,ja,極楽蝶,蝶のような姿をしているが、人のような頭がついている人工的な生き物。\n鱗粉を撒き散らしたり、針のようなものを刺して攻撃する。
e,202509010,enemy_mag_00001_ja,enemy_mag_00001,ja,冷却系怪異,面接会場に現れた冷却系怪異。\n複数の目のようなものが体についた姿をしている。
e,202509010,enemy_mag_00101_ja,enemy_mag_00101,ja,つらら,冷却系怪異が放ったつらら。
e,202509010,enemy_sum_00001_ja,enemy_sum_00001,ja,影,『影を見た物は死ぬ』——。\n影が身近な人間に成り代わってしまうという、日都ヶ島(ひとがしま)に伝わっている怪談に登場する謎の存在。\n
e,202602015,enemy_you_00001_ja,enemy_you_00001,ja,不良系金髪イケメン,「ブラック幼稚園」に送られてきた暗殺者。ラーメンはチャーシューから食べる派。
e,202602015,enemy_you_00101_ja,enemy_you_00101,ja,イケメンじゃない殺し屋,ダグを攫った殺し屋の1人。イケメンではない。
e,202604010,enemy_aya_00001_ja,enemy_aya_00001,ja,シロガネ,未作成
e,202509010,enemy_glo_00001_ja,enemy_glo_00001,ja,ファントム,ー
