ENABLE,id,mst_advent_battle_reward_group_id,resource_type,resource_id,resource_amount,release_key
e,quest_raid_you_reward_00002_36,quest_raid_you_reward_group_00002_36,Item,memory_fragment_glo_00002,2,202601010
e,quest_raid_you_reward_00002_37,quest_raid_you_reward_group_00002_37,FreeDiamond,prism_glo_00001,30,202601010
e,quest_raid_you_reward_00002_38,quest_raid_you_reward_group_00002_38,Coin,,3000,202601010
e,quest_raid_you_reward_00002_39,quest_raid_you_reward_group_00002_39,Item,memory_fragment_glo_00001,2,202601010
e,quest_raid_you_reward_00002_40,quest_raid_you_reward_group_00002_40,Item,memory_fragment_glo_00002,2,202601010
e,quest_raid_you_reward_00002_41,quest_raid_you_reward_group_00002_41,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_you_reward_00002_42,quest_raid_you_reward_group_00002_42,Coin,,4000,202601010
e,quest_raid_you_reward_00002_43,quest_raid_you_reward_group_00002_43,Item,memory_fragment_glo_00001,3,202601010
e,quest_raid_you_reward_00002_44,quest_raid_you_reward_group_00002_44,Item,memory_fragment_glo_00002,2,202601010
e,quest_raid_you_reward_00002_45,quest_raid_you_reward_group_00002_45,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_you_reward_00002_46,quest_raid_you_reward_group_00002_46,Coin,,4000,202601010
e,quest_raid_you_reward_00002_47,quest_raid_you_reward_group_00002_47,Item,memory_fragment_glo_00001,3,202601010
e,quest_raid_you_reward_00002_48,quest_raid_you_reward_group_00002_48,Item,memory_fragment_glo_00002,2,202601010
e,quest_raid_you_reward_00002_49,quest_raid_you_reward_group_00002_49,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_you_reward_00002_50,quest_raid_you_reward_group_00002_50,Coin,,4000,202601010
e,quest_raid_you_reward_00002_51,quest_raid_you_reward_group_00002_51,Item,memory_fragment_glo_00001,3,202601010
e,quest_raid_you_reward_00002_52,quest_raid_you_reward_group_00002_52,Item,memory_fragment_glo_00002,2,202601010
e,quest_raid_you_reward_00002_53,quest_raid_you_reward_group_00002_53,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_you_reward_00002_54,quest_raid_you_reward_group_00002_54,Coin,,4000,202601010
e,quest_raid_you_reward_00002_55,quest_raid_you_reward_group_00002_55,Item,memory_fragment_glo_00001,3,202601010
e,quest_raid_you_reward_00002_56,quest_raid_you_reward_group_00002_56,Item,memory_fragment_glo_00002,2,202601010
e,quest_raid_you_reward_00002_57,quest_raid_you_reward_group_00002_57,Item,memory_fragment_glo_00003,1,202601010
e,quest_raid_you_reward_00003_01,quest_raid_you_reward_group_00003_01,FreeDiamond,prism_glo_00001,1000,202601010
e,quest_raid_you_reward_00003_02,quest_raid_you_reward_group_00003_02,Coin,,100000,202601010
e,quest_raid_you_reward_00003_03,quest_raid_you_reward_group_00003_03,GachaTicket,gacha_ticket_special_glo_00001,5,202601010
e,quest_raid_you_reward_00003_04,quest_raid_you_reward_group_00003_04,FreeDiamond,prism_glo_00001,750,202601010
e,quest_raid_you_reward_00003_05,quest_raid_you_reward_group_00003_05,Coin,,75000,202601010
e,quest_raid_you_reward_00003_06,quest_raid_you_reward_group_00003_06,GachaTicket,gacha_ticket_special_glo_00001,5,202601010
e,quest_raid_you_reward_00003_07,quest_raid_you_reward_group_00003_07,FreeDiamond,prism_glo_00001,500,202601010
e,quest_raid_you_reward_00003_08,quest_raid_you_reward_group_00003_08,Coin,,50000,202601010
e,quest_raid_you_reward_00003_09,quest_raid_you_reward_group_00003_09,GachaTicket,gacha_ticket_special_glo_00001,5,202601010
e,quest_raid_you_reward_00003_10,quest_raid_you_reward_group_00003_10,FreeDiamond,prism_glo_00001,300,202601010
e,quest_raid_you_reward_00003_11,quest_raid_you_reward_group_00003_11,Coin,,30000,202601010
e,quest_raid_you_reward_00003_12,quest_raid_you_reward_group_00003_12,GachaTicket,gacha_ticket_special_glo_00001,4,202601010
e,quest_raid_you_reward_00003_13,quest_raid_you_reward_group_00003_13,FreeDiamond,prism_glo_00001,200,202601010
e,quest_raid_you_reward_00003_14,quest_raid_you_reward_group_00003_14,Coin,,20000,202601010
e,quest_raid_you_reward_00003_15,quest_raid_you_reward_group_00003_15,GachaTicket,gacha_ticket_special_glo_00001,3,202601010
e,quest_raid_you_reward_00003_16,quest_raid_you_reward_group_00003_16,FreeDiamond,prism_glo_00001,150,202601010
e,quest_raid_you_reward_00003_17,quest_raid_you_reward_group_00003_17,Coin,,15000,202601010
e,quest_raid_you_reward_00003_18,quest_raid_you_reward_group_00003_18,GachaTicket,gacha_ticket_special_glo_00001,3,202601010
e,quest_raid_you_reward_00003_19,quest_raid_you_reward_group_00003_19,FreeDiamond,prism_glo_00001,100,202601010
e,quest_raid_you_reward_00003_20,quest_raid_you_reward_group_00003_20,Coin,,10000,202601010
e,quest_raid_you_reward_00003_21,quest_raid_you_reward_group_00003_21,GachaTicket,gacha_ticket_special_glo_00001,2,202601010
e,quest_raid_you_reward_00003_22,quest_raid_you_reward_group_00003_22,FreeDiamond,prism_glo_00001,50,202601010
e,quest_raid_you_reward_00003_23,quest_raid_you_reward_group_00003_23,Coin,,5000,202601010
e,quest_raid_you_reward_00003_24,quest_raid_you_reward_group_00003_24,GachaTicket,gacha_ticket_special_glo_00001,2,202601010
e,quest_raid_you_reward_00003_25,quest_raid_you_reward_group_00003_25,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_you_reward_00003_26,quest_raid_you_reward_group_00003_26,Coin,,2000,202601010
e,quest_raid_you_reward_00003_27,quest_raid_you_reward_group_00003_27,GachaTicket,gacha_ticket_special_glo_00001,1,202601010
