,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,30000,,-,,-,,-,,-,,-,,125,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,
,→,連続攻撃は最大ダメージ。効果時間は/50。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,必殺ワザ文言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,グレード,,,必殺ワザ文言,,,,,,,,,,,,,,,,文字数,,必殺ワザ詳細文言,,,,,,文字数,,,,,,,,,,,,,※数式参照用,,,,,,,,,,,,,,,
,1,,,選択したコマと一つ先までのコマにいる敵複数体に15000の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する,,,,,,,,,,,,,,,,66,,-,,,,,,-,,,新文言レギュ,,,,,,,,,,chara_osh_00101_Special_00001,,,,,,,,,,,,,,,
,2,,,選択したコマと一つ先までのコマにいる敵複数体に17400の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する,,,,,,,,,,,,,,,,66,,必殺ワザ性能UP,,,,,,8,,,https://docs.google.com/spreadsheets/d/1tAaChe98Zh7vhMfGMK5Y4_ijmNb40fr519GtdZkkDUY/edit?gid=610643942#gid=610643942&range=C68,,,,,,,,,,chara_osh_00101_Special_00002,,,,,,,,,,,,,,,
,3,,,選択したコマと一つ先までのコマにいる敵複数体に21000の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する,,,,,,,,,,,,,,,,66,,必殺ワザ性能UP,,,,,,8,,,,,,,,,,,,,chara_osh_00101_Special_00003,,,,,,,,,,,,,,,
,4,,,選択したコマと一つ先までのコマにいる敵複数体に25500の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する,,,,,,,,,,,,,,,,66,,必殺ワザ性能UP,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,選択したコマと一つ先までのコマにいる敵複数体に30000の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する,,,,,,,,,,,,,,,,66,,必殺ワザ性能UP,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,※84字まで,,,,,,,,※18字まで,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ワンポイント文言,,,,,,,,,,,,,,,,,,,,,,,文字数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,選択したコマと一つ先までのコマにいる敵にダメージを与えるぞ!さらに味方の再召喚時間を短縮!,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,※100字まで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,※その他キャラ文言関連に関しては↓を参照,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://docs.google.com/spreadsheets/d/15MhqG2fCmYP60QZn_waTxDLL-LlRRkpIhKt6iaLyIzo/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,▼必殺ワザスキル文言、ワンポイント文言へのFBは以下に記載をお願いします（問題なければ「OK」だけ記載お願いします）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"選択したコマと一つ先までのコマにいる敵にダメージを与えるぞ!さらに味方の再召喚時間を短縮!                                                                                                                                                                                
                                                                                                                                                                                
                                                                                                                                                                                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,天乃 リリサ Lv80 星1 atk 21384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,before,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,335,chara_dan_00001,オカルン,,,,,6.7秒,4.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1010,chara_dan_00002,ターボババアの霊力 オカルン,,,,,20.2秒,17.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255,chara_dan_00101,モモ,,,,,5.1秒,2.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1750,chara_gom_00001,囚われの王女 姫様,,,,,35秒,32.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255,chara_gom_00101,トーチャー・トルチュール,,,,,5.1秒,2.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,365,chara_gom_00201,クロル,,,,,7.3秒,4.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,240,chara_sur_00001,和倉 優希,,,,,4.8秒,2.3秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1010,chara_jig_00001,がらんの画眉丸,,,,,20.2秒,17.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,545,chara_jig_00101,山田浅ェ門 佐切,,,,,10.9秒,8.4秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,455,chara_jig_00201,杠,,,,,9.1秒,6.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,705,chara_jig_00301,山田浅ェ門 仙汰,,,,,14.1秒,11.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,375,chara_kai_00101,市川 レノ,,,,,7.5秒,5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1005,chara_kai_00301,四ノ宮 キコル,,,,,20.1秒,17.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,185,chara_kai_00001,日比野 カフカ,,,,,3.7秒,1.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1025,chara_kai_00002,隠された英雄の姿 怪獣８号,,,,,20.5秒,18秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,125,chara_dos_00001,冬木 美波,,,,,2.5秒,0秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,225,chara_chi_00001,デンジ,,,,,4.5秒,2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,225,chara_sum_00001,網代 慎平,,,,,4.5秒,2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,430,chara_sum_00201,小舟 澪,,,,,8.6秒,6.1秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,405,chara_sur_00101,誇り高き魔都の剣姫 羽前 京香,,,,,8.1秒,5.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,310,chara_sum_00101,影のウシオ 小舟 潮,,,,,6.2秒,3.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,280,chara_sur_00201,東 日万凛,,,,,5.6秒,3.1秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1005,chara_sur_00301,駿河 朱々,,,,,20.1秒,17.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,775,chara_tak_00001,ハッピー星からの使者 タコピー,,,,,15.5秒,13秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,765,chara_chi_00201,早川 アキ,,,,,15.3秒,12.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,325,chara_chi_00301,パワー,,,,,6.5秒,4秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,560,chara_chi_00002,悪魔が恐れる悪魔 チェンソーマン,,,,,11.2秒,8.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,625,chara_rik_00001,リコピン,,,,,12.5秒,10秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255,chara_aka_00101,文蔵,,,,,5.1秒,2.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1170,chara_aka_00001,佐々木,,,,,23.4秒,20.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,720,chara_spy_00101,<黄昏> ロイド,,,,,14.4秒,11.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,570,chara_spy_00201,<いばら姫> ヨル,,,,,11.4秒,8.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1035,chara_spy_00401,フランキー・フランクリン,,,,,20.7秒,18.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1305,chara_spy_00501,姉を想う盲愛 ユーリ・ブライア,,,,,26.1秒,23.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,335,chara_rik_00101,甘戸 めめ,,,,,6.7秒,4.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,125,chara_bat_00001,清峰 葉流火,,,,,2.5秒,0秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1240,chara_bat_00101,要 圭,,,,,24.8秒,22.3秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,720,chara_mag_00001,新人魔法少女 桜木 カナ,,,,,14.4秒,11.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,560,chara_mag_00101,越谷 仁美,,,,,11.2秒,8.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,475,chara_yuw_00001,リリエルに捧ぐ愛 天乃 リリサ,,,,,9.5秒,7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,570,chara_yuw_00101,コスプレに託す乙女心 橘 美花莉,,,,,11.4秒,8.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,585,chara_aha_00001,ライドウ,,,,,11.7秒,9.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,410,chara_aha_00101,阿波連 れいな,,,,,8.2秒,5.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,190,chara_ron_00001,鴨乃橋 ロン,,,,,3.8秒,1.3秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,415,chara_ron_00101,一色 都々丸,,,,,8.3秒,5.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,715,chara_kai_00201,第三部隊隊長 亜白 ミナ,,,,,14.3秒,11.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,695,chara_kai_00401,保科 宗四郎,,,,,13.9秒,11.4秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,675,chara_kai_00501,四ノ宮 功,,,,,13.5秒,11秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,475,chara_kai_00601,古橋 伊春,,,,,9.5秒,7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,chara_sur_00401,大川村 寧,,,,,0秒,-2.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,chara_spy_00001,わくわく アーニャ,,,,,0秒,-2.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,chara_spy_00301,ダミアン・デズモンド,,,,,0秒,-2.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,chara_dos_00101,秋野 沙友理,,,,,0秒,-2.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255,chara_dan_00201,アイラ,,,,,5.1秒,2.6秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,370,chara_dan_00202,アクさらの愛 アイラ,,,,,7.4秒,4.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,735,chara_dan_00301,招き猫 ターボババア,,,,,14.7秒,12.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,260,chara_mag_00201,絶対効率の体現者 土刃 メイ,,,,,5.2秒,2.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,985,chara_mag_00301,葵 リリー,,,,,19.7秒,17.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,290,chara_mag_00401,槇野 あかね,,,,,5.8秒,3.3秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,chara_mag_00501,重本 浩司,,,,,0秒,-2.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,415,chara_yuw_00201,羽生 まゆり,,,,,8.3秒,5.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,310,chara_yuw_00301,勇気を纏うコスプレ 乃愛,,,,,6.2秒,3.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1535,chara_yuw_00401,伝えたいウチの想い 喜咲 アリア,,,,,30.7秒,28.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,315,chara_yuw_00501,753♡,,,,,6.3秒,3.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,935,chara_yuw_00601,奥村 正宗,,,,,18.7秒,16.2秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,365,chara_sur_00501,空間を操る六番組組長 出雲 天花,,,,,7.3秒,4.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295,chara_sur_00601,東 八千穂,,,,,5.9秒,3.4秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,380,chara_sur_00701,和倉 青羽,,,,,7.6秒,5.1秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1510,chara_sur_00801,無窮の鎖 和倉 優希,,,,,30.2秒,27.7秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,665,chara_yuw_00102,愛届ける聖夜のサンタ 橘 美花莉,,,,,13.3秒,10.8秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,790,chara_osh_00001,B小町不動のセンター アイ,,,,,15.8秒,13.3秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,chara_osh_00101,復讐を誓う片星 星野 アクア,,,,,0秒,-2.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,500,chara_osh_00201,星野 ルビー,,,,,10秒,7.5秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,270,chara_osh_00301,MEMちょ,,,,,5.4秒,2.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,275,chara_osh_00401,有馬 かな,,,,,5.5秒,3秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,275,chara_osh_00501,黒川 あかね,,,,,5.5秒,3秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1720,chara_osh_00601,ぴえヨン,,,,,34.4秒,31.9秒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
