シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
5話,,event_you1_charaget01_00005,,4,,ElapsedTime,4000,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,2,2000,Fall4,2.9,None,,None,,None,,,FALSE,,Default,Normal,8,4,1,70,0,,None,,202602010
5話,,event_you1_charaget01_00005,,5,,ElapsedTime,4000,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,2,2000,Fall4,2.8,None,,None,,None,,,FALSE,,Default,Normal,8,4,1,70,0,,None,,202602010
5話,,event_you1_charaget01_00005,,6,,ElapsedTime,2000,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,99,1200,None,,None,,None,,None,,,FALSE,,Default,Normal,10,3,1,70,0,,None,,202602010
4話,,event_you1_charaget01_00004,,1,,OutpostHpPercentage,99,SummonEnemy,c_you_00001_you1_charaget01_Boss_Colorless,,1,50,None,,None,,None,,None,,,FALSE,,Default,Normal,4,6,1,300,0,,None,,202602010
4話,,event_you1_charaget01_00004,,2,,ElapsedTime,250,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,5,1000,None,,None,,None,,None,,,FALSE,,Default,Normal,8,3,1,70,0,,None,,202602010
4話,,event_you1_charaget01_00004,,3,,ElapsedTime,2000,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,1,,Fall4,1.9,None,,None,,None,,,FALSE,,Default,Normal,6,4,1,70,0,,None,,202602010
4話,,event_you1_charaget01_00004,,4,,ElapsedTime,2000,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,1,,Fall4,1.8,None,,None,,None,,,FALSE,,Default,Normal,6,4,1,70,0,,None,,202602010
4話,,event_you1_charaget01_00004,,5,,ElapsedTime,1000,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,99,1500,None,,None,,None,,None,,,FALSE,,Default,Normal,8,3,1,70,0,,None,,202602010
3話,,event_you1_charaget01_00003,,1,,OutpostHpPercentage,99,SummonEnemy,c_you_00201_you1_charaget01_Boss_Yellow,,1,50,None,,None,,None,,None,,,FALSE,,Default,Normal,4,5,1,300,0,,None,,202602010
3話,,event_you1_charaget01_00003,,2,,OutpostHpPercentage,99,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,2,750,None,,None,,None,,None,,,FALSE,,Default,Normal,8,2.5,1,200,0,,None,,202602010
3話,,event_you1_charaget01_00003,,3,,ElapsedTime,250,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,8,1250,None,,None,,None,,None,,,FALSE,,Default,Normal,8,2,1,70,0,,None,,202602010
3話,,event_you1_charaget01_00003,,4,,ElapsedTime,500,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,12,1500,None,,None,,None,,None,,,FALSE,,Default,Normal,8,2.5,1,70,0,,None,,202602010
2話,,event_you1_charaget01_00002,,1,,OutpostHpPercentage,99,SummonEnemy,c_you_00201_you1_charaget01_Boss_Yellow,,1,1,None,,ElapsedTime,500,None,,None,,,FALSE,,Default,Normal,2,3,1,300,0,,None,,202602010
2話,,event_you1_charaget01_00002,,2,,OutpostHpPercentage,99,SummonEnemy,c_you_00001_you1_1d1c_Normal_Colorless,,1,1,None,,None,,None,,None,,,FALSE,,Default,Normal,1.5,4,1,200,0,,None,,202602010
2話,,event_you1_charaget01_00002,,3,,ElapsedTime,500,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,5,2000,None,,None,,None,,None,,,FALSE,,Default,Normal,5,2,1,70,0,,None,,202602010
2話,,event_you1_charaget01_00002,,4,,ElapsedTime,750,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,12,1850,None,,None,,None,,None,,,FALSE,,Default,Normal,5,2,1,70,0,,None,,202602010
1話,,event_you1_charaget01_00001,,1,,InitialSummon,0,SummonEnemy,c_you_00201_you1_charaget01_Boss_Yellow,,1,0,None,1.7,Damage,1,None,,None,,,FALSE,,Default,Normal,1.5,3,1,200,0,,None,,202602010
1話,,event_you1_charaget01_00001,,2,,ElapsedTime,500,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,5,1500,None,,None,,None,,None,,,FALSE,,Default,Normal,5,2,1,70,0,,None,,202602010
1話,,event_you1_charaget01_00001,,3,,ElapsedTime,3000,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,11,3000,None,,None,,None,,None,,,FALSE,,Default,Normal,5,2,1,70,0,,None,,202602010
