シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
4話,,event_osh1_challenge01_00004,,11,,EnterTargetKomaIndex,5,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,2,0.8,1,,0,,None,,202512020
4話,,event_osh1_challenge01_00004,,12,,EnterTargetKomaIndex,5,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,2,0.8,1,,0,,None,,202512020
4話,,event_osh1_challenge01_00004,,13,,FriendUnitDead,5,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,2,0.8,1,,0,,None,,202512020
4話,,event_osh1_challenge01_00004,,14,,FriendUnitDead,5,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,6,800,None,,None,,None,,None,,,FALSE,,Default,Normal,2,0.8,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,1,,ElapsedTime,300,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,4,700,None,,None,,None,,None,,,FALSE,,Default,Normal,2,1.1,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,2,,ElapsedTime,1500,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,4,1.3,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,3,,FriendUnitDead,2,SummonEnemy,c_osh_00401_challenge_Boss_Green,,1,0,None,,None,,None,,None,,,FALSE,,Boss,Normal,6,1.8,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,4,,ElapsedTime,1000,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,10,1300,None,,None,,None,,None,,,FALSE,,Default,Normal,1.5,1.1,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,5,,ElapsedTime,3000,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,8,1200,None,,None,,None,,None,,,FALSE,,Default,Normal,1.8,1.3,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,6,,ElapsedTime,5500,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,7,1000,None,,None,,None,,None,,,FALSE,,Default,Normal,2,1.5,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,7,,ElapsedTime,7000,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,7,1000,None,,None,,None,,None,,,FALSE,,Default,Normal,2.3,1.8,1,,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,8,,InitialSummon,0,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,1.7,Damage,1,None,,None,,,FALSE,,Default,Normal,2.4,1,1,200,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,9,,InitialSummon,0,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,0.8,Damage,1,None,,None,,,FALSE,,Default,Normal,2.4,1,1,200,0,,None,,202512020
3話,,event_osh1_challenge01_00003,,10,,InitialSummon,0,SummonEnemy,e_glo_00002_charaget_repeat_Normal_Colorless,,1,0,None,2.15,Damage,1,None,,None,,,FALSE,,Default,Normal,2.4,1,1,200,0,,None,,202512020
