ファイル名,フォルダパス,ファイルURL,更新日時
0103_01/05よりランクマッチ特別ルール開催！,/080_運営/お知らせ/202601,https://docs.google.com/document/d/1Br3e5nB4w2ds_a9YbtGkitgK1nkdncNqIArVhZsd7mg/edit?usp=drivesdk,2025-12-16 21:30:56
0105_【予告】次回のいいジャン祭は？,/080_運営/お知らせ/202601,https://docs.google.com/document/d/1tM_psRuFI5Pk4kLmiwLhSEV4woVf8PdKowzRGf_F72M/edit?usp=drivesdk,2025-12-16 00:54:46
1228_【1/5追記】App Store 年末年始プレゼントのお知らせ,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1dSoqmlNs8aHxEoR9ucBzbaMkwJSgMjIAld5D-Syngvk/edit?usp=drivesdk,2026-01-05 12:38:27
1225_冬季休業中のお問い合わせについて,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1tI9NnkjazZRZSTpN3wa_WTV2E2tKod_QFnA8p65i0LE/edit?usp=drivesdk,2025-12-25 14:27:08
1227_「正月特別号！【推しの子】  いいジャン祭」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1EE7I0GKBg3eCYnxPqpzSk1BKp3B1ZWwOqrJiMPu039g/edit?usp=drivesdk,2025-12-23 11:24:27
1227_【新スキル】必殺ワザを高速チャージ！「必殺ワザ発動時間短縮」登場!,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1flPoP3QnBS-s8_XLvA_yhiDXVHC_XyHTWvWZSq5uCTQ/edit?usp=drivesdk,2025-12-22 16:12:17
1227_【新スキル】仲間を素早く戦線復帰！「再召喚時間短縮」登場！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/13IF5uJKHOJj34lZyualLfeY6TOGZUE7mdB-fQFoZ2qQ/edit?usp=drivesdk,2025-12-22 16:11:39
1227_お得なパックが登場！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1hxDmT58jJGspXSpODA8G9t93C6C89WXf_7p6Eaoc19M/edit?usp=drivesdk,2025-12-22 14:07:12
1227_メインクエスト追加!,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1M0eMn4FFfeL92nBJNP3BsvJjHp8aePj1jLbcc0lK1zs/edit?usp=drivesdk,2025-12-22 14:04:51
1225_【配布完了】美花莉に愛を届けよう！キャンペーン,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1HlwNC3qP6QpapvlrrQPBq9wGXMbo8LmWhCYlqmmzv0s/edit?usp=drivesdk,2025-12-22 14:03:33
1225_年末年始キャンペーン 開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/13IzJ7kJBDcmzWC5ySKE_2s7Mfu6VXNnyCDrc-iOhvIE/edit?usp=drivesdk,2025-12-19 10:18:25
1220_ジャンプフェスタ2026出展記念特別プレゼント,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1MwCQRJB0QuzYfYql8jDfLYosh4KZingEe5d3u0qIzp0/edit?usp=drivesdk,2025-12-18 18:55:19
1222_美花莉に愛を届けよう！キャンペーン,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1acGoAvow9TBft1ueWf7xnVVCpQBj57Ca1foBrd26sBQ/edit?usp=drivesdk,2025-12-18 18:44:37
1222_【新スキル】盤面を支配せよ！新スキル「チャンス・メイカー」実装！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1aOBRRTolwN1BQzP4d0CeUQp_pvYKvvWBoRLFnk26szQ/edit?usp=drivesdk,2025-12-18 18:00:17
1227_「賀正ガシャ2026」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1veRBQ-AyvG20GFKL87hErOVO0_zdP-g4NH-WH8l8Qgg/edit?usp=drivesdk,2025-12-18 17:45:42
1227_プリズム増量キャンペーン開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/13wlVVbm3cKGbKmRzXeXrleE9uDn_KERAaBOomqc0FCM/edit?usp=drivesdk,2025-12-18 17:39:36
1227_「正月DXフェスガシャ」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1Bz5Cw01CX2cvY3eNJE6jmvqRjYQd3HdViaAHwig1ue4/edit?usp=drivesdk,2025-12-18 17:36:59
1227_「【推しの子】 いいジャン祭ピックアップガシャ 」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1-x0e5jvQIkxczm-8Q2EjiNfq-H-ET2LXMYF3sPvm4k8/edit?usp=drivesdk,2025-12-18 17:35:33
1222_【新機能】周回が快適に！「スタミナブースト」機能実装について,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1kBvA-z1VXSA_xtZrF6gavStfCyqYFk9YOGEUn0rSuFE/edit?usp=drivesdk,2025-12-18 17:30:49
1220_お得なパックが登場！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1W7h7jpcF-p4r503XHjzkpD7FBqAIHDB2QmRfrM9MLH8/edit?usp=drivesdk,2025-12-18 17:27:35
1220_「クリスマスDXフェスガシャ」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1KlXJA3wBpq8t2zf96FyutX6QGDRAybzJxhWJq3HQL3g/edit?usp=drivesdk,2025-12-18 12:12:02
1227_「【推しの子】SSR確定チケットガシャ」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1fdytbGnxqrFKhg3hptB9DVljcp0F-MUITaIR3jF3Rkw/edit?usp=drivesdk,2025-12-18 11:49:52
1227_謹賀新年特別パス 開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1uXdoz5o6otw-VAbimH6Tb8SGIb7ISegNmzWWGfsH_mw/edit?usp=drivesdk,2025-12-18 01:50:08
1227_「いいジャン祭 開催記念パック」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1-bvJHJpqq4vtVjG4wnZpijK0mYmZ9z_l55YcTs3V5Wo/edit?usp=drivesdk,2025-12-18 01:49:32
1222_Ver.1.4.0アップデート,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1u2ZoiAeUGSDt9b6e9ywsAT4S0LA3unvDO6j9f7SOzAU/edit?usp=drivesdk,2025-12-18 01:35:43
1220_12/22 11:00~ メンテナンスのお知らせ,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1mh8W6B68N2TNKXBfu8efxyv6XHovrROzTwT8pdtPq7k/edit?usp=drivesdk,2025-12-18 01:29:33
1222_【新機能】欲しいアイテムと自由に交換！「交換所」機能実装について,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1MWqX1WA3keheIstQ_bVXqz0l0LXeLdydotMglyYK7dQ/edit?usp=drivesdk,2025-12-17 23:05:23
1220_高難度クエスト「クリスマスバトル!!」と「コイン獲得クエスト ボーナスキャラ」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1plgdp7fv-NAe86sj84TOlw82gvnd_1eKGxlz9L0E4OI/edit?usp=drivesdk,2025-12-17 22:37:26
1218_冬のアツい2大フェス開催＆【推しの子】参戦決定！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1U0mPFdlgs7TDuX5Xtqf-geyLgD-QrzrtDVA8Fgpv5p4/edit?usp=drivesdk,2025-12-17 12:39:43
1222_【新機能】リザルトから即リトライ！「再挑戦」機能実装について,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1529bfmZVAyV6l_ZGpScHRnqo_zGaj1y9RFMQcpPTQJY/edit?usp=drivesdk,2025-12-17 12:26:27
1220_12/22よりランクマッチ特別ルール開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/16gZzzOlvvBAnoY6_Gpy5QmyQ_lraVyef73A3snzfOT8/edit?usp=drivesdk,2025-12-17 12:12:15
1227_「2026年正月記念！UR1体確定ガシャ」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1fFVeI72eYuVnaI7Qg9YNm2yNmsqi9t2fOrTQ1TBhybA/edit?usp=drivesdk,2025-12-17 00:10:21
1227_【推しの子】いいジャン祭開催カウントダウンキャンペーン  開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/15CHwX9n3dIJgC3cV0bzGtSiGOp2nS_JXZoavV-BWmw4/edit?usp=drivesdk,2025-12-17 00:06:43
1222_【対応完了】12/22 11:00~ メンテナンスのお知らせ,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1hv5qedq5-uWtK9bPEX-D-8ZyFX5ZYyzOLxL9mh1ImRw/edit?usp=drivesdk,2025-12-15 17:57:47
1220_ジャンプフェスタ2026出展記念特別プレゼント,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1OjplCeR8IhSVZM4Mk4ga5-aDLvJw2ll-wu4TryeCZsU/edit?usp=drivesdk,2025-12-15 17:32:19
1206_ランクマッチ特別ルール開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1AclI_njqtXtgoWLODvM484dBCtVGKfOZ6-Nyt7fbRAM/edit?usp=drivesdk,2025-12-13 21:12:53
1208_キャリア決済キャンペーン開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1D7PFqK0logUwdtMXeGUDSlOR8USWOTTHz-fTHjsd-_Y/edit?usp=drivesdk,2025-12-04 18:52:19
1208_Ver.1.3.1アップデート,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1fr3Wn50I75n6-po9AVs2pGBwUuUB0redZmDET-JWqac/edit?usp=drivesdk,2025-12-04 18:50:27
1207_「魔都精兵のスレイブ いいジャン祭」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1IoKbNZtOGhGATpnFZbQB-5ur11JMQphDHoYFXIW-OuQ/edit?usp=drivesdk,2025-12-04 18:48:46
1207_「魔都精兵のスレイブ いいジャン祭ピックアップガシャ B」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1Grx4y3UN0bfQ6qXX5GXJQ0MshcRwnmvTuqdUQyuW4OI/edit?usp=drivesdk,2025-12-04 15:53:10
1207_「魔都精兵のスレイブ いいジャン祭ピックアップガシャ A」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1aNYb6QJxDJ8-EY1Dq3c8ISK89fkM7kf01cebSYv_lnE/edit?usp=drivesdk,2025-12-04 15:51:45
1207_「いいジャン祭 開催記念パック」開催！,/080_運営/お知らせ/202512,https://docs.google.com/document/d/1Ss8ApckAq4wxblQGz3zAbapNmSJq2zYKZD296wX3Acg/edit?usp=drivesdk,2025-12-04 11:20:04
1114_メンテナンス告知,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1yY3lVcGDqQi8I6AB5Sp4FjjZ1xnVuAPMNIPed-T3Krk/edit?usp=drivesdk,2025-12-02 12:41:25
1129_ランクマッチ特別ルール開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1twaX-Bh6X9fh24OMbxFWmXg9syM5xfhT9HkjQZhM0Fo/edit?usp=drivesdk,2025-11-27 09:49:19
1124_「2.5次元の誘惑 いいジャン祭」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/14vN7rCU-1NRufH6oTUzh1_wXvWwDZEGqP0gJMOgq2KA/edit?usp=drivesdk,2025-11-19 18:55:52
1124_「2.5次元の誘惑 いいジャン祭ピックアップガシャ B」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/17SBawzmczPuFnCVIZRSmHlocgN1xGq9ovDRkRrTHuUM/edit?usp=drivesdk,2025-11-19 10:25:16
1124_「2.5次元の誘惑 いいジャン祭ピックアップガシャ A」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1UWScag5QWec1sBat_a7Fx8OtCQoffwInFW6DmwPIzS0/edit?usp=drivesdk,2025-11-19 10:19:35
1120_お得なパックが登場！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1fvJcuvEsgAKwY6tcfOqF8svYzRjLOe4bUwRgmHz1Ieo/edit?usp=drivesdk,2025-11-19 09:47:49
1120_「BLACK FRIDAY キャンペーン」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1nPl-pGwaZkRanhjKcQBbFkkfqCvQFd7-F_6f6Vcdshc/edit?usp=drivesdk,2025-11-18 10:05:19
1129_【予告】次回のいいジャン祭は？,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1s5VJzyi5U9dMjg9LA_HBr5giUW0axKL0sOaQfyBGmYw/edit?usp=drivesdk,2025-11-17 20:47:29
1124_「いいジャン祭 開催記念パック」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1xolmeYsaROjwm7d3B8ppWsQsOTygZdojUZAwuWsZuV4/edit?usp=drivesdk,2025-11-17 20:46:54
1120_プリズム増量キャンペーン開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1RIF8JO5MoS7-FgBhl6-oVjrsoqcFbzwMume7GSkZXh0/edit?usp=drivesdk,2025-11-17 20:32:44
1117_【予告】次回のいいジャン祭は？,/080_運営/お知らせ/202511,https://docs.google.com/document/d/12zAktryiIiCKJVPbYBscnAxkaBMqFfgi4yVRiXR4H2U/edit?usp=drivesdk,2025-11-13 11:44:02
【追記】1105_「株式会社マジルミエ いいジャン祭」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/10abE7Ib3xVRqiauUXBMkTnQsWNQO3u5FktH-JYtWVKA/edit?usp=drivesdk,2025-11-12 17:56:05
【追記】1105_「株式会社マジルミエ いいジャン祭ピックアップガシャ B」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1EhPUVxuBjkqg1_0wrN5rV2L_UYb6JRa8YgFvnPgkyyU/edit?usp=drivesdk,2025-11-12 17:47:48
【追記】1105_「株式会社マジルミエ いいジャン祭ピックアップガシャ A」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1HU_lNTvuaoOs3QDsiKyHTzDZC2m58TjlplxtXWQqpHE/edit?usp=drivesdk,2025-11-12 17:47:42
1112_公式Xキャラクタータップチャレンジキャンペーン！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1r3vytoB6l_PyubXNJhsbUlvGiLTHNVQmInAZD9xMSnQ/edit?usp=drivesdk,2025-11-10 20:20:13
1105_ランクマッチ特別ルール開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1MR11wjpVowe4I6QPM-A2NC0p3Aflhuislhzzkanv3Nw/edit?usp=drivesdk,2025-10-30 18:59:34
1111_降臨バトル「怪獣退治の時間」再開催,/080_運営/お知らせ/202511,https://docs.google.com/document/d/19M_hCjg6iUls2VVRiHW_ZA0Pq1h1IqeagElNNUrSyTY/edit?usp=drivesdk,2025-10-30 17:05:02
1105_「いいジャン祭 開催記念パック」開催！,/080_運営/お知らせ/202511,https://docs.google.com/document/d/1Op_Cj47dt8V68Aiw3jpR0gpNsL6sRmEFx2XhgHP9t8Y/edit?usp=drivesdk,2025-10-27 12:10:44
現在発生している不具合について,/080_運営/お知らせ/不具合お知らせ,https://docs.google.com/document/d/1rlEgwaT4dsdoCkVKa7TMuuy8BuoeACdRxunSHI9d6jQ/edit?usp=drivesdk,2025-12-26 16:51:12
解消済みお知らせまとめ,/080_運営/お知らせ/不具合お知らせ,https://docs.google.com/document/d/1WLD0XHE7xKEalvgHnvVtyhxARysT6gaDHwJ3IMHuJXM/edit?usp=drivesdk,2025-09-24 15:09:43
00_テンプレート,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ,https://docs.google.com/document/d/19CTrLVlwQLZo9_W4MJrGuHwHhGXBZlGOtFmmVUZBd5U/edit?usp=drivesdk,2025-09-29 14:41:23
「App Store 年末年始プレゼント」参加後、報酬受け取り時にエラーが発生する場合がある,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202512_不具合,https://docs.google.com/document/d/1OK64otOKXTnRGo7CiSblwbp3FzIObbQvOZHXsO7W3JE/edit?usp=drivesdk,2026-01-05 12:33:01
一部の「年末年始キャンペーン」が予定通り開催されていない,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202512_不具合,https://docs.google.com/document/d/10ELaXH9CXGdIYTpU5drmjm9hXZiVF9ilqMIJc8XUKVs/edit?usp=drivesdk,2025-12-26 15:06:04
1015_【追記】一部のユーザーを対象に、ランクマッチで発生している現象。,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202510_不具合,https://docs.google.com/document/d/1KhMrIcYvzD4WLAjROhOnzD8m-it-PPvHZRkz7938Jco/edit?usp=drivesdk,2025-10-20 14:43:08
1007_【対応完了】降臨バトル「怪獣退治の時間」において意図しないスコアを出せてしまう場合がある,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202510_不具合,https://docs.google.com/document/d/1Ads5MVqpWyqgv7AmxeAXYaIlMUXbcSwJgplubeHRmA4/edit?usp=drivesdk,2025-10-15 17:23:42
1006_【対応完了】ゲーム起動時にApple Accountにサインインを求められる現象について。,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202510_不具合,https://docs.google.com/document/d/1GmleSeYU8oysT8TJY5GIZUY8MNcIYqtaxz30xr37aIo/edit?usp=drivesdk,2025-10-08 14:14:41
1007_【対応完了】特定の条件下において敵が出現しなくなる現象について,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202510_不具合,https://docs.google.com/document/d/1qr6ErLMzsv6p9nQbU_goLdACfkHPZFrl_Jzxxkw5bGE/edit?usp=drivesdk,2025-10-08 12:08:06
【まとめに書くことになった】251006_ランクマッチの制限時間が正常に表示されない,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202510_不具合,https://docs.google.com/document/d/1tYNAoV2-dz3qS49Q9o5BFrS-jthEvu8BgqQrbt28VGA/edit?usp=drivesdk,2025-10-06 15:58:35
【対応完了】250924_「Google Pixel 10シリーズ」端末で発生している不具合について,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202509_不具合,https://docs.google.com/document/d/1VmJdy81bRq-5JwEmg4va85ZjQmaINfJbu_N_w6zSEs0/edit?usp=drivesdk,2025-12-02 15:21:14
【対応完了】250924_編成・強化画面以外の場所からキャラ詳細を確認するとエラーが表示される,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202509_不具合,https://docs.google.com/document/d/19mGb3AGg4WRV0KDXlrEzHExHt1q6Da50ibMLEQr5vqs/edit?usp=drivesdk,2025-10-30 17:48:04
0930_【10/06 追記】【対応完了】ランクマッチの「前回のシーズン結果」で発生している不具合について,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202509_不具合,https://docs.google.com/document/d/1exyDm4TzRe979Bu8qfybBb_HmHTZ0pSRKYT1JO8jHHM/edit?usp=drivesdk,2025-10-06 14:43:55
0929_広告視聴後にゲームが停止し、強制終了する場合がある,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202509_不具合,https://docs.google.com/document/d/1m0S6OPw5qRI8qMPjI5XPVsBLGEwush6QPDhDB4caTgo/edit?usp=drivesdk,2025-09-29 14:53:51
250924_一部クエストにおいてファントム(敵キャラ)の挙動が意図しない設定となっている現象について,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202509_不具合,https://docs.google.com/document/d/1js6Yv8IXGSFlihjehTsbVDwLCl-QYukltV2SgL-siIU/edit?usp=drivesdk,2025-09-24 21:26:13
250924_ランクマッチで「ランキング」をタップするとエラーが表示される。,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202509_不具合,https://docs.google.com/document/d/19EfPrTxcMl1l_FmAskIToj0vBOO410L70vxkHXgZqkM/edit?usp=drivesdk,2025-09-24 20:56:01
250922_iOS17未満でログインできない現象について,/080_運営/お知らせ/不具合お知らせ/00_不具合お知らせ/202509_不具合,https://docs.google.com/document/d/1sh58PFFIxiEYwa6ZETmaVfptfT_tudSFVq4Z9a5zZgY/edit?usp=drivesdk,2025-09-22 18:27:03
1017_メンテナンスのお知らせ,/080_運営/お知らせ/202510,https://docs.google.com/document/d/10kdETeCWegC4l6AbTJC0kaW5DSGX2XNx9mKkAERxcAo/edit?usp=drivesdk,2025-11-10 17:28:37
