ファイル名,フォルダパス,ファイルURL,更新日時
スキル：オブジェクト生成,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.1-v.1.4.0,https://docs.google.com/presentation/d/16Frqx1Ar3lbReekUi-88kB6R98TSmIkYwxy_yfBN07s/edit?usp=drivesdk,2025-12-16 11:13:59
スキル：必殺ワザ発動時間短縮,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.1-v.1.4.0,https://docs.google.com/presentation/d/13lASb1wpnbZpnbaxw6-rdh6t-h5nuBFZIm3M8zI8g68/edit?usp=drivesdk,2025-12-12 10:26:44
改善要件：再挑戦機能の実装-v.1.4.0,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.1-v.1.4.0,https://docs.google.com/presentation/d/1d9gdnbKT5onVMY5PTHfRv4Q7QwmndTosPcDRhjtl2Ik/edit?usp=drivesdk,2025-12-12 09:07:47
改善要件：コンテンツTOP画面の改修_v.1.3.0-v.1.4.1予定,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.1-v.1.4.0,https://docs.google.com/presentation/d/1kzQbc9a316WRYrMYahc1e_lCTYaA-l_xOh8hUgRzixw/edit?usp=drivesdk,2025-12-08 14:24:49
仕様要件：必殺ワザ効果_2025年12月実装期間限定キャラ合わせ,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.1-v.1.4.0,https://docs.google.com/presentation/d/1FQIHtiLXs5njG296Bt14hBEZwhwrW2-PRgr9wEY0qYQ/edit?usp=drivesdk,2025-12-03 17:51:57
改善要件：ランクマッチ改善- v.1.4.0,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.1-v.1.4.0,https://docs.google.com/presentation/d/1mHtmJhTT81NTr9QS7hPIJLRpUXcvzwV1AdNY03uYtb0/edit?usp=drivesdk,2025-12-01 12:51:18
交換所イメージ,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.1-v.1.4.0,https://docs.google.com/spreadsheets/d/15otJNlZZ_F5qWqt3ToMZG63ZxxOs1CD23X3utdPHyE4/edit?usp=drivesdk,2025-11-12 22:20:16
仕様要件：特性・条件発動バフ効果,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.2.0,https://docs.google.com/presentation/d/1WQ3JH7XSR9eSVKdd0lKHSDcISRvbAAvl99Dr5ZteQmY/edit?usp=drivesdk,2025-10-10 20:37:45
仕様要件：キャンペーンの改修_v.1.1.1に入れたい,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/リリース済み/v.1.1.0,https://docs.google.com/presentation/d/1NxyDHqDSX2oYe0fVm4FAOATcIY1IqvziuUXYFCgnTXY/edit?usp=drivesdk,2025-10-06 14:42:36
ガシャ演出刷新,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/1wRHD4XpVA597CH-ZLxNurz_sz94RnZnsVhgAKy9aMfE/edit?usp=drivesdk,2026-02-10 18:26:50
原画機能の拡張とキャラ グレード5到達時の機能追加,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/17Azy4I5zLW_29VRXhf84yXLhBO_dHOPfn0LZLOw3Nh8/edit?usp=drivesdk,2026-02-09 19:57:09
ステップアップガシャ,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/1si6XsKyNKPFBnxR9P91XVacXnsEJ8u4c5QLrDIJKd9I/edit?usp=drivesdk,2026-02-09 14:24:21
インゲームキャラ詳細画面ブラッシュアップ,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/14PnVTWFxahAK-hbxgFVga5jUzsUZvUgqs2WnZgDMX3I/edit?usp=drivesdk,2026-02-09 10:45:19
スキル：ゼロリセット（プラス・マイナス効果解除）,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/1FJ3-qeJQkd74gWLgLiR5bvnLyh3w-0ZDU4jx29DH2tY/edit?usp=drivesdk,2026-02-09 10:44:45
スキル：無敵,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/19E_Oy_GXJBI1sw8CQPokPTKNlA_J0kShBXy05hJMUI8/edit?usp=drivesdk,2026-02-09 10:44:01
ホーム画面リニューアルとクリエイト機能,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/1PPX3s1tiKzb0L7B1AA2HMvALcTy5cjt83HhngMd3a-w/edit?usp=drivesdk,2026-02-04 15:14:23
原画パネルミッション,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0,https://docs.google.com/presentation/d/1Srk7PgEe2jbgsxQV43H-RF8L8Q5NofI4HYekx5NwZag/edit?usp=drivesdk,2026-01-29 10:42:28
1.6.0チュートリアル追加_原画機能拡張,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0/1.6.0_チュートリアル,https://docs.google.com/presentation/d/1OYGDne7wTdcz57ewXy9FVKHwFfsvNeScKpxS5CD_Snk/edit?usp=drivesdk,2026-02-09 20:48:47
原画強化関連のご提案,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0/ご提案,https://docs.google.com/spreadsheets/d/1jpYFHQM8XSUWi_bq8hikdmgNc1L8lOa8edknhARR5Eg/edit?usp=drivesdk,2026-02-10 12:22:49
ホーム画面刷新（案）,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.6.0/ご提案,https://docs.google.com/presentation/d/1zhBERCdzIBZCRgbMOWzToYsFkA9myv9M1WtolS2xmhY/edit?usp=drivesdk,2026-01-16 16:25:25
BOXガシャ,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.5.0,https://docs.google.com/presentation/d/1aiA8rlRjf3ifynSPg3mMaUgCbXRI1qvYkYIGcCQ5W8Y/edit?usp=drivesdk,2026-02-02 16:30:14
スタミナ回復アイテム,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.5.0,https://docs.google.com/presentation/d/1tBpInDJcKFMsXyQ0u7Ig4uI9l1FG4fBB7n_5DoWiRHg/edit?usp=drivesdk,2026-01-26 20:20:25
ガシャTOP一覧画面の刷新,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.5.0,https://docs.google.com/presentation/d/1rI_F0s8k-DxX_RJwjxNzBHspelcth4MEpqNf1owEX7w/edit?usp=drivesdk,2026-01-21 19:21:21
作品バフ効果,/010_企画・仕様/GLOW_仕様要件_運営フェーズ/v.1.5.0,https://docs.google.com/presentation/d/1v5w0gN0OJxczmtDa2MUVWqXSXFlMS-wkffQjl_i3FPY/edit?usp=drivesdk,2026-01-20 16:35:03
[GLOW]webストアスケジュール_1216.xlsx,/010_企画・仕様/外部決済,https://docs.google.com/spreadsheets/d/1Y6wG2Sevyq0EgvNmjMzQNLW-qF6V5tIc/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-12-16 17:25:00
【Webストア】質問票.xlsx,/010_企画・仕様/外部決済,https://docs.google.com/spreadsheets/d/1PcfDjznhxEsD4JdLEGb1GBIrGPrpjF-r/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-12-16 16:55:46
0612_Webストア用素材一覧.xlsx,/010_企画・仕様/外部決済,https://docs.google.com/spreadsheets/d/1ddldeg5RH4wSbT4JJFlhte9KYO2-p28u/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-06-11 22:30:08
0514_Web Store導入手順.xlsx,/010_企画・仕様/外部決済,https://docs.google.com/spreadsheets/d/1Aqg3nxz34qd6BG95bW7HPnA5DPf6efOm/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-05-14 00:36:30
Webストアドキュメントマップ.xlsx,/010_企画・仕様/外部決済,https://docs.google.com/spreadsheets/d/1o4ViK-m391q1RVIuzraLGZu3Fyv44fZ_/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-02-18 00:17:34
.DS_Store,/010_企画・仕様/外部決済/【サブミット用】画像素材/Webストアオープン用,https://drive.google.com/file/d/1NLdLFpzL6UvNm2u3igiW_sHnEZL6aDHF/view?usp=drivesdk,2025-10-28 12:39:34
【WEB_STORE】アプリサーバーチェックリスト_v1.4.0.xlsx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/spreadsheets/d/1QG9DegF5zHvClCvHTZhWyGVxD9Wvys9U/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2026-02-10 18:26:01
BanKチェックリスト_WebStore追加対応_v1.1.xlsx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/spreadsheets/d/1mLHDJHcD-wl5d_h34cwiatY9FEtX0YfW/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2026-02-05 22:20:05
web_store_docs_20251020.zip,/010_企画・仕様/外部決済/開発用ドキュメント,https://drive.google.com/file/d/1WBWn2QT43RSreJuudC1K5v_s4-KWfPOB/view?usp=drivesdk,2025-12-10 19:20:34
251205_Webストア課金のadjust計測について.pptx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/presentation/d/19Nmy_Ho4ic93YWJNCVeCqPpia_BSVKAT/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-12-05 16:41:35
BanKデータ送信仕様書_Appendix「テーブル定義」_20250801.xlsx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/spreadsheets/d/1z_ZfBL19KxQ5YP3_9hjX7om1zmDdvhxh/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-09-09 15:44:44
BanKデータ送信仕様書_v1.13.docx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/document/d/1BNSFNrURBW1BEn0xl4SUdLrKINHvQ5yh/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-09-09 15:44:42
BanKチェックリスト_WebStore追加対応_v1.0.xlsx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/spreadsheets/d/1UnBP2pA8e55n5EBd3dHOJMPOutzGbCO1/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2025-06-09 00:38:00
0501_Xsolla実装ドキュメント.zip,/010_企画・仕様/外部決済/開発用ドキュメント,https://drive.google.com/file/d/1zBY9_l70VfxYAC9k6F5aoAR_cv4Y_x_S/view?usp=drivesdk,2025-05-01 01:57:56
BanKデータ送信仕様書_Appendix「テーブル定義」_20240619.xlsx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/spreadsheets/d/1wTVQeCiQUSsJ_Ux8L_y7fJUXNiUpZAoY/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2024-09-10 19:23:52
BanKデータ送信仕様書_v1.11.docx,/010_企画・仕様/外部決済/開発用ドキュメント,https://docs.google.com/document/d/1DwYAZ4C7BVGezEzq4H9YmNZHgKACovpb/edit?usp=drivesdk&ouid=118276061537192140007&rtpof=true&sd=true,2024-09-04 03:05:08
仕様要件：ver.1.3.0_追加コマ効果,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1yahq04PQ7rtH2fh0yI-ZTKhrqlZzIkOsbsHQZuGR4VM/edit?usp=drivesdk,2025-10-20 13:06:23
仕様要件：追加コマ効果(1.4.0以降),/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1h1oqR9dxxgEo1X5AR8l99zy8Eu9KgFGfrKGB3-PoXhg/edit?usp=drivesdk,2025-10-15 10:17:31
仕様要件：プリズム購入履歴,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1iSBvpqOCB8T-ROGdkHU3is_wdlChfdqy37SbH7mSpCY/edit?usp=drivesdk,2025-10-09 17:06:10
【安藤・前田提案】仕様要件：ランクマッチ改善案,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1bjU5_gE8OSdvu3RP2TeaPBAZeAAopqB5ZCrLcmJKh24/edit?usp=drivesdk,2025-10-03 18:54:36
997-2_ガシャ履歴,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1XbciNQnEWiCMjCgzyIdwRjdj59iVfnWZzjQlUns8mkc/edit?usp=drivesdk,2025-09-25 20:13:02
【安藤提案9/25】仕様要件：タッグバトル,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/11U-B2FX72eGH21pjXkP5TO5sHWJ-iG57K-2WWwQ55ig/edit?usp=drivesdk,2025-09-25 15:08:49
仕様要件：バトルパス,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/18j8aQ-JosQSwHsnYFW5B0_CcjrSir0ToBslNIxucaLI/edit?usp=drivesdk,2025-09-12 10:47:23
GLOW_広告SDK実装/動画広告導入(アドフリくん),/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1yvuYMLZLk9HurzUU3njn5CEhbjCqh8hvypLS1h61vCU/edit?usp=drivesdk,2025-09-10 11:19:12
仕様要件：カムバックログボ,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1oFaKzm4TXwU1WnneQ4OxjWRAQbzv-SqPBDFnoTpflLI/edit?usp=drivesdk,2025-08-26 16:42:34
マルチログイン,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1-pJstO3pEJz4wHgEXrjpePgiEqjgFhJLM3PM11dJgBU/edit?usp=drivesdk,2025-08-21 19:23:54
原画のかけら獲得時演出,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1x5fo27JgGbo_fI2Ejr5F21umca3sXPjNWhGSPmzcaPo/edit?usp=drivesdk,2025-08-18 14:24:37
仕様要件：ランキングの同時表示ユーザー数,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1Gp6-2z267iVwK3KcwZb5gjxRGsFO2Hg-MmqbqPhRaPo/edit?usp=drivesdk,2025-07-17 14:21:48
31_キャラ,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1RTM1oiq0u2xAtAXbzwKPHE3CzhsGmL29-L6yRVYPc6U/edit?usp=drivesdk,2025-07-14 15:41:29
仕様要件：91_図鑑_改善案,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/13qfgYYqPizMYreIOyS3TLoK9G8E-6U3cfGYmQMT7VF8/edit?usp=drivesdk,2025-06-03 16:23:48
仕様要件_プレイアブルキャラの敵登場時の表現,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1Bz4FVgV79fZ7wEPXZfybBI5F83Z2xvfgBNKXFU6VdmI/edit?usp=drivesdk,2025-06-03 13:03:52
43_決闘,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1-HxQugcnvZbJpirfc9ZKQ1-YzQNI85XrLlPKYygqAx8/edit?usp=drivesdk,2025-05-12 16:57:39
α4：提出ROM内容(降臨バトル)に関して,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1RcwyBrQErS5HlFwQBFYGGm_en3IJO0NSXAxZ-XOAttA/edit?usp=drivesdk,2025-04-04 11:49:04
仕様要件_おすすめ編成,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1Sr_V9W8ZuSAlxvjuAuTufDjjhvOyu0bvP_odnytQhkI/edit?usp=drivesdk,2025-04-01 17:52:49
仕様要件：ファントムキャラ図鑑表示について,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1sTTujW5rfn-YH8AtoF6RciXZLaAbi3-fY2unTvLB33c/edit?usp=drivesdk,2025-03-21 12:32:19
仕様要件：パーティ編成仕様追加（元パーティ保存）,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1higfAnvFl92XnQ5NTI6wp9MiKDpXh4ERm_cvyfoKqYc/edit?usp=drivesdk,2025-03-10 10:54:28
91_図鑑,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1GyVFeI-QY50AHV0m5BVQbWFBaEp7OZOVffbeP8wh3LQ/edit?usp=drivesdk,2025-03-06 15:05:37
仕様要件：インゲーム_JUMBLE RUSH(総攻撃)システム,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/17mOY-smARec3vlw6suN0a96ejJQlFyohVloq274sj3M/edit?usp=drivesdk,2025-03-05 15:45:33
仕様要件：インゲームキャラセリフ条件追加,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1k2ICe6gAo7vUmeg-Z12MvjxhFxbWFItjqMMJu7gbaOQ/edit?usp=drivesdk,2025-03-04 18:28:59
【テンプレ】仕様要件：xxx,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1KrFeWi_fZ7A5nNA_9WF6dsWj7hYQ2GAvEXFrWXVct_s/edit?usp=drivesdk,2025-02-27 12:34:49
仕様要件：ホーム画面バナー表示,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1AqExpOgsPjCxgDJq0eZYZzWlYdut-JQ-l-KcAkniIs0/edit?usp=drivesdk,2025-02-27 12:29:39
仕様要件_スペシャルキャラの強化要素,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1SBbuassLOaH-blOnHboNDaBoGz1Ku-yQk5bsFzSTVzo/edit?usp=drivesdk,2025-02-27 11:05:53
スーパーアーマー_new1/31,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1IvqiiI2cIrSzWxyK2XOUBisuuioefUfZDE0WrAxqKLA/edit?usp=drivesdk,2025-02-25 12:52:15
53-2-4_コンティニュー_new1/31,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1AHo7QYGuDPW8FZchPY0uGMvNNt3NKWoQmJ0tcqr1qLw/edit?usp=drivesdk,2025-02-20 12:00:57
GLOW_ホーム画面・イベント関連画面ブラッシュアップ,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1E8fg8qRAZ-lBsRMq_y5eNd8FuZyPz3Ilanz_kkvugTI/edit?usp=drivesdk,2025-02-14 13:08:51
53-2-4_コンティニュー,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1wb6gctLqz7jw3tpOBvop3nH3HxDuN6Nl3252x8gXsEg/edit?usp=drivesdk,2025-02-04 16:48:58
31-2-2_属性,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1TJwm8S0bTelccE6UCCtY-d6ELHN1r3JDXodqexnWvvw/edit?usp=drivesdk,2025-01-30 16:08:25
44_降臨バトル,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1_IEjfwEoBnUP5Un0MAuwAIaEXsWKf06sRKsgE8337FQ/edit?usp=drivesdk,2025-01-22 17:38:44
GLOW_リザルト/ステージ詳細画面ブラッシュアップ,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1gNSH65FBtm7kkUsY5tCERHvfsJA7F272hyhYyUX8Q8o/edit?usp=drivesdk,2025-01-21 16:17:10
仕様要件_スコア演出,/010_企画・仕様/GLOW_仕様要件_開発フェーズ,https://docs.google.com/presentation/d/1K01_AdGAYKbS4YdQF5wTevMgtUCgmmAi_scQiYNzR88/edit?usp=drivesdk,2025-01-20 16:44:46
