ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,target_mst_series_ids,target_mst_character_ids,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter,effect_value,effect_trigger_roles,effect_trigger_colors
e,202602020,chara_kim_00001_Special_00005_05,chara_kim_00001_Special_00005,5,80,Direct,Distance,0,Distance,0.52,100,Foe,All,All,All,,,Damage,KnockBack2,0,0,dageki_1,1,100,Percentage,76,None,0,0,0,,,
e,202602020,chara_kim_00101_Normal_00000,chara_kim_00101_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00001_01,chara_kim_00101_Special_00001,1,56,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,5,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00001_02,chara_kim_00101_Special_00001,2,67,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,5,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00001_03,chara_kim_00101_Special_00001,3,77,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,5,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00001_04,chara_kim_00101_Special_00001,4,88,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,15,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00001_05,chara_kim_00101_Special_00001,5,97,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,49,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00002_01,chara_kim_00101_Special_00002,1,56,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,6,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00002_02,chara_kim_00101_Special_00002,2,67,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,6,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00002_03,chara_kim_00101_Special_00002,3,77,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,6,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00002_04,chara_kim_00101_Special_00002,4,88,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,18,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00002_05,chara_kim_00101_Special_00002,5,97,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,50,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00003_01,chara_kim_00101_Special_00003,1,56,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,7,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00003_02,chara_kim_00101_Special_00003,2,67,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,7,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00003_03,chara_kim_00101_Special_00003,3,77,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,7,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00003_04,chara_kim_00101_Special_00003,4,88,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,21,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00003_05,chara_kim_00101_Special_00003,5,97,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,54,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00004_01,chara_kim_00101_Special_00004,1,56,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,8,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00004_02,chara_kim_00101_Special_00004,2,67,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,8,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00004_03,chara_kim_00101_Special_00004,3,77,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,8,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00004_04,chara_kim_00101_Special_00004,4,88,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,24,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00004_05,chara_kim_00101_Special_00004,5,97,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,51,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00005_01,chara_kim_00101_Special_00005,1,56,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,9,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00005_02,chara_kim_00101_Special_00005,2,67,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,9,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00005_03,chara_kim_00101_Special_00005,3,77,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,9,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00005_04,chara_kim_00101_Special_00005,4,88,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,21,None,0,0,0,,,
e,202602020,chara_kim_00101_Special_00005_05,chara_kim_00101_Special_00005,5,97,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,57,None,0,0,0,,,
e,202602020,chara_kim_00201_Normal_00000,chara_kim_00201_Normal_00000,1,0,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,chara_kim_00201_Special_00001,chara_kim_00201_Special_00001,1,0,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,85,AttackPowerDown,-1,600,5,,,
e,202602020,chara_kim_00201_Special_00002,chara_kim_00201_Special_00002,1,0,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,97,AttackPowerDown,-1,650,7,,,
e,202602020,chara_kim_00201_Special_00003,chara_kim_00201_Special_00003,1,0,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,106,AttackPowerDown,-1,700,8,,,
e,202602020,chara_kim_00201_Special_00004,chara_kim_00201_Special_00004,1,0,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,113,AttackPowerDown,-1,750,9,,,
e,202602020,chara_kim_00201_Special_00005,chara_kim_00201_Special_00005,1,0,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,120,AttackPowerDown,-1,750,10,,,
e,202602020,chara_kim_00301_Normal_00000,chara_kim_00301_Normal_00000,1,0,Direct,Distance,0,Distance,0.38,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,chara_kim_00301_Special_00001,chara_kim_00301_Special_00001,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Yellow,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,500,7,,,
e,202602020,chara_kim_00301_Special_00002,chara_kim_00301_Special_00002,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Yellow,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,545,8,,,
e,202602020,chara_kim_00301_Special_00003,chara_kim_00301_Special_00003,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Yellow,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,570,9,,,
e,202602020,chara_kim_00301_Special_00004,chara_kim_00301_Special_00004,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Yellow,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,590,10,,,
e,202602020,chara_kim_00301_Special_00005,chara_kim_00301_Special_00005,1,0,Direct,Koma,0,Koma,1,100,Friend,Character,Yellow,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,600,12,,,
e,202602020,e_glo_00001_kim1_savage_Normal_Blue_Normal_00000_1,e_glo_00001_kim1_savage_Normal_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.18,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Normal_00000_1,c_kim_00101_kim1_savage01_Boss_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.28,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001_1,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001,1,56,Direct,Distance,0,Distance,0.38,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001_2,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001,2,67,Direct,Distance,0,Distance,0.38,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001_3,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001,3,77,Direct,Distance,0,Distance,0.38,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001_4,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001,4,88,Direct,Distance,0,Distance,0.38,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001_5,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001,5,97,Direct,Distance,0,Distance,0.38,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001_6,c_kim_00101_kim1_savage01_Boss_Blue_Special_00001,6,97,Direct,Distance,0,Distance,0.38,1,Self,All,All,All,,,None,Normal,0,0,,1,100,Percentage,0,AttackPowerUp,-1,500,10,,,
e,202602020,c_kim_00101_kim1_savage01_Boss_Blue_Appearance_00002_1,c_kim_00101_kim1_savage01_Boss_Blue_Appearance_00002,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00201_kim1_savage01_Boss_Blue_Normal_00000_1,c_kim_00201_kim1_savage01_Boss_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.31,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00201_kim1_savage01_Boss_Blue_Special_00001_1,c_kim_00201_kim1_savage01_Boss_Blue_Special_00001,1,0,Direct,Distance,0,Distance,0.41,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,100,AttackPowerDown,-1,500,20,,,
e,202602020,e_glo_00001_kim1_savage_Normal_Yellow_Normal_00000_1,e_glo_00001_kim1_savage_Normal_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Normal_00000_1,c_kim_00101_kim1_savage02_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.18,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001,1,56,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,30,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001,2,67,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,30,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001,3,77,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,30,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001,4,88,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,30,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001,5,97,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,30,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00101_kim1_savage02_Boss_Yellow_Special_00001,6,97,Direct,Distance,0,Distance,0.3,1,Self,All,All,All,,,None,Normal,0,0,,1,100,Percentage,0,DamageCut,-1,1000,30,,,
e,202602020,c_kim_00101_kim1_savage02_Boss_Yellow_Appearance_00002_1,c_kim_00101_kim1_savage02_Boss_Yellow_Appearance_00002,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00201_kim1_savage02_Boss_Yellow_Normal_00000_1,c_kim_00201_kim1_savage02_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.26,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00201_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00201_kim1_savage02_Boss_Yellow_Special_00001,1,0,Direct,Distance,0,Distance,0.36,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,100,AttackPowerDown,-1,500,20,,,
e,202602020,c_kim_00301_kim1_savage02_Boss_Yellow_Normal_00000_1,c_kim_00301_kim1_savage02_Boss_Yellow_Normal_00000,1,0,Direct,Distance,0,Distance,0.31,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00301_kim1_savage02_Boss_Yellow_Special_00001_1,c_kim_00301_kim1_savage02_Boss_Yellow_Special_00001,1,0,Direct,Distance,0,Distance,50,100,Friend,All,All,All,,,Heal,Normal,0,0,,,100,MaxHpPercentage,20,None,0,0,0,,,
e,202602020,e_glo_00001_kim1_savage_Normal_Red_Normal_00000_1,e_glo_00001_kim1_savage_Normal_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage03_Boss_Red_Normal_00000_1,c_kim_00101_kim1_savage03_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.24,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage03_Boss_Red_Special_00001_1,c_kim_00101_kim1_savage03_Boss_Red_Special_00001,1,56,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage03_Boss_Red_Special_00001_2,c_kim_00101_kim1_savage03_Boss_Red_Special_00001,2,67,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage03_Boss_Red_Special_00001_3,c_kim_00101_kim1_savage03_Boss_Red_Special_00001,3,77,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage03_Boss_Red_Special_00001_4,c_kim_00101_kim1_savage03_Boss_Red_Special_00001,4,88,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00101_kim1_savage03_Boss_Red_Special_00001_5,c_kim_00101_kim1_savage03_Boss_Red_Special_00001,5,97,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,60,None,0,0,0,,,
e,202602020,c_kim_00201_kim1_savage03_Boss_Red_Normal_00000_1,c_kim_00201_kim1_savage03_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.26,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00201_kim1_savage03_Boss_Red_Special_00001_1,c_kim_00201_kim1_savage03_Boss_Red_Special_00001,1,0,Direct,Distance,0,Distance,0.36,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,100,AttackPowerDown,-1,500,20,,,
e,202602020,c_kim_00301_kim1_savage03_Boss_Red_Normal_00000_1,c_kim_00301_kim1_savage03_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.31,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00301_kim1_savage03_Boss_Red_Special_00001_1,c_kim_00301_kim1_savage03_Boss_Red_Special_00001,1,0,Direct,Distance,0,Distance,50,100,Friend,All,All,All,,,Heal,Normal,0,0,,,100,MaxHpPercentage,20,None,0,0,0,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Normal_00000_1,c_kim_00001_kim1_savage03_Boss_Red_Normal_00000,1,0,Direct,Distance,0,Distance,0.19,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Special_00001_1,c_kim_00001_kim1_savage03_Boss_Red_Special_00001,1,32,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,20,None,0,0,0,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Special_00001_2,c_kim_00001_kim1_savage03_Boss_Red_Special_00001,2,40,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,20,None,0,0,0,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Special_00001_3,c_kim_00001_kim1_savage03_Boss_Red_Special_00001,3,50,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,20,None,0,0,0,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Special_00001_4,c_kim_00001_kim1_savage03_Boss_Red_Special_00001,4,60,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,20,None,0,0,0,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Special_00001_5,c_kim_00001_kim1_savage03_Boss_Red_Special_00001,5,80,Direct,Distance,0,Distance,0.3,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,20,None,0,0,0,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Special_00001_6,c_kim_00001_kim1_savage03_Boss_Red_Special_00001,6,80,Direct,Distance,0,Distance,0.3,100,Self,All,All,All,,,None,Normal,0,0,,1,100,Percentage,0,DamageCut,-1,1000,30,,,
e,202602020,c_kim_00001_kim1_savage03_Boss_Red_Appearance_00002_1,c_kim_00001_kim1_savage03_Boss_Red_Appearance_00002,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,,,
