ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202602020,c_kim_00201_kim1_challenge_Boss_Red,chara_kim_00201,Boss,Technical,Red,3,50000,3,32,0.27,300,4,,300,,None,
e,202602020,c_kim_00301_kim1_challenge_Boss_Yellow,chara_kim_00301,Boss,Support,Yellow,4,50000,2,40,0.18,300,5,,300,,None,
e,202602020,c_kim_00101_kim1_challenge_Normal_Green,chara_kim_00101,Normal,Attack,Green,2,10000,2,35,0.23,300,4,,100,,None,
e,202602020,c_kim_00201_kim1_challenge_Normal_Red,chara_kim_00201,Normal,Technical,Red,3,10000,3,32,0.27,300,4,,100,,None,
e,202602020,e_glo_00001_kim1_challenge_Normal_Red,enemy_glo_00001,Normal,Attack,Red,5,10000,2,40,0.18,100,1,,50,,None,
e,202602020,e_glo_00001_kim1_challenge_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,6,10000,2,40,0.18,100,1,,50,,None,
e,202602020,e_glo_00001_kim1_advent_Normal_Yellow,enemy_glo_00001,Normal,Defense,Yellow,1,1000,0,40,0.22,100,1,,50,,None,
e,202602020,c_kim_00101_kim1_advent_Normal_Red,chara_kim_00101,Normal,Attack,Red,2,1000,1,35,0.24,100,4,,50,,None,
e,202602020,c_kim_00301_kim1_advent_Normal_Yellow,chara_kim_00301,Normal,Support,Yellow,3,1000,1,32,0.3,100,3,,50,,None,
e,202602020,e_glo_00001_kim1_advent_Boss_Red,enemy_glo_00001,Boss,Attack,Red,4,10000,1,35,0.22,100,1,,100,,None,
e,202602020,c_kim_00001_kim1_advent_Boss_Red,chara_kim_00001,Boss,Technical,Red,5,10000,1,35,0.21,100,5,,100,,None,
e,202602020,c_kim_00101_kim1_advent_Boss_Red,chara_kim_00101,Boss,Attack,Red,6,10000,1,35,0.24,100,4,,100,,None,
e,202602020,c_kim_00201_kim1_advent_Boss_Red,chara_kim_00201,Boss,Technical,Red,7,10000,1,35,0.25,100,6,,100,,None,
e,202602020,c_kim_00301_kim1_advent_Boss_Yellow,chara_kim_00301,Boss,Support,Yellow,8,10000,1,32,0.3,100,3,,100,,None,
e,202602020,c_kim_00101_kim1_1d1c_Normal_Colorless,chara_kim_00101,Normal,Attack,Colorless,1,10000,1,35,0.21,100,6,,300,,None,
e,202602020,c_kim_00201_kim1_1d1c_Normal_Colorless,chara_kim_00201,Normal,Technical,Colorless,2,10000,2,34,0.26,100,6,,300,,None,
e,202602020,c_kim_00101_kim1_charaget01_Boss_Colorless,chara_kim_00101,Boss,Attack,Colorless,1,10000,2,30,0.23,100,5,,200,,None,
e,202602020,c_kim_00201_kim1_charaget01_Boss_Colorless,chara_kim_00201,Boss,Technical,Colorless,2,10000,2,35,0.3,100,4,,200,,None,
e,202602020,c_kim_00101_kim1_charaget01_Normal_Colorless,chara_kim_00101,Normal,Attack,Colorless,3,10000,2,30,0.23,100,5,,200,,None,
e,202602020,c_kim_00201_kim1_charaget01_Normal_Colorless,chara_kim_00201,Normal,Technical,Colorless,4,10000,2,35,0.26,100,4,,200,,None,
e,202602020,c_kim_00301_kim1_charaget01_Boss_Colorless,chara_kim_00301,Boss,Support,Colorless,5,10000,3,32,0.3,100,5,,200,,None,
e,202602020,e_glo_00001_kim1_charaget01_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,6,10000,2,40,0.2,100,1,,50,,None,
e,202602020,c_kim_00101_kim1_charaget02_Boss_Red,chara_kim_00101,Boss,Attack,Red,1,10000,2,30,0.23,100,5,,200,,None,
e,202602020,c_kim_00201_kim1_charaget02_Boss_Red,chara_kim_00201,Boss,Technical,Red,2,10000,2,35,0.26,100,4,,200,,None,
e,202602020,c_kim_00301_kim1_charaget02_Boss_Red,chara_kim_00301,Boss,Support,Red,3,10000,3,32,0.3,100,5,,200,,None,
e,202602020,e_glo_00001_kim1_charaget02_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,4,1000,2,40,0.2,100,1,,50,,None,
e,202602020,c_kim_00001_kim1_charaget02_Boss_Red,chara_kim_00001,Boss,Defense,Red,5,10000,1,40,0.18,100,5,,200,,None,
