,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■基礎設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■シミュレーション,,,,,,,,,,,,,,,,,,,,,,,
,PremiumSSR,,,サポート,,,黄,,,Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,5,0,1039,736,1039,736,1163,1236,1277,1298,1298,1298,1298,1298,1298,824,875,905,920,920,920,920,920,920
,※キャラクター名：Glow_ID_管理のFIX名称を参照。未記入の場合(仮)名称を参照。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠距離以外,,,,,6,0,1081,765,1081,765,1210,1286,1329,1351,1351,1351,1351,1351,1351,856,910,940,956,956,956,956,956,956
,基本ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1123,795,1123,795,1257,1336,1381,1403,1403,1403,1403,1403,1403,890,946,977,993,993,993,993,993,993
,召喚コスト,,再召喚時間F,,,well_distace,,,移動速度,,,KB回数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1167,826,1167,826,1307,1388,1435,1458,1458,1458,1458,1458,1458,925,982,1015,1032,1032,1032,1032,1032,1032
,350,,270,,,0.27,,,35,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1211,857,1211,857,1356,1441,1489,1513,1513,1513,1513,1513,1513,959,1019,1054,1071,1071,1071,1071,1071,1071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1255,888,1255,888,1405,1493,1543,1568,1568,1568,1568,1568,1568,994,1056,1092,1110,1110,1110,1110,1110,1110
,Lvステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1255,888,1255,888,1405,1493,1543,1568,1568,1568,1568,1568,1568,994,1056,1092,1110,1110,1110,1110,1110,1110
,体力Lv1,,,体力Lv150,,,攻撃力Lv1,,,攻撃力Lv150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,1300,920,1300,920,1456,1547,1599,1625,1625,1625,1625,1625,1625,1030,1094,1131,1150,1150,1150,1150,1150,1150
,890,,,8900,,,630,,,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1345,952,1345,952,1506,1600,1654,1681,1681,1681,1681,1681,1681,1066,1132,1170,1190,1190,1190,1190,1190,1190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1391,984,1391,984,1557,1655,1710,1738,1738,1738,1738,1738,1738,1102,1170,1210,1230,1230,1230,1230,1230,1230
,特性,,,,,,,効果値,,解放ランク,,解放レベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,1437,1017,1437,1017,1609,1710,1767,1796,1796,1796,1796,1796,1796,1139,1210,1250,1271,1271,1271,1271,1271,1271
,1,ダメージコマ無効化,,,,,,-,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,1484,1050,1484,1050,1662,1765,1825,1855,1855,1855,1855,1855,1855,1176,1249,1291,1312,1312,1312,1312,1312,1312
,2,-,,,,,,-,,-,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,1530,1083,1530,1083,1713,1820,1881,1912,1912,1912,1912,1912,1912,1212,1288,1332,1353,1353,1353,1353,1353,1353
,3,-,,,,,,-,,-,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,1578,1117,1578,1117,1767,1877,1940,1972,1972,1972,1972,1972,1972,1251,1329,1373,1396,1396,1396,1396,1396,1396
,,,,,,,,,,,,,,"※解放ランク1=Lv20,ランク2=Lv30。以降同様。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,1625,1150,1625,1150,1820,1933,1998,2031,2031,2031,2031,2031,2031,1288,1368,1414,1437,1437,1437,1437,1437,1437
,通常攻撃ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,1673,1184,1673,1184,1873,1990,2057,2091,2091,2091,2091,2091,2091,1326,1408,1456,1480,1480,1480,1480,1480,1480
,オノマトペ,,,通常攻撃発生F,,,攻撃ヒットF,,,,攻撃CDF,,,攻撃距離,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,,,,,,,,,,,,20,0,1721,1218,1721,1218,1927,2047,2116,2151,2151,2151,2151,2151,2151,1364,1449,1498,1522,1522,1522,1522,1522,1522
,dageki_1,,,1.13,,,"stop無:1回目 0.18
stop無:1回目 0.35
stop無:1回目 0.52",,,,75,,,近距離,,,0.28,,単体,,,1,,,,,,,,,,,,,,,,,,,,,,,,20,1,1721,1218,1824,1291,2030,2150,2219,2254,2254,2254,2254,2254,2254,1437,1522,1571,1595,1595,1595,1595,1595,1595
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,1769,1252,1872,1325,2084,2208,2278,2314,2314,2314,2314,2314,2314,1475,1562,1612,1638,1638,1638,1638,1638,1638
,Distance,,,0,,,,Distance,,,0.28,,,,敵,,All,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,1818,1286,1921,1359,2139,2266,2339,2375,2375,2375,2375,2375,2375,1513,1603,1654,1680,1680,1680,1680,1680,1680
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,3.4,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,1866,1321,1969,1394,2192,2323,2398,2435,2435,2435,2435,2435,2435,1552,1644,1697,1724,1724,1724,1724,1724,1724
,必殺ワザステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※数式参照用,,,,,24,1,1915,1356,2018,1429,2247,2381,2458,2496,2496,2496,2496,2496,2496,1591,1686,1740,1768,1768,1768,1768,1768,1768
,"必殺攻撃_
オノマトペ",,,必殺攻撃F,,,必殺攻撃ヒットF,,,,初回必殺CDF,,,2回目以降必殺CDF,,,攻撃距離,,,,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,バフ・デバフ効果型,,,,,25,1,1964,1390,2067,1463,2302,2440,2518,2558,2558,2558,2558,2558,2558,1629,1727,1782,1810,1810,1810,1810,1810,1810
,-,,,3.33,,,stop無:1回目 1.78,,,,170,,,1300,,,自身と同じコマにいる味方,,,,,,"(コマ)0,+1",,"範囲(コマ)0,+1",,,0.6,,,,,,,,,,,,,持続型,,,,,26,1,2014,1425,2117,1498,2358,2499,2580,2620,2620,2620,2620,2620,2620,1669,1768,1825,1854,1854,1854,1854,1854,1854
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,バフ・デバフ効果型,,,,,,※攻撃系以外の必殺ワザは攻撃倍率「無」,,,,,,,,,,,,,,,,,,27,1,2063,1460,2166,1533,2413,2557,2640,2681,2681,2681,2681,2681,2681,1708,1810,1868,1898,1898,1898,1898,1898,1898
,Koma,,,0,,,,Koma,,,"(コマ)0,+1",,,,味方,,黄,,,All,,持続型,,,,,,,,,,,,,,,,,,,,,,,,28,1,2113,1496,2216,1569,2469,2617,2701,2744,2744,2744,2744,2744,2744,1748,1853,1913,1943,1943,1943,1943,1943,1943
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,2163,1531,2266,1604,2525,2676,2763,2806,2806,2806,2806,2806,2806,1787,1894,1956,1986,1986,1986,1986,1986,1986
,必殺ワザ詳細,,,必殺ワザ1,,,,,,,,,,,,必殺ワザ2,,,,,,,,,,,,必殺ワザ3,,,,,,,,,,,,,,,,,,30,1,2213,1566,2316,1639,2581,2736,2824,2869,2869,2869,2869,2869,2869,1826,1936,1999,2030,2030,2030,2030,2030,2030
,,,,ダメージカット(黄),,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,30,2,2213,1566,2412,1706,2677,2832,2920,2965,2965,2965,2965,2965,2965,1893,2003,2066,2097,2097,2097,2097,2097,2097
,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,,,,,,,31,2,2263,1602,2462,1742,2733,2891,2982,3027,3027,3027,3027,3027,3027,1934,2046,2110,2142,2142,2142,2142,2142,2142
,グレード,,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,,,,,,,32,2,2314,1638,2513,1778,2790,2952,3045,3091,3091,3091,3091,3091,3091,1974,2089,2154,2187,2187,2187,2187,2187,2187
,1,,,-,,-,,-,,5,,450,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,33,2,2365,1674,2564,1814,2847,3013,3107,3155,3155,3155,3155,3155,3155,2014,2132,2199,2232,2232,2232,2232,2232,2232
,2,,,-,,-,,-,,7,,495,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,34,2,2415,1710,2614,1850,2903,3072,3169,3217,3217,3217,3217,3217,3217,2055,2174,2243,2277,2277,2277,2277,2277,2277
,3,,,-,,-,,-,,9,,520,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,35,2,2466,1746,2665,1886,2960,3133,3232,3281,3281,3281,3281,3281,3281,2095,2217,2287,2322,2322,2322,2322,2322,2322
,4,,,-,,-,,-,,11,,540,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,36,2,2517,1782,2716,1922,3018,3194,3294,3345,3345,3345,3345,3345,3345,2135,2260,2331,2367,2367,2367,2367,2367,2367
,5,,,-,,-,,-,,13,,550,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,37,2,2569,1818,2768,1958,3076,3256,3358,3410,3410,3410,3410,3410,3410,2176,2303,2376,2412,2412,2412,2412,2412,2412
,→,連続攻撃は最大ダメージ。効果時間は/50。※発動確率は「-」の記載 = 「100%」。状態異常系「スタン、火傷、氷結、毒」のみ記載。←以外の必殺ワザで発動確率を記載する場合は、特殊な確率場合のみ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,2620,1854,2819,1994,3133,3316,3421,3474,3474,3474,3474,3474,3474,2216,2346,2420,2457,2457,2457,2457,2457,2457
,必殺ワザ文言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,2671,1891,2870,2031,3190,3377,3484,3537,3537,3537,3537,3537,3537,2257,2390,2465,2503,2503,2503,2503,2503,2503
,グレード,,,必殺ワザ文言,,,,,,,,,,,,,,,,文字数,,必殺ワザ詳細文言,,,,,,文字数,,,,,9,,,,,,,,※数式参照用,,,,,40,2,2723,1927,2922,2067,3248,3439,3548,3602,3602,3602,3602,3602,3602,2298,2433,2510,2548,2548,2548,2548,2548,2548
,1,,,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身への被ダメージを9秒間、5%カット,,,,,,,,,,,,,,,,45,,-,,,,,,-,,,,,9.9,,,,,,,,chara_osh_00301_Special_00001,,,,,40,3,2723,1927,3022,2138,3348,3539,3648,3702,3702,3702,3702,3702,3702,2369,2504,2581,2619,2619,2619,2619,2619,2619
,2,,,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身への被ダメージを9.9秒間、7%カット,,,,,,,,,,,,,,,,47,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,10.4,,,,,,,,chara_osh_00301_Special_00002,,,,,41,3,2775,1964,3074,2175,3407,3601,3712,3767,3767,3767,3767,3767,3767,2410,2548,2626,2666,2666,2666,2666,2666,2666
,3,,,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身への被ダメージを10.4秒間、9%カット,,,,,,,,,,,,,,,,48,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,10.8,,,,,,,,chara_osh_00301_Special_00003,,,,,42,3,2827,2001,3126,2212,3465,3663,3776,3832,3832,3832,3832,3832,3832,2452,2592,2672,2712,2712,2712,2712,2712,2712
,4,,,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身への被ダメージを10.8秒間、11%カット,,,,,,,,,,,,,,,,49,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,11,,,,,,,,chara_osh_00301_Special_00004,,,,,43,3,2879,2038,3178,2249,3523,3725,3840,3897,3897,3897,3897,3897,3897,2493,2636,2717,2758,2758,2758,2758,2758,2758
,5,,,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身への被ダメージを11秒間、13%カット,,,,,,,,,,,,,,,,47,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00301_Special_00005,,,,,44,3,2931,2075,3230,2286,3581,3786,3904,3962,3962,3962,3962,3962,3962,2535,2680,2763,2804,2804,2804,2804,2804,2804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,※18字まで,,,,,,,,,,,,,,,,,,45,3,2983,2112,3282,2323,3639,3848,3968,4027,4027,4027,4027,4027,4027,2576,2724,2808,2851,2851,2851,2851,2851,2851
,ワンポイント文言,,,,,,,,,,,,,,,,,,,,,,,文字数,,,,,,,,,,,,,,,,,,,,,,46,3,3036,2149,3335,2360,3699,3911,4033,4094,4094,4094,4094,4094,4094,2617,2768,2854,2897,2897,2897,2897,2897,2897
,必殺ワザで自身と黄属性の味方のダメージをカットできるぞ!,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,47,3,3088,2186,3387,2397,3757,3973,4097,4159,4159,4159,4159,4159,4159,2659,2812,2899,2943,2943,2943,2943,2943,2943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3,3141,2223,3440,2434,3816,4036,4162,4225,4225,4225,4225,4225,4225,2700,2856,2945,2989,2989,2989,2989,2989,2989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,3194,2260,3493,2471,3876,4099,4227,4291,4291,4291,4291,4291,4291,2742,2900,2990,3036,3036,3036,3036,3036,3036
,,,,,,,,,,,,,,,,,,,,,,,,※100字まで,,,,,,,,,,,,,,,,,,,,,,50,3,3246,2298,3545,2509,3934,4161,4291,4356,4356,4356,4356,4356,4356,2784,2945,3037,3083,3083,3083,3083,3083,3083
,※その他キャラ文言関連に関しては↓を参照,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,3246,2298,3635,2573,4024,4251,4381,4446,4446,4446,4446,4446,4446,2848,3009,3101,3147,3147,3147,3147,3147,3147
,https://docs.google.com/spreadsheets/d/15MhqG2fCmYP60QZn_waTxDLL-LlRRkpIhKt6iaLyIzo/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,4,3299,2335,3688,2610,4083,4314,4446,4512,4512,4512,4512,4512,4512,2890,3053,3147,3193,3193,3193,3193,3193,3193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,4,3352,2373,3741,2648,4143,4377,4511,4579,4579,4579,4579,4579,4579,2932,3098,3193,3241,3241,3241,3241,3241,3241
,▼必殺ワザスキル文言、ワンポイント文言へのFBは以下に記載をお願いします（問題なければ「OK」だけ記載お願いします）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4,3406,2411,3795,2686,4203,4442,4578,4646,4646,4646,4646,4646,4646,2975,3144,3240,3288,3288,3288,3288,3288,3288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,4,3459,2448,3848,2723,4263,4505,4643,4712,4712,4712,4712,4712,4712,3016,3188,3286,3335,3335,3335,3335,3335,3335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4,3512,2486,3901,2761,4322,4568,4708,4779,4779,4779,4779,4779,4779,3059,3233,3332,3382,3382,3382,3382,3382,3382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,3566,2524,3955,2799,4382,4632,4775,4846,4846,4846,4846,4846,4846,3101,3278,3379,3430,3430,3430,3430,3430,3430
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,3619,2562,4008,2837,4442,4695,4840,4912,4912,4912,4912,4912,4912,3144,3323,3426,3477,3477,3477,3477,3477,3477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,3673,2600,4062,2875,4502,4759,4906,4980,4980,4980,4980,4980,4980,3187,3369,3473,3525,3525,3525,3525,3525,3525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4,3727,2638,4116,2913,4563,4824,4973,5047,5047,5047,5047,5047,5047,3229,3414,3519,3572,3572,3572,3572,3572,3572
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,3781,2676,4170,2951,4623,4888,5039,5115,5115,5115,5115,5115,5115,3272,3459,3566,3620,3620,3620,3620,3620,3620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,3781,2676,4348,3077,4801,5066,5217,5293,5293,5293,5293,5293,5293,3398,3585,3692,3746,3746,3746,3746,3746,3746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,3835,2714,4402,3115,4862,5130,5284,5360,5360,5360,5360,5360,5360,3440,3630,3739,3793,3793,3793,3793,3793,3793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,5,3889,2752,4456,3153,4922,5194,5350,5428,5428,5428,5428,5428,5428,3483,3675,3785,3841,3841,3841,3841,3841,3841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,3943,2791,4510,3192,4983,5259,5416,5495,5495,5495,5495,5495,5495,3526,3722,3833,3889,3889,3889,3889,3889,3889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,3997,2829,4564,3230,5043,5323,5483,5563,5563,5563,5563,5563,5563,3569,3767,3880,3937,3937,3937,3937,3937,3937
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5,4051,2868,4618,3269,5104,5387,5549,5630,5630,5630,5630,5630,5630,3613,3813,3928,3986,3986,3986,3986,3986,3986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,4106,2906,4673,3307,5165,5453,5617,5699,5699,5699,5699,5699,5699,3655,3859,3975,4033,4033,4033,4033,4033,4033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,4160,2945,4727,3346,5226,5517,5683,5767,5767,5767,5767,5767,5767,3699,3905,4023,4082,4082,4082,4082,4082,4082
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,5,4215,2983,4782,3384,5287,5582,5751,5835,5835,5835,5835,5835,5835,3741,3950,4070,4129,4129,4129,4129,4129,4129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,4269,3022,4836,3423,5348,5647,5817,5903,5903,5903,5903,5903,5903,3785,3997,4118,4178,4178,4178,4178,4178,4178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,4324,3061,4891,3462,5409,5712,5885,5972,5972,5972,5972,5972,5972,3829,4043,4166,4227,4227,4227,4227,4227,4227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,6,4324,3061,5015,3550,5533,5836,6009,6096,6096,6096,6096,6096,6096,3917,4131,4254,4315,4315,4315,4315,4315,4315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,6,4379,3099,5070,3588,5595,5902,6077,6164,6164,6164,6164,6164,6164,3959,4176,4300,4362,4362,4362,4362,4362,4362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,6,4434,3138,5125,3627,5657,5967,6144,6233,6233,6233,6233,6233,6233,4003,4223,4348,4411,4411,4411,4411,4411,4411
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6,4489,3177,5180,3666,5718,6032,6212,6302,6302,6302,6302,6302,6302,4047,4269,4396,4460,4460,4460,4460,4460,4460
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,6,4544,3216,5235,3705,5780,6098,6280,6371,6371,6371,6371,6371,6371,4090,4316,4444,4509,4509,4509,4509,4509,4509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,6,4599,3255,5290,3744,5841,6163,6347,6439,6439,6439,6439,6439,6439,4134,4362,4492,4557,4557,4557,4557,4557,4557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,4654,3294,5345,3783,5903,6229,6415,6508,6508,6508,6508,6508,6508,4178,4408,4540,4606,4606,4606,4606,4606,4606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6,4709,3333,5400,3822,5965,6294,6483,6577,6577,6577,6577,6577,6577,4221,4455,4588,4655,4655,4655,4655,4655,4655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,4764,3372,5455,3861,6026,6360,6550,6646,6646,6646,6646,6646,6646,4265,4501,4636,4704,4704,4704,4704,4704,4704
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6,4820,3412,5511,3901,6089,6426,6619,6716,6716,6716,6716,6716,6716,4310,4549,4685,4754,4754,4754,4754,4754,4754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,6,4875,3451,5566,3940,6151,6492,6687,6784,6784,6784,6784,6784,6784,4354,4595,4733,4802,4802,4802,4802,4802,4802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,4875,3451,5703,4037,6288,6629,6824,6921,6921,6921,6921,6921,6921,4451,4692,4830,4899,4899,4899,4899,4899,4899
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,7,4931,3490,5759,4076,6350,6695,6893,6991,6991,6991,6991,6991,6991,4494,4739,4878,4948,4948,4948,4948,4948,4948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7,4986,3530,5814,4116,6412,6761,6960,7060,7060,7060,7060,7060,7060,4539,4786,4927,4998,4998,4998,4998,4998,4998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7,5042,3569,5870,4155,6475,6827,7029,7130,7130,7130,7130,7130,7130,4583,4833,4975,5047,5047,5047,5047,5047,5047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,7,5098,3608,5926,4194,6537,6894,7098,7200,7200,7200,7200,7200,7200,4626,4879,5023,5096,5096,5096,5096,5096,5096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,7,5154,3648,5982,4234,6600,6961,7167,7270,7270,7270,7270,7270,7270,4671,4927,5073,5146,5146,5146,5146,5146,5146
