,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,基本表記は、名字と名前の間に「半角スペース」を開ける,,,,,,,,,,,,,,,,,,44,chara_sur_00001,ja,Summon,Maru,Left,1.5,頑張り甲斐が\nあるってもんだ！,1,e
,,キャラクターの正式名称に「・」や「＝」がある場合は、そちらを使用する,,,,,,,,,,,,,,,,,,45,chara_sur_00001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,46,chara_sur_00101,ja,SpecialAttackCharge,Toge,Right,0.5,速やかに潰す,1,e
,,《例》,《例》,,,,,,,,,,,,,,,,,47,chara_sur_00101,ja,Summon,Maru,Left,1.5,我らも征くぞ,1,e
,,日比野 カフカ,フランキー・フランクリン,,,,,,,,,,,,,,,,,48,chara_sur_00101,,,,,,,,
,,天乃 リリサ,ユーリ・ブライア,,,,,,,,,,,,,,,,,49,chara_sur_00201,ja,SpecialAttackCharge,Toge,Right,0.5,お前は\n自分が倒す！,1,e
,,,,,,,,,,,,,,,,,,,,50,chara_sur_00201,ja,Summon,Toge,Left,1.5,逆らうん\nじゃないわよ！,1,e
,,■ルビ・ふりがなについて,,,,,,,,,,,,,,,,,,51,chara_sur_00201,,,,,,,,
,,読み方に補足が必要なものはキャラクター名や必殺ワザとしては追記せず、,,,,,,,,,,,,,,,,,,52,chara_sur_00301,ja,SpecialAttackCharge,Maru,Right,0.5,盛り上がって\nきたねー,1,e
,,フレーバーテキストにてフォローする。,,,,,,,,,,,,,,,,,,53,chara_sur_00301,ja,Summon,Maru,Left,1.5,かっこいい所を\n見せないとね,1,e
,,《例》,,,,,,,,,,,,,,,,,,54,chara_sur_00301,,,,,,,,
,,東の辰刻,,,,,,,,,,,,,,,,,,55,chara_sur_00401,ja,SpecialAttackCharge,Maru,Right,0.5,安心してください,1,e
,,↑　「ゴールデンアワー」と読む。,,,,,,,,,,,,,,,,,,56,chara_sur_00401,ja,Summon,Maru,Left,1.5,応援たくさん\n頑張ります,1,e
,,フレーバーテキストの中に、「東の辰刻(ゴールデンアワー)の能力を使用する」といったフォローを書く,,,,,,,,,,,,,,,,,,57,chara_sur_00401,,,,,,,,
,,,,,,,,,,,,,,,,,,,,58,chara_kai_00001,ja,SpecialAttackCharge,Maru,Right,0.5,日比野カフカ\n出ます！,1,e
,,杠,,,,,,,,,,,,,,,,,,59,chara_kai_00001,ja,Summon,Toge,Left,1.5,俺たちも行くぞ！,1,e
,,↑　「ゆずりは」と読む。,,,,,,,,,,,,,,,,,,60,chara_kai_00001,,,,,,,,
,,フレーバーテキストの文頭に,,,,,,,,,,,,,,,,,,61,chara_kai_00002,ja,SpecialAttackCharge,Maru,Right,0.5,安心して休んでろ,1,e
,,「杠 (ゆずりは)」といったフォローを書く,,,,,,,,,,,,,,,,,,62,chara_kai_00002,ja,Summon,Toge,Left,1.5,１発で解体するぜ,1,e
,,,,,,,,,,,,,,,,,,,,63,chara_kai_00002,,,,,,,,
,,■同名キャラが２体以上いる場合の名称,,,,,,,,,,,,,,,,,,64,chara_kai_00101,ja,SpecialAttackCharge,Toge,Right,0.5,行ってください,1,e
,,１体目は上記レギュレーションに従った、もっともポピュラーな名称を使用,,,,,,,,,,,,,,,,,,65,chara_kai_00101,ja,Summon,Maru,Left,1.5,フォローします,1,e
,,２体目はキャラ名の前に冠を付けて、１体目と区別する,,,,,,,,,,,,,,,,,,66,chara_kai_00101,,,,,,,,
,,冠とキャラ名の間は半角スペースを１つ入れる,,,,,,,,,,,,,,,,,,67,chara_kai_00301,ja,SpecialAttackCharge,Toge,Right,0.5,これ以上好き勝手\nさせないわよ,1,e
,,その際、文字数制限に引っかかる場合は、名前を省略しても良い,,,,,,,,,,,,,,,,,,68,chara_kai_00301,ja,Summon,Maru,Left,1.5,吠え面\nかかせてやるわ！,1,e
,,　→監修時に省略する意図を記載,,,,,,,,,,,,,,,,,,69,chara_kai_00301,,,,,,,,
,,《例》,,,,,,,,,,,,,,,,,,70,chara_kai_00201,ja,SpecialAttackCharge,Maru,Right,0.5,カフカくん\nこれが今の私,1,e
,,オカルン,,アイラ,,,,,,,,,,,,,,,,71,chara_kai_00201,ja,Summon,Toge,Left,1.5,君たちの盾となり\n鉾となることを\n誓おう,1,e
,,ターボババアの霊力 オカルン,,アクさらの愛 アイラ,,,,,,,,,,,,,,,,72,chara_kai_00201,,,,,,,,
,,,,,,,,,,,,,,,,,,,,73,chara_kai_00401,ja,SpecialAttackCharge,Maru,Right,0.5,討伐する,1,e
,02),フレーバーテキスト,,,,,,,,,,,,,,,,,,74,chara_kai_00401,ja,Summon,Maru,Left,1.5,怪獣退治の時間や,1,e
,,所謂キャラの紹介文。,,,,,,,,,,,,,,,,,,75,chara_kai_00401,,,,,,,,
,,最大文字数は「28文字 × 7行」でレアリティによって文字数に差を付ける,,,,,,,,,,,,,,,,,,76,chara_kai_00501,ja,SpecialAttackCharge,Maru,Right,0.5,愚か者め,1,e
,,R：100　SR ~ UR：150,,,,,,,,,,,,,,,,,,77,chara_kai_00501,ja,Summon,Maru,Left,1.5,処理を開始する,1,e
,,基本的に文中には改行を入れない。,,,,,,,,,,,,,,,,,,78,chara_kai_00501,,,,,,,,
,,行頭禁則が発生する場合に限り、調整のため改行を入れる。,,,,,,,,,,,,,,,,,,79,chara_kai_00601,ja,SpecialAttackCharge,Toge,Right,0.5,お前が俺を\n守るんじゃねぇ,1,e
,,キャラ名や技名などが難読漢字だったり、特殊な読み仮名をする場合は可能な範囲でフレーバーテキスト内で説明をする。,,,,,,,,,,,,,,,,,,80,chara_kai_00601,ja,Summon,Maru,Left,1.5,腹くくる\nしかねーな,1,e
,,説明する際は「副作用（サイドエフェクト）」など（）書きで読み方を入れる。,,,,,,,,,,,,,,,,,,81,chara_kai_00601,,,,,,,,
,,,,,,,,,,,,,,,,,,,,82,chara_dos_00001,ja,SpecialAttackCharge,Maru,Right,0.5,明日休み\nなんだし\nいいしょ？,1,e
,03),必殺ワザ名,,,,,,,,,,,,,,,,,,83,chara_dos_00001,ja,Summon,Maru,Left,1.5,ウチが一緒に\n行ったげる♪,1,e
,,キャラクターが必殺ワザゲージが溜まった後に、発動するワザの名称,,,,,,,,,,,,,,,,,,84,chara_dos_00001,,,,,,,,
,,最大全角16文字。,,,,,,,,,,,,,,,,,,85,chara_dos_00101,ja,SpecialAttackCharge,Maru,Right,0.5,私決めたよ,1,e
,,,,,,,,,,,,,,,,,,,,86,chara_dos_00101,ja,Summon,Maru,Left,1.5,師匠と呼べよ |,1,e
,,基本的に原作からの技名をそのまま使ってください。,,,,,,,,,,,,,,,,,,87,chara_dos_00101,,,,,,,,
,,なお、劇中で技名が明確ではない場合は、発動時のセリフを使ってください。,,,,,,,,,,,,,,,,,,88,chara_chi_00001,ja,SpecialAttackCharge,Toge,Right,0.5,俺は！男と！\n喧嘩する！時ゃ！,1,e
,,どうしても適切なものがない場合は、創作します。,,,,,,,,,,,,,,,,,,89,chara_chi_00001,ja,Summon,Toge,Left,1.5,俺がぶっ殺して\nやるぜ！,1,e
,,,,,,,,,,,,,,,,,,,,90,chara_chi_00001,,,,,,,,
,,禁則事項：必殺ワザ名は、同じ技名が被ってはいけない。,,,,,,,,,,,,,,,,,,91,chara_chi_00002,ja,SpecialAttackCharge,Maru,Right,0.5,悪いヤツぁ\n好きだぜー？,1,e
,,被ってしまうキャラについては、レアガチャ用キャラを優先とする。,,,,,,,,,,,,,,,,,,92,chara_chi_00002,ja,Summon,Toge,Left,1.5,食っちまうぞ！,1,e
,,もう一方のキャラについては、区別できるものがあればそちらを採用し、,,,,,,,,,,,,,,,,,,93,chara_chi_00002,,,,,,,,
,,無理ならセリフから引っ張ってくる,,,,,,,,,,,,,,,,,,94,chara_chi_00201,ja,SpecialAttackCharge,Maru,Right,0.5,悪魔は全部殺す,1,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,03-1),必殺ワザ発動前セリフ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,95,chara_chi_00201,ja,Summon,Toge,Left,1.5,お前らに\n人権はない…！,1,e
,04),必殺ワザカットイン,,,,,,,,,,,,,,,,,,96,chara_chi_00201,,,,,,,,
,,ワザ発動時の演出用画像。,,,,,,,,,,,,,,,,,,97,chara_chi_00301,ja,SpecialAttackCharge,Toge,Right,0.5,ワシは血に\n飢えてるぞ！,1,e
,,適用したい箇所を記入し、可能な限り画像を残す。,,,,,,,,,,,,,,,,,,98,chara_chi_00301,ja,Summon,Toge,Left,1.5,バトルじゃ！,1,e
,,そのワザ発動直前がベスト。,,,,,,,,,,,,,,,,,,99,chara_chi_00301,,,,,,,,
,,直前がなければ発動時でもOK。,,,,,,,,,,,,,,,,,,100,chara_sum_00001,ja,SpecialAttackCharge,Toge,Right,0.5,落ち着け!!,1,e
,,発動時のほうが明らかに盛り上がるなら、そちらでもOK。,,,,,,,,,,,,,,,,,,101,chara_sum_00001,ja,Summon,Maru,Left,1.5,まかしとけっ！,1,e
,,ファンが見て納得できるコマ。,,,,,,,,,,,,,,,,,,102,chara_sum_00001,,,,,,,,
,,《例》,,,,,,,,,,,,,,,,,,103,chara_sum_00101,ja,SpecialAttackCharge,Maru,Right,0.5,みんなによろしく\n言うといて！,1,e
,,かめはめ波→「かめはめ」の部分。,,,,,,,,,,,,,,,,,,104,chara_sum_00101,ja,Summon,Maru,Left,1.5,私って何なん…,1,e
,,,,,,,,,,,,,,,,,,,,105,chara_sum_00101,,,,,,,,
,05),登場セリフ,,,,,,,,,,,,,,,,,,106,chara_sum_00201,ja,SpecialAttackCharge,Maru,Right,0.5,おお｜｜い !!,1,e
,,バトル開始時にメインキャラのうち、ランダムで1人が発言。,,,,,,,,,,,,,,,,,,107,chara_sum_00201,ja,Summon,Maru,Left,1.5,長旅お疲れ\nさまあああーー,1,e
,,自己紹介的なものや、敵にたんかを切るセリフなど。,,,,,,,,,,,,,,,,,,108,chara_sum_00201,,,,,,,,
,,できるだけ前向きな発言を優先的に選ぶ。,,,,,,,,,,,,,,,,,,109,chara_tak_00001,ja,SpecialAttackCharge,Maru,Right,0.5,今日の\nハッピー道具は,1,e
,,「いくぞ！」など。,,,,,,,,,,,,,,,,,,110,chara_tak_00001,ja,Summon,Maru,Left,1.5,今日の道具は\nすごいっピ！,1,e
,,表示時間が短いので、できるだけ短いセリフにする。,,,,,,,,,,,,,,,,,,111,chara_tak_00001,,,,,,,,
,,※キャラの個性であえて長くする場合は除く,,,,,,,,,,,,,,,,,,112,chara_rik_00001,ja,SpecialAttackCharge,Maru,Right,0.5,アーイ！,1,e
,,最大全角14文字✕3行=42文字。,,,,,,,,,,,,,,,,,,113,chara_rik_00001,ja,Summon,Maru,Left,1.5,これからぼくたち\nはズッ友だね！,1,e
,,,,,,,,,,,,,,,,,,,,114,chara_rik_00001,,,,,,,,
,,13) 移動セリフ_1～3,,,,,,,,,,,,,,,,,,115,chara_rik_00101,ja,SpecialAttackCharge,Maru,Right,0.5,これ欲しかったんでしょ？,1,e
,,バトル開始時にメインキャラのうち、ランダムで1人が発言。,,,,,,,,,,,,,,,,,,116,chara_rik_00101,ja,Summon,Maru,Left,1.5,これは夢？,1,e
,,移動中の敵出現前のセリフなので、敵に対しての発言はNG。,,,,,,,,,,,,,,,,,,117,chara_rik_00101,,,,,,,,
,,仲間や自分に言い聞かせる言葉にする。,,,,,,,,,,,,,,,,,,118,chara_aka_00101,ja,SpecialAttackCharge,Maru,Right,0.5,うちは\nラーメン屋なんで,1,e
,,ネガティブな発言は極力避け、楽しげな発言を優先的に選ぶ。,,,,,,,,,,,,,,,,,,119,chara_aka_00101,ja,Summon,Toge,Left,1.5,おとといきやがれ,1,e
,,よく見るセリフになるので、唐突に感じる名言や勢いの強すぎるセリフは避ける。,,,,,,,,,,,,,,,,,,120,chara_aka_00101,ja,,,,,,,
,,「次行くぞ！」「やったぜ！」「この先から強い気を感じる」など。,,,,,,,,,,,,,,,,,,121,chara_aka_00001,ja,SpecialAttackCharge,Maru,Right,0.5,子猫じゃないん\nだからー,1,e
,,表示時間が短いので、できるだけ短いセリフにする。,,,,,,,,,,,,,,,,,,122,chara_aka_00001,ja,Summon,Maru,Left,1.5,にゃー！,1,e
,,※キャラの個性であえて長くする場合は除く,,,,,,,,,,,,,,,,,,123,chara_aka_00001,,,,,,,,
,,最大全角14文字✕3行=42文字。,,,,,,,,,,,,,,,,,,124,chara_spy_00101,ja,SpecialAttackCharge,Maru,Right,0.5,よりよき\n世界のために！,1,e
,,,,,,,,,,,,,,,,,,,,125,chara_spy_00101,ja,Summon,Maru,Left,1.5,この正体を\n隠し通さねば…！,1,e
,,以降の項目は、マイルーム画面で表示されるセリフ（愛でる仕様）。,,,,,,,,,,,,,,,,,,126,chara_spy_00101,,,,,,,,
,,ネガティブイメージを持たせないように注意する。,,,,,,,,,,,,,,,,,,127,chara_spy_00001,ja,SpecialAttackCharge,Maru,Right,0.5,せいふくできた？,1,e
,,,,,,,,,,,,,,,,,,,,128,chara_spy_00001,ja,Summon,Maru,Left,1.5,おでけけ\nおでけけ♪,1,e
,06),作品名について,,,,,,,,,,,,,,,,,,129,chara_spy_00001,,,,,,,,
,,サブタイトルがある作品については、サブタイトルまで含めて正式タイトルとする。,,,,,,,,,,,,,,,,,,130,chara_spy_00201,ja,SpecialAttackCharge,Maru,Right,0.5,私の\n平穏はいらない,1,e
,,この場合、長い場合はテキスト監修時に、省略名を使っても良いか確認すること。,,,,,,,,,,,,,,,,,,131,chara_spy_00201,ja,Summon,Maru,Left,1.5,容赦\nいたしません！,1,e
,,また、サブタイトルの前後にハイフンなどん記号がつく場合、本タイトルとサブタイトルの間にはスペース等入れない。,,,,,,,,,,,,,,,,,,132,chara_spy_00201,,,,,,,,
,,逆に、サブタイトルに記号がない場合は、タイトルとサブタイトルの間に半角スペースを入れることとする。,,,,,,,,,,,,,,,,,,133,chara_spy_00301,ja,SpecialAttackCharge,Maru,Right,0.5,何だ\n大したことないな,1,e
,,,,,,,,,,,,,,,,,,,,134,chara_spy_00301,ja,Summon,Maru,Left,1.5,気安くしゃべりかけんな！,1,e
,,図鑑で表示できる最大文字数15文字目まで。,,,,,,,,,,,,,,,,,,135,chara_spy_00301,,,,,,,,
,,16文字以降は「...」と表示される,,,,,,,,,,,,,,,,,,136,chara_spy_00401,ja,SpecialAttackCharge,Maru,Right,0.5,姉さん姉さん\n姉さん姉さん,1,e
,,,,,,,,,,,,,,,,,,,,150,chara_ron_00101,,,,,,,,
,07),特殊文字,,,,,,,,,,,,,,,,,,151,chara_yuw_00001,ja,SpecialAttackCharge,Maru,Right,0.5,そんなリリエルに\n憧れてっ・・・,1,e
,,GLOWでは実機で表示される特殊文字は、Aos、Ios両方で確認できます。,,,,,,,,,,,,,,,,,,152,chara_yuw_00001,ja,Summon,Maru,Left,1.5,見学しても\nいいですか !?,1,e
,,リリース時点で選定しているものは、現在エンジニアにも確認して了承を得てます。,,,,,,,,,,,,,,,,,,153,chara_yuw_00001,,,,,,,,
,,♡、☆など,,,,,,,,,,,,,,,,,,154,chara_yuw_00101,ja,SpecialAttackCharge,Maru,Right,0.5,天使にだって\nなってみせる,1,e
,,特殊文字を使用したい場合は、一度データ設定をした上で毎回エンジニアに確認してください。,,,,,,,,,,,,,,,,,,155,chara_yuw_00101,ja,Summon,Maru,Left,1.5,せんぱいっ♡,1,e
,,,,,,,,,,,,,,,,,,,,156,chara_yuw_00101,,,,,,,,
,,,,,,,,,,,,,,,,,,,,157,chara_bat_00001,ja,SpecialAttackCharge,Toge,Right,0.5,全　力\n投　球,1,e
,,,,,,,,,,,,,,,,,,,,158,chara_bat_00001,ja,Summon,Maru,Left,1.5,早くかまえろ,1,e
,,,,,,,,,,,,,,,,,,,,159,chara_bat_00001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,160,chara_bat_00101,ja,SpecialAttackCharge,Toge,Right,0.5,俺は俺を\n超えてみせる,1,e
,,,,,,,,,,,,,,,,,,,,161,chara_bat_00101,ja,Summon,Maru,Left,1.5,大丈夫\n心配すんな,1,e
,,,,,,,,,,,,,,,,,,,,162,chara_bat_00101,,,,,,,,
,,,,,,,,,,,,,,,,,,,,163,chara_aha_00001,ja,SpecialAttackCharge,Maru,Right,0.5,はい,1,e
,,,,,,,,,,,,,,,,,,,,164,chara_aha_00001,ja,Summon,Maru,Left,1.5,メーデー メーデー,1,e
,,,,,,,,,,,,,,,,,,,,165,chara_aha_00001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,166,chara_aha_00101,ja,SpecialAttackCharge,Maru,Right,0.5,横入りして\nすまない,1,e
,,,,,,,,,,,,,,,,,,,,167,chara_aha_00101,ja,Summon,Maru,Left,1.5,なんか用か？,1,e
,,,,,,,,,,,,,,,,,,,,168,chara_aha_00101,ja,,,,,,,
