キャラテキスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"召喚時セリフ
最大24文字",,※,,0,,,強くならなきゃ もっと強く!!,15,1巻096P,萎えるぜ,4,2巻129P,おっしゃあ！やったらあ！,12,1巻183P,私は美少女なんだもの!!,12,抜粋:2巻153P,選ばれた存在だったようですね,11,3巻144P,ボキャボキャにするわあ!!,13,2巻125P,ワシがお前えらを鍛えてやる,13,参考:1巻157P,,0,,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,ー,ー,ー,,ー,1巻101P,ー,ー,ー,ー,ー,ー,,ー,3巻135P,ー,ー,ー,孫をたぶらかすクソ男は〜,12,1巻137P,,0,,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
姫様“拷問”の時間です,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,囚われの王女 姫様,9,姫様“拷問”の時間です,トーチャー・トルチュール,12,姫様“拷問”の時間です,クロル,3,姫様“拷問”の時間です,悪のカリスマ 魔王ゴッドサンダー,16,,マオマオちゃん,7,,陽鬼,2,,陰鬼,2,,カナッジ,4,姫様“拷問”の時間です,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",4,※,,0,,,"王女にして、国王軍第三騎士団の“騎士団長”。
数々の戦場を生き抜き、多くの武勲をあげてきたが、現在は魔王軍に囚われ、拷問を受ける日々を送っている。品行方正で誇り高く見えるが、実際は日々の“拷問”に尽く屈してしまっている。",110,参考:2巻004P,"魔王軍の最高位拷問官にして、牢獄の責任者。
最年少で最高位拷問官の地位に上り詰めた“拷問”の天才。
国王軍の情報を得るために様々な方法で姫様に対して“拷問”を行っている。食欲を掻き立てる料理や美味しそうに食事をする姿で姫様を屈服させることが得意。",123,参考:2巻004P,"魔王軍の一級戦闘員であり、上級拷問官。
明るくギャルのような性格。多種多様な動物を飼育しており、猛獣などを意のままに操ることができる猛獣使い。白熊のキュイや犬など、可愛い動物と共に“拷問”を行う。すこしマニアックな趣向もしばしば見られる。",119,参考:2巻005P,"全魔族の頂点に立つ最強無敵のモンスター""魔王""。しかし、一人娘のマオマオちゃんを溺愛する子煩悩な父親。意外とオタク趣味を持つ。7代続く国王軍との長い衝突の中でも歴代の戦闘力を持つとされている。父親から魔王を継いですぐその手腕を発揮し、魔界の待機児童問題と失業率問題を解決した。",138,参考:2巻005P・[小冊子用描き下ろし番外編再掲]姫様“拷問”の時間ですhttps://shonenjumpplus.com/episode/13933686331795994557#episode-comment,魔王軍のハイパー上級見習い拷問官にして、魔王の一人娘。子供らしい可愛い拷問で姫様に近づく。拷問官としての経験をつませる為に見習いとして拷問官をやっているが、ハイパー上級見習いなので階級は最高位拷問官よりも上。,104,"参考:2巻005P・1巻158P
",魔王軍の中級拷問官。陰鬼と共にコンビならではの拷問を仕掛ける。明るい性格で、学生時代バスケ部だったこともあり、ゲーム対戦や遊園地バスケットボールといったアクティブな拷問に幅広く参加している。拷問を通して姫様ともすぐに友達になった。,115,参考:2巻005P,"魔王軍の中級拷問官。陽鬼と共にコンビならではの拷問を仕掛ける。おっとりとした性格で、一人の時は映画やドラマといったインドア系の""拷問""を行う。学生時代は入部したバスケ部を一日で退部した。拷問を通して姫様ともすぐ友達になった。",112,参考:2巻005P,"カナッジ
魔王の優秀な側近。戦闘面でも魔王軍第2位の実力を持つと言われている。元々は清掃のバイトだったが、人手不足でいろいろ手伝っているうちに魔王の側近になっていた。魔王軍内部と魔王ゴッドサンダーとの連携の役目も担っている。",112,参考:2巻042P,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,決して屈しない！,8,参考:1巻009P,“拷問”の時間です,9,1巻011P,ワンちゃん大量作戦だ☆,11,14巻111P,全欲望は我が物！,8,2巻158P,"""ごーもん""の時間だよ！",12,参考:2巻031P,私からやらせてもらうよ,11,11巻092P,仕事は仕事だよ,7,2巻130P,魔王様!!,5,オリジナル,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,この“拷問”もらった！,11,1巻104P,それでは…,5,1巻011P,これには耐えれるかな☆,11,1巻066P,かまわぬ！,5,2巻157P,みててね,4,2巻031P,ちなみに私は大得意だよ！,12,11巻092P,友情は友情,5,2巻130P,このような報告が…,9,4巻,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,私が屈する訳が無い！,10,1巻056P,本番は…これからです,10,4巻060P,“拷問”の時間だ☆,9,参考:1巻063P,ワシを”拷問”してみろ,11,1巻172P,いっしょにあそぼ,8,2巻036P,まずは作戦Bシフトだ！,11,3巻009P,い…一緒にやります？,10,1巻044P,本日得た情報です,8,4巻137P,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,エクス…私は大丈夫だ,10,"1巻010P
1巻011P",全力でいかせて頂きます,11,2巻181P,さっさと話すことですね,11,参考:1巻068P,"全ての欲を食らい
尽くしてやるわ！",17,2巻158P,おいかけっこしよ！,9,1巻156P,勝負は常に無情なんだよ！,12,5巻033P,秘密を話してください,10,2巻128P,御意に,3,3巻185P,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,,ー,2巻105P,ー,ー,ー,ー,ー,ー,,0,3巻065P,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チェンソーマン,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,,,,▼未監修,,,,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,デンジ,3,チェンソーマン,悪魔が恐れる悪魔 チェンソーマン,16,チェンソーマン,早川 アキ,5,チェンソーマン,パワー,3,チェンソーマン,氷の眼差し マキマ,9,チェンソーマン,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",1,※,,0,,,"相棒のポチタをその身に宿す、『チェンソーの悪魔』の 少年。
借金返済のためにこき使われるド底辺の暮らしをしていたためか、食欲や性欲といったシンプルな欲求に正直。",80,"参考:2巻004P
 参考:2巻005P","相棒のポチタの命と引き換えに『チェンソーの悪魔』として蘇ったデンジの姿。頭や腕など体から複数のチェンソーの刃が飛び出している。
 胸から出ているスターターロープを引っ張ることで変身し、
 チェンソーマンになると深い傷を負っていても復活・蘇生することができる。",129,"参考:2巻004P
 参考:2巻005P","公安4課に所属するデビルハンター。
マキマの忠実な部下。過去の悲惨な出来事から悪魔を強く憎んでおり、悪魔をこの世から駆逐するという強い思いでデビルハンターになった。",82,参考:2巻005P,"『血の悪魔』の魔人。魔人でありながら、公安4課に所属するデビルハンター。
嘘つきでわがままで、自分の都合の良いようにしか考えない
性格をしている。
自分の血を固めて武器にすることができる。
また、疲れるが他人の血を操って止血も可能。",116,参考:2巻005P,公安対魔特異4課を取り仕切っている女性。ゾンビの悪魔を倒すべく公安から派遣されてきたところ、チェンソーマンに変身したデンジを保護した。穏やかな口調と柔らかな所作が印象的だが、彼女自身の真意や目的は見えづらく、ミステリアスな雰囲気を漂わせている。,122,2巻005P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ名称
最大16文字",,※,,0,,,股間！しか！狙わねえ！,11,1巻099P,ぶっ殺さねえとなあ！,10,1巻051P,狐の悪魔,4,2巻069P,血の匂いじゃ！,7,1巻136P,キミ変わった匂いがするね,12,1巻056P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"必殺ワザ発動前
セリフ
最大24文字",▼監修通過,※,,0,,,俺は！男と！喧嘩する！時ゃ！,14,1巻099P,悪いヤツぁ好きだぜー？,11,3巻184P,悪魔は全部殺す,7,2巻123P,ワシは血に飢えてるぞ！,11,1巻132P,ふうん……,5,1巻055P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"イベント用セリフ
最大7*2文字",0,※,,0,,,俺もマジでやってるぜポチタ,13,1巻122P,テメん腹ぁ裂いて！胸揉むんだ！,15,2巻010P,俺たちはデビルハンターです,13,2巻077P,ひれ伏せ人間!!,8,1巻128P,先を越されたね,7,1巻054P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"召喚時セリフ
最大24文字",,※,,0,,,俺がぶっ殺してやるぜ!!,12,1巻149P,食っちまうぞ！,7,2巻009P,お前らに人権はない…！,11,2巻129P,バトルじゃ！,6,2巻149P,使える犬だね,6,1巻078P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"ガシャ演出時のセリフ
※URのみ",,※,,0,,,ー,1,ー,,0,1巻051P,ー,1,ー,ー,1,ー,,0,1巻058P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
必殺ワザ原画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
忘却バッテリー,,,,,,,▼データ設定済み,リリース時,,▼データ設定済み,リリース時,,,,,,,,▼未監修,,,▼未監修,,,,,,,,,,,,,,,,,,,,,,,
項目,,表示画面,キャラ,文字数,出典,担当,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼未監修,※,,0,,,清峰 葉流火,6,忘却バッテリー,要 圭,3,忘却バッテリー,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",2,※,,0,,,都立小手指高校の1年生。口数が少なくクールな性格で、野球一筋。140キロを越える剛速球を投げる抜群のフィジカルに加え、バッティングでも非凡な才能を見せる。中学時代は要 圭とバッテリーを組み、宝谷シニアでは「天才バッテリー」として名を馳せた。,119,参考:2巻004P,都立小手指高校1年。中学時代は清峰 葉流火（きよみね はるか）とバッテリーを組み、宝谷シニアの天才バッテリーと呼ばれていた。どんな球も捕球し、キレたリードで勝利をもぎ取る智将捕手だったが、現在は記憶喪失で野球は素人同然。性格も、かつての智将時代とはかけ離れている。,132,参考:2巻004P,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
