"フレーバーテキスト
28文字×7行
(最大196文字)",1,面接会場に現れた冷却系怪異。複数の目のようなものが体についた姿をしている。,37,ー,冷却系怪異が放ったつらら。,13,ー,"ビルのワンフロアを埋め尽くしていた、建造物寄生型の大型怪異。
元々は水道管に溜まっていた怪異だったが、突如として膨張しビルのワンフロアを埋め尽くした。",75,ー,"ビルのワンフロアを埋め尽くしていた、建造物寄生型の小型怪異。
元々は水道管に溜まっていた怪異だったが、突如として膨張しビルのワンフロアを埋め尽くした。",75,ー,工事現場に現れた怪異。瓦礫を取り込んで非常に大きな姿をしている。複数の目のようなものが体についている。,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
チェンソーマン,▼監修中,▼データ設定済み,,,▼データ設定済み,,,▼データ設定済み,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,ゾンビの悪魔,6,,ゾンビ,3,,コウモリの悪魔,7,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,『ゾンビの悪魔』。力を渡すとその引き換えに相手をゾンビにする。デンジを雇っていたヤクザたちをゾンビにした。デビルハンターのことが嫌い。,67,ー,"『ゾンビの悪魔』の奴隷となり、力を得る代わりにゾンビになった。
『ゾンビの悪魔』の命令に従い行動する。",51,ー,"大きなコウモリの姿をした悪魔。人間に負傷させられ、潜伏していた。
人質を取るなど卑劣な手を使う。",48,2巻005P,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
SPY×FAMILY,▼監修中,▼データ設定済み,,,▼データ設定済み,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,グエン,3,,密輸組織の残党,7,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,東国の外務大臣を失脚に追い込もうとした悪人、エドガーの部下。アーニャ・フォージャーの通信を受けてロイドたちの住居へ襲撃に来た。,63,"参考:SPY×FAMILY
公式ファンブック
EYES ONLY
081P",<黄昏>が襲撃した密輸組織の残党。奪われた美術品を取り戻すため、仕込んだ発信機を元に追跡したが返り討ちにあう。,55,ー,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
株式会社マジルミエ,▼監修中,▼監修通過,,,▼未監修,,,▼未監修,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,工事現場の怪異,7,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,工事現場に現れた怪異。瓦礫を取り込んで非常に大きな姿をしている。複数の目のようなものが体についている。,63,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
幼稚園WARS,▼監修中,▼監修通過,,,▼監修通過,,,▼未監修,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,不良系金髪イケメン,9,,イケメンじゃない殺し屋,11,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,「ブラック幼稚園」に送られてきた暗殺者。ラーメンはチャーシューから食べる派。,,参考:1巻071P,ダグを攫った殺し屋の1人。イケメンではない。,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
君のことが大大大大大好きな100人の彼女,▼監修中,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,愛城 恋太郎,6,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,"神様の手違いにより、高校で100人の""運命の人""と出会うことになってしまった高校生。彼女たちを分け隔てなく全力で愛するスーパー彼氏。",66,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
ふつうの軽音部,▼監修中,▼監修通過,,,▼未監修,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,,▼監修中,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,鷹見 項希,5,ー,学生A,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,「protocol.」のギターボーカル。歌もギターもうまいため、部内で一目置かれており、とにかく女子にモテる。,55,参考:3巻005P,谷九高等学校に通う男子生徒。,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
あやかしトライアングル,▼監修中,▼監修通過,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,シロガネ,4,ー,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,"数多の妖術を操り、この地の妖の頂点に君臨し続ける""妖の王""。現在はマシュマロのようなもちもちボディになっている。",56,参考:1巻030P,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
マリッジトキシン,▼監修中,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,水使い 潮,,マリッジトキシン,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,水使い。『澄空気アレルギー』のため、生後からずっと水で満たされた防護服の中で過ごしている。,45,参考:2巻050P,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
MAD,▼監修中,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,エイリアン,,MAD,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,宇宙から飛来した生命体。驚異的な繁殖力と凶暴性を持つ。,27,参考:1巻013P,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
終末のハーレム,▼監修中,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,水原 怜人,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,"医大生。コールドスリープから２番目に目覚めた男性。
幼馴染の橘 絵理沙を思う気持ちが強く、メイティングには消極的。",57,2巻007P,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"終末のハーレム
AfterWorld",▼監修中,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,金村 陸,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,５人目の「ナンバーズ」であり、性欲を有する制欲者(リビダー)。牡丹たちハウスメイトと共同生活を送っている。,53,参考:14巻007P,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
口が裂けても君には,▼監修中,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,茶乃 紅一,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,17歳の高校生。代々逸話モノの噂の管理を務める人間の一族、“茶乃家”の当主。みろくのことが好き。,48,参考:2巻004P,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
,▼監修中,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,,▼未監修,,
項目,0,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典,キャラ,文字数,出典
"キャラ名
最大16文字",▼監修通過,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
"フレーバーテキスト
28文字×7行
(最大196文字)",0,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,
