,enemy_kai_00201,_iharuget,e_kai_00201_iharuget_Boss_Blue,怪獣８号,怪獣９号,怪獣９号_iharuget,Boss,Attack,Blue,100000,3,31,0.35,1000,0,0.5,100,250,2.47,stop有:1回目 1.26,200,-,-,,-,,shageki_1,,
,chara_kai_00401,_iharuget,c_kai_00401_iharuget_Normal_Yellow,怪獣８号,保科 宗四郎,保科 宗四郎_iharuget,Normal,Attack,Yellow,10000,3,35,0.24,100,0,0.25,1,300,1.27,stop有:1回目 0.43,75,2.67,"stop無:1回目 0.25
stop無:2回目 0.91
stop無:3回目 1.05
stop無:4回目 1.15
stop有:5回目 1.66",単体に攻撃,5,,zangeki_1,,
,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,
,chara_kai_00401,_isaoget,c_kai_00401_isaoget_Normal_Blue,怪獣８号,保科 宗四郎,保科 宗四郎_isaoget,Normal,Attack,Blue,10000,3,41,0.24,100,0,0.25,1,300,1.27,stop有:1回目 0.43,75,2.67,"stop無:1回目 0.25
stop無:2回目 0.91
stop無:3回目 1.05
stop無:4回目 1.15
stop有:5回目 1.66",単体に攻撃,5,,zangeki_1,,
,chara_kai_00501,_isaoget,c_kai_00501_isaoget_Boss_Yellow,怪獣８号,四ノ宮 功,四ノ宮 功_isaoget,Boss,Technical,Yellow,100000,1,25,0.25,1000,0,0.26,1,400,1.97,1.10,75,2.67,1.62,自信の体力を10%回復,4,,dageki_1,,
,chara_kai_00501,_isaoget,c_kai_00501_isaoget_Normal_Blue,怪獣８号,四ノ宮 功,四ノ宮 功_isaoget,Normal,Technical,Blue,100000,1,25,0.25,1000,0,0.26,1,400,1.97,1.10,75,2.67,1.62,自信の体力を10%回復,4,,dageki_1,,
,chara_kai_00002,_isaoget,c_kai_00002_isaoget_Normal_Blue,怪獣８号,隠された英雄の姿 怪獣８号,隠された英雄の姿 怪獣８号_isaoget,Normal,Attack,Blue,100000,2,35,0.21,500,0,0.22,1,500,1.50,stop無:1回目 0.54,100,2.40,"stop有:1回目 1.00
stop無:2回目 1.37
stop無:3回目 1.54
stop無:4回目 1.70
stop無:5回目 1.87
stop無:6回目 2.04",単体に300%攻撃,5,,dageki_1,,
,chara_kai_00002,_isaoget,c_kai_00002_isaoget_Boss_Blue,怪獣８号,隠された英雄の姿 怪獣８号,隠された英雄の姿 怪獣８号_isaoget,Boss,Attack,Blue,100000,2,40,0.21,500,0,0.22,1,500,1.50,stop無:1回目 0.54,100,2.40,"stop有:1回目 1.00
stop無:2回目 1.37
stop無:3回目 1.54
stop無:4回目 1.70
stop無:5回目 1.87
stop無:6回目 2.04",単体に300%攻撃,5,,dageki_1,,
,enemy_kai_00401,_isaoget,e_kai_00401_isaoget_Normal_Yellow,怪獣８号,怪獣１０号,怪獣１０号_isaoget,Normal,Attack,Yellow,100000,2,45,0.3,500,0,0.31,1,500,1.30,stop有:1回目 0.55,25,-,-,,-,,dageki_1,,
,enemy_kai_00401,_isaoget,e_kai_00401_isaoget_Normal_Blue,怪獣８号,怪獣１０号,怪獣１０号_isaoget,Normal,Attack,Blue,100000,3,40,0.3,500,0,0.31,1,500,1.30,stop有:1回目 0.55,25,-,-,,-,,dageki_1,,
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,-,,none,,
,enemy_kai_00101,_eventchallenge01,e_kai_00101_eventchallenge01_Normal_Colorless,怪獣８号,怪獣 余獣,怪獣 余獣_eventchallenge01,Normal,Attack,Colorless,10000,3,21,0.22,500,0,0.23,1,200,1.23,stop有:1回目 0.56,50,-,-,,-,,dageki_1,,
,enemy_kai_00101,_eventchallenge01,e_kai_00101_eventchallenge01_Normal_Blue,怪獣８号,怪獣 余獣,怪獣 余獣_eventchallenge01,Normal,Attack,Blue,10000,3,23,0.25,500,0,0.26,1,200,1.23,stop有:1回目 0.56,75,-,-,,-,,dageki_1,,
,enemy_kai_00101,_eventchallenge01,e_kai_00101_eventchallenge01_Normal_Green,怪獣８号,怪獣 余獣,怪獣 余獣_eventchallenge01,Normal,Attack,Green,10000,3,35,0.24,500,0,0.25,1,200,1.23,stop有:1回目 0.56,75,-,-,,-,,dageki_1,,
,enemy_kai_00101,_eventchallenge01,e_kai_00101_eventchallenge01_Normal_Red,怪獣８号,怪獣 余獣,怪獣 余獣_eventchallenge01,Normal,Attack,Red,10000,3,20,0.19,500,0,0.2,1,200,1.23,stop有:1回目 0.56,75,-,-,,-,,dageki_1,,
,enemy_kai_00101,_eventchallenge01,e_kai_00101_eventchallenge01_Normal_Yellow,怪獣８号,怪獣 余獣,怪獣 余獣_eventchallenge01,Normal,Attack,Yellow,10000,3,31,0.2,500,0,0.21,1,200,1.23,stop有:1回目 0.56,75,-,-,,-,,dageki_1,,
,enemy_kai_00001,_eventchallenge01,e_kai_00001_eventchallenge01_Boss_Blue,怪獣８号,怪獣 本獣,怪獣 本獣_eventchallenge01,Boss,Defense,Blue,10000,2,30,0.18,300,0,0.21,100,300,2.34,stop有:1回目 1.00,150,-,-,,-,,dageki_1,,
,enemy_kai_00001,_eventchallenge01,e_kai_00001_eventchallenge01_Boss_Red,怪獣８号,怪獣 本獣,怪獣 本獣_eventchallenge01,Boss,Attack,Red,10000,3,30,0.2,500,0,0.23,100,300,2.34,stop有:1回目 1.00,100,-,-,,-,,dageki_1,,
,enemy_kai_00001,_eventchallenge01,e_kai_00001_eventchallenge01_Normal_Yellow,怪獣８号,怪獣 本獣,怪獣 本獣_eventchallenge01,Normal,Attack,Yellow,10000,3,35,0.23,500,0,0.26,100,300,2.34,stop有:1回目 1.00,100,-,-,,-,,dageki_1,,
,chara_kai_00401,_eventchallenge01,c_kai_00401_eventchallenge01_Boss_Red,怪獣８号,保科 宗四郎,保科 宗四郎_eventchallenge01,Boss,Attack,Red,10000,3,41,0.24,500,0,0.25,1,500,1.27,stop有:1回目 0.43,75,2.67,"stop無:1回目 0.25
stop無:2回目 0.91
stop無:3回目 1.05
stop無:4回目 1.15
stop有:5回目 1.66",単体に攻撃+50%の確率で3秒のスタン攻撃,4,,zangeki_1,,
,chara_kai_00201,_eventchallenge01,c_kai_00201_eventchallenge01_Boss_Red,怪獣８号,第三部隊隊長 亜白 ミナ,第三部隊隊長 亜白 ミナ_eventchallenge01,Boss,Attack,Red,10000,3,31,0.4,500,0,0.6,1,500,1.50,0.75,100,4.41,"stop無:1回目 1.42
stop無:2回目 1.85
stop無:3回目 2.29
stop無:4回目 2.73
stop有:5回目 3.17",範囲に攻撃+75%の確率で3秒のスタン攻撃,4,,shageki_1,,
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,-,,none,,
,enemy_kai_00301,_eventchallenge01,e_kai_00301_eventchallenge01_Boss_Green,怪獣８号,蜘蛛の怪獣,蜘蛛の怪獣_eventchallenge01,Boss,Technical,Green,10000,2,50,0.3,500,0,0.31,1,300,1.00,0.40,20,-,-,,-,,dageki_1,,
,enemy_kai_00301,_eventchallenge01,e_kai_00301_eventchallenge01_Boss_Yellow,怪獣８号,蜘蛛の怪獣,蜘蛛の怪獣_eventchallenge01,Boss,Technical,Yellow,10000,2,30,0.34,500,0,0.35,1,300,1.00,0.40,75,-,-,,-,,dageki_1,,
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,-,,none,,
,enemy_kai_00301,_savage01,e_kai_00301_savage01_Normal_Yellow,怪獣８号,蜘蛛の怪獣,蜘蛛の怪獣_savage01,Normal,Technical,Yellow,10000,2,30,0.34,500,0,0.35,1,300,1.00,0.40,75,-,-,,-,,dageki_1,,
,enemy_kai_00201,_savage01,e_kai_00201_savage01_Boss_Yellow,怪獣８号,怪獣９号,怪獣９号_savage01,Boss,Attack,Yellow,100000,3,35,0.27,1000,0,0.47,100,250,2.47,stop有:1回目 1.26,125,-,-,,-,,shageki_1,,
,enemy_kai_00201,_savage01,e_kai_00201_savage01_Boss_Red,怪獣８号,怪獣９号,怪獣９号_savage01,Boss,Attack,Red,100000,3,35,0.27,1000,0,0.47,100,250,2.47,stop有:1回目 1.26,125,-,-,,-,,shageki_1,,
,enemy_kai_00001,_savage01,e_kai_00001_savage01_Normal_Red,怪獣８号,怪獣 本獣,怪獣 本獣_savage01,Normal,Attack,Red,10000,3,8,0.2,500,0,0.23,100,300,2.34,stop有:1回目 1.00,100,-,-,,-,,dageki_1,,
,enemy_kai_00401,_savage01,e_kai_00401_savage01_Normal_Red,怪獣８号,怪獣１０号,怪獣１０号_savage01,Normal,Attack,Red,100000,2,55,0.3,2000,0,0.31,1,500,1.30,stop有:1回目 0.55,25,-,-,,-,,dageki_1,,
,enemy_kai_00401,_savage01,e_kai_00401_savage01_Boss_Red,怪獣８号,怪獣１０号,怪獣１０号_savage01,Boss,Attack,Red,100000,2,55,0.3,2000,0,0.31,1,500,1.30,stop有:1回目 0.55,25,-,-,,-,,dageki_1,,45%の確率で2秒間スタン攻撃
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,-,,none,,
,chara_kai_00001,_artwork01,c_kai_00001_artwork01_Boss_Colorless,怪獣８号,日比野 カフカ,日比野 カフカ_artwork01,Boss,Attack,Colorless,10000,3,25,0.2,100,0,0.21,1,400,1.83,1.00,100,2.33,1.33,単体に200%ダメージ,5,,dageki_1,,
,chara_kai_00301,_artwork01,c_kai_00301_artwork01_Normal_Colorless,怪獣８号,四ノ宮 キコル,四ノ宮 キコル_artwork01,Normal,Defense,Colorless,10000,3,34,0.17,100,0,0.27,100,400,2.04,0.70,100,3.34,1.07,広範囲に125%ダメージ,5,,zangeki_1,,
,chara_kai_00301,_artwork01,c_kai_00301_artwork01_Boss_Colorless,怪獣８号,四ノ宮 キコル,四ノ宮 キコル_artwork01,Boss,Defense,Colorless,10000,3,34,0.17,100,0,0.27,100,400,2.04,0.70,100,3.34,1.07,広範囲に125%ダメージ,5,,zangeki_1,,
,chara_kai_00101,_artwork01,c_kai_00101_artwork01_Normal_Colorless,怪獣８号,市川 レノ,市川 レノ_artwork01,Normal,Technical,Colorless,10000,3,30,0.3,100,0,0.31,1,400,1.40,stop無:1回目 0.91,100,3.17,"stop無:1回目 1.05
stop無:2回目 1.33
stop無:3回目 1.76",単体に100%3秒間氷結,5,,shageki_1,,
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,-,,none,,
,chara_spy_00101,_1d1c,c_spy_00101_1d1c_Normal_Colorless,SPY×FAMILY,<黄昏> ロイド,<黄昏> ロイド_1d1c,Normal,Attack,Colorless,20000,2,25,0.35,100,0,0.36,1,1000,1.64,0.83,75,2.50,1.33,単体に200%ダメージ,5,,shageki_1,,
,chara_spy_00101,_damianget,c_spy_00101_damianget_Boss_Colorless,SPY×FAMILY,<黄昏> ロイド,<黄昏> ロイド_damianget,Boss,Attack,Colorless,25000,1,30,0.35,400,0,0.36,1,500,1.64,0.83,90,2.50,1.33,単体に200%ダメージ,5,,shageki_1,,
,chara_spy_00101,_damianget,c_spy_00101_damianget_Boss_Red,SPY×FAMILY,<黄昏> ロイド,<黄昏> ロイド_damianget,Boss,Attack,Red,25000,1,30,0.35,400,0,0.36,1,500,1.64,0.83,80,2.50,1.33,単体に200%ダメージ,5,,shageki_1,,
,chara_spy_00101,_spy1savage,c_spy_00101_spy1savage_Boss_Blue,SPY×FAMILY,<黄昏> ロイド,<黄昏> ロイド_spy1savage,Boss,Attack,Blue,25000,1,30,0.35,400,0,0.36,1,100,1.64,0.83,80,2.50,1.33,単体に200%ダメージ,5,,shageki_1,,
,chara_spy_00101,_frankyget,c_spy_00101_frankyget_Boss_Yellow,SPY×FAMILY,<黄昏> ロイド,<黄昏> ロイド_frankyget,Boss,Attack,Yellow,25000,1,30,0.35,400,0,0.36,1,500,1.64,0.83,100,2.50,1.33,単体に200%ダメージ,5,,shageki_1,,
,chara_spy_00201,_damianget,c_spy_00201_damianget_Boss_Red,SPY×FAMILY,<いばら姫> ヨル,<いばら姫> ヨル_damianget,Boss,Attack,Red,40000,2,40,0.22,500,0,0.28,1,500,1.42,stop無:1回目 0.61,85,2.50,stop有:1回目 0.73,敵複数体に200%ダメージ,5,,zangeki_1,,
,chara_spy_00201,_spy1savage,c_spy_00201_spy1savage_Normal_Blue,SPY×FAMILY,<いばら姫> ヨル,<いばら姫> ヨル_spy1savage,Normal,Technical,Blue,100000,2,40,0.21,500,0,0.25,1,200,1.42,stop無:1回目 0.61,90,2.50,stop有:1回目 0.73,敵複数体に200%ダメージ+範囲小ノックバック,5,,zangeki_1,,
,chara_spy_00201,_frankyget,c_spy_00201_frankyget_Boss_Yellow,SPY×FAMILY,<いばら姫> ヨル,<いばら姫> ヨル_frankyget,Boss,Attack,Yellow,40000,2,40,0.22,500,0,0.28,1,500,1.42,stop無:1回目 0.61,80,2.50,stop有:1回目 0.73,敵複数体に200%ダメージ,5,,zangeki_1,,
,chara_spy_00401,_frankyget,c_spy_00401_frankyget_Normal_Colorless,SPY×FAMILY,フランキー・フランクリン,フランキー・フランクリン_frankyget,Normal,Defense,Colorless,40000,3,30,0.17,100,0,0.18,1,500,1.20,0.50,60,2.75,1.34,単体に150%ダメージ,7,,dageki_2,,
,chara_spy_00401,_frankyget,c_spy_00401_frankyget_Boss_Colorless,SPY×FAMILY,フランキー・フランクリン,フランキー・フランクリン_frankyget,Boss,Defense,Colorless,40000,3,30,0.17,100,0,0.18,1,500,1.20,0.50,60,2.75,1.34,単体に150%ダメージ,7,,dageki_2,,
,chara_spy_00401,_frankyget,c_spy_00401_frankyget_Boss_Red,SPY×FAMILY,フランキー・フランクリン,フランキー・フランクリン_frankyget,Boss,Technical,Red,40000,3,28,0.18,100,0,0.19,1,500,1.20,0.50,30,2.75,1.34,単体に100%ダメージ+6秒間、小ノックバック攻撃,3,,dageki_2,,
,chara_spy_00401,_frankyget,c_spy_00401_frankyget_Boss_Yellow,SPY×FAMILY,フランキー・フランクリン,フランキー・フランクリン_frankyget,Boss,Technical,Yellow,40000,3,28,0.18,100,0,0.19,1,500,1.20,0.50,75,2.75,1.34,単体に100%ダメージ+6秒間、20%攻撃DOWN,5,,dageki_2,,
,chara_spy_00501,_spy1challenge,c_spy_00501_spy1challenge_Boss_Blue,SPY×FAMILY,姉を想う盲愛 ユーリ・ブライア,ユーリ・ブライア_spy1challenge,Boss,Defense,Blue,100000,2,25,0.17,100,0,0.18,1,500,1.13,stop有:1回目 0.33,80,2.33,stop無:1回目 1.17,20秒間、自身が受けるダメージ20%カット,6,,dageki_1,,
,enemy_spy_00001,_frankyget,e_spy_00001_frankyget_Normal_Colorless,SPY×FAMILY,密輸組織の残党,密輸組織の残党_frankyget,Normal,Attack,Colorless,5000,3,25,0.32,300,0,0.33,1,250,1.00,0.17,50,-,-,,-,,shageki_1,,
,enemy_spy_00001,_spy1savage,e_spy_00001_spy1savage_Normal_Colorless,SPY×FAMILY,密輸組織の残党,密輸組織の残党_spy1savage,Normal,Attack,Colorless,5000,3,70,0.32,300,0,0.33,1,250,1.00,0.17,50,-,-,,-,,shageki_1,,
,enemy_spy_00001,_damianget,e_spy_00001_damianget_Normal_Red,SPY×FAMILY,密輸組織の残党,密輸組織の残党_damianget,Normal,Attack,Red,5000,3,25,0.32,300,0,0.33,1,250,1.00,0.17,50,-,-,,-,,shageki_1,,
,enemy_spy_00001,_spy1challenge,e_spy_00001_spy1challenge_Normal_Blue,SPY×FAMILY,密輸組織の残党,密輸組織の残党_spy1challenge,Normal,Attack,Blue,5000,3,25,0.32,300,0,0.33,1,250,1.00,0.17,50,-,-,,-,,shageki_1,,
,enemy_spy_00001,_spy1challenge,e_spy_00001_spy1challenge_Normal_Green,SPY×FAMILY,密輸組織の残党,密輸組織の残党_spy1challenge,Normal,Attack,Green,5000,3,25,0.32,300,0,0.33,1,250,1.00,0.17,50,-,-,,-,,shageki_1,,
,enemy_spy_00001,_spy1challenge,e_spy_00001_spy1challenge_Normal_Yellow,SPY×FAMILY,密輸組織の残党,密輸組織の残党_spy1challenge,Normal,Attack,Yellow,5000,3,25,0.32,300,0,0.33,1,250,1.00,0.17,50,-,-,,-,,shageki_1,,
,enemy_spy_00101,_damianget,e_spy_00101_damianget_Normal_Colorless,SPY×FAMILY,グエン,グエン_damianget,Normal,Attack,Colorless,2500,3,30,0.18,200,0,0.19,1,250,1.20,0.50,75,-,-,,-,,dageki_1,,
,enemy_spy_00101,_spy1challenge,e_spy_00101_spy1challenge_Normal_Red,SPY×FAMILY,グエン,グエン_spy1challenge,Normal,Attack,Red,5000,2,30,0.18,200,0,0.19,1,250,1.20,0.50,75,-,-,,-,,dageki_1,,
,enemy_spy_00101,_spy1challenge,e_spy_00101_spy1challenge_Normal_Blue,SPY×FAMILY,グエン,グエン_spy1challenge,Normal,Attack,Blue,5000,2,30,0.18,200,0,0.19,1,250,1.20,0.50,30,-,-,,-,,dageki_1,,
,enemy_spy_00101,_spy1savage,e_spy_00101_spy1savage_Normal_Blue,SPY×FAMILY,グエン,グエン_spy1savage,Normal,Technical,Blue,10000,3,32,0.19,500,0,0.2,1,100,1.20,0.50,50,-,-,,-,,dageki_1,小ノックバック,
,enemy_spy_00101,_spy1challenge,e_spy_00101_spy1challenge_Normal_Green,SPY×FAMILY,グエン,グエン_spy1challenge,Normal,Technical,Green,5000,2,30,0.18,200,0,0.19,1,250,1.20,0.50,100,-,-,,-,,dageki_1,小ノックバック,
,enemy_spy_00101,_frankyget,e_spy_00101_frankyget_Normal_Yellow,SPY×FAMILY,グエン,グエン_frankyget,Normal,Attack,Yellow,2500,3,30,0.18,200,0,0.19,1,250,1.20,0.50,75,-,-,,-,,dageki_1,,
,enemy_glo_00001,_spy1general01,e_glo_00001_spy1general01_Normal_Colorless,GLOW,ファントム,ファントム_spy1general01,Normal,Attack,Colorless,2500,3,30,0.18,200,0,0.19,1,250,1.00,0.50,75,,,,-,,dageki_1,,グエン無属性の代替品
,enemy_glo_00001,_spy1general02,e_glo_00001_spy1general02_Normal_Colorless,GLOW,ファントム,ファントム_spy1general02,Normal,Attack,Colorless,5000,3,25,0.25,300,0,0.26,1,250,1.00,0.50,50,,,,-,,dageki_1,,残党無属性の代替品
,enemy_glo_00001,_spy1general03,e_glo_00001_spy1general03_Normal_Red,GLOW,ファントム,ファントム_spy1general03,Normal,Attack,Red,5000,3,25,0.25,300,0,0.26,1,250,1.00,0.50,50,,,,-,,dageki_1,,残党赤属性の代替品
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,-,,none,,
,chara_dan_00001,_1d1c,c_dan_00001_1d1c_Normal_Colorless,ダンダダン,オカルン,オカルン_1d1c,Normal,Defense,Colorless,30000,1,20,0.15,100,0,0.16,1,1000,1.43,0.53,80,4.00,1.66,20秒間、自身が受けるダメージ10%カット,4,,dageki_1,,
,chara_dan_00001,_bbaget,c_dan_00001_bbaget_Boss_Colorless,ダンダダン,オカルン,オカルン_bbaget,Boss,Defense,Colorless,20000,2,30,0.2,100,0,0.21,1,250,1.43,0.53,90,4.00,1.66,20秒間、自身が受けるダメージ10%カット,4,,dageki_1,,
,chara_dan_00001,_airaget,c_dan_00001_airaget_Normal_Red,ダンダダン,オカルン,オカルン_airaget,Normal,Defense,Red,20000,2,30,0.2,100,0,0.21,1,250,1.43,0.53,100,4.00,1.66,20秒間、自身が受けるダメージ10%カット,4,,dageki_1,,
,chara_dan_00001,_bbaget,c_dan_00001_bbaget_Normal_Blue,ダンダダン,オカルン,オカルン_bbaget,Normal,Defense,Blue,20000,2,30,0.2,100,0,0.21,1,250,1.43,0.53,90,4.00,1.66,20秒間、自身が受けるダメージ10%カット,4,,dageki_1,,
,chara_dan_00001,_bbaget,c_dan_00001_bbaget_Boss_Blue,ダンダダン,オカルン,オカルン_bbaget,Boss,Defense,Blue,20000,2,30,0.2,100,0,0.21,1,250,1.43,0.53,90,4.00,1.66,20秒間、自身が受けるダメージ10%カット,4,,dageki_1,,
,chara_dan_00001,_savage,c_dan_00001_savage_Normal_Yellow,ダンダダン,オカルン,オカルン_savage,Normal,Defense,Yellow,20000,2,40,0.2,100,0,0.21,1,250,1.43,0.53,90,4.00,1.66,20秒間、自身が受けるダメージ10%カット,4,,dageki_1,,
,chara_dan_00002,_bbaget,c_dan_00002_bbaget_Boss_Blue,ダンダダン,ターボババアの霊力 オカルン,ターボババアの霊力 オカルン_bbaget,Boss,Attack,Blue,50000,3,55,0.22,300,0,0.23,1,250,1.84,"stop有:1回目 0.66
stop有:2回目 1.27",80,5.21,"stop有:1回目：1.78
stop有:2回目：3.34
stop無:3回目 3.76
stop無:4回目 3.92
stop無:5回目 4.09
stop無:6回目 4.26
stop無:7回目 4.42",複数体に合計300%の連続攻撃,7,,dageki_1,,
,chara_dan_00002,_dan1challenge,c_dan_00002_dan1challenge_Boss_Yellow,ダンダダン,ターボババアの霊力 オカルン,ターボババアの霊力 オカルン_dan1challenge,Boss,Attack,Yellow,50000,3,55,0.22,300,0,0.25,100,250,1.84,"stop有:1回目 0.66
stop有:2回目 1.27",80,5.21,"stop有:1回目：1.78
stop有:2回目：3.34
stop無:3回目 3.76
stop無:4回目 3.92
stop無:5回目 4.09
stop無:6回目 4.26
stop無:7回目 4.42",複数体に合計300%の連続攻撃,7,,dageki_1,,
,chara_dan_00101,_airaget,c_dan_00101_airaget_Normal_Red,ダンダダン,モモ,モモ_airaget,Normal,Attack,Red,20000,2,34,0.3,200,0,0.35,100,250,1.00,0.50,100,2.00,1.00,複数体に200%の攻撃,5,,dageki_1,,
,chara_dan_00101,_airaget,c_dan_00101_airaget_Boss_Red,ダンダダン,モモ,モモ_airaget,Boss,Attack,Red,20000,2,34,0.3,200,0,0.35,100,250,1.00,0.50,100,2.00,1.00,複数体に200%の攻撃,5,,dageki_1,,
,chara_dan_00101,_bbaget,c_dan_00101_bbaget_Normal_Blue,ダンダダン,モモ,モモ_bbaget,Normal,Attack,Blue,20000,2,34,0.3,200,0,0.35,100,250,1.00,0.50,100,2.00,1.00,複数体に200%の攻撃,5,,dageki_1,,
,chara_dan_00101,_bbaget,c_dan_00101_bbaget_Boss_Blue,ダンダダン,モモ,モモ_bbaget,Boss,Attack,Blue,20000,2,34,0.3,200,0,0.35,100,250,1.00,0.50,100,2.00,1.00,複数体に200%の攻撃,5,,dageki_1,,
,chara_dan_00101,_dan1challenge,c_dan_00101_dan1challenge_Boss_Green,ダンダダン,モモ,モモ_dan1challenge,Boss,Attack,Green,20000,2,34,0.3,200,0,0.35,100,250,1.00,0.50,100,2.00,1.00,複数体に200%の攻撃,5,,dageki_1,,
,chara_dan_00201,_airaget,c_dan_00201_airaget_Boss_Colorless,ダンダダン,アイラ,アイラ_airaget,Boss,Attack,Colorless,20000,3,25,0.27,200,0,0.28,1,250,1.5,stop有:1回目 0.43,75,2.50,stop無:1回目：1.33,次回(1回)自身の攻撃力100%Up,4,,dageki_2,,
,chara_dan_00201,_savage,c_dan_00201_savage_Normal_Red,ダンダダン,アイラ,アイラ_savage,Normal,Attack,Red,20000,3,25,0.27,200,0,0.28,1,250,1.5,stop有:1回目 0.43,75,2.50,stop無:1回目：1.33,次回(1回)自身の攻撃力100%Up,4,,dageki_2,,
,chara_dan_00201,_airaget,c_dan_00201_airaget_Boss_Red,ダンダダン,アイラ,アイラ_airaget,Boss,Attack,Red,20000,3,25,0.27,200,0,0.28,1,250,1.5,stop有:1回目 0.43,75,2.50,stop無:1回目：1.33,次回(1回)自身の攻撃力100%Up,4,,dageki_2,,
,chara_dan_00202,_dan1challenge,c_dan_00202_dan1challenge_Boss_Red,ダンダダン,アクさらの愛 アイラ,アクさらの愛 アイラ_dan1challenge,Boss,Attack,Red,50000,2,33,0.25,500,0,0.26,1,300,1.37,0.45,75,2.44,"stop無:1回目:0.30
stop無:2回目:0.65
stop有:3回目:1.05",単体に200%の攻撃,4,,dageki_1,,
