ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,target_mst_series_ids,target_mst_character_ids,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter,effect_value,effect_trigger_roles,effect_trigger_colors
e,202603010,chara_hut_00301_Special_00003_03,chara_hut_00301_Special_00003,3,47,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,15,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00003_04,chara_hut_00301_Special_00003,4,63,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,26,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00003_05,chara_hut_00301_Special_00003,5,80,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,55,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00004_01,chara_hut_00301_Special_00004,1,15,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00004_02,chara_hut_00301_Special_00004,2,31,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00004_03,chara_hut_00301_Special_00004,3,47,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00004_04,chara_hut_00301_Special_00004,4,63,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,27,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00004_05,chara_hut_00301_Special_00004,5,80,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,58,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00005_01,chara_hut_00301_Special_00005,1,15,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00005_02,chara_hut_00301_Special_00005,2,31,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,3,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00005_03,chara_hut_00301_Special_00005,3,47,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00005_04,chara_hut_00301_Special_00005,4,63,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,28,None,0,0,0,,,
e,202603010,chara_hut_00301_Special_00005_05,chara_hut_00301_Special_00005,5,80,Direct,Distance,0,Distance,0.6,100,Foe,All,All,All,,,Damage,KnockBack1,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202603010,chara_hut_00101_Normal_00001,chara_hut_00101_Normal_00000,1,0,Direct,Distance,0,Distance,0.43,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00001_01,chara_hut_00101_Special_00001,1,17,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00001_02,chara_hut_00101_Special_00001,2,39,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00001_03,chara_hut_00101_Special_00001,3,50,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00001_04,chara_hut_00101_Special_00001,4,64,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00001_05,chara_hut_00101_Special_00001,5,79,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00001_06,chara_hut_00101_Special_00001,6,79,Direct,Koma,0,Koma,1,100,Friend,Character,Blue,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,500,5,,,
e,202603010,chara_hut_00101_Special_00001_07,chara_hut_00101_Special_00001,7,79,Direct,Distance,-50,Distance,50,100,Friend,Character,All,All,hut,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,300,2,,,
e,202603010,chara_hut_00101_Special_00002_01,chara_hut_00101_Special_00002,1,17,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00002_02,chara_hut_00101_Special_00002,2,39,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00002_03,chara_hut_00101_Special_00002,3,50,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00002_04,chara_hut_00101_Special_00002,4,64,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,14,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00002_05,chara_hut_00101_Special_00002,5,79,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00002_06,chara_hut_00101_Special_00002,6,79,Direct,Koma,0,Koma,1,100,Friend,Character,Blue,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,545,6,,,
e,202603010,chara_hut_00101_Special_00002_07,chara_hut_00101_Special_00002,7,79,Direct,Distance,-50,Distance,50,100,Friend,Character,All,All,hut,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,345,4,,,
e,202603010,chara_hut_00101_Special_00003_01,chara_hut_00101_Special_00003,1,17,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,15,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00003_02,chara_hut_00101_Special_00003,2,39,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,15,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00003_03,chara_hut_00101_Special_00003,3,50,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,15,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00003_04,chara_hut_00101_Special_00003,4,64,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,15,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00003_05,chara_hut_00101_Special_00003,5,79,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00003_06,chara_hut_00101_Special_00003,6,79,Direct,Koma,0,Koma,1,100,Friend,Character,Blue,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,570,7,,,
e,202603010,chara_hut_00101_Special_00003_07,chara_hut_00101_Special_00003,7,79,Direct,Distance,-50,Distance,50,100,Friend,Character,All,All,hut,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,370,6,,,
e,202603010,chara_hut_00101_Special_00004_01,chara_hut_00101_Special_00004,1,17,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,16,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00004_02,chara_hut_00101_Special_00004,2,39,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00004_03,chara_hut_00101_Special_00004,3,50,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00004_04,chara_hut_00101_Special_00004,4,64,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00004_05,chara_hut_00101_Special_00004,5,79,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00004_06,chara_hut_00101_Special_00004,6,79,Direct,Koma,0,Koma,1,100,Friend,Character,Blue,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,590,8,,,
e,202603010,chara_hut_00101_Special_00004_07,chara_hut_00101_Special_00004,7,79,Direct,Distance,-50,Distance,50,100,Friend,Character,All,All,hut,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,390,8,,,
e,202603010,chara_hut_00101_Special_00005_01,chara_hut_00101_Special_00005,1,17,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,17,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00005_02,chara_hut_00101_Special_00005,2,39,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00005_03,chara_hut_00101_Special_00005,3,50,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00005_04,chara_hut_00101_Special_00005,4,64,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00005_05,chara_hut_00101_Special_00005,5,79,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0,,,
e,202603010,chara_hut_00101_Special_00005_06,chara_hut_00101_Special_00005,6,79,Direct,Koma,0,Koma,1,100,Friend,Character,Blue,All,,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,600,10,,,
e,202603010,chara_hut_00101_Special_00005_07,chara_hut_00101_Special_00005,7,79,Direct,Distance,-50,Distance,50,100,Friend,Character,All,All,hut,,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,400,10,,,
e,202603010,c_hut_00001_hut1_1d1c_Normal_Colorless_Normal_00000_1,c_hut_00001_hut1_1d1c_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.32,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00001_hut1_1d1c_Normal_Colorless_Special_00001_1,c_hut_00001_hut1_1d1c_Normal_Colorless_Special_00001,1,44,Direct,Distance,0,Distance,0.42,100,Foe,All,All,All,,,Damage,KnockBack2,0,0,dageki_1,,100,Percentage,200,None,0,0,0,,,
e,202603010,e_hut_00001_hut1_1d1c_Normal_Colorless_Normal_00000_1,e_hut_00001_hut1_1d1c_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.32,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00001_hut1_charaget01_Normal_Colorless_Normal_00000_1,c_hut_00001_hut1_charaget01_Normal_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.32,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00001_hut1_charaget01_Normal_Colorless_Special_00001_1,c_hut_00001_hut1_charaget01_Normal_Colorless_Special_00001,1,44,Direct,Distance,0,Distance,0.42,100,Foe,All,All,All,,,Damage,KnockBack2,0,0,dageki_1,,100,Percentage,200,None,0,0,0,,,
e,202603010,e_glo_00001_hut1_charaget01_Normal_Blue_Normal_00000_1,e_glo_00001_hut1_charaget01_Normal_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.21,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Normal_00000_1,c_hut_00101_hut1_charaget01_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.63,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001_1,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001,1,17,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,40,None,0,0,0,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001_2,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001,2,39,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,40,None,0,0,0,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001_3,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001,3,50,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,40,None,0,0,0,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001_4,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001,4,64,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,40,None,0,0,0,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001_5,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001,5,79,Direct,Distance,0,Distance,0.63,100,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,40,None,0,0,0,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001_6,c_hut_00101_hut1_charaget01_Boss_Colorless_Special_00001,6,79,Direct,Distance,-1,Distance,1,100,Friend,All,All,All,,,None,Normal,0,0,dageki_1,1,100,Percentage,0,AttackPowerUp,-1,400,10,,,
e,202603010,c_hut_00101_hut1_charaget01_Boss_Colorless_Appearance_00002_1,c_hut_00101_hut1_charaget01_Boss_Colorless_Appearance_00002,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00201_hut1_charaget01_Boss_Colorless_Normal_00000_1,c_hut_00201_hut1_charaget01_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.52,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00201_hut1_charaget01_Boss_Colorless_Special_00001_1,c_hut_00201_hut1_charaget01_Boss_Colorless_Special_00001,1,55,Direct,Distance,0,Distance,0.63,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,70,None,0,0,0,,,
e,202603010,c_hut_00201_hut1_charaget01_Boss_Colorless_Special_00001_2,c_hut_00201_hut1_charaget01_Boss_Colorless_Special_00001,2,72,Direct,Distance,0,Distance,0.63,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,70,None,0,0,0,,,
e,202603010,c_hut_00201_hut1_charaget01_Boss_Colorless_Special_00001_3,c_hut_00201_hut1_charaget01_Boss_Colorless_Special_00001,3,99,Direct,Distance,0,Distance,0.63,1,Foe,All,All,All,,,Damage,Stun,50,100,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202603010,c_hut_00201_hut1_charaget01_Boss_Colorless_Appearance_00002_1,c_hut_00201_hut1_charaget01_Boss_Colorless_Appearance_00002,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,,,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00301_hut1_charaget01_Boss_Colorless_Normal_00000_1,c_hut_00301_hut1_charaget01_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.43,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,,,
e,202603010,c_hut_00301_hut1_charaget01_Boss_Colorless_Special_00001_1,c_hut_00301_hut1_charaget01_Boss_Colorless_Special_00001,1,15,Direct,Distance,0,Distance,0.52,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202603010,c_hut_00301_hut1_charaget01_Boss_Colorless_Special_00001_2,c_hut_00301_hut1_charaget01_Boss_Colorless_Special_00001,2,31,Direct,Distance,0,Distance,0.52,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
e,202603010,c_hut_00301_hut1_charaget01_Boss_Colorless_Special_00001_3,c_hut_00301_hut1_charaget01_Boss_Colorless_Special_00001,3,47,Direct,Distance,0,Distance,0.52,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,,100,Percentage,60,None,0,0,0,,,
