ENABLE,id,mst_advent_battle_reward_group_id,resource_type,resource_id,resource_amount,release_key
e,quest_raid_jig1_reward_group_00001_15_3,quest_raid_jig1_reward_group_00001_15,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_16_1,quest_raid_jig1_reward_group_00001_16,FreeDiamond,prism_glo_00001,10,202601010
e,quest_raid_jig1_reward_group_00001_16_2,quest_raid_jig1_reward_group_00001_16,Coin,,1000,202601010
e,quest_raid_jig1_reward_group_00001_16_3,quest_raid_jig1_reward_group_00001_16,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_17_1,quest_raid_jig1_reward_group_00001_17,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_jig1_reward_group_00001_17_2,quest_raid_jig1_reward_group_00001_17,Coin,,2000,202601010
e,quest_raid_jig1_reward_group_00001_17_3,quest_raid_jig1_reward_group_00001_17,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_18_1,quest_raid_jig1_reward_group_00001_18,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_jig1_reward_group_00001_18_2,quest_raid_jig1_reward_group_00001_18,Coin,,2000,202601010
e,quest_raid_jig1_reward_group_00001_18_3,quest_raid_jig1_reward_group_00001_18,Item,memoryfragment_glo_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_19_1,quest_raid_jig1_reward_group_00001_19,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_jig1_reward_group_00001_19_2,quest_raid_jig1_reward_group_00001_19,Coin,,2000,202601010
e,quest_raid_jig1_reward_group_00001_19_3,quest_raid_jig1_reward_group_00001_19,Item,memoryfragment_glo_00001,2,202601010
e,quest_raid_jig1_reward_group_00001_20_1,quest_raid_jig1_reward_group_00001_20,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_jig1_reward_group_00001_20_2,quest_raid_jig1_reward_group_00001_20,Coin,,2000,202601010
e,quest_raid_jig1_reward_group_00001_20_3,quest_raid_jig1_reward_group_00001_20,Item,memoryfragment_glo_00001,2,202601010
e,quest_raid_jig1_reward_group_00001_21_1,quest_raid_jig1_reward_group_00001_21,FreeDiamond,prism_glo_00001,30,202601010
e,quest_raid_jig1_reward_group_00001_21_2,quest_raid_jig1_reward_group_00001_21,Coin,,3000,202601010
e,quest_raid_jig1_reward_group_00001_21_3,quest_raid_jig1_reward_group_00001_21,Item,memoryfragment_glo_00001,2,202601010
e,quest_raid_jig1_reward_group_00001_21_4,quest_raid_jig1_reward_group_00001_21,Item,memoryfragment_glo_00002,1,202601010
e,quest_raid_jig1_reward_group_00001_22_1,quest_raid_jig1_reward_group_00001_22,FreeDiamond,prism_glo_00001,30,202601010
e,quest_raid_jig1_reward_group_00001_22_2,quest_raid_jig1_reward_group_00001_22,Coin,,3000,202601010
e,quest_raid_jig1_reward_group_00001_22_3,quest_raid_jig1_reward_group_00001_22,Item,memoryfragment_glo_00001,2,202601010
e,quest_raid_jig1_reward_group_00001_22_4,quest_raid_jig1_reward_group_00001_22,Item,memoryfragment_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_23_1,quest_raid_jig1_reward_group_00001_23,FreeDiamond,prism_glo_00001,30,202601010
e,quest_raid_jig1_reward_group_00001_23_2,quest_raid_jig1_reward_group_00001_23,Coin,,3000,202601010
e,quest_raid_jig1_reward_group_00001_23_3,quest_raid_jig1_reward_group_00001_23,Item,memoryfragment_glo_00001,2,202601010
e,quest_raid_jig1_reward_group_00001_23_4,quest_raid_jig1_reward_group_00001_23,Item,memoryfragment_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_24_1,quest_raid_jig1_reward_group_00001_24,FreeDiamond,prism_glo_00001,30,202601010
e,quest_raid_jig1_reward_group_00001_24_2,quest_raid_jig1_reward_group_00001_24,Coin,,3000,202601010
e,quest_raid_jig1_reward_group_00001_24_3,quest_raid_jig1_reward_group_00001_24,Item,memoryfragment_glo_00001,2,202601010
e,quest_raid_jig1_reward_group_00001_24_4,quest_raid_jig1_reward_group_00001_24,Item,memoryfragment_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_25_1,quest_raid_jig1_reward_group_00001_25,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_jig1_reward_group_00001_25_2,quest_raid_jig1_reward_group_00001_25,Coin,,4000,202601010
e,quest_raid_jig1_reward_group_00001_25_3,quest_raid_jig1_reward_group_00001_25,Item,memoryfragment_glo_00001,3,202601010
e,quest_raid_jig1_reward_group_00001_25_4,quest_raid_jig1_reward_group_00001_25,Item,memoryfragment_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_26_1,quest_raid_jig1_reward_group_00001_26,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_jig1_reward_group_00001_26_2,quest_raid_jig1_reward_group_00001_26,Coin,,4000,202601010
e,quest_raid_jig1_reward_group_00001_26_3,quest_raid_jig1_reward_group_00001_26,Item,memoryfragment_glo_00001,3,202601010
e,quest_raid_jig1_reward_group_00001_26_4,quest_raid_jig1_reward_group_00001_26,Item,memoryfragment_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_27_1,quest_raid_jig1_reward_group_00001_27,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_jig1_reward_group_00001_27_2,quest_raid_jig1_reward_group_00001_27,Coin,,4000,202601010
e,quest_raid_jig1_reward_group_00001_27_3,quest_raid_jig1_reward_group_00001_27,Item,memoryfragment_glo_00001,3,202601010
e,quest_raid_jig1_reward_group_00001_27_4,quest_raid_jig1_reward_group_00001_27,Item,memoryfragment_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_28_1,quest_raid_jig1_reward_group_00001_28,FreeDiamond,prism_glo_00001,40,202601010
e,quest_raid_jig1_reward_group_00001_28_2,quest_raid_jig1_reward_group_00001_28,Coin,,4000,202601010
e,quest_raid_jig1_reward_group_00001_28_3,quest_raid_jig1_reward_group_00001_28,Item,memoryfragment_glo_00001,3,202601010
e,quest_raid_jig1_reward_group_00001_28_4,quest_raid_jig1_reward_group_00001_28,Item,memoryfragment_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_28_5,quest_raid_jig1_reward_group_00001_28,Item,memoryfragment_glo_00003,1,202601010
e,quest_raid_jig1_reward_group_00001_29_1,quest_raid_jig1_reward_group_00001_29,Item,emblem_jig_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_29_2,quest_raid_jig1_reward_group_00001_29,FreeDiamond,prism_glo_00001,1000,202601010
e,quest_raid_jig1_reward_group_00001_29_3,quest_raid_jig1_reward_group_00001_29,Coin,,100000,202601010
e,quest_raid_jig1_reward_group_00001_29_4,quest_raid_jig1_reward_group_00001_29,GachaTicket,ticket_glo_00002,5,202601010
e,quest_raid_jig1_reward_group_00001_30_1,quest_raid_jig1_reward_group_00001_30,Item,emblem_jig_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_30_2,quest_raid_jig1_reward_group_00001_30,FreeDiamond,prism_glo_00001,750,202601010
e,quest_raid_jig1_reward_group_00001_30_3,quest_raid_jig1_reward_group_00001_30,Coin,,75000,202601010
e,quest_raid_jig1_reward_group_00001_30_4,quest_raid_jig1_reward_group_00001_30,GachaTicket,ticket_glo_00002,5,202601010
e,quest_raid_jig1_reward_group_00001_31_1,quest_raid_jig1_reward_group_00001_31,Item,emblem_jig_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_31_2,quest_raid_jig1_reward_group_00001_31,FreeDiamond,prism_glo_00001,500,202601010
e,quest_raid_jig1_reward_group_00001_31_3,quest_raid_jig1_reward_group_00001_31,Coin,,50000,202601010
e,quest_raid_jig1_reward_group_00001_31_4,quest_raid_jig1_reward_group_00001_31,GachaTicket,ticket_glo_00002,5,202601010
e,quest_raid_jig1_reward_group_00001_32_1,quest_raid_jig1_reward_group_00001_32,Item,emblem_jig_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_32_2,quest_raid_jig1_reward_group_00001_32,FreeDiamond,prism_glo_00001,300,202601010
e,quest_raid_jig1_reward_group_00001_32_3,quest_raid_jig1_reward_group_00001_32,Coin,,30000,202601010
e,quest_raid_jig1_reward_group_00001_32_4,quest_raid_jig1_reward_group_00001_32,GachaTicket,ticket_glo_00002,4,202601010
e,quest_raid_jig1_reward_group_00001_33_1,quest_raid_jig1_reward_group_00001_33,Item,emblem_jig_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_33_2,quest_raid_jig1_reward_group_00001_33,FreeDiamond,prism_glo_00001,200,202601010
e,quest_raid_jig1_reward_group_00001_33_3,quest_raid_jig1_reward_group_00001_33,Coin,,20000,202601010
e,quest_raid_jig1_reward_group_00001_33_4,quest_raid_jig1_reward_group_00001_33,GachaTicket,ticket_glo_00002,3,202601010
e,quest_raid_jig1_reward_group_00001_34_1,quest_raid_jig1_reward_group_00001_34,Item,emblem_jig_00001,1,202601010
e,quest_raid_jig1_reward_group_00001_34_2,quest_raid_jig1_reward_group_00001_34,FreeDiamond,prism_glo_00001,150,202601010
e,quest_raid_jig1_reward_group_00001_34_3,quest_raid_jig1_reward_group_00001_34,Coin,,15000,202601010
e,quest_raid_jig1_reward_group_00001_34_4,quest_raid_jig1_reward_group_00001_34,GachaTicket,ticket_glo_00002,3,202601010
e,quest_raid_jig1_reward_group_00001_35_1,quest_raid_jig1_reward_group_00001_35,FreeDiamond,prism_glo_00001,100,202601010
e,quest_raid_jig1_reward_group_00001_35_2,quest_raid_jig1_reward_group_00001_35,Coin,,10000,202601010
e,quest_raid_jig1_reward_group_00001_35_3,quest_raid_jig1_reward_group_00001_35,GachaTicket,ticket_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_36_1,quest_raid_jig1_reward_group_00001_36,FreeDiamond,prism_glo_00001,50,202601010
e,quest_raid_jig1_reward_group_00001_36_2,quest_raid_jig1_reward_group_00001_36,Coin,,5000,202601010
e,quest_raid_jig1_reward_group_00001_36_3,quest_raid_jig1_reward_group_00001_36,GachaTicket,ticket_glo_00002,2,202601010
e,quest_raid_jig1_reward_group_00001_37_1,quest_raid_jig1_reward_group_00001_37,FreeDiamond,prism_glo_00001,20,202601010
e,quest_raid_jig1_reward_group_00001_37_2,quest_raid_jig1_reward_group_00001_37,Coin,,2000,202601010
e,quest_raid_jig1_reward_group_00001_37_3,quest_raid_jig1_reward_group_00001_37,GachaTicket,ticket_glo_00002,1,202601010
