ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key
e,437,event_sur1_charaget02_00002,FirstClear,Coin,,250,100,2,202512010
e,438,event_sur1_charaget02_00002,Random,Item,piece_sur_00701,1,15,3,202512010
e,439,event_sur1_charaget02_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202512010
e,440,event_sur1_charaget02_00003,FirstClear,Coin,,250,100,2,202512010
e,441,event_sur1_charaget02_00003,Random,Item,piece_sur_00701,1,20,3,202512010
e,442,event_sur1_charaget02_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202512010
e,443,event_sur1_charaget02_00004,FirstClear,Coin,,350,100,2,202512010
e,444,event_sur1_charaget02_00004,Random,Item,piece_sur_00701,3,25,3,202512010
e,445,event_sur1_charaget02_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202512010
e,446,event_sur1_charaget02_00005,FirstClear,Item,memory_chara_sur_00701,200,100,2,202512010
e,447,event_sur1_charaget02_00005,FirstClear,Coin,,350,100,3,202512010
e,448,event_sur1_charaget02_00005,Random,Item,piece_sur_00701,3,30,4,202512010
e,449,event_sur1_charaget02_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202512010
e,450,event_sur1_charaget02_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,2,202512010
e,451,event_sur1_charaget02_00006,FirstClear,Item,memory_chara_sur_00701,250,100,3,202512010
e,452,event_sur1_charaget02_00006,FirstClear,Coin,,350,100,4,202512010
e,453,event_sur1_charaget02_00006,Random,Item,piece_sur_00701,3,40,5,202512010
e,454,event_sur1_charaget02_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202512010
e,455,event_sur1_charaget02_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,2,202512010
e,456,event_sur1_charaget02_00007,FirstClear,Item,memory_chara_sur_00701,300,100,3,202512010
e,457,event_sur1_charaget02_00007,FirstClear,Coin,,500,100,4,202512010
e,458,event_sur1_charaget02_00007,Random,Item,piece_sur_00701,3,45,5,202512010
e,459,event_sur1_charaget02_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202512010
e,460,event_sur1_charaget02_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,2,202512010
e,461,event_sur1_charaget02_00008,FirstClear,Item,memory_chara_sur_00701,350,100,3,202512010
e,462,event_sur1_charaget02_00008,FirstClear,Coin,,500,100,4,202512010
e,463,event_sur1_charaget02_00008,Random,Item,piece_sur_00701,5,60,5,202512010
e,464,event_sur1_challenge01_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202512010
e,465,event_sur1_challenge01_00002,FirstClear,Item,piece_sur_00601,50,100,1,202512010
e,466,event_sur1_challenge01_00002,FirstClear,Item,ticket_glo_00003,1,100,2,202512010
e,467,event_sur1_challenge01_00003,FirstClear,Item,piece_sur_00101,50,100,1,202512010
e,468,event_sur1_challenge01_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202512010
e,469,event_sur1_challenge01_00004,FirstClear,Item,piece_sur_00501,50,100,1,202512010
e,470,event_sur1_challenge01_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202512010
