,SR,chara_dan_00201,アイラ,,,FALSE,TRUE,古澤,
,SR,chara_dan_00301,招き猫 ターボババア,,,FALSE,TRUE,古澤,
,SR,chara_gom_00101,トーチャー・トルチュール,,,TRUE,TRUE,古澤,
,SR,chara_bat_00001,清峰 葉流火,,,TRUE,TRUE,古澤,
,SR,chara_bat_00101,要 圭,,,TRUE,TRUE,古澤,
,SR,chara_kai_00101,市川 レノ,,,TRUE,TRUE,古澤,
,SR,chara_kai_00501,四ノ宮 功,,,FALSE,TRUE,古澤,
,SR,chara_kai_00601,古橋 伊春,,,FALSE,TRUE,古澤,
,SR,chara_yuw_00501,753♡,,,FALSE,TRUE,古澤,
,SR,chara_yuw_00601,奥村 正宗,,,FALSE,TRUE,古澤,
,SR,chara_sur_00201,東 日万凛,,,TRUE,TRUE,古澤,
,SR,chara_sur_00301,駿河 朱々,,,TRUE,TRUE,古澤,
,SR,chara_sur_00401,大川村 寧,,,FALSE,TRUE,古澤,
,SR,chara_sur_00701,和倉 青羽,,,FALSE,TRUE,古澤,
,SR,chara_sur_00801,無窮の鎖 和倉 優希,,,FALSE,TRUE,古澤,
,SR,chara_aha_00001,ライドウ,,,TRUE,TRUE,古澤,
,SR,chara_jig_00301,山田浅ェ門 仙汰,,,TRUE,TRUE,古澤,
,SR,chara_mag_00101,越谷 仁美,,,TRUE,TRUE,古澤,
,SR,chara_mag_00401,槇野 あかね,,,FALSE,TRUE,古澤,
,SR,chara_mag_00501,重本 浩司,,,FALSE,TRUE,古澤,
,SR,chara_sum_00201,小舟 澪,,,TRUE,TRUE,古澤,
,R,chara_aka_00001,佐々木,,,TRUE,TRUE,古澤,
,R,chara_aka_00101,文蔵,,,TRUE,TRUE,古澤,
,R,chara_rik_00001,リコピン,,,TRUE,TRUE,古澤,
,R,chara_rik_00101,甘戸 めめ,,,FALSE,TRUE,古澤,
,R,chara_dan_00001,オカルン,,,TRUE,TRUE,古澤,
,R,chara_gom_00201,クロル,,,FALSE,TRUE,古澤,
,R,chara_chi_00001,デンジ,,,TRUE,TRUE,古澤,
,R,chara_kai_00001,日比野 カフカ,,,TRUE,TRUE,古澤,
,R,chara_sur_00001,和倉 優希,,,TRUE,TRUE,古澤,
,R,chara_ron_00101,一色 都々丸,,,TRUE,TRUE,古澤,
,R,chara_sum_00001,網代 慎平,,,TRUE,TRUE,古澤,
,UR,chara_osh_00001,B小町不動のセンター アイ,,,FALSE,TRUE,古澤,※リリースは202512020で次デプロイ。dev-qa2には同時昇格のため、1/1 0時以降であれば確認可。
,UR,chara_osh_00101,復讐を誓う片星 星野 アクア,,,FALSE,TRUE,古澤,※リリースは202512020で次デプロイ。dev-qa2には同時昇格のため、1/1 0時以降であれば確認可。
,SSR,chara_osh_00201,星野 ルビー,,,FALSE,TRUE,古澤,※リリースは202512020で次デプロイ。dev-qa2には同時昇格のため、1/1 0時以降であれば確認可。
,SSR,chara_osh_00301,MEMちょ,,,FALSE,TRUE,古澤,※リリースは202512020で次デプロイ。dev-qa2には同時昇格のため、1/1 0時以降であれば確認可。
,SSR,chara_osh_00401,有馬 かな,,,FALSE,TRUE,古澤,※リリースは202512020で次デプロイ。dev-qa2には同時昇格のため、1/1 0時以降であれば確認可。
,SSR,chara_osh_00501,黒川 あかね,,,FALSE,TRUE,古澤,※リリースは202512020で次デプロイ。dev-qa2には同時昇格のため、1/1 0時以降であれば確認可。
,SR,chara_osh_00601,ぴえヨン,,,FALSE,TRUE,古澤,※リリースは202512020で次デプロイ。dev-qa2には同時昇格のため、1/1 0時以降であれば確認可。
